SLIC,Facility Latitude,Facility Longitude
4464,40.768,-81.4428
4466,40.4851,-81.4316
4468,41.38431667,-81.48746667
447,40.768,-81.4428
4471,40.768,-81.4428
4478,40.768,-81.4428
4479,40.768,-81.4428
4483,41.1083,-81.4801
4486,41.3102,-82.6064
4487,41.3102,-82.6064
4488,41.0222,-81.7168
4493,41.3811,-81.8292
4494,40.7763,-82.5457
4498,40.7763,-82.5457
4499,40.7763,-82.5457
449SS,40.7763,-82.5457
4501,39.3769,-84.5559
4506,39.3616,-83.8668
4508,39.3616,-83.8668
451,39.271,-84.4333
4511,39.271,-84.4333
4512,39.271,-84.4333
4514,39.271,-84.4333
4515,38.6379,-83.7963
4516,39.1208,-84.5373
4517,39.3616,-83.8668
4518,39.271,-84.4333
4519,39.271,-84.4333
451NE,29.828,-63.20415
451TG,40.77,-83.95
452,39.1208,-84.5373
4521,39.1208,-84.5373
4522,39.1208,-84.5373
4523,39.1208,-84.5373
4524,39.1208,-84.5373
4526,39.1208,-84.5373
4528,39.1208,-84.5373
4529,39.1208,-84.5373
452TD,39.1208,-84.5373
453,39.6733,-84.2404
4532,39.6733,-84.2404
4535,40.1608,-84.2322
4538,39.6733,-84.2404
4539,39.6733,-84.2404
453AM,20.385,-41.975
453KL,39.6733,-84.2404
4541,39.7948,-84.1535
4547,39.271,-84.4333
4548,39.7948,-84.1535
4549,39.7948,-84.1535
455,39.8954,-83.8215
4557,39.8954,-83.8215
4558,40.1608,-84.2322
4559,39.7948,-84.1535
456,39.369,-82.9758
4565,38.4506,-82.651
4566,38.8034,-82.9856
4568,39.369,-82.9758
4569,41.1412,-80.6768
4572,39.4129,-81.4518
4574,39.3209,-82.1393
4575,39.4129,-81.4518
4581,40.5583,-84.5399
4584,41.0618,-83.6751
4585,41.0618,-83.6751
4586,40.7394,-84.1158
4588,40.5583,-84.5399
4598,41.1154,-84.39125
45CS,39.271,-84.4333
45NO,39.271,-84.4333
45NS,40.95,-80.66
45WC,39.271,-84.4333
4601,40.096,-85.6773
4603Z,0,0
4606,39.9001,-86.2546
4608,39.7884,-86.1731
4609,39.7884,-86.1731
460A,0,0
460AZ,0,0
4612,39.7884,-86.1731
4613,39.9001,-86.2546
4616,23.94006,-51.75276
4618,39.9001,-86.2546
4619,39.7884,-86.1731
461BS,0,0
461IN,39.7884,-86.1731
461SH,0,0
462,39.7884,-86.1731
4621,39.7884,-86.1731
4622,39.9001,-86.2546
4623,39.9001,-86.2546
4624,39.9125,-86.0391
4625,39.7884,-86.1731
4628,26.60006667,-57.50306667
4629,39.9001,-86.2546
462AS,40.327575,-86.37095
462CT,39.9001,-86.2546
462EX,0,0
462FL,39.9001,-86.2546
462HS,19.95005,-43.1273
462NE,39.9001,-86.2546
462PC,0,0
462UL,39.9001,-86.2546
462WM,39.9001,-86.2546
463,39.7884,-86.1731
4635,41.5884,-87.5188
4636,41.5421,-86.9089
4638,26.60006667,-57.50306667
4639,41.5421,-86.9089
463CP,41.5421,-86.9089
465,41.2977,-86.1354
4651,41.6597,-85.9934
4654,41.5884,-87.5188
4656,39.9001,-86.2546
4658,41.5873,-86.0218
4659,41.6597,-85.9934
465CP,41.2977,-86.1354
465MS,0,0
465RR,41.2977,-86.1354
466,41.7077,-86.3029
4668,41.67458,-86.4241
4669,41.7077,-86.3029
4671,39.9001,-86.2546
4675,41.435,-85.0493
4678,39.9001,-86.2546
4679,10.2465,-21.2997
4681,41.1096,-85.1766
4684,41.1096,-85.1766
4688,41.1096,-85.1766
4689,41.1096,-85.1766
468VB,0,0
469,40.495,-86.1031
4694Z,0,0
4695,40.5394,-85.6478
4696Z,0,0
4697,29.925075,-64.69095
4697Z,0,0
4698,40.5394,-85.6478
4699,41.6929,-87.6005
46HDA,39.7884,-86.1731
46HS,41.5421,-86.9089
46IA,39.9001,-86.2546
4708,38.699,-85.50735
4711,41.61,-86.72
4715,38.332,-85.7564
4718,39.1861,-85.8888
471TM,0,0
4723Z,41.61,-86.72
4724,39.066,-85.2583
4728,39.066,-85.2583
4729,39.066,-85.2583
472TM,0,0
4736,39.8198,-84.9899
4737,39.8198,-84.9899
4738,40.1637,-85.4073
4739,40.1637,-85.4073
473FD,0,0
474,39.1495,-86.5759
4742,41.7077,-86.3029
4743,39.9125,-86.0391
4748,38.332,-85.7564
4749,39.1495,-86.5759
475,38.6569,-87.1752
4753,40.9483,-86.1652
4754,38.3061,-86.9618
4755,38.3061,-86.9618
4758,38.3061,-86.9618
4759,38.6569,-87.1752
4768,38.6569,-87.1752
4769,38.332,-85.7564
477,38.0011,-87.5636
4778,38.0011,-87.5636
4788,39.4337,-87.318
4789,39.4337,-87.318
479,40.4188,-86.8499
4793,40.0537,-86.9052
4798,40.12672,-86.89414
47BM,38.0011,-87.5636
4801,25.50828,-50.12244
4802,42.4427,-83.0049
4803,42.5253,-83.0891
4804,42.6606,-83.3218
4805,42.6606,-83.3218
4806,42.9502,-82.4414
4807,30.49322857,-59.56377857
4808,32.01515,-62.46705
4809,42.5253,-83.0891
480AM,43.01,-83.69
480CP,21.505,-41.845
480CT,42.5253,-83.0891
4811,42.2332,-83.6324
4812,42.383,-83.3383
4813,42.2115,-83.2886
4814,42.2115,-83.2886
4815,0,0
4816,25.46562,-49.80294
4817,42.2332,-83.6324
4818,42.383,-83.3383
4819,41.2977,-86.1354
481AM,43.01,-83.69
482,41.8984,-83.4307
4821,42.383,-83.3383
4822,42.4427,-83.0049
4823,42.383,-83.3383
4824,32.91462222,-64.91671111
4825,42.49684,-83.13894
4826,42.5138,-83.5374
4828,42.383,-83.3383
4829,42.383,-83.3383
482AM,0,0
483,42.3441,-83.1327
4832,42.3441,-83.1327
4833,42.5253,-83.0891
4834,42.5253,-83.0891
4835,42.5138,-83.5374
4836,42.4427,-83.0049
4844,42.07845,-83.75183333
4845,42.85668,-83.67198
4849,42.2099,-83.3268
485,42.9751,-83.7554
4851,42.9751,-83.7554
4854,42.76076,-85.21454
4856,42.61516,-84.28982
4857,42.383,-83.3383
4858,42.9751,-83.7554
4859,42.3181,-83.0855
485AC,21.505,-41.845
486,43.4655,-83.9784
4862,42.9751,-83.7554
4866,44.2652,-84.2277
4867,44.2652,-84.2277
4868,36.32828571,-71.43282857
4869,43.4655,-83.9784
4871,42.46898,-84.2466
4872,43.5891,-83.1816
4874,42.383,-83.3383
4878,43.5891,-83.1816
4881,42.9751,-83.7554
4884,0,0
4885,43.6124,-84.7678
4887,44.2652,-84.2277
4888,43.4655,-83.9784
4889,43.37248571,-84.72205714
489,42.6732,-84.5277
4892,43.6124,-84.7678
4893,42.6732,-84.5277
4894,42.6732,-84.5277
4898,42.6732,-84.5277
4899,42.7727,-84.6077
489AM,43.01,-83.69
48MA,43.5891,-83.1816
4901,42.3187,-85.1908
4902,42.0561,-86.4621
4907,42.09292,-86.30616
4908,42.2402,-85.6824
4909,42.2402,-85.6824
4919,42.0561,-86.4621
491AM,21.505,-41.845
492,42.2412,-84.4095
4922,41.8906,-84.0209
4923,42.2412,-84.4095
4927,42.3187,-85.1908
4928,42.0561,-86.4621
493,43.7204,-85.4639
4931,43.7204,-85.4639
4936,47.108,-88.5483
4937,42.3187,-85.1908
4938,43.7204,-85.4639
494,43.9468,-86.4276
4942,42.8552,-85.6836
4943,43.9468,-86.4276
4944,43.2067,-86.2146
4945,43.2067,-86.2146
4946,43.2067,-86.2146
4947,43.9468,-86.4276
4948,42.8552,-85.6836
4949,43.06203333,-85.67896667
4951,42.8552,-85.6836
4952,42.8552,-85.6836
4955,42.8552,-85.6836
4958,42.8552,-85.6836
4959,42.8552,-85.6836
495TS,0,0
496,44.244,-85.3909
4961,44.7153,-85.5992
4963,44.244,-85.3909
4964,44.7153,-85.5992
4967,44.244,-85.3909
4968,44.7153,-85.5992
4969,42.8552,-85.6836
4971,46.2325,-84.6003
4972,45.0151,-84.6871
4973,45.0613,-83.5118
4974,45.0788,-87.6431
4975,45.0151,-84.6871
4976,45.0151,-84.6871
4977,45.3685,-84.9594
4978,45.3685,-84.9594
4979,45.3685,-84.9594
4981,45.0613,-83.5118
4982,45.7661,-87.0798
4983,46.5439,-87.3916
4984,45.0788,-87.6431
4985,46.5439,-87.3916
4987,46.5439,-87.3916
4988,45.7661,-87.0798
4989,45.7661,-87.0798
499,47.108,-88.5483
4991,46.4443,-90.155
4992,47.108,-88.5483
4993,46.4443,-90.155
4994,45.804,-88.0855
4996,46.2325,-84.6003
4997,45.804,-88.0855
4998,46.4443,-90.155
4999,45.7661,-87.0798
49AZ,42.2402,-85.6824
49J,32.2252,-80.7008
4QU,39.9273,-120.9211
5001,41.0144,-95.2652
5003,42.0227,-93.6028
5008,41.90732857,-93.59894286
501,42.0358,-92.8937
5011,41.6823,-94.5057
501KL,41.3121,-92.6458
5021,41.6189,-93.5893
5028,41.6189,-93.5893
5029,20.7633,-46.83115
503,41.6189,-93.5893
5034,20.7633,-46.83115
5035,36.98432222,-83.1986
5036,41.726125,-93.111575
5038,41.6189,-93.5893
5039,41.6189,-93.5893
503HS,0,0
504,43.1483,-93.2273
5049,43.1483,-93.2273
505,42.5012,-94.2124
5059,42.5012,-94.2124
507,42.506,-92.3327
5076,42.506,-92.3327
5078,42.506,-92.3327
5079,42.506,-92.3327
508,41.056,-94.3598
5088,41.056,-94.3598
50HV,41.6189,-93.5893
5108,41.6823,-94.5057
511,42.505,-96.3807
5114,42.505,-96.3807
5117,0,0
5118,42.505,-96.3807
5119,42.505,-96.3807
511ST,0,0
513,43.1672,-95.1429
5132,43.1672,-95.1429
5138,43.1672,-95.1429
514,42.0189,-95.318
5148,42.0189,-95.318
515,41.2054,-95.952
5151,41.2054,-95.952
51II,41.2054,-95.952
52,42.5289,-90.6481
521,43.2984,-91.7931
5217,41.5978,-90.5913
522,41.6938,-91.5841
5224,42.0478,-91.6784
5228,41.6938,-91.5841
523,42.0478,-91.6784
5238,42.5289,-90.6481
524,42.0478,-91.6784
5248,42.0478,-91.6784
5249,41.8907,-91.6898
525,41.0246,-92.4253
5255,41.3121,-92.6458
5258,41.0246,-92.4253
526,40.8263,-91.189
5263,43.2984,-91.7931
5266,40.8263,-91.189
5268,40.8263,-91.189
5273,25.7941,-80.3004
528,41.5978,-90.5913
5287,41.5978,-90.5913
5288,41.5978,-90.5913
5289,41.5978,-90.5913
5301,43.174,-88.7141
5302,10.759025,-22.0268
5304,43.7791,-88.002
5308,43.0293,-87.914
5309,44.9589,-89.6441
531,43.0293,-87.914
5313,43.44444,-87.81656
5318,43.0293,-87.914
5319,43.0293,-87.914
531AM,0,0
531AZ,0,0
531WI,43.0293,-87.914
532,43.0361,-88.1072
5321,43.0361,-88.1072
5322,44.31796667,-89.1318
5324,43.0361,-88.1072
5325,43.0361,-88.1072
5328,43.0361,-88.1072
5329,43.0361,-88.1072
532JC,43.98,-90.5
5335,35.88565,-73.89196667
5338,42.7668,-88.752275
5339,42.9448,-87.9132
534,42.6979,-87.8906
5345,42.6979,-87.8906
5348,43.0293,-87.914
5349,42.6979,-87.8906
534AP,0,0
534CT,42.6979,-87.8906
534UL,43.98,-90.5
5351,42.73763333,-88.84541667
5353,43.0293,-87.914
5354,42.6793,-89.0317
5356,42.6793,-89.0317
5358,43.548225,-87.7922
5359,43.3579,-89.769
535AC,21.99,-45.25
535SB,0,0
5361,43.7212,-87.7516
5362,43.174,-88.7141
5363,34.42888,-70.48576
5364,42.975,-90.1288
5368,42.79258571,-87.89728571
5369,43.0623,-89.3232
537,43.0623,-89.3232
5371,43.1028,-89.5151
5373,43.0623,-89.3232
5377,43.1028,-89.5151
5378,43.092675,-89.467125
5379,43.0623,-89.3232
5381,42.975,-90.1288
5384,42.9745,-90.1422
5388,42.98405,-89.75966667
5389,42.975,-90.1288
539,43.3579,-89.769
5391,47.2199,-93.5235
5393,43.3579,-89.769
5394,43.3579,-89.769
5398,43.3579,-89.769
5399,42.9448,-87.9132
53MO,43.1028,-89.5151
5403,44.1841,-94.0536
5409,44.5289,-88.09
5413,45.0788,-87.6431
5414,45.0788,-87.6431
5415,45.804,-88.0855
5417,44.0657,-88.5382
5418,44.6689,-87.69728
5429,45.4882,-91.7369
543,44.5289,-88.09
5431,44.4782,-87.9237
5435,41.0839,-87.8747
5439,44.5289,-88.09
544,44.9589,-89.6441
5441,44.499,-89.5591
5443,42.88727143,-87.90397143
5445,44.499,-89.5591
5448,44.499,-89.5591
5449,44.499,-89.5591
544FW,0,0
545,45.6313,-89.3963
5452,45.6313,-89.3963
5456,45.6313,-89.3963
5458,44.9589,-89.6441
5459,44.9589,-89.6441
5461,42.6979,-87.8906
5462,44.499,-89.5591
5465,42.6793,-89.0317
5468,43.8585,-91.2275
5469,43.8585,-91.2275
5471,44.9743,-92.3736
5472,44.9743,-92.3736
5474,44.8279,-93.1095
5477,44.8011,-91.4646
5478,44.931,-92.14635
5479,44.8011,-91.4646
547EC,44.8011,-91.4646
5482,47.7522,-90.3333
5483,45.4882,-91.7369
5484,43.0293,-87.914
5486,45.4882,-91.7369
5489,43.8585,-91.2275
549,44.0657,-88.5382
5494,44.0657,-88.5382
5495,44.0657,-88.5382
5498,44.0657,-88.5382
5499,44.0657,-88.5382
5501,44.5583,-92.5675
5502,44.2967,-93.2955
5503,44.43728,-93.27952
5504,44.0912,-93.2685
5505,44.0912,-93.2685
5506,44.5583,-92.5675
5508,47.4443,-94.8562
551,44.8279,-93.1095
5511,44.8279,-93.1095
5515,44.8279,-93.1095
5518,44.8279,-93.1095
5519,44.8279,-93.1095
551AM,0,0
5521,45.111,-93.4158
5526,44.9996,-93.2156
5528,44.0912,-93.2685
5529,44.8687,-93.2348
553,44.7682,-94.1357
5531,45.0553,-93.3157
5532,44.78014,-93.93046
5533,45.01663333,-93.3137
5534,45.4904,-93.2528
5535,45.3579,-93.22414
5536,44.9996,-93.2156
5538,43.6282,-93.3571
5539,44.9159,-93.424
553SF,0,0
5541,44.9996,-93.2156
5543,44.8279,-93.1095
5546,44.9996,-93.2156
5548,44.9996,-93.2156
5549,44.9996,-93.2156
5556,44.9996,-93.2156
5557,44.8279,-93.1095
5558,44.7682,-94.1357
5559,44.8687,-93.2348
555AC,0,0
556,47.7522,-90.3333
5564,44.9996,-93.2156
5566,22.4998,-46.6078
5567,47.5294,-92.5604
5568,44.8279,-93.1095
5569,47.5294,-92.5604
557,47.5294,-92.5604
5571,47.2199,-93.5235
5574,47.5294,-92.5604
5576,47.5294,-92.5604
5577,47.2199,-93.5235
5578,47.7522,-90.3333
5579,47.2199,-93.5235
5582,47.7522,-90.3333
5588,44.8279,-93.1095
5589,47.7522,-90.3333
559,44.0398,-92.5028
5591,43.6282,-93.3571
5592,44.0412,-91.6088
5593,45.111,-93.4158
5594,45.111,-93.4158
5595,45.111,-93.4158
5596,45.111,-93.4158
5597,44.0412,-91.6088
5598,45.111,-93.4158
5599,45.111,-93.4158
559AC,0,0
5601,43.9809,-94.6147
5608,44.5583,-92.5675
5609,44.1841,-94.0536
561,43.9964,-95.7637
5612,43.9809,-94.6147
5617,45.4904,-93.2528
5618,44.1841,-94.0536
5619,44.0412,-91.6088
562,45.1179,-95.0719
5621,44.8102,-95.5568
5622,45.5852,-95.9158
5623,44.87036,-95.1286
5626,45.5852,-95.9158
5627,45.1179,-95.0719
5628,45.1179,-95.0719
5629,44.8102,-95.5568
563,45.5246,-94.0896
5631,45.5246,-94.0896
5633,45.5246,-94.0896
5634,45.5852,-95.9158
5636,46.2981,-96.0877
5638,45.5246,-94.0896
5639,45.1179,-95.0719
563BL,0,0
564,46.4496,-94.3027
5641,46.4423,-95.1292
5642,46.4496,-94.3027
5645,44.9996,-93.2156
5646,46.4423,-95.1292
5647,46.4496,-94.3027
5648,46.4423,-95.1292
5649,46.4496,-94.3027
565,46.8903,-96.8452
5651,45.8385,-95.5394
5652,46.2981,-96.0877
5653,46.8176,-95.8262
5654,46.8176,-95.8262
5656,46.8176,-95.8262
5658,45.8385,-95.5394
5659,45.8385,-95.5394
5661,48.5692,-93.3964
5662,47.4443,-94.8562
5666,43.9809,-94.6147
5667,43.9964,-95.7637
5668,45.8385,-95.5394
5669,47.4443,-94.8562
5671,47.8798,-97.0452
5672,45.5852,-95.9158
5673,46.4423,-95.1292
5676,16.03963333,-32.05453333
5677,48.1189,-96.1636
5678,48.1189,-96.1636
5679,48.1189,-96.1636
5687,43.9964,-95.7637
5688,44.8102,-95.5568
5689,48.5692,-93.3964
569,44.0398,-92.5028
5691,43.6282,-93.3571
5692,44.0412,-91.6088
5693,46.2981,-96.0877
5695,45.111,-93.4158
5697,44.0398,-92.5028
5698,44.2967,-93.2955
56WA,46.4423,-95.1292
5701,44.3116,-96.8091
5708,43.5753,-96.7681
5709,43.5894,-96.7288
571,43.5753,-96.7681
5718,43.5753,-96.7681
5719,43.5753,-96.7681
5728,44.8904,-97.1591
573,43.6983,-98.0176
5733,44.3691,-97.9339
5734,42.505,-96.3807
5738,43.6983,-98.0176
574,45.4558,-98.4937
5742,46.2981,-96.0877
5743,46.8176,-95.8262
574AB,45.4558,-98.4937
575,44.3648,-100.3505
5753,43.3746,-99.8577
5758,42.7869,-96.9378
576,45.5394,-100.433
5767,45.5394,-100.433
5768,44.3116,-96.8091
577,44.0684,-103.1765
5771,44.4126,-103.5153
5778,44.0684,-103.1765
5782,48.5692,-93.3964
5783,48.5692,-93.3964
5788,46.8785,-102.811
5789,44.0684,-103.1765
57AR,45.4558,-98.4937
57AT,44.8904,-97.1591
57HO,44.3691,-97.9339
57IC,43.3746,-99.8577
57MM,45.5394,-100.433
57PI,44.3648,-100.3505
5809,39.0783,-80.69791667
581,46.8903,-96.8452
5816,46.8903,-96.8452
5818,46.8903,-96.8452
5819,46.8903,-96.8452
582,47.8798,-97.0452
5825,47.8798,-97.0452
5828,47.8798,-97.0452
5829,47.8798,-97.0452
583,48.1002,-98.8428
5839,0,0
584,46.8887,-98.7125
585,46.8396,-100.732
5858,46.8396,-100.732
5859,46.8396,-100.732
586,46.8785,-102.811
5869,46.8396,-100.732
5878,48.1242,-101.2958
5887,48.1723,-103.626
58DI,46.8785,-102.811
58DV,48.1002,-98.8428
58IS,48.1723,-103.626
58JM,46.8887,-98.7125
58MT,48.1242,-101.2958
58Q,38.2275,-122.5885
5907,45.31662,-109.81386
5909,48.5345,-109.6793
591,45.7596,-108.5625
5918,45.7596,-108.5625
5919,45.7596,-108.5625
592,48.355,-107.8637
5921,48.355,-107.8637
5923,45.7596,-108.5625
5929,45.8042,-108.5685
593,46.3991,-105.8203
5931,47.1021,-104.7655
5932,34.799325,-79.365225
5938,46.3991,-105.8203
5939,47.5081,-111.3047
594,47.5081,-111.3047
5941,47.0685,-109.4306
5942,48.6394,-112.3405
5943,48.6394,-112.3405
5945,47.5081,-111.3047
595,48.5345,-109.6793
5951,47.0685,-109.4306
5959,48.355,-107.8637
5961,46.602,-111.9843
5968,46.602,-111.9843
5969,46.602,-111.9843
597,45.9252,-112.5121
5971,45.7072,-111.0634
5973,45.9252,-112.5121
5974,45.7072,-111.0634
5977,46.3991,-105.8203
5978,45.7072,-111.0634
5979,47.1021,-104.7655
5984,46.9058,-114.0399
5985,48.2119,-114.3307
5988,46.9058,-114.0399
5989,46.602,-111.9843
599,48.2119,-114.3307
5991,48.3853,-115.547
5992,48.3853,-115.547
5999,48.6394,-112.3405
59MA,48.355,-107.8637
59PD,47.1021,-104.7655
59PE,48.355,-107.8637
5B2,42.7524,-73.7776
6001,42.1069,-87.8294
6002,42.1069,-87.8294
6003,42.12604,-87.9521
6004,42.1388,-88.0339
6005,33.5188,-71.01528
6006,42.1069,-87.8294
6008,42.1069,-87.8294
6009,42.1069,-87.8294
600CD,41.8999,-87.71495
600LT,0,0
600UL,14.03563333,-29.27646667
601,41.9408,-87.8932
6011,41.8985,-88.7691
6012,41.7595,-87.7865
6013,42.1388,-88.0339
6014,41.9249,-88.0237
6016,41.9249,-88.0237
6017,41.9249,-88.0237
6018,41.9408,-87.8932
6019,41.9408,-87.8932
601AM,41.87,-87.65
601FD,0,0
602,42.1388,-88.0339
6021,42.1388,-88.0339
6022,42.1388,-88.0339
6023,41.9249,-88.0237
6024,42.1388,-88.0339
6027,41.8631,-87.642
6028,42.1388,-88.0339
6029,42.1388,-88.0339
602AM,41.87,-87.65
602GM,20.935,-43.825
602PL,0,0
602TD,42.1388,-88.0339
6031,41.9408,-87.8932
6038,41.9249,-88.0237
6039,41.9249,-88.0237
603DA,41.9249,-88.0237
603FD,0,0
6041,41.5864,-87.6461
6042,41.9408,-87.8932
6043,41.5048,-88.1246
6045,41.7595,-87.7865
6046,41.7595,-87.7865
6048,41.6929,-87.6005
6049,41.7595,-87.7865
604AM,0,0
604CN,41.9408,-87.8932
604CT,41.9408,-87.8932
604HC,0,0
604HF,41.87,-87.65
6051,41.7736,-87.9809
6052,41.58882,-88.10442
6058,31.319625,-65.839875
6059,41.6929,-87.6005
605AC,20.935,-43.825
605AM,41.87,-87.65
605FD,0,0
606,41.8631,-87.642
6062,41.8631,-87.642
6063,41.8631,-87.642
6064,41.8631,-87.642
6066,41.7595,-87.7865
6067,20.93155,-43.821
6068,41.8631,-87.642
6069,41.8631,-87.642
6071,41.9408,-87.8932
6072,42.07368,-87.84216
6074,42.069875,-87.935925
6077,41.7595,-87.7865
6078,41.921375,-87.8304
6079,41.8631,-87.642
607AM,41.87,-87.65
6081,41.6929,-87.6005
6088,41.92785,-87.85133333
6089,41.9579,-87.9026
608AM,41.87,-87.65
6091,41.716525,-87.691925
6095,41.9249,-88.0237
6096,42.1388,-88.0339
6097,41.9408,-87.8932
6098,41.0839,-87.8747
6099,41.5864,-87.6461
609AM,41.87,-87.65
6.00E+48,41.8631,-87.642
6103,42.3019,-89.614
6104,41.7595,-87.7865
6106,42.1069,-87.8294
6108,41.9249,-88.0237
6109,42.2,-89.09
611,41.60411429,-88.26251429
6111,42.2,-89.09
6118,42.2,-89.09
6119,42.2,-89.09
6122,41.92746667,-88.06413333
6125,41.8631,-87.642
6126,41.4534,-90.5439
6127,41.4534,-90.5439
6128,42.0669,-87.87864444
6129,41.9249,-88.0237
6135,41.329,-89.1131
6138,41.52763333,-88.74996667
614,40.9247,-90.402
6147,40.9247,-90.402
6148,40.9247,-90.402
6149,40.9247,-90.402
615,40.6727,-89.5814
6155,41.44432857,-87.93855714
6158,41.80386,-87.98946
6159,42.1388,-88.0339
616,40.6727,-89.5814
6161,41.8631,-87.642
6167,41.6929,-87.6005
6168,40.6727,-89.5814
6169,40.70526,-89.57972
617,40.4503,-89.015
6178,40.4503,-89.015
6179,40.1016,-87.6317
6182,40.1225,-88.2195
6183,40.1016,-87.6317
6187,41.42178,-88.82108
6188,40.1225,-88.2195
6189,40.1225,-88.2195
6193,39.4635,-88.3712
6195,40.1489,-88.2734
6197,39.4635,-88.3712
6198,33.41888,-70.38472
6199,41.9249,-88.0237
61JOD,38.7766,-90.4644
62,38.8846,-90.0563
6206,41.7714,-88.1995
6208,38.8846,-90.0563
6209,39.7854,-89.6042
620AM,0,0
6212,40.1016,-87.6317
6218,41.71262,-87.6947
621AM,0,0
622,38.5465,-90.0708
6224,38.74936,-90.0621
6228,38.5465,-90.0708
622SB,0,0
623,40.0082,-91.3761
6233,41.7595,-87.7865
6239,41.9408,-87.8932
6245,38.7131,-88.0904
6248,38.7131,-88.0904
6249,39.8345,-88.8786
624DL,38.7131,-88.0904
6252,39.8779,-88.9482
6255,41.5048,-88.1246
6258,42.3837,-87.902
6259,39.8606,-88.9291
6264,41.7736,-87.9809
6265,39.7232,-90.2165
6267,41.7736,-87.9809
6268,39.7232,-90.2165
627,39.7854,-89.6042
6281,38.5031,-89.1289
6285,38.5031,-89.1289
6288,38.5031,-89.1289
6293,39.4635,-88.3712
6298,37.735,-88.9318
6299,37.735,-88.9318
62CI,41.9249,-88.0237
62GL,41.9249,-88.0237
6301,38.7766,-90.4644
6302,38.1997,-90.391
6304,38.6651,-90.1749
6306,38.6651,-90.1749
6308,38.7766,-90.4644
6309,38.7766,-90.4644
6311,38.6651,-90.1749
6312,38.6651,-90.1749
6313,32.31383333,-75.387
6315,38.6651,-90.1749
6317,38.5465,-90.0708
6318,38.6651,-90.1749
6319,38.6651,-90.1749
632,38.6651,-90.1749
6321,38.7766,-90.4644
6322,38.7766,-90.4644
6323,38.5465,-90.0708
6326,38.7766,-90.4644
6327,38.8846,-90.0563
6328,38.7766,-90.4644
6329,38.7498,-90.3472
633,39.3457,-91.2305
6331,38.7766,-90.4644
6332,38.6651,-90.1749
6333,38.7766,-90.4644
6334,38.7766,-90.4644
6337,38.5465,-90.0708
6338,38.7766,-90.4644
6339,38.7766,-90.4644
634,39.8003,-91.5194
6344,38.76905714,-90.82345714
6346,38.6651,-90.1749
6348,38.7766,-90.4644
6351,38.5465,-90.0708
6357,38.7766,-90.4644
6359,40.1095,-92.5489
636,37.7814,-90.3997
6362,36.753,-90.3954
6368,38.6651,-90.1749
6372,37.2275,-89.5558
6381,0,0
6388,38.7766,-90.4644
638AM,19.305,-45.105
639,36.753,-90.3954
6393,35.891,-89.9237
6397,36.753,-90.3954
6398,41.5885,-87.9641
63DX,38.7766,-90.4644
63S,48.5389,-117.9083
63USP,38.7766,-90.4644
64,39.0708,-93.7398
6401,39.7106,-94.7502
6402,39.0708,-93.7398
6409,39.1077,-94.6126
6411,39.1077,-94.6126
6412,39.1077,-94.6126
6413,39.1077,-94.6126
6414,38.9367,-94.7518
6415,38.9367,-94.7518
6418,39.1077,-94.6126
6419,39.1077,-94.6126
641GR,0,0
641PA,19.305,-45.105
641ST,0,0
642,39.1077,-94.6126
6421,39.1077,-94.6126
6425,39.1077,-94.6126
6429,39.3064,-94.7183
6432,39.1077,-94.6126
6438,39.1077,-94.6126
645,39.7106,-94.7502
6451,38.6651,-90.1749
6452,39.7106,-94.7502
6454,39.1077,-94.6126
6458,39.7106,-94.7502
646,39.7754,-93.5434
6463,38.75411429,-90.39388571
6464,40.6727,-89.5814
6468,39.7754,-93.5434
6472,38.1873,-94.028
6474,37.3711,-79.1794
6475,38.1873,-94.028
6476,38.1873,-94.028
6478,39.45778,-93.64032
6482,37.0873,-94.5362
6485,39.7232,-90.2165
6489,37.0873,-94.5362
6493,36.5952,-79.428
65,38.0086,-92.7445
6521,38.9732,-92.3001
6526,38.9732,-92.3001
6528,38.9732,-92.3001
6529,38.9732,-92.3001
653,38.6855,-93.2493
6539,38.9732,-92.3001
654,37.981,-91.7247
6542,37.981,-91.7247
6559,37.2497,-93.3855
656,29.78512,-74.60544
6561,36.6108,-93.2264
657,36.9885,-91.9682
6572,36.9885,-91.9682
6588,37.2314,-93.2568
6589,37.2314,-93.2568
6598,37.2314,-93.2568
6601,38.9888,-95.2319
6603,39.01936,-96.14144
6605,39.35,-101.7
6608,38.810225,-96.87885
6609,38.4051,-96.2229
660AM,0,0
660SS,39.35,-101.7
661,39.1077,-94.6126
6613,38.9367,-94.7518
6614,39.1077,-94.6126
6615,38.9367,-94.7518
6618,39.1077,-94.6126
6619,39.1928,-96.5552
661AM,0,0
6622,38.9367,-94.7518
6625,38.9367,-94.7518
6628,38.9367,-94.7518
6629,38.9367,-94.7518
662AM,39.35,-101.7
662DP,38.9367,-94.7518
6637,38.9367,-94.7518
6638,38.9367,-94.7518
6639,37.7544,-100.0467
6648,39.0581,-95.666
664CA,38.9871,-96.8568
664FL,38.9871,-96.8568
664GA,38.9871,-96.8568
664GV,38.9871,-96.8568
664HO,38.9871,-96.8568
664IL,38.9871,-96.8568
664MA,38.9871,-96.8568
664MD,38.9871,-96.8568
664NC,38.9871,-96.8568
664NJ,38.9871,-96.8568
664OH,38.9871,-96.8568
664OR,38.9871,-96.8568
664PA,38.9871,-96.8568
664TX,38.9871,-96.8568
665,39.1928,-96.5552
