SLIC,Facility Latitude,Facility Longitude
2441,37.7806,-80.3942
2447,38.0989,-78.9694
2448,37.7806,-80.3942
2449,38.0989,-78.9694
245,37.3711,-79.1794
2451,36.5952,-79.428
2457,37.3711,-79.1794
2458,37.19695,-79.88766667
2459,36.5952,-79.428
246,36.6357,-81.86
2463,37.2579,-81.2371
2468,38.0989,-78.9694
2469,36.6357,-81.86
247,37.2579,-81.2371
2488,36.53255,-86.01955
2496,37.7806,-80.3942
2499,37.7806,-80.3942
24AP,36.6164,-82.1254
24RT,36.5952,-79.428
24RTD,36.5952,-79.428
24UP,33.8823,-118.0516
2519,38.3437,-81.6087
2527,38.3666,-81.703
253,38.3666,-81.703
2537,38.3666,-81.703
2539,38.3666,-81.703
254,39.6126,-77.7308
2544,39.6126,-77.7308
2554,37.2579,-81.2371
2555,37.793,-81.2202
256,37.7661,-81.9878
257,38.4327,-82.364
2579,38.4327,-82.364
2588,37.793,-81.2202
2589,37.7807,-81.1146
2595,37.7661,-81.9878
2596,40.0318,-80.7271
2597,39.45786667,-81.00473333
2602,33.35983333,-67.27258333
2617,39.2328,-81.5459
2618,39.2328,-81.5459
2619,39.2328,-81.5459
2628,38.909,-79.8441
2632,39.2544,-80.3176
2636,39.2544,-80.3176
2639,39.2544,-80.3176
265,39.4472,-80.1518
2658,39.4472,-80.1518
2659,37.7833,-81.1207
2679,39.6313,-78.766
2684,38.4327,-82.364
2685,36.0052,-77.7856
2706,36.0568,-79.8555
2708,36.0568,-79.8555
2711,36.1563,-80.2431
2712,36.1563,-80.2431
2716,36.1563,-80.2431
2718,36.1563,-80.2431
2719,28.88776,-63.9428
2721,35.9162,-80.0054
2723,35.3747,-83.216
2725,36.1563,-80.2431
2728,35.2841,-81.1941
2729,36.1563,-80.2431
272FF,35.41,-80.58
272RL,35.9162,-80.0054
2733,35.62324,-77.97598
2734,35.3165,-82.4335
2735,35.837,-78.6031
2736,35.9162,-80.0054
2738,34.763,-79.74298
2743,35.52232,-78.46648
2746,36.0568,-79.8555
2748,36.0568,-79.8555
2749,36.0568,-79.8555
2751,35.837,-78.6031
2752,36.1381,-81.1764
2753,36.0064,-78.8753
2754,35.911,-79.0564
2755,35.0037,-80.5725
2756,35.6483,-80.473
2758,35.837,-78.6031
2759,0,0
275AC,17.705,-40.29
275PB,0,0
276,35.837,-78.6031
2761,35.837,-78.6031
2762,35.911,-79.0564
2764,35.837,-78.6031
2765,36.0064,-78.8753
2768,35.837,-78.6031
2769,35.837,-78.6031
277,36.0064,-78.8753
2773,35.56672,-78.73846
2775,35.1623,-83.4355
2776,35.8649,-78.8075
2779,35.8649,-78.8075
2781,35.6028,-77.4942
2782,35.4164,-77.9818
2784,36.0052,-77.7856
2785,36.8939,-76.1905
2787,35.4164,-77.9818
2788,34.451,-79.41225
278QR,0,0
278QV,0,0
278QW,0,0
279,36.0605,-76.6041
2792,35.911,-79.0564
2793,35.8185,-80.8736
2795,33.92456667,-117.6760667
2797,35.9302,-75.6882
2798,35.6028,-77.4942
2799,35.41,-80.58
27RW,36.0052,-77.7856
27TOV,35.41,-80.58
27TRP,35.837,-78.6031
2801,35.5273,-80.611
2802,35.2841,-81.1941
2803,35.5273,-80.611
2808,35.5273,-80.611
2809,35.8185,-80.8736
2811,35.0037,-80.5725
2813,35.2735,-80.8113
2814,35.6483,-80.473
2815,35.6483,-80.473
2816,35.0037,-80.5725
2818,35.2732,-81.5038
282,35.2735,-80.8113
2821,35.2735,-80.8113
2822,35.2735,-80.8113
2824,35.2735,-80.8113
2825,35.41,-80.58
2828,35.2735,-80.8113
2829,35.2735,-80.8113
282FD,0,0
282TD,35.41,-80.58
283,34.9966,-78.9018
2832,35.1938,-79.3734
2834,34.6058,-78.9998
2835,34.9966,-78.9018
2838,35.1938,-79.3734
2839,35.1971,-80.9358
283AM,35.41,-80.58
283HT,35.1938,-79.3734
283LU,34.6058,-78.9998
284,34.2636,-77.92
2842,34.2636,-77.92
2848,34.2636,-77.92
284AM,17.705,-40.29
2851,34.7469,-77.3824
2853,34.7469,-77.3824
2855,34.8789,-76.9114
2858,34.8789,-76.9114
285AC,17.705,-40.29
286,35.7012,-81.2848
2861,36.1381,-81.1764
2862,35.8185,-80.8736
2864,35.8932,-81.573
2869,35.7012,-81.2848
286JC,35.41,-80.58
287,35.5648,-82.5357
2872,35.2735,-80.8113
2874,35.3165,-82.4335
2878,35.5648,-82.5357
2879,35.5648,-82.5357
2882,35.8932,-81.573
2883,35.491975,-82.1046
2884,35.7012,-81.2848
2885,35.2732,-81.5038
2889,35.44223333,-82.0024
2891,35.1623,-83.4355
2893,34.2476,-79.8218
2898,34.42295,-79.6445
289PF,34.2636,-77.92
28AQ,35.7012,-81.2848
28AV,35.5648,-82.5357
28JA,34.7469,-77.3824
28LA,35.8932,-81.573
28WA,36.1381,-81.1764
2908,34.9726,-81.9664
290AM,0,0
2911,33.9209,-80.3461
2912,33.9342,-81.1024
2918,34.12693333,-81.7782
2919,33.933,-81.1048
291AM,0,0
291CP,33.9209,-80.3461
291LA,0,0
292,33.9342,-81.1024
2928,33.9342,-81.1024
2929,33.9348,-81.1012
292NP,0,0
2931,32.8676,-79.9978
2932,34.71315,-81.7501
2938,33.9342,-81.1024
2939,34.9726,-81.9664
293AB,0,0
293BJ,34.9726,-81.9664
293SC,11.65753333,-27.32213333
2941,33.0259,-80.1312
2943,0,0
2944Z,0,0
2945,32.8676,-79.9978
2947,34.9726,-81.9664
2948,34.9726,-81.9664
2949,33.933,-81.1048
294CP,32.8676,-79.9978
294PC,0,0
294VF,0,0
295,34.2476,-79.8218
2951,33.718,-78.933
2954,34.62636667,-81.6786
2955,34.2476,-79.8218
2959,33.718,-78.933
295NT,33.933,-81.1048
295QR,0,0
295QT,0,0
295QV,0,0
295QW,0,0
295TW,33.933,-81.1048
296,34.8038,-82.3421
2961,34.53,-82.6858
2962,34.8038,-82.3421
2963,34.223,-82.1167
2965,34.9726,-81.9664
2968,34.53,-82.6858
2969,17.46865,-41.1129
296SF,0,0
297,34.9551,-80.9944
2971,34.7423,-80.7197
2972,35.2732,-81.5038
2974,35.2841,-81.1941
2977,34.7423,-80.7197
2978,34.9551,-80.9944
2979,33.9292,-81.1186
297MK,0,0
297SF,0,0
2984,38.9102,-78.1817
2988,36.0776,-87.3756
2989,34.2476,-79.8218
2992,32.2252,-80.7008
2993,32.82353333,-80.33336667
2998Z,0,0
2999,32.4188,-80.7377
29A1,33.933,-81.1048
29HI,32.2252,-80.7008
29REV,0,0
29SX,32.8676,-79.9978
3001,22.59806667,-56.16166667
3002,33.7602,-84.5398
3003,33.5497,-84.6031
3004,21.8883,-53.87340909
3006,33.7602,-84.5398
3008,33.8971,-84.2425
3009,33.8971,-84.2425
300AB,33.8971,-84.2425
300AP,0,0
300BB,34.2628,-83.862
300HC,0,0
300ME,33.8971,-84.2425
300PA,33.8971,-84.2425
300WS,0,0
301,34.2732,-85.2463
3012,34.0589,-84.6374
3013,33.5497,-84.6031
3014,33.8971,-84.2425
3015,33.8971,-84.2425
3016,33.98884,-84.29014
3018,34.0544,-84.4795
3019,34.05,-84.3219
301CP,34.05,-84.3219
301DE,17.385,-42.485
301KC,34.0588,-84.6371
3021,33.8971,-84.2425
3022,33.5867,-85.0994
3023,33.8971,-84.2425
3024,33.8971,-84.2425
3025,32.9891,-85.0379
3026,33.3745,-84.5773
3027,33.8971,-84.2425
3028,33.7602,-84.5398
3029,33.6567,-84.4295
302AM,0,0
302CP,32.9891,-85.0379
302DT,29.7192,-82.3511
302GS,33.2508,-84.2485
302HB,33.5867,-85.0994
3031,33.7602,-84.5398
3032,33.7602,-84.5398
3034,34.05,-84.3219
3035,33.6567,-84.4295
3036,26.7202,-67.54064
3038,33.7602,-84.5398
3039,33.7602,-84.5398
303AM,0,0
303AZ,0,0
303CP,16.77485,-42.30155
303MC,33.7602,-84.5398
303MD,17.385,-42.485
303ME,17.385,-42.485
303MN,17.385,-42.485
303MS,17.385,-42.485
303ST,0,0
304,32.574,-82.3287
3044,21.8883,-53.87340909
3045,32.3893,-81.8276
3049,0,0
304BB,0,0
304TL,32.574,-82.3287
305,34.2628,-83.862
3051,25.3272,-63.65275
3052,34.3739,-83.221
3053,22.88903333,-56.40416667
3054,33.8971,-84.2425
3056,34.2628,-83.862
3057,34.03075,-84.2614
3058,33.5497,-84.6031
3059,33.5497,-84.6031
305AC,17.385,-42.485
305AM,0,0
305AS,34.77,-84.97
305CA,0,0
305FD,0,0
305GI,34.77,-84.97
305H,0,0
305HA,33.5497,-84.6031
305HB,33.5497,-84.6031
305JC,34.77,-84.97
305LU,0,0
305SS,0,0
305TB,0,0
305WM,0,0
305WW,33.5497,-84.6031
306,33.9422,-83.4811
3067,34.21496667,-83.5615
3068,33.8971,-84.2425
306AC,17.385,-42.485
306AM,34.77,-84.97
306CH,34.77,-84.97
3071,33.6214,-84.98748
3072,34.171375,-83.957125
3073,33.9422,-83.4811
3074,25.647275,-63.5368
3075,33.9534,-84.39453333
3076,34.16286667,-84.6579
3077,33.826875,-84.4899
3078,34.6916,-84.9915
3079,32.574,-82.3287
307AM,0,0
307JV,33.7602,-84.5398
307MO,0,0
3082,33.4004,-82.6593
3084,22.88903333,-56.40416667
3085,34.2628,-83.862
3087,34.3739,-83.221
3088,34.6916,-84.9915
3092,33.5497,-84.6031
3093,33.92716667,-83.7349
3096,33.4515,-82.0368
3098,33.9165,-84.2269
30CS,34.77,-84.97
30UR,33.7602,-84.5398
310BS,34.77,-84.97
3112,33.8971,-84.2425
3113,33.8971,-84.2425
3114,33.7602,-84.5398
3117,33.5497,-84.6031
312,32.8129,-83.6302
3128,22.8434,-56.50326667
3129,25.797,-80.3155
3133,32.24595,-82.498825
3139,25.8773,-80.267
313AM,17.385,-42.485
314,32.078,-81.1962
3140A,34.77,-84.97
3143,32.078,-81.1962
3146,35.1317,-84.904
3149,32.1218,-81.1964
314CU,0,0
314DC,0,0
314DR,0,0
314NH,0,0
314SC,34.77,-84.97
315,31.3057,-82.2321
3151,31.19,-81.4975
3168,31.5581,-84.1006
3169,34.77,-84.97
3171,31.4465,-83.5103
3172,30.8794,-84.2121
3176,31.5581,-84.1006
3177,33.8971,-84.2425
3178,31.4465,-83.5103
3179,31.4465,-83.5103
317CP,31.4465,-83.5103
3183,34.0589,-84.6374
3189,32.342475,-84.382
3196,33.6358,-84.4099
3197,33.3745,-84.5773
3198,32.8129,-83.6302
31SC,32.078,-81.1962
31SV,32.078,-81.1962
3202,29.1937,-81.0791
3203,29.8958,-81.3156
3204,30.3593,-81.7239
3205,30.3593,-81.7239
3208,29.1937,-81.0791
3209,0,0
3214,28.4386,-81.3594
3216,0,0
3218,30.3593,-81.7239
3219,30.4871,-81.6616
321AM,0,0
322,30.390725,-81.714175
3222,30.3593,-81.7239
3223,30.3593,-81.7239
3224,30.3593,-81.7239
3228,30.4012,-81.71093333
3229,30.3593,-81.7239
322AM,0,0
322CP,30.3593,-81.7239
322CT,25.8802,-80.2671
322GR,0,0
322HS,30.3771,-81.7953
322JJ,0,0
323,30.4695,-84.3597
3233,30.3593,-81.7239
3234,30.4695,-84.3597
3236,27.477,-82.5544
3238,29.8958,-81.3156
323AM,0,0
323VG,29.8958,-81.3156
324,30.2161,-85.6454
3241,30.7646,-85.5232
3242,24.5552,-81.7796
3244,30.7646,-85.5232
3245,30.3593,-81.7239
3247,25.797,-80.3155
3248,26.7797,-80.0757
3249,30.2161,-85.6454
325,30.4867,-87.2918
3251,30.4097,-86.6281
3252,30.4867,-87.2918
3257,15.17965,-40.86195
3258,30.4867,-87.2918
3259,18.24582,-51.97686
325AC,0,0
3261,29.1842,-82.1699
3267,26.1454,-80.2104
3268,30.1903,-82.6302
3269,0,0
326DT,29.7192,-82.3511
327,28.688,-81.352
3271,28.8287,-81.9076
3272,28.65088,-81.56326
3273,28.688,-81.352
3275,28.4386,-81.3594
3276,28.688,-81.352
3279,13.9515,-41.33995
3281,28.688,-81.352
3282,28.4386,-81.3594
3283,28.4386,-81.3594
3284,28.688,-81.352
3288,28.4386,-81.3594
3289,28.4386,-81.3594
328AM,0,0
328AZ,0,0
328LP,0,0
328SD,35.85,-86.39
328SP,0,0
329,28.3297,-80.7341
3291,28.044,-80.591
3294,26.6181,-81.8437
3296,27.6678,-80.4333
3299,18.96726667,-54.2118
329CF,0,0
329VB,0,0
329VR,27.6678,-80.4333
32ANX,28.4386,-81.3594
32CB,28.366,-80.94253333
32FE,30.3593,-81.7239
33,24.9147,-80.6368
3301,26.3214,-80.1226
3302,26.0368,-80.1656
3303,24.5552,-81.7796
3305,25.797,-80.3155
3306,25.797,-80.3155
3307,26.0368,-80.1656
3308,25.8773,-80.267
3309,25.8773,-80.267
330BA,0,0
330CP,25.797,-80.3155
330CT,25.797,-80.3155
330FD,0,0
331,25.797,-80.3155
3311,25.5291,-80.4208
3313,25.8773,-80.267
3314,27.07096667,-80.37786667
3315,25.9712,-80.26295
3316,25.8773,-80.267
3317,25.96848,-80.25406
3318,25.8773,-80.267
3319,25.797,-80.3155
331AM,0,0
3321,22.11171429,-68.84185714
3322,8.626733333,-26.7557
3325,0,0
3326,26.3214,-80.1226
3328,26.3214,-80.1226
3329,17.20466667,-53.529
3331,26.1454,-80.2104
3333,26.75233333,-81.4202
3337,26.1454,-80.2104
3338,26.1454,-80.2104
3339,19.5612,-60.11385
334,26.7797,-80.0757
3342,25.8773,-80.267
3343,27.1591,-80.2212
3344,26.7797,-80.0757
3348,26.05494,-80.20924
3349,26.6859,-80.0776
335,27.3523,-82.5318
3351,27.9851,-82.7537
3352,27.477,-82.5544
3353,27.8864,-82.71
3354,27.3523,-82.5318
3355,28.2781,-82.7028
3356,27.8864,-82.71
3357,28.6176,-82.3535
3359,27.3742,-80.3343
335AC,0,0
335AM,0,0
335AX,0,0
335CP,27.3523,-82.5318
335WA,28.6176,-82.3535
336,27.961,-82.3853
3361,27.961,-82.3853
3362,27.961,-82.3853
3363,28.035,-82.5296
3364,27.961,-82.3853
3365,28.035,-82.5296
3366,26.35683333,-80.1655
3368,28.4386,-81.3594
3369,27.961,-82.3853
336AC,0,0
3371,27.8864,-82.71
3373,26.1454,-80.2104
3375,25.5291,-80.4208
3376,25.797,-80.3155
3379,27.8864,-82.71
3382,28.0427,-81.9043
3383,27.99716667,-81.8
3385,27.9061,-81.5914
3386,28.11975,-80.9955
3387,30.3593,-81.7239
338AM,0,0
338AX,0,0
338LL,28.0427,-81.9043
338WA,0,0
338WH,28.0427,-81.9043
339,26.6181,-81.8437
3391,5.39356,-16.4138
3393,30.3593,-81.7239
3394,26.1605,-81.7525
3395,27.961,-82.3853
3399,26.5436,-81.7735
339CP,26.1605,-81.7525
33SR,30.3593,-81.7239
33WPZ,26.7797,-80.0757
3407,41.7595,-87.7865
3408,41.8631,-87.642
341,41.8631,-87.642
3433,41.7595,-87.7865
3441,41.8631,-87.642
3451,41.7595,-87.7865
3452,41.8631,-87.642
3453,41.8631,-87.642
3454,41.9408,-87.8932
3455,41.7595,-87.7865
3456,41.8631,-87.642
3457,41.8631,-87.642
346,41.8631,-87.642
3461,27.8864,-82.71
3462,41.8631,-87.642
3465,41.7595,-87.7865
3466,41.8631,-87.642
3467,41.9408,-87.8932
3469,26.3214,-80.1226
3473,41.8631,-87.642
3476,41.8631,-87.642
3491,27.3742,-80.3343
34BE,41.7595,-87.7865
34CP,41.9408,-87.8932
34MG,41.6929,-87.6005
34NY,27.3742,-80.3343
34RR,27.3742,-80.3343
34SF,41.8631,-87.642
3505,34.11198,-87.11894
3508,33.1899,-86.3057
3509,33.4492,-86.8409
350WY,34.77,-84.97
3518,33.4492,-86.8409
351AM,15.745,-43.465
352,33.5693,-86.7657
3521,33.4492,-86.8409
3522,33.5693,-86.7657
3523,33.4492,-86.8409
3524,33.4492,-86.8409
3528,33.5693,-86.7657
3529,33.5611,-86.7484
3531,15.34005,-44.1207
3539,33.5693,-86.7657
354,33.1789,-87.5501
3543,32.3893,-81.8276
3547,33.1789,-87.5501
3548,33.1789,-87.5501
3549,26.1454,-80.2104
355,33.9437,-87.8511
3559,26.3214,-80.1226
356,34.7267,-87.6611
3561,34.3954,-86.9131
3562,34.6254,-87.0387
357,34.7928,-86.577
3571,34.4725,-85.6947
3576,27.578,-68.55576
3579,34.684275,-86.6982
357CP,34.7928,-86.577
3583,27.3742,-80.3343
3588,33.1414,-86.7535
359,34.0227,-86.0909
3596,34.0227,-86.0909
35MR,33.4492,-86.8409
35SN,33.4492,-86.8409
3608,32.4229,-86.3046
3609,32.4229,-86.3046
360CN,32.4229,-86.3046
361,32.4229,-86.3046
3611,32.4229,-86.3046
3619,32.4229,-86.3046
362,33.6061,-85.8392
363,31.2628,-85.4394
3631,31.3403,-85.8675
3638,31.3764,-86.1847
3639,31.2628,-85.4394
363JF,31.2628,-85.4394
364,31.4489,-86.8359
3643,38.0323,-78.4856
3648,31.4489,-86.8359
3649,31.4489,-86.8359
365,30.567,-87.7231
3654,36.8842,-76.2181
3658,30.567,-87.7231
365AC,15.745,-43.465
366,30.7487,-88.1164
3661,30.7487,-88.1164
3668,30.7487,-88.1164
3669,30.6801,-88.2414
367,0,0
3678,0,0
3683,31.49,-86.93
3687,31.49,-86.93
3689,36.1015,-86.7563
369,31.9381,-87.7549
3699,36.0213,-84.0036
37,36.14,-86.7
3701,35.9596,-86.8228
3702,36.5046,-87.3176
3704,36.0776,-87.3756
3705,36.1015,-86.7563
3707,36.035825,-86.66855
3708,36.111125,-86.742225
370BW,35.85,-86.39
370NV,35.85,-86.39
3711,35.8388,-86.4053
3714,36.1015,-86.7563
3715,36.1015,-86.7563
3718,36.1015,-86.7563
3719,36.1015,-86.7563
371CH,0,0
371GO,0,0
371GP,0,0
371MA,18.05075,-43.37815
372,23.13048571,-55.36807143
3721,36.3223,-87.0088
3722,36.1015,-86.7563
3723,36.1015,-86.7563
3724,35.547775,-86.335625
3725,36.14,-86.7
3728,36.14,-86.7
3729,36.14,-86.7
372TC,35.85,-86.39
373,35.4417,-84.5927
3731,35.1317,-84.904
3738,35.30415,-86.6414
3739,25.71492857,-61.86412857
374,35.0716,-85.1892
3741,35.0716,-85.1892
3746Z,35.85,-86.39
3748,35.0716,-85.1892
3749,35.0716,-85.1892
3752,35.0716,-85.1892
3753,35.8388,-86.4053
3755,27.0276875,-64.9545375
3758,35.2048,-89.7776
375AC,17.925,-43.195
376,36.6164,-82.1254
3762,36.3525,-82.3651
3768,36.6164,-82.1254
3769,17.925,-43.195
3772,36.3525,-82.3651
3773,36.196125,-83.40135
3775,36.0339,-84.3296
3777,35.821125,-84.0108
3778,35.4417,-84.5927
378,36.2544,-83.2006
3781,36.0213,-84.0036
3782,36.0339,-84.3296
3783,35.7544,-84.0132
3785,36.0213,-84.0036
3788,36.6164,-82.1254
3789,35.8181,-84.0064
378HS,35.85,-86.39
3791,36.0213,-84.0036
3793Z,0,0
3794,35.0677,-90.0035
3795,36.0213,-84.0036
3796,35.0677,-90.0035
3797,36.0213,-84.0036
3798,36.0213,-84.0036
3799,36.0213,-84.0036
379CV,35.9549,-83.8289
37MA,35.0716,-85.1892
37SE,36.0213,-84.0036
37WA,36.0213,-84.0036
3801,35.1242,-88.565
3806,35.0677,-90.0035
3808,35.0677,-90.0035
3809,35.2048,-89.7776
380RC,0,0
381,35.0677,-90.0035
3811,35.0677,-90.0035
3812,35.0677,-90.0035
3813,35.0477,-89.9639
3818,35.0677,-90.0035
3819,35.0677,-90.0035
381FD,0,0
381NE,0,0
381TA,35.85,-86.39
382,36.2782,-88.2918
3822,35.0677,-90.0035
3826,35.0477,-89.9639
3828,35.0477,-89.9639
382AM,16.18,-44.35
382NB,35.85,-86.39
383,35.6428,-88.7853
3831,35.9682,-88.949
3833,35.81811667,-89.12475
3834,35.0477,-89.9639
3836,35.2048,-89.7776
3837,35.6428,-88.7853
3838,35.9682,-88.949
3839,35.6428,-88.7853
384,35.2583,-87.3243
3841,35.5887,-87.036
3848,35.9306,-85.4628
3849,35.0477,-89.9639
384MK,35.85,-86.39
384SP,0,0
385,36.1456,-85.501
3852,35.11054,-89.88938
3853,35.05103333,-89.9705
3854,35.9306,-85.4628
3857,36.012,-89.4026
3858,35.0477,-89.9639
385AC,23.61886667,-58.76613333
385CP,36.1456,-85.501
3861,34.8157,-89.9737
3862,35.0477,-89.9639
3863,36.1015,-86.7563
3867,34.8157,-89.9737
3868,34.8157,-89.9737
386SP,0,0
387,33.4094,-91.0528
3874,36.2782,-88.2918
3878,34.3104,-89.945
3879,33.4094,-91.0528
3881,34.678,-88.5531
3888,34.60093333,-88.58111667
388CP,34.2156,-88.7212
389,33.4964,-90.1955
3895Z,35.85,-86.39
3896Z,35.85,-86.39
3898,36.1188,-86.7563
3899,33.4964,-90.1955
38GB,41.6929,-87.6005
38HV,35.0677,-90.0035
38NS,35.0677,-90.0035
38RT,35.0677,-90.0035
38UP,35.0677,-90.0035
38VZN,35.0477,-89.9639
39,33.0194,-89.6798
3908,33.0194,-89.6798
3909,32.3086,-90.0733
391,31.5214,-91.3991
3911,32.3561,-90.8286
3915,31.51778,-89.75896
3916,32.2687,-90.207
3917,32.2687,-90.207
3918,31.5214,-91.3991
392,32.2687,-90.207
3921,32.2687,-90.207
3926,32.2687,-90.207
3928,32.2687,-90.207
3929,32.2687,-90.207
392MC,0,0
393,32.3305,-88.7369
3938,32.3305,-88.7369
3939,30.3882,-88.6469
394,31.3438,-89.3194
3941,31.6945,-89.1467
3946,31.6945,-89.1467
3948,31.3438,-89.3194
3949,31.3438,-89.3194
3951,30.3882,-88.6469
3958,31.95581667,-90.02031667
3959,30.3914,-89.0869
3961,31.2443,-90.4538
3962,31.2443,-90.4538
3968,32.2687,-90.207
397,33.4841,-88.6363
3978,33.4841,-88.6363
3979,33.4841,-88.6363
3994,37.0917,-76.4765
3998,32.3561,-90.8286
39AS,41.6929,-87.6005
3O7,12.2312,-40.55846667
3R8,15.88835,-46.54305
3VM,42.7869,-96.9378
4002,22.274,-49.9891
4004,28.64085,-64.2642
4005,32.7324,-73.4448
4006,19.0939,-42.8428
4008,38.2206,-85.5497
4009,38.1745,-85.7206
401,19.0939,-42.8428
4014,32.7324,-73.4448
4016,19.0939,-42.8428
4017,0,0
4018,19.0939,-42.8428
4019,19.0939,-42.8428
401AM,0,0
401AZ,0,0
402,19.0939,-42.8428
4021,19.0939,-42.8428
4022,38.2206,-85.5497
4023,38.2206,-85.5497
4025,38.2097,-85.549
4026,19.0939,-42.8428
4028,19.0939,-42.8428
4029,19.0939,-42.8428
402AL,19.0939,-42.8428
402CG,0,0
402FX,0,0
402GG,0,0
402GS,12.72926667,-28.56186667
403,37.8532,-83.8587
4038,37.6434,-84.7895
4039,38.1745,-85.7206
4047,37.6434,-84.7895
4048,38.0765,-84.5278
4049,38.1745,-85.7206
405,38.0765,-84.5278
4052,38.0765,-84.5278
4053,38.0765,-84.5278
4053Z,38.0765,-84.5278
4056,38.0765,-84.5278
4058,38.0765,-84.5278
4059,38.0765,-84.5278
405HS,0,0
405TM,38.1716,-85.6402
4062,38.14855,-85.03875
4068,38.0765,-84.5278
4069,38.0683,-84.544925
4079,38.1745,-85.7206
4088,37.98988,-84.58014
4096,37.0989,-84.0682
4098,37.0989,-84.0682
40NIT,19.0939,-42.8428
4101,38.9809,-84.6009
4103,39.1208,-84.5373
4105,38.6379,-83.7963
4106,39.1208,-84.5373
4108,29.16045,-63.59545
410AM,0,0
410BC,0,0
410CP,38.9809,-84.6009
410EL,38.68,-85.18
410GR,39.0777,-84.6693
410WF,0,0
410WY,38.68,-85.18
411,38.4506,-82.651
4113,6.520133333,-14.08955
4114,38.94448,-84.79438
4114Z,38.68,-85.18
4115,38.9809,-84.6009
4116,38.76816,-85.05146
4118,38.4506,-82.651
4119,38.1745,-85.7206
411CP,38.4506,-82.651
411TG,19.34,-42.59
4127,37.8532,-83.8587
4129,38.1745,-85.7206
4133Z,38.68,-85.18
4134Z,38.68,-85.18
4139,19.0939,-42.8428
415,37.4386,-82.543
415AC,19.34,-42.59
416,37.6677,-82.7828
4168,37.6677,-82.7828
417,37.2851,-83.2233
4186Z,38.68,-85.18
419AC,19.34,-42.59
41KY,19.0939,-42.8428
42,37.0237,-88.5308
4208,37.0237,-88.5308
420AL,19.0939,-42.8428
420SN,36.9635,-86.4849
421,36.9635,-86.4849
4216,36.9635,-86.4849
4217,7.40474,-17.70616
4218,36.9635,-86.4849
421EL,36.9635,-86.4849
4224,36.843,-87.4602
4228,36.843,-87.4602
423,37.7827,-87.1447
4233,46.2325,-84.6003
4238,37.7827,-87.1447
4243,37.3793,-87.4894
4248,37.3793,-87.4894
424CH,19.34,-42.59
424CP,37.3793,-87.4894
424TM,0,0
425,37.09,-84.6395
4263,37.09,-84.6395
4271,37.3305,-85.3594
4274,37.3173,-79.9796
4296,38.0765,-84.5278
4296Z,38.0765,-84.5278
4298,37.3305,-85.3594
4304,39.9042,-82.9452
4305,40.0622,-82.3535
4308,40.0007,-83.1239
430AM,0,0
431,39.7085,-82.5996
4311,40.0007,-83.1239
4313,39.9042,-82.9452
4314,39.9042,-82.9452
4316,39.9042,-82.9452
4317,39.9042,-82.9452
4318,40.0007,-83.1239
4319,39.9042,-82.9452
431AM,0,0
431BT,0,0
431DT,0,0
431GP,0,0
431GR,0,0
431JC,40.77,-83.95
431PO,0,0
431RH,0,0
431SP,0,0
431ZL,40.77,-83.95
4322,40.0007,-83.1239
4324,40.0007,-83.1239
4325,40.0007,-83.1239
4326,40.0007,-83.1239
4327,40.0007,-83.1239
4328,40.0007,-83.1239
4329,40.0007,-83.1239
433,40.6298,-83.0936
4337,40.0622,-82.3535
4338,39.78155,-82.730675
4339,39.8198,-82.9377
4342,41.3719,-83.113
4347,39.9409,-82.0238
4348,39.93752,-83.54246
434AM,20.385,-41.975
4351,41.3011,-84.3417
4353,40.6298,-83.0936
4358,41.3011,-84.3417
4359,41.5867,-83.6736
4361,41.5867,-83.6736
4362,41.5867,-83.6736
4365,41.5867,-83.6736
4368,41.5867,-83.6736
4369,41.5867,-83.6736
436AM,40.77,-83.95
436HD,0,0
437,39.9409,-82.0238
4371,40.148375,-83.422525
4373,41.8984,-83.4307
4374,42.8084,-82.83502
4377,41.5867,-83.6736
4378,41.5867,-83.6736
4379,39.9409,-82.0238
4381,41.3719,-83.113
4385,40.0007,-83.1239
4387,40.1111,-80.9935
4388,41.74596,-83.60654
4395,40.2668,-80.6231
4396,40.2668,-80.6231
4397,41.7146,-80.8533
4398,40.6298,-83.0936
4399,41.5648,-81.5804
43MU,41.5867,-83.6736
43TT,40.95,-80.66
4401,41.5648,-81.5804
4403,41.564,-81.4782
4404,41.564,-81.4782
4405,41.3889,-82.1229
4408,41.564,-81.4782
4409,41.564,-81.4782
440GR,0,0
4411,41.3811,-81.8292
4412,41.06785,-80.8547
4413,40.9812,-81.82132
4414,41.5648,-81.5804
4415,41.3889,-82.1229
4416,41.5648,-81.5804
4417,41.4164,-81.8585
4418,41.3811,-81.8292
4419,41.3811,-81.8292
442,41.44233333,-81.74626667
4421,41.3811,-81.8292
4422,41.564,-81.4782
4423,41.0222,-81.7168
4424,41.5648,-81.5804
4426,41.4164,-81.8585
4428,41.5648,-81.5804
4429,41.5648,-81.5804
442AM,40.77,-83.95
442WD,0,0
443,41.3811,-81.8292
4431,41.1083,-81.4801
4432,41.1083,-81.4801
4438,41.1083,-81.4801
4439,41.1083,-81.4801
443AM,0,0
4442,41.3811,-81.8292
4448,41.41894,-81.64574
4449,41.4164,-81.8585
445,41.1412,-80.6768
4451,41.0052,-80.6598
4455,40.88696667,-82.1905
4458,41.1412,-80.6768
445AC,20.385,-41.975
446,40.8355,-81.9071
4463,40.4851,-81.4316
