OCC,OSLIC,OAbbreviation,OSort,OSLC Type,DCC,DSLIC,DAbbreviation,DSort,DSLIC Type,Volume
CC,SLIC,Abbrev,Sort,Type,CC,SLIC,Abbrev,Sort,Type,Volume
PR,0068,0068,CTR,PR,0089,SJAPR,T,HUB,688,
PR,0089,SJAPR,T,HUB,PR,0089,SJAPR,P,HUB,1
PR,0089,SJAPR,P,HUB,PR,0091,SJUPR,CTR,3777,
PR,0089,SJAPR,T,HUB,PR,0099,SJUAS,T,ARPT,687
PR,0099,SJUAS,T,ARPT,PR,0099,SJUAS,N,ARPT,687
PR,0099,SJUAS,N,ARPT,US,4029,LCHKY,T,HUB,3507
US,4029,LCHKY,T,HUB,US,4519,SHAOH,P,HUB,19216
US,4519,SHAOH,P,HUB,US,4519,SHAOH,S,HUB,70693
US,4519,SHAOH,S,HUB,US,4519,SHAOH,D,HUB,58646
US,4519,SHAOH,D,HUB,US,4519,SHAOH,T,HUB,59907
US,4519,SHAOH,T,HUB,US,0619,HARCT,T,HUB,4842
US,0619,HARCT,T,HUB,US,0619,HARCT,N,HUB,38050
US,0619,HARCT,N,HUB,US,0130,SDEMA,P,CTR,2241
US,0130,SDEMA,P,CTR,US,0130,SDEMA,CTR,7917,
US,4519,SHAOH,T,HUB,US,0169,WORMA,T,HUB,7272
US,0169,WORMA,T,HUB,US,0169,WORMA,P,HUB,10007
US,0169,WORMA,P,HUB,US,0150,WOEMA,CTR,41259,
US,4029,LCHKY,T,HUB,US,0189,CHEMA,D,HUB,3607
US,0189,CHEMA,D,HUB,US,0189,CHEMA,P,HUB,13295
US,0189,CHEMA,P,HUB,US,0172,0172,CTR,70643,
US,4029,LCHKY,T,HUB,US,0299,PRORI,T,HUB,2564
US,0299,PRORI,T,HUB,US,0299,PRORI,N,HUB,56320
US,0299,PRORI,N,HUB,US,0209,NORMA,P,HUB,3474
US,0209,NORMA,P,HUB,US,0203,0203,CTR,45947,
US,4029,LCHKY,T,HUB,US,4519,SHAOH,N,HUB,7676
US,4519,SHAOH,N,HUB,US,0799,PARNJ,D,HUB,7769
US,0799,PARNJ,D,HUB,US,0799,PARNJ,T,HUB,87391
US,0799,PARNJ,T,HUB,US,0619,HARCT,N,HUB,18876
US,0619,HARCT,N,HUB,US,0219,WATMA,P,HUB,9198
US,0219,WATMA,P,HUB,US,0210,0210,CTR,46941,
US,0299,PRORI,N,HUB,US,0249,BROMA,P,HUB,7010
US,0249,BROMA,P,HUB,US,0211,0211,CTR,41238,
US,0299,PRORI,N,HUB,US,0231,SBOMA,P,CTR,1382
US,0231,SBOMA,P,CTR,US,0231,SBOMA,CTR,22304,
US,0299,PRORI,N,HUB,US,0270,DARMA,P,CTR,4169
US,0270,DARMA,P,CTR,US,0270,DARMA,CTR,18643,
US,0299,PRORI,N,HUB,US,0274,KNGMA,P,CTR,2435
US,0274,KNGMA,P,CTR,US,0274,KNGMA,CTR,15423,
US,0299,PRORI,T,HUB,US,0299,PRORI,P,HUB,11042
US,0299,PRORI,P,HUB,US,0280,0280,CTR,80847,
US,0189,CHEMA,D,HUB,US,0189,CHEMA,T,HUB,153311
US,0189,CHEMA,T,HUB,US,0189,CHEMA,N,HUB,155124
US,0189,CHEMA,N,HUB,US,0399,NSHNH,P,HUB,22844
US,0399,NSHNH,P,HUB,US,0300,NASNH,CTR,31844,
US,0189,CHEMA,N,HUB,US,0319,MANNH,P,HUB,17849
US,0319,MANNH,P,HUB,US,0310,0310,CTR,27232,
US,0189,CHEMA,N,HUB,US,0380,DOVNH,P,CTR,12355
US,0380,DOVNH,P,CTR,US,0380,DOVNH,CTR,19546,
US,0189,CHEMA,N,HUB,US,0449,BANME,P,HUB,12567
US,0449,BANME,P,HUB,US,0440,0440,CTR,19460,
US,4029,LCHKY,T,HUB,US,1329,SYRNY,T,HUB,7113
US,1329,SYRNY,T,HUB,US,1229,ALBNY,N,HUB,3004
US,1229,ALBNY,N,HUB,US,0530,BRAVT,P,CTR,2130
US,0530,BRAVT,P,CTR,US,0530,BRAVT,CTR,7886,
US,0619,HARCT,N,HUB,US,0609,BDLAP,P,HUB,4161
US,0609,BDLAP,P,HUB,US,0603,WINCT,CTR,19086,
US,0619,HARCT,N,HUB,US,0649,NOWCT,P,HUB,5452
US,0649,NOWCT,P,HUB,US,0630,NCHCT,CTR,24749,
US,0619,HARCT,N,HUB,US,0669,STRCT,P,HUB,4394
US,0669,STRCT,P,HUB,US,0660,0660,CTR,27390,
US,0619,HARCT,N,HUB,US,0680,DANCT,P,CTR,4504
US,0680,DANCT,P,CTR,US,0680,DANCT,CTR,22814,
US,4029,LCHKY,T,HUB,US,1909,WILPA,T,HUB,15409
US,1909,WILPA,T,HUB,US,0709,MEANJ,P,HUB,8971
US,0709,MEANJ,P,HUB,US,0701,0701,CTR,99323,
US,1909,WILPA,T,HUB,US,0703,0703,P,CTR,2848
US,0703,0703,P,CTR,US,0703,0703,CTR,30440,
US,1909,WILPA,T,HUB,US,0719,ORANJ,P,HUB,2363
US,0719,ORANJ,P,HUB,US,0710,0710,CTR,22815,
US,1909,WILPA,T,HUB,US,0899,EDINJ,P,HUB,10211
US,0899,EDINJ,P,HUB,US,0721,0721,CTR,67371,
US,1909,WILPA,T,HUB,US,0759,SADNJ,P,HUB,6820
US,0759,SADNJ,P,HUB,US,0740,0740,CTR,56692,
US,1909,WILPA,T,HUB,US,0799,PARNJ,P,HUB,8740
US,0799,PARNJ,P,HUB,US,0742,0742,CTR,61432,
US,1909,WILPA,T,HUB,US,0749,MOLNJ,P,HUB,6537
US,0749,MOLNJ,P,HUB,US,0781,0781,CTR,38824,
US,1909,WILPA,T,HUB,US,0789,BBRNJ,P,HUB,10306
US,0789,BBRNJ,P,HUB,US,0791,0791,CTR,78114,
US,4029,LCHKY,T,HUB,US,1569,NEWPA,D,HUB,21604
US,1569,NEWPA,D,HUB,US,1569,NEWPA,T,HUB,228523
US,1569,NEWPA,T,HUB,US,0819,LAWNJ,P,HUB,17691
US,0819,LAWNJ,P,HUB,US,0801,0801,CTR,110108,
US,4029,LCHKY,T,HUB,US,2079,BURMD,T,HUB,6604
US,2079,BURMD,T,HUB,US,2079,BURMD,N,HUB,239903
US,2079,BURMD,N,HUB,US,0829,PLENJ,P,HUB,3981
US,0829,PLENJ,P,HUB,US,0840,PVILL,CTR,19539,
US,1909,WILPA,T,HUB,US,0869,TRENJ,P,HUB,12499
US,0869,TRENJ,P,HUB,US,0851,0851,CTR,71813,
US,1909,WILPA,T,HUB,US,0871,LAKNJ,P,CTR,9102
US,0871,LAKNJ,P,CTR,US,0870,0870,CTR,45160,
US,4519,SHAOH,T,HUB,US,1009,M43NY,N,HUB,2619
US,1009,M43NY,N,HUB,US,1006,1006,P,CTR,25186
US,1006,1006,P,CTR,US,1000,MN2NY,CTR,133080,
US,1909,WILPA,T,HUB,US,1029,MANNY,P,HUB,3893
US,1029,MANNY,P,HUB,US,1001,BTTNY,CTR,52471,
US,1909,WILPA,T,HUB,US,1030,STATN,P,CTR,6129
US,1030,STATN,P,CTR,US,1030,STATN,CTR,30906,
US,1909,WILPA,T,HUB,US,1050,YORNY,P,CTR,3090
US,1050,YORNY,P,CTR,US,1050,YORNY,CTR,29485,
US,1909,WILPA,T,HUB,US,1089,MOUNY,P,HUB,3602
US,1089,MOUNY,P,HUB,US,1070,1070,CTR,33072,
US,4519,SHAOH,T,HUB,US,4519,SHAOH,N,HUB,159002
US,0799,PARNJ,T,HUB,US,0799,PARNJ,N,HUB,48845
US,0799,PARNJ,N,HUB,US,1090,SVANY,P,CTR,8827
US,1090,SVANY,P,CTR,US,1090,SVANY,CTR,20661,
US,1909,WILPA,T,HUB,US,1119,ISLNY,P,HUB,8463
US,1119,ISLNY,P,HUB,US,1120,1120,CTR,75539,
US,1909,WILPA,T,HUB,US,1129,FOSNY,P,HUB,9835
US,1129,FOSNY,P,HUB,US,1122,1122,CTR,76833,
US,1909,WILPA,T,HUB,US,1189,MELNY,P,HUB,5792
US,1189,MELNY,P,HUB,US,1174,1174,CTR,69056,
US,1329,SYRNY,T,HUB,US,1329,SYRNY,N,HUB,106149
US,1329,SYRNY,N,HUB,US,1223,1223,P,CTR,4937
US,1223,1223,P,CTR,US,1220,1220,CTR,28341,
US,1329,SYRNY,T,HUB,US,1269,NWINY,P,HUB,1052
US,1269,NWINY,P,HUB,US,1255,1255,CTR,19901,
US,1329,SYRNY,N,HUB,US,1302,CRTNY,P,CTR,5023
US,1302,CRTNY,P,CTR,US,1302,CRTNY,CTR,6291,
US,4029,LCHKY,T,HUB,US,1429,BUFNY,T,HUB,5537
US,1429,BUFNY,T,HUB,US,1429,BUFNY,N,HUB,62903
US,1429,BUFNY,N,HUB,US,1449,HENNY,P,HUB,10734
US,1449,HENNY,P,HUB,US,1441,1441,CTR,41009,
US,1429,BUFNY,N,HUB,US,1469,ROCNY,P,HUB,5310
US,1469,ROCNY,P,HUB,US,1460,1460,CTR,17790,
US,1429,BUFNY,N,HUB,US,1481,ITHNY,P,CTR,3948
US,1481,ITHNY,P,CTR,US,1481,ITHNY,CTR,9592,
US,1569,NEWPA,T,HUB,US,1569,NEWPA,N,HUB,253946
US,1569,NEWPA,N,HUB,US,1501,ALIPA,P,CTR,11884
US,1501,ALIPA,P,CTR,US,1501,ALIPA,CTR,11926,
US,1569,NEWPA,N,HUB,US,1519,THOPA,P,HUB,23754
US,1519,THOPA,P,HUB,US,1512,1512,CTR,39994,
US,1569,NEWPA,N,HUB,US,1529,PITPA,P,HUB,24666
US,1529,PITPA,P,HUB,US,1520,1520,CTR,41821,
US,1569,NEWPA,N,HUB,US,1600,ZELPA,P,CTR,17777
US,1600,ZELPA,P,CTR,US,1600,ZELPA,CTR,19921,
US,1569,NEWPA,N,HUB,US,1649,ERIPA,P,HUB,14514
US,1649,ERIPA,P,HUB,US,1650,ERIE,CTR,18468,
US,1569,NEWPA,N,HUB,US,1680,STAPA,P,CTR,8734
US,1680,STAPA,P,CTR,US,1680,STAPA,CTR,16589,
US,1569,NEWPA,N,HUB,US,1719,HARPA,P,HUB,11639
US,1719,HARPA,P,HUB,US,1701,1701,CTR,42731,
US,1569,NEWPA,T,HUB,US,1749,YRKPA,P,HUB,7225
US,1749,YRKPA,P,HUB,US,1740,YORPA,CTR,22621,
US,1569,NEWPA,T,HUB,US,1759,LANPA,P,HUB,10707
US,1759,LANPA,P,HUB,US,1750,1750,CTR,55154,
US,1569,NEWPA,T,HUB,US,1789,SUNPA,P,HUB,5670
US,1789,SUNPA,P,HUB,US,1780,1780,CTR,15738,
US,1569,NEWPA,T,HUB,US,1819,ALLPA,P,HUB,10797
US,1819,ALLPA,P,HUB,US,1800,1800,CTR,68299,
US,1909,WILPA,T,HUB,US,1909,WILPA,P,HUB,7134
US,1909,WILPA,P,HUB,US,1890,1890,CTR,81490,
US,1569,NEWPA,T,HUB,US,1939,WCHPA,P,HUB,11940
US,1939,WCHPA,P,HUB,US,1931,1931,CTR,99974,
US,1569,NEWPA,T,HUB,US,1969,REAPA,P,HUB,5988
US,1969,REAPA,P,HUB,US,1950,1950,CTR,31541,
US,2079,BURMD,N,HUB,US,2019,WASDC,P,HUB,25063
US,2019,WASDC,P,HUB,US,2000,2000,CTR,81605,
US,2079,BURMD,N,HUB,US,2059,WALMD,P,HUB,12856
US,2059,WALMD,P,HUB,US,2060,2060,CTR,26023,
US,2079,BURMD,T,HUB,US,2079,BURMD,P,HUB,15670
US,2079,BURMD,P,HUB,US,2070,2070,CTR,86896,
US,1569,NEWPA,D,HUB,US,2049,GAIMD,P,HUB,5150
US,2049,GAIMD,P,HUB,US,2081,2081,CTR,40534,
US,1569,NEWPA,D,HUB,US,2119,HVAMD,P,HUB,8931
US,2119,HVAMD,P,HUB,US,2110,2110,CTR,64596,
US,1569,NEWPA,D,HUB,US,2121,2121,P,CTR,5668
US,2121,2121,P,CTR,US,2121,2121,CTR,32169,
US,4029,LCHKY,T,HUB,US,2209,DULVA,P,HUB,2442
US,2209,DULVA,P,HUB,US,2201,2201,CTR,98990,
US,4029,LCHKY,T,HUB,US,2409,ROAVA,T,HUB,3421
US,2409,ROAVA,T,HUB,US,2409,ROAVA,N,HUB,97119
US,2409,ROAVA,N,HUB,US,2260,FRRVA,P,CTR,7099
US,2260,FRRVA,P,CTR,US,2260,FRRVA,CTR,19666,
US,2409,ROAVA,N,HUB,US,2289,CHAVA,P,HUB,9549
US,2289,CHAVA,P,HUB,US,2290,2290,CTR,25135,
US,4029,LCHKY,T,HUB,US,2329,RICVA,P,HUB,2826
US,2329,RICVA,P,HUB,US,2320,RCHVA,CTR,81813,
US,4029,LCHKY,T,HUB,US,2329,RICVA,D,HUB,2774
US,2329,RICVA,D,HUB,US,2329,RICVA,T,HUB,44918
US,2329,RICVA,T,HUB,US,2329,RICVA,N,HUB,119037
US,2329,RICVA,N,HUB,US,2350,NORVA,P,CTR,5614
US,2350,NORVA,P,CTR,US,2350,NORVA,CTR,14966,
US,2329,RICVA,N,HUB,US,2369,NNEVA,P,HUB,14732
US,2369,NNEVA,P,HUB,US,2360,2360,CTR,63423,
US,4029,LCHKY,T,HUB,US,2539,CHAWV,N,HUB,1662
US,2539,CHAWV,N,HUB,US,2470,BLUWV,P,CTR,2531
US,2470,BLUWV,P,CTR,US,2470,BLUWV,CTR,7484,
US,2539,CHAWV,N,HUB,US,2580,BECWV,P,CTR,2441
US,2580,BECWV,P,CTR,US,2580,BECWV,CTR,9650,
US,4029,LCHKY,T,HUB,US,2749,GRENC,T,HUB,13994
US,2749,GRENC,T,HUB,US,2749,GRENC,N,HUB,442249
US,2749,GRENC,N,HUB,US,2711,WINNC,P,CTR,33254
US,2711,WINNC,P,CTR,US,2711,WINNC,CTR,39733,
US,2749,GRENC,T,HUB,US,2749,GRENC,P,HUB,20530
US,2749,GRENC,P,HUB,US,2720,2720,CTR,48674,
US,2749,GRENC,N,HUB,US,2751,MORNC,P,CTR,9238
US,2751,MORNC,P,CTR,US,2751,MORNC,CTR,13806,
US,4029,LCHKY,T,HUB,US,2769,RALNC,T,HUB,2248
US,2769,RALNC,T,HUB,US,2769,RALNC,P,HUB,9474
US,2769,RALNC,P,HUB,US,2761,2761,CTR,56616,
US,2749,GRENC,N,HUB,US,2770,DURNC,P,CTR,12703
US,2770,DURNC,P,CTR,US,2765,DUCNC,P,CTR,19209
US,2765,DUCNC,P,CTR,US,2765,DUCNC,CTR,19209,
US,2749,GRENC,N,HUB,US,2782,GOLNC,P,CTR,8935
US,2782,GOLNC,P,CTR,US,2782,GOLNC,CTR,12166,
US,2749,GRENC,N,HUB,US,2801,KANNC,P,CTR,12625
US,2801,KANNC,P,CTR,US,2801,KANNC,CTR,17952,
US,2749,GRENC,N,HUB,US,2802,GASNC,P,CTR,7649
US,2802,GASNC,P,CTR,US,2802,GASNC,CTR,12348,
US,2749,GRENC,N,HUB,US,2829,CHANC,P,HUB,42486
US,2829,CHANC,P,HUB,US,2820,CINNC,CTR,74379,
US,2749,GRENC,N,HUB,US,2825,ONENC,P,CTR,9973
US,2825,ONENC,P,CTR,US,2825,ONENC,CTR,17171,
US,2749,GRENC,N,HUB,US,2830,FAYNC,P,CTR,16826
US,2830,FAYNC,P,CTR,US,2830,FAYNC,CTR,24004,
US,2749,GRENC,N,HUB,US,2870,ASHEV,P,CTR,14957
US,2870,ASHEV,P,CTR,US,2870,ASHEV,CTR,25113,
US,4029,LCHKY,T,HUB,US,2919,CAHSC,T,HUB,6763
US,2919,CAHSC,T,HUB,US,2919,CAHSC,N,HUB,98948
US,2919,CAHSC,N,HUB,US,2929,COLSC,P,HUB,12815
US,2929,COLSC,P,HUB,US,2912,COCSC,CTR,45049,
US,4029,LCHKY,T,HUB,US,3009,PLEGA,D,HUB,15022
US,3009,PLEGA,D,HUB,US,3009,PLEGA,T,HUB,153275
US,3009,PLEGA,T,HUB,US,3009,PLEGA,N,HUB,167869
US,3009,PLEGA,N,HUB,US,2939,SPART,P,HUB,8087
US,2939,SPART,P,HUB,US,2930,2930,CTR,46792,
US,2919,CAHSC,N,HUB,US,2950,FLOSC,P,CTR,4844
US,2950,FLOSC,P,CTR,US,2950,FLOSC,CTR,16067,
US,2919,CAHSC,N,HUB,US,2970,ROCSC,P,CTR,3984
US,2970,ROCSC,P,CTR,US,2970,ROCSC,CTR,17906,
US,2919,CAHSC,N,HUB,US,2980,AIKEN,P,CTR,4700
US,2980,AIKEN,P,CTR,US,2980,AIKEN,CTR,12747,
US,2919,CAHSC,N,HUB,US,2990,PARSC,P,CTR,3905
US,2990,PARSC,P,CTR,US,2990,PARSC,CTR,8094,
US,4029,LCHKY,T,HUB,US,3019,ROSGA,P,HUB,1973
US,3019,ROSGA,P,HUB,US,3000,3000,CTR,64554,
US,4029,LCHKY,T,HUB,US,3039,ATLGA,P,HUB,857
US,3039,ATLGA,P,HUB,US,3002,3002,P,CTR,38245
US,3002,3002,P,CTR,US,3002,3002,CTR,41950,
US,3009,PLEGA,N,HUB,US,3059,FPAGA,P,HUB,12606
US,3059,FPAGA,P,HUB,US,3003,3003,CTR,39448,
US,3009,PLEGA,N,HUB,US,3033,SMAGA,P,HUB,12014
US,3033,SMAGA,P,HUB,US,3004,3004,CTR,40172,
US,3009,PLEGA,T,HUB,US,3012,ACWGA,P,CTR,4245
US,3012,ACWGA,P,CTR,US,3012,ACWGA,CTR,13766,
US,3009,PLEGA,D,HUB,US,3009,PLEGA,P,HUB,15549
US,3009,PLEGA,P,HUB,US,3014,3014,CTR,98864,
US,3019,ROSGA,P,HUB,US,3018,KENGA,P,CTR,15823
US,3018,KENGA,P,CTR,US,3018,KENGA,CTR,15935,
US,3009,PLEGA,T,HUB,US,3026,FAYGA,P,CTR,5285
US,3026,FAYGA,P,CTR,US,3026,FAYGA,CTR,17980,
US,3009,PLEGA,T,HUB,US,3040,SWNGA,P,CTR,2632
US,3040,SWNGA,P,CTR,US,3040,SWNGA,CTR,9659,
US,3009,PLEGA,T,HUB,US,3050,GAIGA,P,CTR,12294
US,3050,GAIGA,P,CTR,US,3050,GAIGA,CTR,39813,
US,3009,PLEGA,T,HUB,US,3052,CRNGA,P,CTR,2707
US,3052,CRNGA,P,CTR,US,3052,CRNGA,CTR,9326,
US,3009,PLEGA,N,HUB,US,3060,ATHGA,P,CTR,10455
US,3060,ATHGA,P,CTR,US,3060,ATHGA,CTR,26332,
US,3009,PLEGA,T,HUB,US,3090,AUGGA,P,CTR,5388
US,3090,AUGGA,P,CTR,US,3090,AUGGA,CTR,21443,
US,2919,CAHSC,N,HUB,US,3140,SAVGA,P,CTR,7103
US,3140,SAVGA,P,CTR,US,3140,SAVGA,CTR,24904,
US,3009,PLEGA,T,HUB,US,3176,ALBGA,P,CTR,3099
US,3176,ALBGA,P,CTR,US,3176,ALBGA,CTR,11701,
US,4029,LCHKY,T,HUB,US,3229,JACFL,N,HUB,15125
US,3229,JACFL,N,HUB,US,3202,DAYFL,P,CTR,14819
US,3202,DAYFL,P,CTR,US,3202,DAYFL,CTR,23426,
US,3229,JACFL,N,HUB,US,3203,SAUFL,P,CTR,10162
US,3203,SAUFL,P,CTR,US,3203,SAUFL,CTR,15816,
US,4029,LCHKY,T,HUB,US,3229,JACFL,T,HUB,13343
US,3229,JACFL,T,HUB,US,3229,JACFL,P,HUB,30828
US,3229,JACFL,P,HUB,US,3204,3204,CTR,55991,
US,4029,LCHKY,T,HUB,US,3289,ORLFL,P,HUB,7973
US,3289,ORLFL,P,HUB,US,3209,LANFL,P,HUB,13067
US,3209,LANFL,P,HUB,US,3216,3216,CTR,13079,
US,3229,JACFL,N,HUB,US,3230,TEAFL,P,CTR,14780
US,3230,TEAFL,P,CTR,US,3230,TEAFL,CTR,23003,
US,4029,LCHKY,T,HUB,US,3609,MONAL,T,HUB,7072
US,3609,MONAL,T,HUB,US,3609,MONAL,N,HUB,73268
US,3609,MONAL,N,HUB,US,3240,PANFL,P,CTR,6977
US,3240,PANFL,P,CTR,US,3240,PANFL,CTR,13125,
US,3609,MONAL,N,HUB,US,3250,PENFL,P,CTR,8426
US,3250,PENFL,P,CTR,US,3250,PENFL,CTR,24426,
US,4029,LCHKY,T,HUB,US,3270,LONGW,P,CTR,6806
US,3270,LONGW,P,CTR,US,3270,LONGW,CTR,66786,
US,3229,JACFL,N,HUB,US,3271,LEESB,P,CTR,12054
US,3271,LEESB,P,CTR,US,3271,LEESB,CTR,19237,
US,3289,ORLFL,P,HUB,US,3272,3272,P,CTR,7215
US,3272,3272,P,CTR,US,3272,3272,CTR,65118,
US,3229,JACFL,N,HUB,US,3290,COCOA,P,CTR,9721
US,3290,COCOA,P,CTR,US,3290,COCOA,CTR,14929,
US,4029,LCHKY,T,HUB,US,3326,DERFL,P,CTR,5914
US,3326,DERFL,P,CTR,US,3301,3301,CTR,52483,
US,3229,JACFL,T,HUB,US,3302,HOLFL,P,CTR,8893
US,3302,HOLFL,P,CTR,US,3302,HOLFL,CTR,15947,
US,4029,LCHKY,T,HUB,US,3306,MCEFL,P,CTR,9787
US,3306,MCEFL,P,CTR,US,3306,MCEFL,CTR,46085,
US,3229,JACFL,T,HUB,US,3311,HSDFL,P,CTR,14686
US,3311,HSDFL,P,CTR,US,3311,HSDFL,CTR,27745,
US,4029,LCHKY,T,HUB,US,3309,HIAFL,P,HUB,7748
US,3309,HIAFL,P,HUB,US,3313,3313,CTR,71533,
US,3306,MCEFL,P,CTR,US,3322,DORFL,P,CTR,22173
US,3322,DORFL,P,CTR,US,3322,DORFL,CTR,47942,
US,4029,LCHKY,T,HUB,US,3330,FTLAU,P,CTR,5516
US,3330,FTLAU,P,CTR,US,3330,FTLAU,CTR,52864,
US,4029,LCHKY,T,HUB,US,3340,WPBFL,P,CTR,5189
US,3340,WPBFL,P,CTR,US,3340,WPBFL,CTR,57552,
US,3229,JACFL,T,HUB,US,3343,STUFL,P,CTR,8380
US,3343,STUFL,P,CTR,US,3343,STUFL,CTR,14359,
US,3229,JACFL,T,HUB,US,3350,SARA,P,CTR,19665
US,3350,SARA,P,CTR,US,3350,SARA,CTR,36522,
US,3229,JACFL,N,HUB,US,3379,PINFL,P,HUB,29644
US,3379,PINFL,P,HUB,US,3353,3353,CTR,46787,
US,3229,JACFL,N,HUB,US,3369,TAMFL,P,HUB,35113
US,3369,TAMFL,P,HUB,US,3361,3361,CTR,56301,
US,3229,JACFL,N,HUB,US,3363,BAYFL,P,CTR,15696
US,3363,BAYFL,P,CTR,US,3363,BAYFL,CTR,25094,
US,3229,JACFL,N,HUB,US,3385,LWAFL,P,CTR,8298
US,3385,LWAFL,P,CTR,US,3385,LWAFL,CTR,13622,
US,3229,JACFL,T,HUB,US,3390,3390,P,CTR,18703
US,3390,3390,P,CTR,US,3390,3390,CTR,36169,
US,3229,JACFL,T,HUB,US,3491,FPIFL,P,CTR,8455
US,3491,FPIFL,P,CTR,US,3491,FPIFL,CTR,14256,
US,4029,LCHKY,T,HUB,US,3570,HUNAL,P,CTR,5970
US,3570,HUNAL,P,CTR,US,3570,HUNAL,CTR,30030,
US,3609,MONAL,N,HUB,US,3620,ANNAL,P,CTR,3942
US,3620,ANNAL,P,CTR,US,3620,ANNAL,CTR,9823,
US,4029,LCHKY,T,HUB,US,3729,NASTN,P,HUB,4931
US,3729,NASTN,P,HUB,US,3700,3700,CTR,38708,
US,4029,LCHKY,T,HUB,US,3739,LAVTN,N,HUB,9605
US,3739,LAVTN,N,HUB,US,3701,FRATN,P,CTR,763
US,3701,FRATN,P,CTR,US,3701,FRATN,CTR,14289,
US,3739,LAVTN,N,HUB,US,3711,MURTN,P,CTR,1548
US,3711,MURTN,P,CTR,US,3711,MURTN,CTR,16737,
US,3739,LAVTN,N,HUB,US,3739,LAVTN,P,HUB,1727
US,3739,LAVTN,P,HUB,US,3720,3720,CTR,23110,
US,4029,LCHKY,T,HUB,US,3749,CHATN,P,HUB,4127
US,3749,CHATN,P,HUB,US,3740,3740,CTR,33020,
US,4029,LCHKY,T,HUB,US,3799,KNOTN,P,HUB,8562
US,3799,KNOTN,P,HUB,US,3790,3790,CTR,48503,
US,4029,LCHKY,T,HUB,US,3819,MEMTN,P,HUB,4881
US,3819,MEMTN,P,HUB,US,3806,3806,CTR,41488,
US,4029,LCHKY,T,HUB,US,3729,NASTN,N,HUB,17681
US,3729,NASTN,N,HUB,US,3849,OAKTN,P,HUB,1832
US,3849,OAKTN,P,HUB,US,3813,3813,CTR,11465,
US,4029,LCHKY,T,HUB,US,3809,BARTN,P,HUB,3336
US,3809,BARTN,P,HUB,US,3836,3836,CTR,22086,
US,3849,OAKTN,P,HUB,US,3862,OLIMS,CTR,13434,
US,4029,LCHKY,T,HUB,US,3929,JACMS,T,HUB,13938
US,3929,JACMS,T,HUB,US,3929,JACMS,N,HUB,165795
US,3929,JACMS,N,HUB,US,3911,VICMS,P,CTR,5827
US,3911,VICMS,P,CTR,US,3911,VICMS,CTR,5835,
US,3609,MONAL,N,HUB,US,3930,MERMS,P,CTR,3650
US,3930,MERMS,P,CTR,US,3930,MERMS,CTR,8613,
US,3929,JACMS,N,HUB,US,3950,GULMS,P,CTR,11477
US,3950,GULMS,P,CTR,US,3950,GULMS,CTR,15971,
US,4029,LCHKY,T,HUB,US,4029,LCHKY,P,HUB,4216
US,4029,LCHKY,P,HUB,US,4016,4016,CTR,159542,
US,4029,LCHKY,T,HUB,US,4059,LEXKY,P,HUB,9701
US,4059,LEXKY,P,HUB,US,4050,4050,CTR,177466,
US,4029,LCHKY,T,HUB,US,4101,KYVKY,P,CTR,1513
US,4101,KYVKY,P,CTR,US,4101,KYVKY,CTR,18798,
US,4519,SHAOH,N,HUB,US,4319,OBEOH,P,HUB,7359
US,4319,OBEOH,P,HUB,US,4313,4313,CTR,56424,
US,4519,SHAOH,N,HUB,US,4329,COLOH,P,HUB,5500
US,4329,COLOH,P,HUB,US,4320,4320,CTR,73427,
US,4029,LCHKY,T,HUB,US,4329,COLOH,T,HUB,7033
US,4329,COLOH,T,HUB,US,4329,COLOH,N,HUB,305177
US,4329,COLOH,N,HUB,US,4429,MIDOH,P,HUB,12390
US,4429,MIDOH,P,HUB,US,4401,4401,CTR,55493,
US,4329,COLOH,N,HUB,US,4409,HIHOH,P,HUB,11710
US,4409,HIHOH,P,HUB,US,4403,4403,CTR,51300,
US,4329,COLOH,N,HUB,US,4405,ELYOH,P,CTR,3651
US,4405,ELYOH,P,CTR,US,4405,ELYOH,CTR,13030,
US,4329,COLOH,N,HUB,US,4419,CLEOH,P,HUB,8181
US,4419,CLEOH,P,HUB,US,4411,4411,CTR,34758,
US,4519,SHAOH,P,HUB,US,4510,4510,CTR,68413,
US,4029,LCHKY,T,HUB,US,4529,CINOH,P,HUB,8548
US,4529,CINOH,P,HUB,US,4520,4520,CTR,89763,
US,4029,LCHKY,T,HUB,US,4539,WCAOH,P,HUB,3474
US,4539,WCAOH,P,HUB,US,4530,4530,CTR,39817,
US,4519,SHAOH,N,HUB,US,4535,PIQOH,P,CTR,3062
US,4535,PIQOH,P,CTR,US,4535,PIQOH,CTR,16602,
US,4519,SHAOH,N,HUB,US,4549,DAYOH,P,HUB,2482
US,4549,DAYOH,P,HUB,US,4541,4541,CTR,20723,
US,4029,LCHKY,T,HUB,US,4629,I81IN,N,HUB,21600
US,4629,I81IN,N,HUB,US,4581,CELOH,P,CTR,3473
US,4581,CELOH,P,CTR,US,4581,CELOH,CTR,10303,
US,4329,COLOH,N,HUB,US,4584,FINOH,P,CTR,4124
US,4584,FINOH,P,CTR,US,4584,FINOH,CTR,11197,
US,4629,I81IN,N,HUB,US,4619,I16IN,P,HUB,23719
US,4619,I16IN,P,HUB,US,4612,16CIN,CTR,63995,
US,4629,I81IN,N,HUB,US,4628,FLDIN,P,HUB,5006
