OCC,OSLIC,OAbbreviation,OSort,OSLC Type,DCC,DSLIC,DAbbreviation,DSort,DSLIC Type,Volume
CC,SLIC,Abbrev,Sort,Type,CC,SLIC,Abbrev,Sort,Type,Volume
US,7519,MESTX,T,HUB,US,7821,LVATX,P,CTR,3982
US,7821,LVATX,P,CTR,US,7821,LVATX,CTR,13904,
US,7519,MESTX,N,HUB,US,7849,CORTX,P,HUB,4814
US,3033,SMAGA,N,HUB,US,3033,SMAGA,D,HUB,30744
US,7519,MESTX,N,HUB,US,7860,SMATX,P,CTR,2497
US,6059,CCHIL,D,HUB,US,7864,RRKTX,P,CTR,1652
US,6059,CCHIL,D,HUB,US,7874,AUNTX,P,CTR,2427
US,7874,AUNTX,P,CTR,US,7866,7866,CTR,21321,
US,6059,CCHIL,D,HUB,US,7871,OSETX,P,CTR,1633
US,7871,OSETX,P,CTR,US,7871,OSETX,CTR,22411,
US,6059,CCHIL,D,HUB,US,7879,AUSTX,P,HUB,3324
US,7829,SANTX,N,HUB,US,7880,DRITX,P,CTR,2866
US,7880,DRITX,P,CTR,US,7880,DRITX,CTR,4670,
US,7829,SANTX,N,HUB,US,7882,7882,P,CTR,4408
US,7882,7882,P,CTR,US,7882,7882,CTR,4412,
US,7829,SANTX,N,HUB,US,7884,UVATX,P,CTR,3561
US,7884,UVATX,P,CTR,US,7884,UVATX,CTR,4756,
US,7319,OKLOK,N,HUB,US,7319,OKLOK,T,HUB,7166
US,7319,OKLOK,T,HUB,US,7900,PAMTX,P,CTR,2298
US,7900,PAMTX,P,CTR,US,7900,PAMTX,CTR,5815,
US,7319,OKLOK,T,HUB,US,7901,PLATX,P,CTR,1508
US,7901,PLATX,P,CTR,US,7901,PLATX,CTR,4788,
US,7319,OKLOK,N,HUB,US,7939,AMATX,P,HUB,2433
US,7939,AMATX,P,HUB,US,7910,AMLTX,CTR,16255,
US,7519,MESTX,N,HUB,US,7940,LUBTX,P,CTR,2701
US,7940,LUBTX,P,CTR,US,7940,LUBTX,CTR,22829,
US,7519,MESTX,N,HUB,US,7960,ABITX,P,CTR,5202
US,7519,MESTX,N,HUB,US,7979,MIDTX,P,HUB,2284
US,7979,MIDTX,P,HUB,US,7970,MDLTX,CTR,16364,
US,7519,MESTX,N,HUB,US,7976,ODESA,P,CTR,2341
US,7976,ODESA,P,CTR,US,7976,ODESA,CTR,16302,
US,7519,MESTX,N,HUB,US,7980,APETX,P,CTR,1053
US,7980,APETX,P,CTR,US,7980,APETX,CTR,3460,
US,6059,CCHIL,D,HUB,US,7999,EPATX,P,HUB,3811
US,6059,CCHIL,D,HUB,US,8029,DENCO,P,HUB,13101
US,6059,CCHIL,D,HUB,US,8010,EGLCO,P,CTR,5844
US,6059,CCHIL,D,HUB,US,8029,DENCO,N,HUB,13770
US,8029,DENCO,N,HUB,US,8030,BOUCO,P,CTR,10450
US,8030,BOUCO,P,CTR,US,8030,BOUCO,CTR,10513,
US,8029,DENCO,N,HUB,US,8040,SILCO,P,CTR,7948
US,8040,SILCO,P,CTR,US,8040,SILCO,CTR,7964,
US,8029,DENCO,N,HUB,US,8046,SSPCO,P,CTR,4757
US,8046,SSPCO,P,CTR,US,8046,SSPCO,CTR,4766,
US,6059,CCHIL,D,HUB,US,8050,LVECO,P,CTR,2703
US,8050,LVECO,P,CTR,US,8050,LVECO,CTR,24470,
US,8029,DENCO,N,HUB,US,8070,STECO,P,CTR,6276
US,8070,STECO,P,CTR,US,8070,STECO,CTR,6299,
US,8029,DENCO,N,HUB,US,8080,BURCO,P,CTR,3096
US,8080,BURCO,P,CTR,US,8080,BURCO,CTR,3102,
US,6059,CCHIL,S,HUB,US,8095,COLCO,P,CTR,2386
US,8029,DENCO,N,HUB,US,8109,TRICO,P,HUB,2349
US,8109,TRICO,P,HUB,US,8100,8100,CTR,2963,
US,8029,DENCO,N,HUB,US,8101,LAJCO,P,CTR,3095
US,8101,LAJCO,P,CTR,US,8101,LAJCO,CTR,3101,
US,8029,DENCO,N,HUB,US,8105,LAMCO,P,CTR,3018
US,8105,LAMCO,P,CTR,US,8105,LAMCO,CTR,3021,
US,8029,DENCO,N,HUB,US,8110,ALACO,P,CTR,1918
US,8110,ALACO,P,CTR,US,8110,ALACO,CTR,4778,
US,1909,WILPA,N,HUB,US,8029,DENCO,N,HUB,9993
US,8029,DENCO,N,HUB,US,8120,SLDCO,P,CTR,3698
US,8120,SLDCO,P,CTR,US,8120,SLDCO,CTR,3707,
US,8029,DENCO,N,HUB,US,8121,GUNCO,P,CTR,1502
US,8121,GUNCO,P,CTR,US,8121,GUNCO,CTR,3489,
US,5289,DAVIA,T,HUB,US,8029,DENCO,T,HUB,2270
US,8029,DENCO,T,HUB,US,8130,DURCO,P,CTR,3075
US,8130,DURCO,P,CTR,US,8130,DURCO,CTR,8829,
US,8029,DENCO,N,HUB,US,8140,MONCO,P,CTR,2834
US,8140,MONCO,P,CTR,US,8140,MONCO,CTR,7801,
US,8029,DENCO,N,HUB,US,8159,GRACO,P,HUB,3770
US,8029,DENCO,N,HUB,US,8161,GSPCO,P,CTR,8800
US,8161,GSPCO,P,CTR,US,8160,RFLCO,CTR,8829,
US,8029,DENCO,N,HUB,US,8162,CRACO,P,CTR,1438
US,8162,CRACO,P,CTR,US,8162,CRACO,CTR,3438,
US,8029,DENCO,N,HUB,US,8201,LARWY,P,CTR,4371
US,8201,LARWY,P,CTR,US,8201,LARWY,CTR,4582,
US,8029,DENCO,N,HUB,US,8230,RAWWY,P,CTR,1183
US,8230,RAWWY,P,CTR,US,8230,RAWWY,CTR,3156,
US,5919,BILMT,T,HUB,US,8240,CODWY,P,CTR,2295
US,8240,CODWY,P,CTR,US,8240,CODWY,CTR,5813,
US,8029,DENCO,N,HUB,US,8269,CASWY,N,HUB,4855
US,8269,CASWY,N,HUB,US,8259,RIVWY,P,HUB,4204
US,8259,RIVWY,P,HUB,US,8250,8250,CTR,4221,
US,8029,DENCO,N,HUB,US,8269,CASWY,P,HUB,3085
US,8269,CASWY,P,HUB,US,8260,8260,CTR,9197,
US,8029,DENCO,N,HUB,US,8270,GILWY,P,CTR,3880
US,8270,GILWY,P,CTR,US,8270,GILWY,CTR,6221,
US,5919,BILMT,T,HUB,US,8280,SHEWY,P,CTR,1289
US,8280,SHEWY,P,CTR,US,8280,SHEWY,CTR,5285,
US,8029,DENCO,N,HUB,US,8290,ROCWY,P,CTR,3743
US,8290,ROCWY,P,CTR,US,8290,ROCWY,CTR,5945,
US,6059,CCHIL,D,HUB,US,8459,LKEUT,D,HUB,7683
US,8459,LKEUT,D,HUB,US,8459,LKEUT,T,HUB,143462
US,8459,LKEUT,T,HUB,US,8459,LKEUT,N,HUB,321098
US,8459,LKEUT,N,HUB,US,8293,EVAWY,P,CTR,2237
US,8293,EVAWY,P,CTR,US,8293,EVAWY,CTR,3650,
US,8029,DENCO,N,HUB,US,8300,JACWY,P,CTR,3773
US,8300,JACWY,P,CTR,US,8300,JACWY,CTR,6316,
US,6059,CCHIL,D,HUB,US,8320,PCTID,P,CTR,1821
US,8320,PCTID,P,CTR,US,8320,PCTID,CTR,10486,
US,8459,LKEUT,N,HUB,US,8321,SODID,P,CTR,1834
US,8321,SODID,P,CTR,US,8321,SODID,CTR,2817,
US,6059,CCHIL,D,HUB,US,8339,TWIID,P,HUB,1846
US,8339,TWIID,P,HUB,US,8330,TWFLS,CTR,9649,
US,8419,SALUT,T,HUB,US,8331,BURLY,P,CTR,2135
US,8331,BURLY,P,CTR,US,8331,BURLY,CTR,4864,
US,8459,LKEUT,N,HUB,US,8332,HAILY,P,CTR,3623
US,8332,HAILY,P,CTR,US,8332,HAILY,CTR,4838,
US,8349,IDAID,P,HUB,US,8342,SANID,P,CTR,2327
US,8342,SANID,P,CTR,US,8342,SANID,CTR,2348,
US,8459,LKEUT,N,HUB,US,8346,REXID,P,CTR,6696
US,8346,REXID,P,CTR,US,8346,REXID,CTR,9422,
US,9929,SPOWA,T,HUB,US,9929,SPOWA,N,HUB,52022
US,9929,SPOWA,N,HUB,US,8350,LEWID,P,CTR,6276
US,8350,LEWID,P,CTR,US,8350,LEWID,CTR,6771,
US,9929,SPOWA,N,HUB,US,8351,GRAID,P,CTR,3218
US,8351,GRAID,P,CTR,US,8351,GRAID,CTR,3223,
US,8459,LKEUT,D,HUB,US,8361,MCCAL,P,CTR,1233
US,8361,MCCAL,P,CTR,US,8361,MCCAL,CTR,3415,
US,0799,PARNJ,N,HUB,US,6059,CCHIL,N,HUB,22450
US,6059,CCHIL,N,HUB,US,8379,BOIID,N,HUB,4851
US,8379,BOIID,N,HUB,US,8362,PAYET,P,CTR,3519
US,8362,PAYET,P,CTR,US,8362,PAYET,CTR,6154,
US,8379,BOIID,N,HUB,US,8367,MRIID,P,CTR,7224
US,8367,MRIID,P,CTR,US,8367,MRIID,CTR,7255,
US,9929,SPOWA,N,HUB,US,8380,CDAID,P,CTR,8024
US,8380,CDAID,P,CTR,US,8380,CDAID,CTR,8668,
US,9929,SPOWA,N,HUB,US,8383,SNDID,P,CTR,6945
US,8383,SNDID,P,CTR,US,8383,SNDID,CTR,7499,
US,9929,SPOWA,P,HUB,US,8388,POSID,P,CTR,5963
US,8388,POSID,P,CTR,US,8388,POSID,CTR,10757,
US,8459,LKEUT,N,HUB,US,8400,VERNL,P,CTR,3276
US,8400,VERNL,P,CTR,US,8400,VERNL,CTR,5164,
US,6059,CCHIL,D,HUB,US,8440,OGDUT,P,CTR,5448
US,8419,SALUT,T,HUB,US,8450,PREUT,P,CTR,2550
US,8450,PREUT,P,CTR,US,8450,PREUT,CTR,4137,
US,8419,SALUT,T,HUB,US,8451,MOBUT,P,CTR,2108
US,8451,MOBUT,P,CTR,US,8451,MOBUT,CTR,3763,
US,6059,CCHIL,D,HUB,US,8460,PROUT,P,CTR,3433
US,8419,SALUT,T,HUB,US,8461,DTAUT,P,CTR,1588
US,8461,DTAUT,P,CTR,US,8461,DTAUT,CTR,2527,
US,8419,SALUT,T,HUB,US,8470,CEDUT,P,CTR,3173
US,8470,CEDUT,P,CTR,US,8470,CEDUT,CTR,5996,
US,8459,LKEUT,N,HUB,US,8471,SAIUT,P,CTR,4244
US,6059,CCHIL,D,HUB,US,8472,SGEUT,P,CTR,2253
US,8472,SGEUT,P,CTR,US,8472,SGEUT,CTR,12102,
US,6059,CCHIL,D,HUB,US,8509,PHOAZ,P,HUB,6878
US,6059,CCHIL,D,HUB,US,8529,TEMAZ,P,HUB,5779
US,6059,CCHIL,D,HUB,US,8521,MESAZ,P,CTR,6975
US,1909,WILPA,N,HUB,US,8509,PHOAZ,N,HUB,9997
US,8509,PHOAZ,N,HUB,US,8523,CGRAZ,P,CTR,6595
US,8523,CGRAZ,P,CTR,US,8523,CGRAZ,CTR,6605,
US,8509,PHOAZ,N,HUB,US,8530,YUMAZ,P,CTR,10933
US,8530,YUMAZ,P,CTR,US,8530,YUMAZ,CTR,10954,
US,6059,CCHIL,D,HUB,US,8531,PNIAZ,P,CTR,2620
US,8509,PHOAZ,N,HUB,US,9222,BLYCA,P,CTR,3285
US,9222,BLYCA,P,CTR,US,8532,8532,CTR,2655,
US,8509,PHOAZ,N,HUB,US,8550,GLOAZ,P,CTR,2955
US,8550,GLOAZ,P,CTR,US,8550,GLOAZ,CTR,2965,
US,8509,PHOAZ,N,HUB,US,8551,SAFAZ,P,CTR,4825
US,8551,SAFAZ,P,CTR,US,8551,SAFAZ,CTR,4841,
US,8509,PHOAZ,N,HUB,US,8552,PAYAZ,P,CTR,3277
US,8552,PAYAZ,P,CTR,US,8552,PAYAZ,CTR,3281,
US,8509,PHOAZ,N,HUB,US,8560,SVIAZ,P,CTR,7949
US,8560,SVIAZ,P,CTR,US,8560,SVIAZ,CTR,7967,
US,6059,CCHIL,D,HUB,US,8579,TUCAZ,P,HUB,3877
US,8509,PHOAZ,N,HUB,US,8590,SLOAZ,P,CTR,5729
US,8590,SLOAZ,P,CTR,US,8590,SLOAZ,CTR,5734,
US,8509,PHOAZ,N,HUB,US,8600,FLAAZ,P,CTR,8578
US,8600,FLAAZ,P,CTR,US,8600,FLAAZ,CTR,8591,
US,8509,PHOAZ,N,HUB,US,8601,HOLAZ,P,CTR,3224
US,8601,HOLAZ,P,CTR,US,8601,HOLAZ,CTR,3227,
US,8509,PHOAZ,N,HUB,US,8602,PAGAZ,P,CTR,2673
US,8602,PAGAZ,P,CTR,US,8602,PAGAZ,CTR,2674,
US,8509,PHOAZ,N,HUB,US,8630,PRSAZ,P,CTR,9553
US,8630,PRSAZ,P,CTR,US,8630,PRSAZ,CTR,9597,
US,8509,PHOAZ,N,HUB,US,8640,KINAZ,P,CTR,4547
US,8640,KINAZ,P,CTR,US,8640,KINAZ,CTR,5373,
US,8509,PHOAZ,N,HUB,US,8641,LHAAZ,P,CTR,5513
US,8641,LHAAZ,P,CTR,US,8641,LHAAZ,CTR,5516,
US,8509,PHOAZ,N,HUB,US,8644,RIVAZ,P,CTR,4163
US,8644,RIVAZ,P,CTR,US,8644,RIVAZ,CTR,4969,
US,6059,CCHIL,D,HUB,US,8719,ALBNM,T,HUB,6000
US,8719,ALBNM,N,HUB,US,8700,GRNTS,P,CTR,2147
US,8700,GRNTS,P,CTR,US,8700,GRNTS,CTR,2152,
US,8719,ALBNM,N,HUB,US,8730,GALLP,P,CTR,3806
US,8730,GALLP,P,CTR,US,8730,GALLP,CTR,3809,
US,8719,ALBNM,N,HUB,US,8740,FARNM,P,CTR,6914
US,8740,FARNM,P,CTR,US,8740,FARNM,CTR,6928,
US,8719,ALBNM,N,HUB,US,8750,SFENM,P,CTR,13194
US,8750,SFENM,P,CTR,US,8750,SFENM,CTR,13264,
US,8719,ALBNM,N,HUB,US,8751,TAONM,P,CTR,3763
US,8751,TAONM,P,CTR,US,8751,TAONM,CTR,3766,
US,8719,ALBNM,N,HUB,US,8770,SPRNM,P,CTR,2770
US,8770,SPRNM,P,CTR,US,8770,SPRNM,CTR,2777,
US,8719,ALBNM,N,HUB,US,8771,LASVG,P,CTR,2695
US,8771,LASVG,P,CTR,US,8771,LASVG,CTR,2697,
US,8719,ALBNM,N,HUB,US,8780,SOCRO,P,CTR,3165
US,8780,SOCRO,P,CTR,US,8780,SOCRO,CTR,3184,
US,0169,WORMA,N,HUB,US,4519,SHAOH,N,HUB,14576
US,4519,SHAOH,N,HUB,US,6629,LENKS,T,HUB,6000
US,6629,LENKS,T,HUB,US,8719,ALBNM,T,HUB,9712
US,8719,ALBNM,N,HUB,US,8800,LCRNM,P,CTR,9936
US,8800,LCRNM,P,CTR,US,8800,LCRNM,CTR,10592,
US,8719,ALBNM,T,HUB,US,8801,SILCY,P,CTR,3439
US,8801,SILCY,P,CTR,US,8801,SILCY,CTR,3614,
US,8719,ALBNM,N,HUB,US,8820,ROSWL,P,CTR,4880
US,8820,ROSWL,P,CTR,US,8820,ROSWL,CTR,4887,
US,8719,ALBNM,T,HUB,US,8821,CARNM,P,CTR,5629
US,8821,CARNM,P,CTR,US,8821,CARNM,CTR,5645,
US,8719,ALBNM,T,HUB,US,8822,HOBBS,P,CTR,5379
US,8822,HOBBS,P,CTR,US,8822,HOBBS,CTR,5385,
US,8719,ALBNM,N,HUB,US,8830,ALMNM,P,CTR,5871
US,8830,ALMNM,P,CTR,US,8830,ALMNM,CTR,6141,
US,8719,ALBNM,N,HUB,US,8840,TUCNM,P,CTR,2000
US,8840,TUCNM,P,CTR,US,8840,TUCNM,CTR,2002,
US,8459,LKEUT,D,HUB,US,8900,TONNV,P,CTR,852
US,8900,TONNV,P,CTR,US,8900,TONNV,CTR,1585,
US,6059,CCHIL,N,HUB,US,8909,LVENV,P,HUB,3782
US,8379,BOIID,N,HUB,US,8940,WINNV,P,CTR,2424
US,8940,WINNV,P,CTR,US,8940,WINNV,CTR,3600,
US,8959,RENNV,S,HUB,US,8941,FALNV,P,CTR,3889
US,8941,FALNV,P,CTR,US,8941,FALNV,CTR,3893,
US,8419,SALUT,T,HUB,US,8980,ELKNV,P,CTR,3058
US,8980,ELKNV,P,CTR,US,8980,ELKNV,CTR,6795,
US,6059,CCHIL,D,HUB,US,9019,MSTCA,P,HUB,5170
US,6059,CCHIL,D,HUB,US,9009,OLYCA,P,HUB,4845
US,9009,OLYCA,P,HUB,US,9003,BAYCA,P,CTR,2726
US,9003,BAYCA,P,CTR,US,9003,BAYCA,CTR,8045,
US,0799,PARNJ,T,HUB,US,9029,GVICA,T,HUB,2867
US,6059,CCHIL,D,HUB,US,9069,CERCA,P,HUB,6795
US,6059,CCHIL,D,HUB,US,9089,GARCA,P,HUB,3318
US,6059,CCHIL,D,HUB,US,9179,SGACA,P,HUB,5594
US,6059,CCHIL,D,HUB,US,9149,VANCA,P,HUB,5303
US,6059,CCHIL,D,HUB,US,9219,SDICA,P,HUB,5957
US,9219,SDICA,P,HUB,US,9122,9122,P,CTR,2857
US,9122,9122,P,CTR,US,9122,9122,CTR,9362,
US,6059,CCHIL,D,HUB,US,9139,SFECA,P,HUB,3514
US,9149,VANCA,P,HUB,US,9143,9143,P,CTR,4572
US,9143,9143,P,CTR,US,9143,9143,CTR,12446,
US,6059,CCHIL,D,HUB,US,9169,ONTCA,P,HUB,5697
US,6059,CCHIL,D,HUB,US,9209,SMRCA,P,HUB,3565
US,6059,CCHIL,D,HUB,US,9259,CVICA,P,HUB,5857
US,6059,CCHIL,D,HUB,US,9220,PSPCA,P,CTR,1895
US,9222,BLYCA,P,CTR,US,9222,BLYCA,CTR,2394,
US,9029,GVICA,N,HUB,US,9223,YVACA,P,CTR,3943
US,9223,YVACA,P,CTR,US,9223,YVACA,CTR,4355,
US,9029,GVICA,N,HUB,US,9232,BARCA,P,CTR,3321
US,9232,BARCA,P,CTR,US,9232,BARCA,CTR,3745,
US,6059,CCHIL,D,HUB,US,9240,SBECA,P,CTR,1675
US,9029,GVICA,N,HUB,US,9250,RIVSC,P,CTR,9712
US,9250,RIVSC,P,CTR,US,9250,RIVSC,CTR,12733,
US,6059,CCHIL,D,HUB,US,9279,ANACA,P,HUB,7254
US,6059,CCHIL,D,HUB,US,9269,LAGCA,P,HUB,9380
US,6059,CCHIL,D,HUB,US,9310,SBARC,P,CTR,1704
US,9310,SBARC,P,CTR,US,9310,SBARC,CTR,14120,
US,6059,CCHIL,D,HUB,US,9330,BKRCA,P,CTR,3306
US,9330,BKRCA,P,CTR,US,9330,BKRCA,CTR,32775,
US,9029,GVICA,N,HUB,US,9350,LANCC,P,CTR,11738
US,9350,LANCC,P,CTR,US,9350,LANCC,CTR,13888,
US,9029,GVICA,N,HUB,US,9351,RIDGE,P,CTR,3950
US,9351,RIDGE,P,CTR,US,9351,RIDGE,CTR,3955,
US,9029,GVICA,N,HUB,US,9352,BISHC,P,CTR,4502
US,9352,BISHC,P,CTR,US,9352,BISHC,CTR,4511,
US,6059,CCHIL,S,HUB,US,9489,NBACA,T,HUB,3091
US,6059,CCHIL,S,HUB,US,9419,SFRCA,P,HUB,7168
US,6059,CCHIL,S,HUB,US,9409,SUNCA,P,HUB,3361
US,6059,CCHIL,S,HUB,US,9449,SBRCA,P,HUB,2900
US,6059,CCHIL,S,HUB,US,9430,MENCA,P,CTR,1402
US,6059,CCHIL,S,HUB,US,9589,SACCA,N,HUB,9757
US,9589,SACCA,N,HUB,US,9444,NAPCA,P,CTR,2897
US,6059,CCHIL,S,HUB,US,9459,SNSCA,P,HUB,6615
US,9589,SACCA,N,HUB,US,9452,CONCA,P,CTR,4693
US,9589,SACCA,N,HUB,US,9453,CRDCA,P,CTR,4941
US,9453,CRDCA,P,CTR,US,9453,CRDCA,CTR,14814,
US,9589,SACCA,N,HUB,US,9454,HADCA,P,CTR,4311
US,6059,CCHIL,S,HUB,US,9489,NBACA,P,HUB,1910
US,9589,SACCA,N,HUB,US,9472,BRWCA,P,CTR,3325
US,9589,SACCA,N,HUB,US,9490,SRFCA,P,CTR,2882
US,9490,SRFCA,P,CTR,US,9490,SRFCA,CTR,12025,
US,6059,CCHIL,S,HUB,US,9499,PEACA,P,HUB,1674
US,9489,NBACA,T,HUB,US,9501,SYLCA,P,CTR,2635
US,9501,SYLCA,P,CTR,US,9501,SYLCA,CTR,5023,
US,6059,CCHIL,S,HUB,US,9519,SJOCA,P,HUB,4500
US,9589,SACCA,N,HUB,US,9513,SBACA,P,CTR,1489
US,9513,SBACA,P,CTR,US,9513,SBACA,CTR,7800,
US,6059,CCHIL,S,HUB,US,9520,STKCA,P,CTR,3891
US,9520,STKCA,P,CTR,US,9520,STKCA,CTR,16772,
US,6059,CCHIL,S,HUB,US,9530,MODCA,P,CTR,1990
US,9589,SACCA,N,HUB,US,9531,MERCA,P,CTR,3265
US,9531,MERCA,P,CTR,US,9531,MERCA,CTR,11628,
US,9589,SACCA,N,HUB,US,9532,ANGCA,P,CTR,3851
US,9532,ANGCA,P,CTR,US,9532,ANGCA,CTR,7782,
US,6059,CCHIL,S,HUB,US,9539,LAHCA,P,HUB,3718
US,9489,NBACA,T,HUB,US,9549,UKACA,P,HUB,5040
US,9549,UKACA,P,HUB,US,9541,UKICA,CTR,6106,
US,9489,NBACA,T,HUB,US,9545,LAKCA,P,CTR,2650
US,9545,LAKCA,P,CTR,US,9545,LAKCA,CTR,4874,
US,9549,UKACA,P,HUB,US,9546,FTBCA,P,CTR,2928
US,9546,FTBCA,P,CTR,US,9546,FTBCA,CTR,2928,
US,9489,NBACA,T,HUB,US,9489,NBACA,A,HUB,24446
US,9489,NBACA,A,HUB,US,9559,ERKCA,P,HUB,6250
US,9559,ERKCA,P,HUB,US,9550,EURCA,CTR,12630,
US,6059,CCHIL,S,HUB,US,9579,RKLCA,P,HUB,3966
US,9579,RKLCA,P,HUB,US,9560,ROCCA,CTR,34797,
US,9589,SACCA,N,HUB,US,9571,TAHCA,P,CTR,4555
US,9571,TAHCA,P,CTR,US,9571,TAHCA,CTR,5963,
US,9589,SACCA,N,HUB,US,9590,YCYCA,P,CTR,3660
US,9590,YCYCA,P,CTR,US,9590,YCYCA,CTR,9729,
US,6059,CCHIL,N,HUB,US,9591,CHICA,P,CTR,3053
US,9589,SACCA,N,HUB,US,9592,QUICA,P,CTR,3007
US,9592,QUICA,P,CTR,US,9592,QUICA,CTR,3007,
US,9589,SACCA,N,HUB,US,9593,GVACA,P,CTR,2660
US,9589,SACCA,N,HUB,US,9601,YRECA,P,CTR,4532
US,9601,YRECA,P,CTR,US,9601,YRECA,CTR,4555,
US,9589,SACCA,N,HUB,US,9610,SUSCA,P,CTR,3018
US,9610,SUSCA,P,CTR,US,9610,SUSCA,CTR,3019,
US,9609,REDCA,P,HUB,US,9611,ALTCA,P,CTR,1303
US,9611,ALTCA,P,CTR,US,9611,ALTCA,CTR,1303,
US,6059,CCHIL,D,HUB,US,9159,WAHCA,D,HUB,2756
US,9159,WAHCA,D,HUB,US,9638,9638,P,CTR,16705
US,9638,9638,P,CTR,US,9638,9638,CTR,18223,
US,9159,WAHCA,D,HUB,US,9670,KONA,P,CTR,2680
US,9670,KONA,P,CTR,US,9670,KONA,CTR,2697,
US,9159,WAHCA,D,HUB,US,9682,9682,P,CTR,3811
US,9682,9682,P,CTR,US,9682,9682,CTR,3832,
US,9159,WAHCA,D,HUB,US,9683,9683,P,CTR,2667
US,9683,9683,P,CTR,US,9683,9683,CTR,2681,
US,9159,WAHCA,D,HUB,US,9684,9684,P,CTR,2330
US,9684,9684,P,CTR,US,9684,9684,CTR,2343,
US,6059,CCHIL,S,HUB,US,9729,POROR,N,HUB,7446
US,9729,POROR,N,HUB,US,9701,TDAOR,P,CTR,6099
US,9701,TDAOR,P,CTR,US,9701,TDAOR,CTR,7302,
US,9729,POROR,N,HUB,US,9710,ASTOR,P,CTR,5240
US,9710,ASTOR,P,CTR,US,9710,ASTOR,CTR,5256,
US,9729,POROR,N,HUB,US,9711,TILOR,P,CTR,3638
US,9711,TILOR,P,CTR,US,9711,TILOR,CTR,3640,
US,6059,CCHIL,S,HUB,US,9730,SALOR,P,CTR,1748
US,9730,SALOR,P,CTR,US,9730,SALOR,CTR,18966,
US,9729,POROR,N,HUB,US,9731,COROR,P,CTR,10781
US,9731,COROR,P,CTR,US,9731,COROR,CTR,12844,
US,9729,POROR,N,HUB,US,9732,NEWOR,P,CTR,4652
US,9732,NEWOR,P,CTR,US,9732,NEWOR,CTR,5323,
US,6059,CCHIL,N,HUB,US,9740,EUGOR,P,CTR,2896
US,9729,POROR,N,HUB,US,9742,CBAOR,P,CTR,1704
US,9742,CBAOR,P,CTR,US,9742,CBAOR,CTR,5660,
US,9729,POROR,N,HUB,US,9799,SPGOR,P,HUB,8857
US,9799,SPGOR,P,HUB,US,9743,SPROR,CTR,10518,
US,8459,LKEUT,N,HUB,US,9749,ROSOR,N,HUB,12385
US,9749,ROSOR,N,HUB,US,9744,BROOR,P,CTR,3391
US,9744,BROOR,P,CTR,US,9744,BROOR,CTR,3395,
US,9740,EUGOR,P,CTR,US,9745,FLOOR,P,CTR,2558
US,9745,FLOOR,P,CTR,US,9745,FLOOR,CTR,2558,
US,8959,RENNV,S,HUB,US,8959,RENNV,T,HUB,11186
US,8959,RENNV,T,HUB,US,9750,MEDOR,P,CTR,6942
US,9750,MEDOR,P,CTR,US,9750,MEDOR,CTR,14249,
US,9749,ROSOR,N,HUB,US,9751,GPAOR,P,CTR,5037
US,9751,GPAOR,P,CTR,US,9751,GPAOR,CTR,7011,
US,9749,ROSOR,N,HUB,US,9760,KFAOR,P,CTR,3366
US,9760,KFAOR,P,CTR,US,9760,KFAOR,CTR,6404,
US,6059,CCHIL,S,HUB,US,9770,BENOR,P,CTR,1918
US,9770,BENOR,P,CTR,US,9770,BENOR,CTR,18033,
US,9929,SPOWA,T,HUB,US,9789,HEROR,N,HUB,4427
US,9789,HEROR,N,HUB,US,9780,PENOR,P,CTR,2187
US,8379,BOIID,N,HUB,US,9781,BAKOR,P,CTR,2030
US,9781,BAKOR,P,CTR,US,9781,BAKOR,CTR,2864,
US,8379,BOIID,N,HUB,US,8939,LGNOR,S,HUB,3211
US,8939,LGNOR,S,HUB,US,8939,LGNOR,P,HUB,3706
US,8939,LGNOR,P,HUB,US,9782,LAGOR,CTR,3706,
US,8379,BOIID,N,HUB,US,9779,JDYOR,S,HUB,2829
US,9779,JDYOR,S,HUB,US,9779,JDYOR,P,HUB,2191
US,9779,JDYOR,P,HUB,US,9783,JDAOR,CTR,2191,
US,9729,POROR,N,HUB,US,9789,HEROR,P,HUB,3615
US,9789,HEROR,P,HUB,US,9785,9785,CTR,5281,
US,6059,CCHIL,S,HUB,US,9859,EVTWA,P,HUB,2276
US,9859,EVTWA,P,HUB,US,9820,EVEWA,CTR,15804,
US,6059,CCHIL,S,HUB,US,9829,REDWA,N,HUB,5145
US,9829,REDWA,N,HUB,US,9821,BURWA,P,CTR,5263
US,9821,BURWA,P,CTR,US,9821,BURWA,CTR,15156,
US,9829,REDWA,N,HUB,US,9830,PANWA,P,CTR,3226
US,9830,PANWA,P,CTR,US,9830,PANWA,CTR,6281,
US,6059,CCHIL,N,HUB,US,9831,BREWA,P,CTR,2493
US,9831,BREWA,P,CTR,US,9831,BREWA,CTR,16579,
US,9829,REDWA,N,HUB,US,9832,PTOWA,P,CTR,3926
US,9832,PTOWA,P,CTR,US,9832,PTOWA,CTR,4008,
US,6059,CCHIL,S,HUB,US,9850,TUMWA,P,CTR,1977
US,9850,TUMWA,P,CTR,US,9850,TUMWA,CTR,16077,
US,9829,REDWA,N,HUB,US,9851,ELMWA,P,CTR,3723
US,9829,REDWA,N,HUB,US,9852,CHEWA,P,CTR,2666
US,9852,CHEWA,P,CTR,US,9852,CHEWA,CTR,6901,
US,9729,POROR,N,HUB,US,9860,KELWA,P,CTR,7748
