CC,SLIC,SORT,CAP,SPAN,STRT
PR,0089,P,69,403,400
PR,0089,T,84,403,1700
PR,0090,L,186,328,1700
PR,0090,P,100,403,400
PR,0093,L,254,328,1700
PR,0093,P,111,403,400
PR,0094,L,240,328,1700
PR,0094,P,119,403,400
PR,0095,L,240,328,1700
PR,0095,P,84,403,400
PR,0096,L,82,328,1700
PR,0096,P,124,403,400
US,0119,L,9124,328,1700
US,0119,P,9413,403,400
US,0119,S,20000,403,300
US,0120,L,4163,328,1700
US,0120,P,3900,403,400
US,0130,L,3601,328,1700
US,0130,P,2375,403,400
US,0140,L,3292,328,1700
US,0140,P,2525,403,400
US,0169,D,83000,478,1100
US,0169,N,83000,403,2200
US,0169,P,6115,403,400
US,0169,S,83000,403,300
US,0169,T,83000,403,1700
US,0170,L,4334,328,1700
US,0170,P,2500,403,400
US,0189,D,92000,478,1100
US,0189,N,92000,403,2200
US,0189,P,9032,403,400
US,0189,T,92000,403,1700
US,0199,L,7343,328,1700
US,0199,P,4632,403,400
US,0202,L,780000,328,1700
US,0209,L,15367,328,1700
US,0209,P,14768,403,400
US,0212,L,6688,328,1700
US,0212,P,8547,403,400
US,0219,L,14045,328,1700
US,0219,P,17542,403,400
US,0219,S,13500,403,300
US,0229,S,3710,403,300
US,0229,T,3657,403,1700
US,0231,L,8500,328,1700
US,0231,P,6181,403,400
US,0249,L,22215,328,1700
US,0249,P,9660,403,400
US,0250,L,2112,328,1700
US,0250,P,2900,403,400
US,0251,L,2640,328,1700
US,0251,P,3075,403,400
US,0259,L,3501,328,1700
US,0259,S,20000,403,300
US,0269,L,4084,328,1700
US,0269,S,20000,403,300
US,0270,L,3126,328,1700
US,0270,P,3124,403,400
US,0299,N,54000,403,2200
US,0299,P,26600,403,400
US,0299,T,54000,403,1700
US,0300,P,13258,403,400
US,0309,S,950000,403,300
US,0309,T,1109999,403,1700
US,0319,L,7314,328,1700
US,0319,P,14640,403,400
US,0320,L,2600,328,1700
US,0320,P,4760,403,400
US,0340,L,5464,328,1700
US,0340,P,4329,403,400
US,0350,L,1554,328,1700
US,0350,P,2480,403,400
US,0380,L,2025,328,1700
US,0380,P,7080,403,400
US,0399,L,3772,328,1700
US,0399,P,13643,403,400
US,0400,L,1951,328,1700
US,0400,P,5315,403,400
US,0419,L,14227,328,1700
US,0419,P,11900,403,400
US,0422,L,4270,328,1700
US,0422,P,10286,403,400
US,0432,L,1169999,328,1700
US,0434,L,1009999,328,1700
US,0449,L,6538,328,1700
US,0449,P,5372,403,400
US,0449,S,20000,403,300
US,0460,L,2193,328,1700
US,0460,P,3029,403,400
US,0470,L,2692,328,1700
US,0470,P,2850,403,400
US,0471,L,814,328,1700
US,0471,P,1315,403,400
US,0480,L,3167,328,1700
US,0480,P,2880,403,400
US,0490,L,3047,328,1700
US,0490,P,4458,403,400
US,0500,L,2432,328,1700
US,0500,P,3000,403,400
US,0530,L,2732,328,1700
US,0530,P,2550,403,400
US,0540,L,4239,328,1700
US,0540,P,9514,403,400
US,0560,L,2604,328,1700
US,0560,P,3240,403,400
US,0570,L,2803,328,1700
US,0570,P,2730,403,400
US,0580,L,2501,328,1700
US,0580,P,2520,403,400
US,0609,L,20972,328,1700
US,0609,N,20580,403,2200
US,0609,P,6150,403,400
US,0609,S,2850,403,300
US,0609,T,23324,403,1700
US,0619,D,34205,478,1100
US,0619,N,40000,403,2200
US,0619,P,6253,403,400
US,0619,T,40000,403,1700
US,0635,L,3158,328,1700
US,0635,P,2400,403,400
US,0647,L,3906,328,1700
US,0647,P,4840,403,400
US,0649,L,10167,328,1700
US,0649,P,9540,403,400
US,0652,L,5102,328,1700
US,0652,P,7449,403,400
US,0669,N,34000,403,2200
US,0669,P,13000,403,400
US,0669,T,34000,403,1700
US,0679,P,11001,403,400
US,0679,T,20000,403,1700
US,0680,L,7599,328,1700
US,0680,P,4680,403,400
US,0699,L,5777,328,1700
US,0699,P,11845,403,400
US,0709,D,160000,478,1100
US,0709,N,160000,403,2200
US,0709,P,19832,403,400
US,0709,T,160000,403,1700
US,0719,L,8720,328,1700
US,0719,P,7552,403,400
US,0727,L,1179999,328,1700
US,0729,S,6510,403,300
US,0729,T,7210,403,1700
US,0739,P,14880,403,400
US,0759,N,41599,403,2200
US,0759,P,20900,403,400
US,0759,T,36000,403,1700
US,0779,L,7320,328,1700
US,0779,P,11550,403,400
US,0784,L,11700,328,1700
US,0784,P,14550,403,400
US,0789,P,24800,403,400
US,0789,T,27630,403,1700
US,0799,D,77000,478,1100
US,0799,N,77000,403,2200
US,0799,P,9240,403,400
US,0799,T,77000,403,1700
US,0819,N,88000,403,2200
US,0819,P,29008,403,400
US,0819,T,88000,403,1700
US,0826,L,1109999,328,1700
US,0829,L,3893,328,1700
US,0829,P,6000,403,400
US,0839,L,1636,328,1700
US,0839,P,4040,403,400
US,0869,L,6120,328,1700
US,0869,P,11900,403,400
US,0871,L,4393,328,1700
US,0871,P,10100,403,400
US,0874,L,1119999,328,1700
US,0876,L,1199999,328,1700
US,0899,P,17323,403,400
US,0899,T,102000,403,1700
US,1000,P,880000,403,400
US,1006,P,1009999,403,400
US,1007,L,7202,328,1700
US,1007,P,9381,403,400
US,1009,N,25000,403,2200
US,1009,P,28260,403,400
US,1009,S,25000,403,300
US,1009,T,42527,403,1700
US,1011,P,1109999,403,400
US,1014,L,4507,328,1700
US,1014,P,5901,403,400
US,1017,P,810000,403,400
US,1029,L,14563,328,1700
US,1029,P,23255,403,400
US,1030,L,5729,328,1700
US,1030,P,7008,403,400
US,1049,L,9299,328,1700
US,1049,P,9844,403,400
US,1050,L,3100,328,1700
US,1050,P,9404,403,400
US,1069,L,8947,328,1700
US,1069,P,10099,403,400
US,1089,L,8149,328,1700
US,1089,P,4161,403,400
US,1090,L,4320,328,1700
US,1090,P,6168,403,400
US,1090,S,810000,403,300
US,1119,N,47000,403,2200
US,1119,P,15811,403,400
US,1119,T,47000,403,1700
US,1129,L,12103,328,1700
US,1129,P,20460,403,400
US,1149,T,1179999,403,1700
US,1159,N,48000,403,2200
US,1159,P,10836,403,400
US,1159,T,49166,403,1700
US,1170,L,20378,328,1700
US,1170,P,14445,403,400
US,1189,P,6972,403,400
US,1189,T,35687,403,1700
US,1200,L,3584,328,1700
US,1200,P,2460,403,400
US,1229,N,29000,403,2200
US,1229,P,10815,403,400
US,1229,T,29000,403,1700
US,1230,P,3120,403,400
US,1239,S,1880,403,300
US,1239,T,2320,403,1700
US,1249,L,3628,328,1700
US,1249,P,4200,403,400
US,1249,S,850000,403,300
US,1250,L,2280,328,1700
US,1250,P,1624,403,400
US,1251,L,2250,328,1700
US,1251,P,1605,403,400
US,1255,P,3693,403,400
US,1259,S,900,403,300
US,1260,L,2370,328,1700
US,1260,P,4900,403,400
US,1269,L,3888,328,1700
US,1269,P,4300,403,400
US,1270,L,3330,328,1700
US,1270,P,2625,403,400
US,1280,L,4042,328,1700
US,1280,P,3518,403,400
US,1289,P,4300,403,400
US,1289,T,20000,403,1700
US,1302,L,2834,328,1700
US,1302,P,1389,403,400
US,1319,S,2220,403,300
US,1319,T,2000,403,1700
US,1329,N,84000,403,2200
US,1329,P,6867,403,400
US,1329,T,84000,403,1700
US,1340,L,3834,328,1700
US,1340,P,2600,403,400
US,1350,L,4298,328,1700
US,1350,P,3117,403,400
US,1359,S,1099999,403,300
US,1360,L,3876,328,1700
US,1360,P,2225,403,400
US,1361,L,4167,328,1700
US,1361,P,1760,403,400
US,1380,L,4959,328,1700
US,1380,P,2280,403,400
US,1399,L,3459,328,1700
US,1399,P,2579,403,400
US,1400,L,4209,328,1700
US,1400,P,1251,403,400
US,1401,L,2806,328,1700
US,1401,P,1223,403,400
US,1410,L,3292,328,1700
US,1410,P,1473,403,400
US,1429,N,44000,403,2200
US,1429,P,8316,403,400
US,1429,S,44000,403,300
US,1429,T,44000,403,1700
US,1430,L,5209,328,1700
US,1430,P,1940,403,400
US,1439,S,2592,403,300
US,1439,T,1540,403,1700
US,1440,L,4126,328,1700
US,1440,P,3258,403,400
US,1449,L,13026,328,1700
US,1449,P,12000,403,400
US,1469,L,5796,328,1700
US,1469,P,5956,403,400
US,1470,L,5043,328,1700
US,1470,P,2260,403,400
US,1471,L,4167,328,1700
US,1471,P,2175,403,400
US,1480,L,4167,328,1700
US,1480,P,2220,403,400
US,1481,L,4251,328,1700
US,1481,P,2375,403,400
US,1482,L,4834,328,1700
US,1482,P,2220,403,400
US,1490,L,4793,328,1700
US,1490,P,2200,403,400
US,1499,S,770000,403,300
US,1500,L,4086,328,1700
US,1500,P,2400,403,400
US,1501,L,4675,328,1700
US,1501,P,1960,403,400
US,1509,A,870000,150,900
US,1509,S,4640,403,300
US,1509,T,3160,403,1700
US,1519,L,4600,328,1700
US,1519,P,11250,403,400
US,1523,L,1079999,328,1700
US,1523,P,960000,403,400
US,1529,L,13850,328,1700
US,1529,P,11250,403,400
US,1530,L,5532,328,1700
US,1530,P,2621,403,400
US,1540,L,6211,328,1700
US,1540,P,2320,403,400
US,1559,L,4003,328,1700
US,1559,P,4600,403,400
US,1569,D,136000,478,1100
US,1569,N,136000,403,2200
US,1569,P,11676,403,400
US,1569,S,136000,403,300
US,1569,T,136000,403,1700
US,1570,L,4279,328,1700
US,1570,P,1782,403,400
US,1589,L,5482,328,1700
US,1589,P,4800,403,400
US,1600,L,4438,328,1700
US,1600,P,4760,403,400
US,1610,L,5547,328,1700
US,1610,P,1948,403,400
US,1630,L,3555,328,1700
US,1630,P,1166,403,400
US,1631,L,4856,328,1700
US,1631,P,1190,403,400
US,1632,L,3661,328,1700
US,1632,P,1820,403,400
US,1649,L,5485,328,1700
US,1649,P,6260,403,400
US,1669,L,4075,328,1700
US,1669,P,2202,403,400
US,1680,L,4871,328,1700
US,1680,P,4199,403,400
US,1700,L,3074,328,1700
US,1700,P,2360,403,400
US,1709,S,1900,403,300
US,1709,T,2000,403,1700
US,1714,L,860000,328,1700
US,1719,D,83000,478,1100
US,1719,N,83000,403,2200
US,1719,P,6256,403,400
US,1719,T,83000,403,1700
US,1720,L,3344,328,1700
US,1720,P,2700,403,400
US,1730,L,4726,328,1700
US,1730,P,2040,403,400
US,1731,L,674,328,1700
US,1731,P,2400,403,400
US,1749,L,5141,328,1700
US,1749,P,4640,403,400
US,1749,S,1199999,403,300
US,1759,P,17150,403,400
US,1759,T,60000,403,1700
US,1770,L,3980,328,1700
US,1770,P,6763,403,400
US,1789,L,4006,328,1700
US,1789,P,3584,403,400
US,1790,L,2690,328,1700
US,1790,P,3100,403,400
US,1798,L,750000,328,1700
US,1819,L,21828,328,1700
US,1819,P,13851,403,400
US,1820,L,4441,328,1700
US,1820,P,2460,403,400
US,1830,L,2793,328,1700
US,1830,P,3000,403,400
US,1859,L,9415,328,1700
US,1859,P,4488,403,400
US,1869,L,7727,328,1700
US,1869,P,6375,403,400
US,1909,D,102000,478,1100
US,1909,N,102000,403,2200
US,1909,P,8631,403,400
US,1909,T,102000,403,1700
US,1919,P,10985,403,400
US,1919,T,44000,403,1700
US,1939,P,17658,403,400
US,1939,T,53000,403,1700
US,1949,D,72797,478,1100
US,1949,N,98916,403,2200
US,1949,P,13197,403,400
US,1949,T,73205,403,1700
US,1969,L,7140,328,1700
US,1969,P,8715,403,400
US,1979,L,7485,328,1700
US,1979,P,9020,403,400
US,1999,L,3107,328,1700
US,1999,P,6360,403,400
US,2019,L,17343,328,1700
US,2019,P,15026,403,400
US,2039,L,4673,328,1700
US,2039,P,11100,403,400
US,2049,L,4747,328,1700
US,2049,P,8600,403,400
US,2052,L,1089999,328,1700
US,2052,P,1159999,403,400
US,2059,L,2001,328,1700
US,2059,P,4000,403,400
US,2079,D,99000,478,1100
US,2079,N,99000,403,2200
US,2079,P,14025,403,400
US,2079,T,99000,403,1700
US,2119,L,12344,328,1700
US,2119,P,9625,403,400
US,2121,P,920000,403,400
US,2127,P,1209999,403,400
US,2129,N,75000,403,2200
US,2129,P,3306,403,400
US,2129,T,75000,403,1700
US,2139,S,800000,403,300
US,2139,T,1039999,403,1700
US,2159,L,2893,328,1700
US,2159,P,3640,403,400
US,2160,L,3858,328,1700
US,2160,P,5015,403,400
US,2169,L,5101,328,1700
US,2169,P,6914,403,400
US,2174,L,960000,328,1700
US,2179,L,8352,328,1700
US,2179,P,6360,403,400
US,2189,L,1801,328,1700
US,2189,P,2629,403,400
US,2199,L,4104,328,1700
US,2199,P,6300,403,400
US,2209,L,16236,328,1700
US,2209,P,18906,403,400
US,2229,L,7087,328,1700
US,2229,P,8900,403,400
US,2240,L,3082,328,1700
US,2240,P,5000,403,400
US,2241,L,5246,328,1700
US,2241,P,2360,403,400
US,2249,L,4616,328,1700
US,2249,P,14375,403,400
US,2260,L,4686,328,1700
US,2260,P,4920,403,400
US,2289,L,3884,328,1700
US,2289,P,6825,403,400
US,2299,S,970000,403,300
US,2309,S,1079999,403,300
US,2309,T,1209999,403,1700
US,2329,N,81000,403,2200
US,2329,P,9818,403,400
US,2329,T,81000,403,1700
US,2349,L,11727,328,1700
US,2349,P,12840,403,400
US,2350,L,6319,328,1700
US,2350,P,6050,403,400
US,2363,P,1209999,403,400
US,2369,L,5180,328,1700
US,2369,P,9000,403,400
US,2394,L,3696,328,1700
US,2394,P,2160,403,400
US,2409,N,72000,403,2200
US,2409,P,3432,403,400
US,2409,T,72000,403,1700
US,2429,P,9000,403,400
US,2429,T,20000,403,1700
US,2430,L,4872,328,1700
US,2430,P,1540,403,400
US,2440,L,4801,328,1700
US,2440,P,3515,403,400
US,2450,L,3440,328,1700
US,2450,P,3320,403,400
US,2451,L,5886,328,1700
US,2451,P,5880,403,400
US,2460,L,4424,328,1700
US,2460,P,1633,403,400
US,2470,L,5451,328,1700
US,2470,P,1520,403,400
US,2499,L,5103,328,1700
US,2499,P,1980,403,400
US,2519,S,1009999,403,300
US,2539,N,20000,403,2200
US,2539,P,6720,403,400
US,2539,T,20000,403,1700
US,2560,L,6280,328,1700
US,2560,P,1980,403,400
US,2570,L,4697,328,1700
US,2570,P,4760,403,400
US,2580,L,4235,328,1700
US,2580,P,1479,403,400
US,2589,S,800000,403,300
US,2600,L,4556,328,1700
US,2600,P,1980,403,400
US,2610,L,4271,328,1700
US,2610,P,2000,403,400
US,2620,L,4489,328,1700
US,2620,P,2000,403,400
US,2632,L,6284,328,1700
US,2632,P,1980,403,400
US,2650,L,5880,328,1700
US,2650,P,2177,403,400
US,2711,L,7692,328,1700
US,2711,P,8080,403,400
US,2721,L,4932,328,1700
US,2721,P,3960,403,400
US,2749,D,142000,478,1100
US,2749,N,142000,403,2200
US,2749,P,8640,403,400
US,2749,T,142000,403,1700
US,2751,L,1896,328,1700
US,2751,P,1860,403,400
US,2754,L,8170,328,1700
US,2754,P,4095,403,400
US,2769,N,63000,403,2200
US,2769,P,40822,403,400
US,2769,T,63000,403,1700
US,2770,L,4027,328,1700
US,2770,P,3440,403,400
US,2779,A,810000,150,900
US,2779,S,4551,403,300
US,2779,T,20000,403,1700
US,2780,L,1932,328,1700
US,2780,P,4550,403,400
US,2781,L,4686,328,1700
US,2781,P,3120,403,400
US,2782,L,4234,328,1700
US,2782,P,3390,403,400
US,2790,L,3453,328,1700
US,2790,P,2500,403,400
US,2797,L,1583,328,1700
US,2797,P,1760,403,400
US,2801,L,2583,328,1700
US,2801,P,3360,403,400
US,2802,L,4906,328,1700
US,2802,P,2000,403,400
US,2809,S,999999,403,300
US,2809,T,820000,403,1700
US,2810,L,4344,328,1700
US,2810,P,2220,403,400
US,2811,L,4110,328,1700
US,2811,P,4920,403,400
US,2814,L,4177,328,1700
US,2814,P,2600,403,400
US,2829,P,23560,403,400
US,2829,T,34000,403,1700
US,2830,L,4932,328,1700
US,2830,P,5880,403,400
US,2832,L,3288,328,1700
US,2832,P,3840,403,400
US,2834,L,3946,328,1700
US,2834,P,2275,403,400
US,2839,S,20000,403,300
US,2839,T,4680,403,1700
US,2840,L,4357,328,1700
US,2840,P,5950,403,400
US,2850,L,3124,328,1700
US,2850,P,2260,403,400
US,2851,L,4768,328,1700
US,2851,P,1880,403,400
US,2855,L,4110,328,1700
US,2855,P,2550,403,400
US,2860,L,5481,328,1700
US,2860,P,4000,403,400
US,2861,L,3636,328,1700
US,2861,P,1840,403,400
US,2862,L,2239,328,1700
US,2862,P,2025,403,400
US,2864,L,4439,328,1700
US,2864,P,1900,403,400
US,2870,L,7397,328,1700
US,2870,P,7760,403,400
US,2874,L,3535,328,1700
US,2874,P,2260,403,400
US,2889,S,950000,403,300
US,2890,L,3167,328,1700
US,2890,P,1920,403,400
US,2891,L,4959,328,1700
US,2891,P,1760,403,400
US,2910,L,4357,328,1700
US,2910,P,2380,403,400
US,2911,L,3617,328,1700
US,2911,P,2650,403,400
US,2919,A,1049999,150,900
US,2919,D,30090,478,1100
US,2919,M,850000,400,600
US,2919,S,2760,403,300
US,2919,T,760000,403,1700
US,2929,N,34000,403,2200
US,2929,P,13965,403,400
US,2929,T,34000,403,1700
US,2939,P,15894,403,400
US,2939,T,36000,403,1700
US,2940,L,2117,328,1700
US,2940,P,3760,403,400
US,2941,L,3658,328,1700
US,2941,P,6050,403,400
US,2945,P,1229999,403,400
US,2950,L,3946,328,1700
US,2950,P,4050,403,400
US,2951,L,2014,328,1700
US,2951,P,3640,403,400
US,2960,L,4808,328,1700
US,2960,P,6560,403,400
US,2961,L,4974,328,1700
US,2961,P,4960,403,400
US,2963,L,4604,328,1700
US,2963,P,3000,403,400
US,2969,T,770000,403,1700
US,2970,L,3626,328,1700
US,2970,P,1070,403,400
US,2971,L,3576,328,1700
US,2971,P,1975,403,400
US,2980,L,3617,328,1700
US,2980,P,1520,403,400
US,2990,L,3905,328,1700
US,2990,P,1720,403,400
US,2992,L,3823,328,1700
US,2992,P,3100,403,400
US,3002,P,1049999,403,400
US,3009,D,91000,478,1100
US,3009,N,91000,403,2200
US,3009,P,16051,403,400
US,3009,S,24184,403,300
US,3009,T,91000,403,1700
US,3010,L,4850,328,1700
US,3010,P,870,403,400
US,3012,L,4648,328,1700
US,3012,P,3080,403,400
US,3019,L,8276,328,1700
US,3019,P,9600,403,400
US,3020,L,4398,328,1700
US,3020,P,1920,403,400
US,3022,L,4974,328,1700
US,3022,P,1860,403,400
US,3025,L,4069,328,1700
US,3025,P,3125,403,400
US,3026,L,4357,328,1700
US,3026,P,3210,403,400
US,3029,S,7075,403,300
US,3029,T,8207,403,1700
US,3039,N,39437,403,2200
US,3039,P,14446,403,400
US,3039,T,33005,403,1700
US,3040,L,4081,328,1700
US,3040,P,1820,403,400
US,3045,L,4032,328,1700
US,3045,P,2650,403,400
US,3050,L,6349,328,1700
US,3050,P,6480,403,400
US,3052,L,4069,328,1700
US,3052,P,1960,403,400
US,3059,N,27001,403,2200
US,3059,P,8300,403,400
US,3059,T,39000,403,1700
US,3060,L,3165,328,1700
US,3060,P,3840,403,400
US,3070,L,2928,328,1700
US,3070,P,2280,403,400
US,3082,L,4023,328,1700
US,3082,P,2600,403,400
US,3090,L,4584,328,1700
US,3090,P,4500,403,400
US,3100,L,4775,328,1700
US,3100,P,1900,403,400
US,3120,L,3782,328,1700
US,3120,P,4440,403,400
US,3140,L,8984,328,1700
US,3140,P,5100,403,400
US,3150,L,3633,328,1700
US,3150,P,2500,403,400
US,3151,L,4785,328,1700
US,3151,P,2500,403,400
US,3160,L,3316,328,1700
US,3160,P,1620,403,400
US,3171,P,1199999,403,400
US,3172,L,5139,328,1700
US,3172,P,930,403,400
US,3176,L,4043,328,1700
US,3176,P,4840,403,400
US,3179,N,20000,403,2200
US,3179,P,8800,403,400
US,3179,T,20000,403,1700
US,3189,S,2461,403,300
US,3189,T,2162,403,1700
US,3190,L,8572,328,1700
US,3190,P,4600,403,400
US,3200,L,5289,328,1700
US,3200,P,2200,403,400
US,3202,L,4127,328,1700
US,3202,P,2730,403,400
US,3203,L,2387,328,1700
US,3203,P,2600,403,400
US,3204,P,1049999,403,400
US,3219,A,770000,150,900
US,3219,S,2185,403,300
US,3219,T,2553,403,1700
US,3229,D,183000,478,1100
US,3229,N,183000,403,2200
US,3229,P,10960,403,400
US,3229,S,183000,403,300
US,3229,T,183000,403,1700
US,3230,L,5173,328,1700
US,3230,P,9120,403,400
US,3240,L,5755,328,1700
US,3240,P,2900,403,400
US,3241,L,3679,328,1700
US,3241,P,1720,403,400
US,3250,L,5233,328,1700
US,3250,P,6600,403,400
US,3251,L,6407,328,1700
US,3251,P,6675,403,400
US,3260,L,6490,328,1700
US,3260,P,5580,403,400
US,3261,L,3781,328,1700
US,3261,P,5450,403,400
US,3270,L,11780,328,1700
US,3270,P,17100,403,400
US,3271,L,1695,328,1700
US,3271,P,4920,403,400
US,3279,S,2320,403,300
US,3279,T,2120,403,1700
US,3289,N,57750,403,2200
US,3289,P,6351,403,400
US,3289,T,51000,403,1700
US,3290,L,1425,328,1700
US,3290,P,1875,403,400
US,3291,L,1320,328,1700
US,3291,P,6180,403,400
US,3296,L,5272,328,1700
US,3296,P,1720,403,400
US,3299,S,3330,403,300
US,3299,T,1940,403,1700
US,3300,L,2772,328,1700
US,3300,P,2100,403,400
US,3302,L,4158,328,1700
US,3302,P,5340,403,400
US,3303,L,3315,328,1700
US,3303,P,2425,403,400
US,3306,L,17615,328,1700
US,3306,P,17572,403,400
US,3309,A,890000,150,900
US,3309,N,56000,403,2200
US,3309,P,10775,403,400
US,3309,T,59080,403,1700
US,3311,L,4072,328,1700
US,3311,P,6600,403,400
US,3326,L,20177,328,1700
US,3326,P,14526,403,400
US,3329,A,760000,150,900
US,3329,M,900000,400,600
US,3329,T,1159999,403,1700
US,3330,L,17873,328,1700
US,3330,P,16350,403,400
US,3333,L,7200,328,1700
US,3333,P,7372,403,400
US,3340,L,13346,328,1700
US,3340,P,13860,403,400
US,3343,L,3258,328,1700
US,3343,P,6050,403,400
US,3350,L,6586,328,1700
US,3350,P,5490,403,400
US,3351,L,1365,328,1700
US,3351,P,1980,403,400
US,3352,L,1155,328,1700
US,3352,P,2425,403,400
US,3355,L,1455,328,1700
US,3355,P,1960,403,400
US,3357,L,1440,328,1700
US,3357,P,3660,403,400
US,3363,L,3420,328,1700
US,3363,P,7106,403,400
US,3369,P,18240,403,400
US,3369,T,7980,403,1700
US,3379,P,10920,403,400
US,3379,T,19578,403,1700
US,3380,L,3745,328,1700
US,3380,P,4860,403,400
US,3385,L,1800,328,1700
US,3385,P,4440,403,400
US,3390,L,2315,328,1700
US,3390,P,7886,403,400
US,3391,L,4629,328,1700
US,3391,P,6150,403,400
US,3394,L,2615,328,1700
US,3394,P,8100,403,400
US,3399,S,1219999,403,300
US,3491,L,3601,328,1700
US,3491,P,4120,403,400
US,3500,L,4634,328,1700
US,3500,P,2120,403,400
US,3509,L,7259,328,1700
US,3509,P,5916,403,400
US,3529,S,1875,403,300
US,3529,T,1472,403,1700
US,3539,L,7981,328,1700
US,3539,P,6640,403,400
US,3540,L,5231,328,1700
US,3540,P,2300,403,400
US,3550,L,4887,328,1700
US,3550,P,2140,403,400
US,3560,L,4691,328,1700
US,3560,P,1560,403,400
US,3561,L,3584,328,1700
US,3561,P,2500,403,400
US,3562,L,5564,328,1700
US,3562,P,2100,403,400
US,3570,L,8525,328,1700
US,3570,P,5940,403,400
US,3571,L,4913,328,1700
US,3571,P,2180,403,400
US,3590,L,3398,328,1700
US,3590,P,1940,403,400
US,3609,N,56000,403,2200
US,3609,P,1386,403,400
US,3609,S,56000,403,300
US,3609,T,56000,403,1700
US,3620,L,3339,328,1700
US,3620,P,2180,403,400
US,3630,L,3598,328,1700
US,3630,P,2575,403,400
US,3631,L,4074,328,1700
US,3631,P,1840,403,400
US,3640,L,3791,328,1700
US,3640,P,2240,403,400
US,3650,L,4448,328,1700
US,3650,P,2380,403,400
US,3660,L,5533,328,1700
US,3660,P,7350,403,400
US,3669,S,1275,403,300
US,3669,T,936,403,1700
US,3680,L,3672,328,1700
US,3680,P,2400,403,400
US,3690,L,5422,328,1700
US,3690,P,1520,403,400
US,3701,L,5191,328,1700
US,3701,P,5391,403,400
US,3702,L,4882,328,1700
US,3702,P,1560,403,400
US,3704,L,7800,328,1700
US,3704,P,1596,403,400
US,3710,L,4514,328,1700
US,3710,P,2575,403,400
US,3711,L,3939,328,1700
US,3711,P,2875,403,400
US,3719,D,108000,478,1100
US,3719,N,108000,403,2200
US,3719,P,3053,403,400
US,3719,S,108000,403,300
US,3719,T,108000,403,1700
US,3729,P,8610,403,400
US,3729,T,27451,403,1700
US,3730,L,4374,328,1700
US,3730,P,2340,403,400
US,3731,L,5468,328,1700
US,3731,P,1820,403,400
US,3749,P,8700,403,400
US,3749,T,20000,403,1700
US,3762,L,6564,328,1700
US,3762,P,2725,403,400
US,3780,L,4106,328,1700
US,3780,P,1900,403,400
US,3782,L,4782,328,1700
US,3782,P,2460,403,400
US,3783,L,3605,328,1700
US,3783,P,1729,403,400
US,3789,S,2925,403,300
US,3789,T,3120,403,1700
US,3799,D,55000,478,1100
US,3799,N,55000,403,2200
US,3799,P,2250,403,400
US,3799,S,55000,403,300
US,3799,T,55000,403,1700
US,3800,L,5690,328,1700
US,3800,P,1307,403,400
US,3801,L,4421,328,1700
US,3801,P,1202,403,400
US,3809,P,7284,403,400
US,3809,S,1129999,403,300
US,3809,T,20000,403,1700
US,3819,P,6402,403,400
US,3819,S,20000,403,300
US,3819,T,22235,403,1700
US,3820,L,1399,328,1700
US,3820,P,1700,403,400
US,3830,L,3666,328,1700
US,3830,P,1975,403,400
US,3831,L,5202,328,1700
US,3831,P,1185,403,400
US,3834,L,1189999,328,1700
US,3839,S,1009999,403,300
US,3840,L,3776,328,1700
US,3840,P,1587,403,400
US,3841,L,4821,328,1700
US,3841,P,2180,403,400
US,3844,L,960000,328,1700
US,3849,A,850000,150,900
US,3849,D,86000,478,1100
US,3849,M,980000,400,600
US,3849,N,86000,403,2200
US,3849,P,7275,403,400
US,3849,S,114999,403,300
US,3849,T,86000,403,1700
US,3850,L,2464,328,1700
US,3850,P,2800,403,400
US,3852,L,790000,328,1700
US,3854,L,1583,328,1700
US,3854,P,2625,403,400
US,3860,L,3716,328,1700
US,3860,P,1860,403,400
US,3861,L,5372,328,1700
US,3861,P,2180,403,400
US,3862,P,760000,403,400
US,3870,L,4139,328,1700
US,3870,P,1239,403,400
US,3880,L,4560,328,1700
US,3880,P,1875,403,400
US,3881,L,4741,328,1700
US,3881,P,1203,403,400
US,3890,L,4348,328,1700
US,3890,P,1390,403,400
US,3900,L,4566,328,1700
US,3900,P,2340,403,400
US,3909,S,830000,403,300
US,3909,T,860000,403,1700
US,3910,L,5935,328,1700
US,3910,P,2975,403,400
US,3911,L,5216,328,1700
US,3911,P,2500,403,400
US,3920,P,1079999,403,400
US,3921,P,840000,403,400
US,3929,D,60000,478,1100
US,3929,N,60000,403,2200
US,3929,P,7910,403,400
US,3929,T,60000,403,1700
US,3930,L,4470,328,1700
US,3930,P,1500,403,400
US,3940,L,4478,328,1700
US,3940,P,1700,403,400
US,3941,L,3965,328,1700
US,3941,P,1437,403,400
US,3950,L,3556,328,1700
US,3950,P,4680,403,400
US,3951,L,3737,328,1700
US,3951,P,2280,403,400
US,3961,L,4376,328,1700
US,3961,P,1640,403,400
US,3970,L,4350,328,1700
US,3970,P,1940,403,400
US,4004,L,900000,328,1700
US,4005,L,910000,328,1700
US,4009,D,104120,478,1100
US,4009,N,322764,403,2200
US,4014,L,990000,328,1700
US,4017,L,1089999,328,1700
US,4022,L,4183,328,1700
US,4022,P,8250,403,400
US,4029,P,47356,403,400
US,4029,T,144000,403,1700
US,4030,L,4965,328,1700
US,4030,P,2975,403,400
US,4047,L,3456,328,1700
US,4047,P,1692,403,400
US,4059,D,73000,478,1100
US,4059,N,73000,403,2200
