SLIC,SLIC Name,OpTyp,Desc,Building,Building Name,Region Num,Region Name,District Num,District Name,Facility Latitude,Facility Longitude,Organization Country Cd
6021,LTD DROP SHIP SLIC,CPU,CENTRAL PICKUP,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6021,LTD DROP SHIP SLIC,CPU,CENTRAL PICKUP,6029,PALATINE,2,NORTH CENTRAL,47,METRO CHICAGO,42.1388,-88.0339,US
6022,LTD TO CACH TRANSFER,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6022,PAL TDP TO ADD NIGHT,CPU,REGULAR PACKAGE CENTER,6029,PALATINE,2,CENTRAL REGION,46,ILLINOIS,42.1388,-88.0339,US
6022,PAL TDP TO ADD NIGHT,CPU,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,ILLINOIS,42.1388,-88.0339,US
6022,PAL TDP TO ADD NIGHT,CPU,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6022,PAL TDP TO ADD NIGHT,CPU,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,47,METRO CHICAGO,42.1388,-88.0339,US
6022,PAL TDP TO ADD NIGHT,CPU,REGULAR PACKAGE CENTER,6029,PALATINE,3,WEST REGION,46,ILLINOIS,42.1388,-88.0339,US
6022,PAL TDP TO ADD NIGHT,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6022,PALATINE-BUFFALO GRV,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6023,ADDISON TDP/PKG,CPU,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,2,CENTRAL REGION,46,ILLINOIS,41.9249,-88.0237,US
6023,ADDISON TDP/PKG,CPU,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,ILLINOIS,41.9249,-88.0237,US
6023,ADDISON TDP/PKG,CPU,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.9249,-88.0237,US
6023,ADDISON TDP/PKG,CPU,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,3,WEST REGION,46,ILLINOIS,41.9249,-88.0237,US
6023,ADDISON TDP/PKG,PKG,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.9249,-88.0237,US
6024,WEST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,CENTRAL REGION,46,ILLINOIS,42.1388,-88.0339,US
6024,WEST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,ILLINOIS,42.1388,-88.0339,US
6024,WEST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6024,WEST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,47,METRO CHICAGO,42.1388,-88.0339,US
6024,WEST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,3,WEST REGION,46,ILLINOIS,42.1388,-88.0339,US
6027,ST ELMO,RRY,RAIL YARD,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6027,ST ELMO,RRY,RAIL YARD,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6027,ST ELMO,RRY,RAIL YARD,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
6028,PALATINE,CPU,CENTRAL PICKUP,6029,PALATINE,2,CENTRAL REGION,46,ILLINOIS,42.1388,-88.0339,US
6028,PALATINE,CPU,CENTRAL PICKUP,6029,PALATINE,2,NORTH CENTRAL,46,ILLINOIS,42.1388,-88.0339,US
6028,PALATINE,CPU,CENTRAL PICKUP,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6028,PALATINE,CPU,CENTRAL PICKUP,6029,PALATINE,2,NORTH CENTRAL,47,METRO CHICAGO,42.1388,-88.0339,US
6028,PALATINE,CPU,CENTRAL PICKUP,6029,PALATINE,3,WEST REGION,46,ILLINOIS,42.1388,-88.0339,US
6029,PALATINE,HUB,HUB/CENTRAL SORT,6029,PALATINE,2,CENTRAL REGION,46,ILLINOIS,42.1388,-88.0339,US
6029,PALATINE,HUB,HUB/CENTRAL SORT,6029,PALATINE,2,NORTH CENTRAL,46,ILLINOIS,42.1388,-88.0339,US
6029,PALATINE,HUB,HUB/CENTRAL SORT,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6029,PALATINE,HUB,HUB/CENTRAL SORT,6029,PALATINE,2,NORTH CENTRAL,47,METRO CHICAGO,42.1388,-88.0339,US
6029,PALATINE,HUB,HUB/CENTRAL SORT,6029,PALATINE,3,WEST REGION,46,ILLINOIS,42.1388,-88.0339,US
602AM,Customer Location,CSL,CUSTOMER SHIPPING LOC,602AM,Customer Location,3,WEST REGION,46,ILLINOIS,41.87,-87.65,US
602GM,Customer Location,CSL,CUSTOMER SHIPPING LOC,602GM,Customer Location,3,WEST REGION,46,ILLINOIS,0,0,US
602GM,Customer Location,CSL,CUSTOMER SHIPPING LOC,602GM,Customer Location,3,WEST REGION,46,ILLINOIS,41.87,-87.65,US
602GM,Customer Location,CSL,CUSTOMER SHIPPING LOC,9999,Customer Location,3,WEST REGION,46,ILLINOIS,0,0,US
602GM,Customer Location,CSL,CUSTOMER SHIPPING LOC,9999,Customer Location,3,WEST REGION,46,ILLINOIS,41.87,-87.65,US
602PL,Customer Location,CSL,CUSTOMER SHIPPING LOC,602PL,Customer Location,3,WEST REGION,46,ILLINOIS,0,0,US
602TD,Customer Location,CSL,CUSTOMER SHIPPING LOC,6029,Customer Location,3,WEST REGION,46,ILLINOIS,42.1388,-88.0339,US
6030,EAST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,CENTRAL REGION,46,ILLINOIS,42.1388,-88.0339,US
6030,EAST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,ILLINOIS,42.1388,-88.0339,US
6030,EAST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,46,NORTH ILLINOIS,42.1388,-88.0339,US
6030,EAST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,47,METRO CHICAGO,42.1388,-88.0339,US
6030,EAST,PKG,REGULAR PACKAGE CENTER,6029,PALATINE,3,WEST REGION,46,ILLINOIS,42.1388,-88.0339,US
6031,FRANKLIN PARK SOUTHWEST,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,2,CENTRAL REGION,46,ILLINOIS,41.9408,-87.8932,US
6031,FRANKLIN PARK SOUTHWEST,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.9408,-87.8932,US
6031,FRANKLIN PARK SOUTHWEST,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,3,WEST REGION,46,ILLINOIS,41.9408,-87.8932,US
6031,FRANKLIN PARK-SOUTH,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.9408,-87.8932,US
6038,ADDISON,CPU,CENTRAL PICKUP,6039,ADDISON A BUILDING,2,CENTRAL REGION,46,ILLINOIS,41.9249,-88.0237,US
6038,ADDISON,CPU,CENTRAL PICKUP,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,ILLINOIS,41.9249,-88.0237,US
6038,ADDISON,CPU,CENTRAL PICKUP,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.9249,-88.0237,US
6038,ADDISON,CPU,CENTRAL PICKUP,6039,ADDISON A BUILDING,3,WEST REGION,46,ILLINOIS,41.9249,-88.0237,US
6039,ADDISON,HUB,HUB/CENTRAL SORT,6039,ADDISON A BUILDING,2,CENTRAL REGION,46,ILLINOIS,41.9249,-88.0237,US
6039,ADDISON,HUB,HUB/CENTRAL SORT,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,ILLINOIS,41.9249,-88.0237,US
6039,ADDISON,HUB,HUB/CENTRAL SORT,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.9249,-88.0237,US
6039,ADDISON,HUB,HUB/CENTRAL SORT,6039,ADDISON A BUILDING,3,WEST REGION,46,ILLINOIS,41.9249,-88.0237,US
603DA,ADDISON DAY SORT CPU,CPU,CENTRAL PICKUP,6039,ADDISON A BUILDING,3,WEST REGION,46,ILLINOIS,41.9249,-88.0237,US
603FD,Customer Location,CSL,CUSTOMER SHIPPING LOC,603FD,Customer Location,3,WEST REGION,12,RED RIVER,0,0,US
603FD,Customer Location,CSL,CUSTOMER SHIPPING LOC,603FD,Customer Location,3,WEST REGION,46,ILLINOIS,0,0,US
6041,HARVEY-HARVEY,PKG,REGULAR PACKAGE CENTER,6041,HARVEY/CHICAGO HEIGHTS,2,CENTRAL REGION,46,ILLINOIS,41.5864,-87.6461,US
6041,HARVEY-HARVEY,PKG,REGULAR PACKAGE CENTER,6041,HARVEY/CHICAGO HEIGHTS,2,NORTH CENTRAL,47,METRO CHICAGO,41.5864,-87.6461,US
6041,HARVEY-HARVEY,PKG,REGULAR PACKAGE CENTER,6041,HARVEY/CHICAGO HEIGHTS,3,WEST REGION,46,ILLINOIS,41.5864,-87.6461,US
6042,LOCKPORT,PKG,REGULAR PACKAGE CENTER,6042,LOCKPORT,3,WEST REGION,46,ILLINOIS,41.9408,-87.8932,US
6043,JOLIET,PKG,REGULAR PACKAGE CENTER,6043,JOLIET,2,CENTRAL REGION,46,ILLINOIS,41.5048,-88.1246,US
6043,JOLIET,PKG,REGULAR PACKAGE CENTER,6043,JOLIET,2,NORTH CENTRAL,46,ILLINOIS,41.5048,-88.1246,US
6043,JOLIET,PKG,REGULAR PACKAGE CENTER,6043,JOLIET,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.5048,-88.1246,US
6043,JOLIET,PKG,REGULAR PACKAGE CENTER,6043,JOLIET,3,WEST REGION,46,ILLINOIS,41.5048,-88.1246,US
6045,BEDFORD PARK - CENTRAL,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6045,BEVERLY,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,CENTRAL REGION,46,ILLINOIS,41.7595,-87.7865,US
6045,BEVERLY,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6045,BEVERLY,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,3,WEST REGION,46,ILLINOIS,41.7595,-87.7865,US
6046,BEDFORD PARK-SOUTH,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6046,BEDIL TO CACH DAY,CPU,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,CENTRAL REGION,46,ILLINOIS,41.7595,-87.7865,US
6046,BEDIL TO CACH DAY,CPU,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6046,BEDIL TO CACH DAY,CPU,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,3,WEST REGION,46,ILLINOIS,41.7595,-87.7865,US
6048,CACH TDP,CPU,CENTRAL PICKUP,6059,CHICAGO AREA CONSOLIDATED HUB,10,CACH,17,CACH,41.6929,-87.6005,US
6048,CACH TDP,CPU,CENTRAL PICKUP,6059,CHICAGO AREA CONSOLIDATION HUB,10,CACH,17,CACH,41.6929,-87.6005,US
6048,CACH TDP,CPU,CENTRAL PICKUP,6059,CHICAGO AREA CONSOLIDATION HUB,10,CORPORATE TRANSPORTATION,17,CACH,41.6929,-87.6005,US
6049,BEDFORD PARK,HUB,HUB/CENTRAL SORT,6049,BEDFORD PARK,2,CENTRAL REGION,46,ILLINOIS,41.7595,-87.7865,US
6049,BEDFORD PARK,HUB,HUB/CENTRAL SORT,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6049,BEDFORD PARK,HUB,HUB/CENTRAL SORT,6049,BEDFORD PARK,3,WEST REGION,46,ILLINOIS,41.7595,-87.7865,US
604AM,Customer Location,CSL,CUSTOMER SHIPPING LOC,604AM,Customer Location,3,WEST REGION,46,ILLINOIS,0,0,US
604CN,Customer Location,CSL,CUSTOMER SHIPPING LOC,6042,Customer Location,3,WEST REGION,46,ILLINOIS,41.9408,-87.8932,US
604CT,Customer Location,CSL,CUSTOMER SHIPPING LOC,6042,Customer Location,3,WEST REGION,46,ILLINOIS,41.9408,-87.8932,US
604HC,Customer Location,CSL,CUSTOMER SHIPPING LOC,604HC,Customer Location,3,WEST REGION,46,ILLINOIS,0,0,US
604HF,Customer Location,CSL,CUSTOMER SHIPPING LOC,604HF,Customer Location,3,WEST REGION,46,ILLINOIS,41.87,-87.65,US
6050,ADDISON-AURORA,PKG,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,2,CENTRAL REGION,46,ILLINOIS,41.9249,-88.0237,US
6050,ADDISON-AURORA,PKG,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,ILLINOIS,41.9249,-88.0237,US
6050,ADDISON-AURORA,PKG,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.9249,-88.0237,US
6050,ADDISON-AURORA,PKG,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,3,WEST REGION,46,ILLINOIS,41.9249,-88.0237,US
6051,WESTMONT,PKG,REGULAR PACKAGE CENTER,6051,WESTMONT,2,CENTRAL REGION,46,ILLINOIS,41.7736,-87.9809,US
6051,WESTMONT,PKG,REGULAR PACKAGE CENTER,6051,WESTMONT,2,NORTH CENTRAL,46,ILLINOIS,41.7736,-87.9809,US
6051,WESTMONT,PKG,REGULAR PACKAGE CENTER,6051,WESTMONT,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.7736,-87.9809,US
6051,WESTMONT,PKG,REGULAR PACKAGE CENTER,6051,WESTMONT,3,WEST REGION,46,ILLINOIS,41.7736,-87.9809,US
6052,JOLIET L TO CCHIL N,CPU,REGULAR PACKAGE CENTER,6043,JOLIET,2,CENTRAL REGION,46,ILLINOIS,41.5048,-88.1246,US
6052,JOLIET L TO CCHIL N,CPU,REGULAR PACKAGE CENTER,6043,JOLIET,2,NORTH CENTRAL,46,ILLINOIS,41.5048,-88.1246,US
6052,JOLIET L TO CCHIL N,CPU,REGULAR PACKAGE CENTER,6043,JOLIET,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.5048,-88.1246,US
6052,JOLIET L TO CCHIL N,CPU,REGULAR PACKAGE CENTER,6043,JOLIET,3,WEST REGION,46,ILLINOIS,41.5048,-88.1246,US
6052,SEARS,PKG,REGULAR PACKAGE CENTER,6039,ADDISON A BUILDING,2,NORTH CENTRAL,46,NORTH ILLINOIS,41.9249,-88.0237,US
6058,BEDFORD PK TO CACH NIGHT,CPU,CENTRAL PICKUP,6049,BEDFORD PARK,2,CENTRAL REGION,46,ILLINOIS,41.7595,-87.7865,US
6058,BEDFORD PK TO CACH NIGHT,CPU,CENTRAL PICKUP,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6058,BEDFORD PK TO CACH NIGHT,CPU,CENTRAL PICKUP,6049,BEDFORD PARK,3,WEST REGION,46,ILLINOIS,41.7595,-87.7865,US
6058,CIL - TO METRO CHIC,CPU,CENTRAL PICKUP,6058,NORTHBROOK AUTOMOTIVE,2,NORTH CENTRAL,47,METRO CHICAGO,0,0,US
6059,CACH,HUB,HUB/CENTRAL SORT,6059,CHICAGO AREA CONSOLIDATED HUB,10,CACH,17,CACH,41.6929,-87.6005,US
6059,CACH,HUB,HUB/CENTRAL SORT,6059,CHICAGO AREA CONSOLIDATION HUB,10,CACH,17,CACH,41.6929,-87.6005,US
6059,CACH,HUB,HUB/CENTRAL SORT,6059,CHICAGO AREA CONSOLIDATION HUB,10,CORPORATE TRANSPORTATION,17,CACH,41.6929,-87.6005,US
605AC,Customer Location,CSL,CUSTOMER SHIPPING LOC,605AC,Customer Location,3,WEST REGION,46,ILLINOIS,0,0,US
605AC,Customer Location,CSL,CUSTOMER SHIPPING LOC,605AC,Customer Location,3,WEST REGION,46,ILLINOIS,41.87,-87.65,US
605AM,Customer Location,CSL,CUSTOMER SHIPPING LOC,605AM,Customer Location,3,WEST REGION,46,ILLINOIS,41.87,-87.65,US
605FD,Customer Location,CSL,CUSTOMER SHIPPING LOC,605FD,Customer Location,3,WEST REGION,12,RED RIVER,0,0,US
605FD,Customer Location,CSL,CUSTOMER SHIPPING LOC,605FD,Customer Location,3,WEST REGION,46,ILLINOIS,0,0,US
6060,JEFFERSON-MID LOOP,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6060,LOOP,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6060,LOOP,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6060,LOOP,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
6062,JEFFERSON-MID FAR N.,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6062,WRIGLEYVILLE,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6062,WRIGLEYVILLE,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6062,WRIGLEYVILLE,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
6063,JEFFERSON-MID NORTH,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6063,LINCOLN PARK,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6063,LINCOLN PARK,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6063,LINCOLN PARK,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
6064,JEFFERSON-MID SOUTH,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6064,JEFFERSON-MID SOUTH,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6064,JEFFERSON-MID SOUTH,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
6066,BEDFORD PARK-NORTH,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6066,BROOKFIELD,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,CENTRAL REGION,46,ILLINOIS,41.7595,-87.7865,US
6066,BROOKFIELD,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6066,BROOKFIELD,PKG,REGULAR PACKAGE CENTER,6049,BEDFORD PARK,3,WEST REGION,46,ILLINOIS,41.7595,-87.7865,US
6067,DOBSON-DOBSON,PKG,REGULAR PACKAGE CENTER,6067,DOBSON,2,CENTRAL REGION,46,ILLINOIS,0,0,US
6067,DOBSON-DOBSON,PKG,REGULAR PACKAGE CENTER,6067,DOBSON,2,NORTH CENTRAL,47,METRO CHICAGO,0,0,US
6067,JEFIL CPU,CPU,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6067,JEFIL CPU,CPU,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
6068,METRO CHICAGO - 6069,CPU,CENTRAL PICKUP,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6068,METRO CHICAGO - 6069,CPU,CENTRAL PICKUP,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6068,METRO CHICAGO - 6069,CPU,CENTRAL PICKUP,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
6069,JEFFERSON ST,HUB,HUB/CENTRAL SORT,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6069,JEFFERSON ST,HUB,HUB/CENTRAL SORT,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6069,JEFFERSON ST,HUB,HUB/CENTRAL SORT,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
6071,FRANKLIN PARK NORTHEAST,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,2,CENTRAL REGION,46,ILLINOIS,41.9408,-87.8932,US
6071,FRANKLIN PARK NORTHEAST,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.9408,-87.8932,US
6071,FRANKLIN PARK NORTHEAST,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,3,WEST REGION,46,ILLINOIS,41.9408,-87.8932,US
6071,FRANKLIN PARK-EAST,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.9408,-87.8932,US
6072,FRANKLIN PARK-NORTH,PKG,REGULAR PACKAGE CENTER,6019,FRANKLIN PARK HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.9408,-87.8932,US
6072,ILNOR-CACH N TRANSFER,CPU,REGULAR PACKAGE CENTER,6009,NORTHBROOK,2,CENTRAL REGION,46,ILLINOIS,42.1069,-87.8294,US
6072,ILNOR-CACH N TRANSFER,CPU,REGULAR PACKAGE CENTER,6009,NORTHBROOK,2,NORTH CENTRAL,47,METRO CHICAGO,42.1069,-87.8294,US
6072,ILNOR-CACH N TRANSFER,CPU,REGULAR PACKAGE CENTER,6009,NORTHBROOK,3,WEST REGION,46,ILLINOIS,42.1069,-87.8294,US
6072,METRO TDP TO CACH N,CPU,REGULAR PACKAGE CENTER,6009,NORTHBROOK,2,NORTH CENTRAL,47,METRO CHICAGO,42.1069,-87.8294,US
6074,JEFIL FDR DELV,PKG,REGULAR PACKAGE CENTER,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6074,PALATINE TO ADDISON TWI,CPU,REGULAR PACKAGE CENTER,6029,PALATINE,2,CENTRAL REGION,46,ILLINOIS,42.1388,-88.0339,US
6074,PALATINE TO ADDISON TWI,CPU,REGULAR PACKAGE CENTER,6029,PALATINE,2,NORTH CENTRAL,47,METRO CHICAGO,42.1388,-88.0339,US
6074,PALATINE TO ADDISON TWI,CPU,REGULAR PACKAGE CENTER,6029,PALATINE,3,WEST REGION,46,ILLINOIS,42.1388,-88.0339,US
6077,CHICAGO CSOFC,CPU,CENTRAL PICKUP,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6077,ILBED-CACH T TRANSFER,CPU,CENTRAL PICKUP,6049,BEDFORD PARK,2,CENTRAL REGION,46,ILLINOIS,41.7595,-87.7865,US
6077,ILBED-CACH T TRANSFER,CPU,CENTRAL PICKUP,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6077,ILBED-CACH T TRANSFER,CPU,CENTRAL PICKUP,6049,BEDFORD PARK,3,WEST REGION,46,ILLINOIS,41.7595,-87.7865,US
6077,ILFRA-CACH T TRANSFER,CPU,CENTRAL PICKUP,6049,BEDFORD PARK,2,NORTH CENTRAL,47,METRO CHICAGO,41.7595,-87.7865,US
6078,METRO CHI - ADDISON,CPU,CENTRAL PICKUP,6019,FRANKLIN PARK HUB,2,CENTRAL REGION,46,ILLINOIS,41.9408,-87.8932,US
6078,METRO CHI - ADDISON,CPU,CENTRAL PICKUP,6019,FRANKLIN PARK HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.9408,-87.8932,US
6078,METRO CHI - ADDISON,CPU,CENTRAL PICKUP,6019,FRANKLIN PARK HUB,3,WEST REGION,46,ILLINOIS,41.9408,-87.8932,US
6078,METRO CHI - ADDISON,CPU,CENTRAL PICKUP,606,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6079,NCR INTERMODEL DEPT,HUB,HUB/CENTRAL SORT,6069,JEFFERSON HUB,2,CENTRAL REGION,46,ILLINOIS,41.8631,-87.642,US
6079,NCR INTERMODEL DEPT,HUB,HUB/CENTRAL SORT,6069,JEFFERSON HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.8631,-87.642,US
6079,NCR INTERMODEL DEPT,HUB,HUB/CENTRAL SORT,6069,JEFFERSON HUB,3,WEST REGION,46,ILLINOIS,41.8631,-87.642,US
607AM,Customer Location,CSL,CUSTOMER SHIPPING LOC,607AM,Customer Location,3,WEST REGION,46,ILLINOIS,41.87,-87.65,US
6081,CACH RETURNS,PKG,REGULAR PACKAGE CENTER,6059,CHICAGO AREA CONSOLIDATED HUB,10,CACH,17,CACH,41.6929,-87.6005,US
6081,CACH RETURNS,PKG,REGULAR PACKAGE CENTER,6059,CHICAGO AREA CONSOLIDATION HUB,10,CACH,17,CACH,41.6929,-87.6005,US
6081,CACH RETURNS,PKG,REGULAR PACKAGE CENTER,6059,CHICAGO AREA CONSOLIDATION HUB,10,CORPORATE TRANSPORTATION,17,CACH,41.6929,-87.6005,US
6088,FRANKLIN PK TO CACH NIGHT,CPU,CENTRAL PICKUP,6019,FRANKLIN PARK HUB,2,CENTRAL REGION,46,ILLINOIS,41.9408,-87.8932,US
6088,FRANKLIN PK TO CACH NIGHT,CPU,CENTRAL PICKUP,6019,FRANKLIN PARK HUB,2,NORTH CENTRAL,47,METRO CHICAGO,41.9408,-87.8932,US
6088,FRANKLIN PK TO CACH NIGHT,CPU,CENTRAL PICKUP,6019,FRANKLIN PARK HUB,3,WEST REGION,46,ILLINOIS,41.9408,-87.8932,US
