SLIC,SLIC Name,OpTyp,Desc,Building,Building Name,Region Num,Region Name,District Num,District Name,Facility Latitude,Facility Longitude,Organization Country Cd
1348,ROME CPU,CPU,CENTRAL PICKUP,1340,ROME CENTER,7,EAST REGION,36,NORTHEAST,43.2342,-75.505,US
1348,ROME CPU,CPU,CENTRAL PICKUP,1340,ROME CENTER,7,NORTHEAST,22,EMPIRE STATE,43.2342,-75.505,US
1348,ROME CPU,CPU,CENTRAL PICKUP,1340,ROME CENTER,9,EAST CENTRAL,22,EMPIRE STATE,43.2342,-75.505,US
1349,BUFFALO EX IMP ODC,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
1349,BUFFALO EX IMP ODC,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
1349,BUFFALO EX IMP ODC,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1350,UTICA-UTICA,PKG,REGULAR PACKAGE CENTER,1350,UTICA,7,EAST REGION,36,NORTHEAST,43.0916,-75.3129,US
1350,UTICA-UTICA,PKG,REGULAR PACKAGE CENTER,1350,UTICA,7,NORTHEAST,22,EMPIRE STATE,43.0916,-75.3129,US
1350,UTICA-UTICA,PKG,REGULAR PACKAGE CENTER,1350,UTICA,9,EAST CENTRAL,22,EMPIRE STATE,43.0916,-75.3129,US
1351,COONY - COOPERVISION,CPU,REGULAR PACKAGE CENTER,1340,ROME CENTER,7,EAST REGION,36,NORTHEAST,43.2342,-75.505,US
1351,Customer Location,CSL,REGULAR PACKAGE CENTER,1340,Customer Location,7,EAST REGION,36,NORTHEAST,43.2342,-75.505,US
1351,UTICA-XEROX,PKG,REGULAR PACKAGE CENTER,1340,ROME CENTER,7,EAST REGION,36,NORTHEAST,43.2342,-75.505,US
1351,UTICA-XEROX,PKG,REGULAR PACKAGE CENTER,1340,ROME CENTER,7,NORTHEAST,22,EMPIRE STATE,43.2342,-75.505,US
1351,UTICA-XEROX,PKG,REGULAR PACKAGE CENTER,1340,ROME CENTER,9,EAST CENTRAL,22,EMPIRE STATE,43.2342,-75.505,US
1358,UTICA - 1329,CPU,CENTRAL PICKUP,1350,UTICA,7,EAST REGION,36,NORTHEAST,43.0916,-75.3129,US
1358,UTICA - 1329,CPU,CENTRAL PICKUP,1350,UTICA,7,NORTHEAST,22,EMPIRE STATE,43.0916,-75.3129,US
1358,UTICA - 1329,CPU,CENTRAL PICKUP,1350,UTICA,9,EAST CENTRAL,22,EMPIRE STATE,43.0916,-75.3129,US
1359,UTICA AIRPORT,APT,AIRPORT,1350,UTICA,7,EAST REGION,36,NORTHEAST,43.0916,-75.3129,US
1359,UTICA AIRPORT,APT,AIRPORT,1350,UTICA,7,NORTHEAST,22,EMPIRE STATE,43.0916,-75.3129,US
1359,UTICA AIRPORT,APT,AIRPORT,1350,UTICA,9,EAST CENTRAL,22,EMPIRE STATE,43.0916,-75.3129,US
1360,BLACK RIVER,PKG,REGULAR PACKAGE CENTER,1360,BLACK RIVER,7,EAST REGION,36,NORTHEAST,43.9828,-75.9263,US
1360,BLACK RIVER,PKG,REGULAR PACKAGE CENTER,1360,BLACK RIVER,7,NORTHEAST,22,EMPIRE STATE,43.9828,-75.9263,US
1360,BLACK RIVER,PKG,REGULAR PACKAGE CENTER,1360,BLACK RIVER,9,EAST CENTRAL,22,EMPIRE STATE,43.9828,-75.9263,US
1361,POTSDAM,PKG,REGULAR PACKAGE CENTER,1361,POTSDAM,7,EAST REGION,36,NORTHEAST,44.6699,-74.9581,US
1361,POTSDAM,PKG,REGULAR PACKAGE CENTER,1361,POTSDAM,7,NORTHEAST,22,EMPIRE STATE,44.6699,-74.9581,US
1361,POTSDAM,PKG,REGULAR PACKAGE CENTER,1361,POTSDAM,9,EAST CENTRAL,22,EMPIRE STATE,44.6699,-74.9581,US
1362,POTSDAM AIR SORT,APT,AIRPORT,1361,POTSDAM,7,EAST REGION,36,NORTHEAST,44.6699,-74.9581,US
1362,POTSDAM AIR SORT,APT,AIRPORT,1361,POTSDAM,7,NORTHEAST,22,EMPIRE STATE,44.6699,-74.9581,US
1362,POTSDAM AIR SORT,APT,AIRPORT,1361,POTSDAM,9,EAST CENTRAL,22,EMPIRE STATE,44.6699,-74.9581,US
1365,BLACK RIVER CPU,CPU,CENTRAL PICKUP,132,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
1365,BLACK RIVER CPU,CPU,CENTRAL PICKUP,1329,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
1365,BLACK RIVER CPU,CPU,CENTRAL PICKUP,136,BLACK RIVER,9,EAST CENTRAL,22,EMPIRE STATE,43.9828,-75.9263,US
1365,BLACK RIVER CPU,CPU,CENTRAL PICKUP,1360,BLACK RIVER,7,EAST REGION,36,NORTHEAST,43.9828,-75.9263,US
1365,BLACK RIVER CPU,CPU,CENTRAL PICKUP,1360,BLACK RIVER,7,NORTHEAST,22,EMPIRE STATE,43.9828,-75.9263,US
1365,BLACK RIVER CPU,CPU,CENTRAL PICKUP,1360,BLACK RIVER,9,EAST CENTRAL,22,EMPIRE STATE,43.9828,-75.9263,US
1368,POTSDAM - 1399,CPU,CENTRAL PICKUP,132,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
1368,POTSDAM - 1399,CPU,CENTRAL PICKUP,1329,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
1368,POTSDAM - 1399,CPU,CENTRAL PICKUP,136,POTSDAM,9,EAST CENTRAL,22,EMPIRE STATE,44.6699,-74.9581,US
1368,POTSDAM - 1399,CPU,CENTRAL PICKUP,1361,POTSDAM,7,EAST REGION,36,NORTHEAST,44.6699,-74.9581,US
1368,POTSDAM - 1399,CPU,CENTRAL PICKUP,1361,POTSDAM,7,NORTHEAST,22,EMPIRE STATE,44.6699,-74.9581,US
1368,POTSDAM - 1399,CPU,CENTRAL PICKUP,1361,POTSDAM,9,EAST CENTRAL,22,EMPIRE STATE,44.6699,-74.9581,US
1369,MESSENA,APT,AIRPORT,1329,SYRACUSE,7,EAST REGION,36,NORTHEAST,43.1088,-76.0772,US
1369,MESSENA,APT,AIRPORT,1329,SYRACUSE,7,NORTHEAST,22,EMPIRE STATE,43.1088,-76.0772,US
1369,MESSENA,APT,AIRPORT,1329,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
136LV,LEE VALLEY TOOLS,CPU,CUSTOMER SHIPPING LOC,1329,SYRACUSE,7,EAST REGION,36,NORTHEAST,43.1088,-76.0772,US
136LV,Customer Location,CSL,CUSTOMER SHIPPING LOC,1329,Customer Location,7,EAST REGION,36,NORTHEAST,43.1088,-76.0772,US
1370,BINGHAMTON-WEST,PKG,REGULAR PACKAGE CENTER,1399,BINGHAMTON,7,EAST REGION,36,NORTHEAST,42.109,-75.9781,US
1370,BINGHAMTON-WEST,PKG,REGULAR PACKAGE CENTER,1399,BINGHAMTON,7,NORTHEAST,22,EMPIRE STATE,42.109,-75.9781,US
1370,BINGHAMTON-WEST,PKG,REGULAR PACKAGE CENTER,1399,BINGHAMTON,9,EAST CENTRAL,22,EMPIRE STATE,42.109,-75.9781,US
1376,BINNY - IBM DIRECT,PKG,REGULAR PACKAGE CENTER,1399,BINGHAMTON,7,EAST REGION,36,NORTHEAST,42.109,-75.9781,US
1376,BINNY - IBM DIRECT,PKG,REGULAR PACKAGE CENTER,1399,BINGHAMTON,7,NORTHEAST,22,EMPIRE STATE,42.109,-75.9781,US
1376,BINNY - IBM DIRECT,PKG,REGULAR PACKAGE CENTER,1399,BINGHAMTON,9,EAST CENTRAL,22,EMPIRE STATE,42.109,-75.9781,US
1378,CLEANERS SUPPLY,CPU,CENTRAL PICKUP,1378,CLEANERS SUPPLY,9,EAST CENTRAL,22,EMPIRE STATE,0,0,US
1378,CLEANERS SUPPLY,CPU,CENTRAL PICKUP,1399,BINGHAMTON,7,EAST REGION,36,NORTHEAST,42.109,-75.9781,US
1378,CLEANERS SUPPLY,CPU,CENTRAL PICKUP,1399,BINGHAMTON,7,NORTHEAST,22,EMPIRE STATE,42.109,-75.9781,US
1378,CLEANERS SUPPLY,CPU,CENTRAL PICKUP,1399,BINGHAMTON,9,EAST CENTRAL,22,EMPIRE STATE,42.109,-75.9781,US
1379,WATERTOWN,APT,AIRPORT,1360,BLACK RIVER,7,EAST REGION,36,NORTHEAST,43.9828,-75.9263,US
1379,WATERTOWN,APT,AIRPORT,1360,BLACK RIVER,7,NORTHEAST,22,EMPIRE STATE,43.9828,-75.9263,US
1379,WATERTOWN,APT,AIRPORT,1360,BLACK RIVER,9,EAST CENTRAL,22,EMPIRE STATE,43.9828,-75.9263,US
137CS,Customer Location,CSL,CUSTOMER SHIPPING LOC,137CS,Customer Location,7,EAST REGION,36,NORTHEAST,0,0,US
1380,ONEONTA,PKG,REGULAR PACKAGE CENTER,1380,ONEONTA,7,EAST REGION,36,NORTHEAST,42.458,-75.0584,US
1380,ONEONTA,PKG,REGULAR PACKAGE CENTER,1380,ONEONTA,7,NORTHEAST,22,EMPIRE STATE,42.458,-75.0584,US
1380,ONEONTA,PKG,REGULAR PACKAGE CENTER,1380,ONEONTA,9,EAST CENTRAL,22,EMPIRE STATE,42.458,-75.0584,US
1386,ONENY CPU,CPU,CENTRAL PICKUP,1380,ONEONTA,7,EAST REGION,36,NORTHEAST,42.458,-75.0584,US
1386,ONENY CPU,CPU,CENTRAL PICKUP,1380,ONEONTA,7,NORTHEAST,22,EMPIRE STATE,42.458,-75.0584,US
1386,ONENY CPU,CPU,CENTRAL PICKUP,1380,ONEONTA,9,EAST CENTRAL,22,EMPIRE STATE,42.458,-75.0584,US
1388,ONEONTA,CPU,CENTRAL PICKUP,1380,ONEONTA,7,EAST REGION,36,NORTHEAST,42.458,-75.0584,US
1388,ONEONTA,CPU,CENTRAL PICKUP,1380,ONEONTA,7,NORTHEAST,22,EMPIRE STATE,42.458,-75.0584,US
1388,ONEONTA,CPU,CENTRAL PICKUP,1380,ONEONTA,9,EAST CENTRAL,22,EMPIRE STATE,42.458,-75.0584,US
1389,BINGHAMTON,APT,AIRPORT,1399,BINGHAMTON,7,EAST REGION,36,NORTHEAST,42.109,-75.9781,US
1389,BINGHAMTON,APT,AIRPORT,1399,BINGHAMTON,7,NORTHEAST,22,EMPIRE STATE,42.109,-75.9781,US
1389,BINGHAMTON,APT,AIRPORT,1399,BINGHAMTON,9,EAST CENTRAL,22,EMPIRE STATE,42.109,-75.9781,US
1395,BINNY CPU TO HARPA,CPU,CENTRAL PICKUP,1399,BINGHAMTON,7,EAST REGION,36,NORTHEAST,42.109,-75.9781,US
1395,BINNY CPU TO HARPA,CPU,CENTRAL PICKUP,1399,BINGHAMTON,7,NORTHEAST,22,EMPIRE STATE,42.109,-75.9781,US
1398,BINGHAMTON,CPU,CENTRAL PICKUP,132,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
1398,BINGHAMTON,CPU,CENTRAL PICKUP,139,BINGHAMTON,9,EAST CENTRAL,22,EMPIRE STATE,42.109,-75.9781,US
1398,BINGHAMTON,CPU,CENTRAL PICKUP,1399,BINGHAMTON,7,EAST REGION,36,NORTHEAST,42.109,-75.9781,US
1398,BINGHAMTON,CPU,CENTRAL PICKUP,1399,BINGHAMTON,7,NORTHEAST,22,EMPIRE STATE,42.109,-75.9781,US
1398,BINGHAMTON,CPU,CENTRAL PICKUP,1399,BINGHAMTON,9,EAST CENTRAL,22,EMPIRE STATE,42.109,-75.9781,US
1398,BINGHAMTON,CPU,CENTRAL PICKUP,1399,SYRACUSE,9,EAST CENTRAL,22,EMPIRE STATE,43.1088,-76.0772,US
1399,BINGHAMTON,HUB,HUB/CENTRAL SORT,1399,BINGHAMTON,7,EAST REGION,36,NORTHEAST,42.109,-75.9781,US
1399,BINGHAMTON,HUB,HUB/CENTRAL SORT,1399,BINGHAMTON,7,NORTHEAST,22,EMPIRE STATE,42.109,-75.9781,US
1399,BINGHAMTON,HUB,HUB/CENTRAL SORT,1399,BINGHAMTON,9,EAST CENTRAL,22,EMPIRE STATE,42.109,-75.9781,US
13NS,NORFOLK SOUTHERN RR,RRY,RAIL YARD,2409,ROANOKE HUB,4,SOUTHEAST,35,VIRGINIA,37.3173,-79.9796,US
13NS,NORFOLK SOUTHERN RR,RRY,RAIL YARD,2409,ROANOKE HUB,9,EAST CENTRAL,35,VIRGINIA,37.3173,-79.9796,US
1400,BATAVIA,PKG,REGULAR PACKAGE CENTER,1400,BATAVIA,7,EAST REGION,36,NORTHEAST,42.9961,-78.1778,US
1400,BATAVIA,PKG,REGULAR PACKAGE CENTER,1400,BATAVIA,7,NORTHEAST,22,EMPIRE STATE,42.9961,-78.1778,US
1400,BATAVIA,PKG,REGULAR PACKAGE CENTER,1400,BATAVIA,9,EAST CENTRAL,22,EMPIRE STATE,42.9961,-78.1778,US
1401,DUNKIRK,PKG,REGULAR PACKAGE CENTER,1401,DUNKIRK CENTER,7,EAST REGION,36,NORTHEAST,42.4841,-79.3459,US
1401,DUNKIRK,PKG,REGULAR PACKAGE CENTER,1401,DUNKIRK CENTER,7,NORTHEAST,22,EMPIRE STATE,42.4841,-79.3459,US
1401,DUNKIRK,PKG,REGULAR PACKAGE CENTER,1401,DUNKIRK CENTER,9,EAST CENTRAL,22,EMPIRE STATE,42.4841,-79.3459,US
1405,BUFFALO-STADIUM,PKG,REGULAR PACKAGE CENTER,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
1405,BUFFALO-STADIUM,PKG,REGULAR PACKAGE CENTER,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
1405,BUFFALO-STADIUM,PKG,REGULAR PACKAGE CENTER,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1408,BATAVIA CPU,CPU,CENTRAL PICKUP,1400,BATAVIA,7,EAST REGION,36,NORTHEAST,42.9961,-78.1778,US
1409,NIAGARA FALLS INT'L,APT,AIRPORT,1430,NIAGARA FALLS CENTER,7,EAST REGION,36,NORTHEAST,43.1076,-78.9878,US
1409,NIAGARA FALLS INT'L,APT,AIRPORT,1430,NIAGARA FALLS CENTER,7,NORTHEAST,22,EMPIRE STATE,43.1076,-78.9878,US
1409,NIAGARA FALLS INT'L,APT,AIRPORT,1430,NIAGARA FALLS CENTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1076,-78.9878,US
1410,LOCKPORT,PKG,REGULAR PACKAGE CENTER,1410,LOCKPORT CENTER,7,EAST REGION,36,NORTHEAST,43.1616,-78.7115,US
1410,LOCKPORT,PKG,REGULAR PACKAGE CENTER,1410,LOCKPORT CENTER,7,NORTHEAST,22,EMPIRE STATE,43.1616,-78.7115,US
1410,LOCKPORT,PKG,REGULAR PACKAGE CENTER,1410,LOCKPORT CENTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1616,-78.7115,US
1414,ROCNY TO BUFNY,CPU,CENTRAL PICKUP,1460,ROCHESTER,7,EAST REGION,36,NORTHEAST,43.1664,-77.6052,US
1414,ROCNY TO BUFNY,CPU,CENTRAL PICKUP,1460,ROCHESTER,7,NORTHEAST,22,EMPIRE STATE,43.1664,-77.6052,US
1414,ROCNY TO BUFNY,CPU,CENTRAL PICKUP,1460,ROCHESTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1664,-77.6052,US
1419,INTERNATIONAL,HUB,HUB/CENTRAL SORT,1419,INTERNATIONAL,9,EAST CENTRAL,22,EMPIRE STATE,0,0,US
1419,INTERNATIONAL,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
1419,INTERNATIONAL,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
1419,INTERNATIONAL,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1421,BUFFALO-UNIVERSITY,PKG,REGULAR PACKAGE CENTER,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
1421,BUFFALO-UNIVERSITY,PKG,REGULAR PACKAGE CENTER,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
1421,BUFFALO-UNIVERSITY,PKG,REGULAR PACKAGE CENTER,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1422,BUFFALO - UPS FSB,CPU,CENTRAL PICKUP,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1422,BUFFALO - UPS FSB,CPU,CENTRAL PICKUP,1460,ROCHESTER,7,EAST REGION,36,NORTHEAST,43.1664,-77.6052,US
1422,BUFFALO - UPS FSB,CPU,CENTRAL PICKUP,1460,ROCHESTER,7,NORTHEAST,22,EMPIRE STATE,43.1664,-77.6052,US
1422,BUFFALO - UPS FSB,CPU,CENTRAL PICKUP,1460,ROCHESTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1664,-77.6052,US
1426,KODAK CPU TO SYRNY NY,CPU,CENTRAL PICKUP,1426,KODAK CENTER,7,EAST REGION,36,NORTHEAST,43.1792,-77.6742,US
1426,KODAK CPU TO SYRNY NY,CPU,CENTRAL PICKUP,1426,KODAK CENTER,7,NORTHEAST,22,EMPIRE STATE,43.1792,-77.6742,US
1426,KODAK CPU TO SYRNY NY,CPU,CENTRAL PICKUP,1426,KODAK CENTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1792,-77.6742,US
1427,BUFFALO,CPU,CENTRAL PICKUP,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
1427,BUFFALO,CPU,CENTRAL PICKUP,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
1427,BUFFALO,CPU,CENTRAL PICKUP,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1428,BUFFALO NIGHT CPU,CPU,CENTRAL PICKUP,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
1428,BUFFALO NIGHT CPU,CPU,CENTRAL PICKUP,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
1428,BUFFALO NIGHT CPU,CPU,CENTRAL PICKUP,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1429,BUFFALO HUB,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
1429,BUFFALO HUB,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
1429,BUFFALO HUB,HUB,HUB/CENTRAL SORT,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1430,NIAGARA FALLS,PKG,REGULAR PACKAGE CENTER,1430,NIAGARA FALLS CENTER,7,EAST REGION,36,NORTHEAST,43.1076,-78.9878,US
1430,NIAGARA FALLS,PKG,REGULAR PACKAGE CENTER,1430,NIAGARA FALLS CENTER,7,NORTHEAST,22,EMPIRE STATE,43.1076,-78.9878,US
1430,NIAGARA FALLS,PKG,REGULAR PACKAGE CENTER,1430,NIAGARA FALLS CENTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1076,-78.9878,US
1435,BUFFALO CONRAIL,RRY,RAIL YARD,1429,BUFFALO HUB,7,EAST REGION,36,NORTHEAST,42.8847,-78.8037,US
1435,BUFFALO CONRAIL,RRY,RAIL YARD,1429,BUFFALO HUB,7,NORTHEAST,22,EMPIRE STATE,42.8847,-78.8037,US
1435,BUFFALO CONRAIL,RRY,RAIL YARD,1429,BUFFALO HUB,9,EAST CENTRAL,22,EMPIRE STATE,42.8847,-78.8037,US
1436,NIAGARA FALLS CPU,CPU,CENTRAL PICKUP,1430,NIAGARA FALLS CENTER,7,EAST REGION,36,NORTHEAST,43.1076,-78.9878,US
1439,BUFFALO ARPT-AIRSORT,APT,AIRPORT,1439,BUFFALO GATEWAY RAMP,7,EAST REGION,36,NORTHEAST,42.937,-78.7442,US
1439,BUFFALO ARPT-AIRSORT,APT,AIRPORT,1439,BUFFALO GATEWAY RAMP,7,NORTHEAST,22,EMPIRE STATE,42.937,-78.7442,US
1439,BUFFALO ARPT-AIRSORT,APT,AIRPORT,1439,BUFFALO GATEWAY RAMP,9,EAST CENTRAL,22,EMPIRE STATE,42.937,-78.7442,US
1440,GENEVA,PKG,REGULAR PACKAGE CENTER,1440,GENEVA CENTER,7,EAST REGION,36,NORTHEAST,42.8865,-76.9782,US
1440,GENEVA,PKG,REGULAR PACKAGE CENTER,1440,GENEVA CENTER,7,NORTHEAST,22,EMPIRE STATE,42.8865,-76.9782,US
1440,GENEVA,PKG,REGULAR PACKAGE CENTER,1440,GENEVA CENTER,9,EAST CENTRAL,22,EMPIRE STATE,42.8865,-76.9782,US
1441,HENRIETTA-HENRIETTA,PKG,REGULAR PACKAGE CENTER,1449,HENRIETTA,7,EAST REGION,36,NORTHEAST,43.0593,-77.6073,US
1441,HENRIETTA-HENRIETTA,PKG,REGULAR PACKAGE CENTER,1449,HENRIETTA,7,NORTHEAST,22,EMPIRE STATE,43.0593,-77.6073,US
1441,HENRIETTA-HENRIETTA,PKG,REGULAR PACKAGE CENTER,1449,HENRIETTA,9,EAST CENTRAL,22,EMPIRE STATE,43.0593,-77.6073,US
1443,HENRIETTA CPU - SYRNY,CPU,CENTRAL PICKUP,1440,GENEVA CENTER,7,EAST REGION,36,NORTHEAST,42.8865,-76.9782,US
1443,HENRIETTA CPU - SYRNY,CPU,CENTRAL PICKUP,1440,GENEVA CENTER,7,NORTHEAST,22,EMPIRE STATE,42.8865,-76.9782,US
1443,HENRIETTA CPU - SYRNY,CPU,CENTRAL PICKUP,1440,GENEVA CENTER,9,EAST CENTRAL,22,EMPIRE STATE,42.8865,-76.9782,US
1443,HENRIETTA CPU - SYRNY,CPU,CENTRAL PICKUP,1449,HENRIETTA,9,EAST CENTRAL,22,EMPIRE STATE,43.0593,-77.6073,US
1445,HENRIETTA SPECIAL SHIPPER,CPU,CENTRAL PICKUP,1449,HENRIETTA,7,EAST REGION,36,NORTHEAST,43.0593,-77.6073,US
1445,HENRIETTA SPECIAL SHIPPER,CPU,CENTRAL PICKUP,1449,HENRIETTA,7,NORTHEAST,22,EMPIRE STATE,43.0593,-77.6073,US
1445,HENRIETTA SPECIAL SHIPPER,CPU,CENTRAL PICKUP,1449,HENRIETTA,9,EAST CENTRAL,22,EMPIRE STATE,43.0593,-77.6073,US
1446,HENRIETTA-FAIRPORT,PKG,REGULAR PACKAGE CENTER,1449,HENRIETTA,7,EAST REGION,36,NORTHEAST,43.0593,-77.6073,US
1446,HENRIETTA-FAIRPORT,PKG,REGULAR PACKAGE CENTER,1449,HENRIETTA,7,NORTHEAST,22,EMPIRE STATE,43.0593,-77.6073,US
1446,HENRIETTA-FAIRPORT,PKG,REGULAR PACKAGE CENTER,1449,HENRIETTA,9,EAST CENTRAL,22,EMPIRE STATE,43.0593,-77.6073,US
1449,HENRIETTA,HUB,HUB/CENTRAL SORT,1449,HENRIETTA,7,EAST REGION,36,NORTHEAST,43.0593,-77.6073,US
1449,HENRIETTA,HUB,HUB/CENTRAL SORT,1449,HENRIETTA,7,NORTHEAST,22,EMPIRE STATE,43.0593,-77.6073,US
1449,HENRIETTA,HUB,HUB/CENTRAL SORT,1449,HENRIETTA,9,EAST CENTRAL,22,EMPIRE STATE,43.0593,-77.6073,US
144PM,Customer Location,CSL,CUSTOMER SHIPPING LOC,144PM,Customer Location,7,EAST REGION,36,NORTHEAST,0,0,US
1454,ROCHESTER SPECIAL SHIPPER,CPU,CENTRAL PICKUP,1460,ROCHESTER,7,EAST REGION,36,NORTHEAST,43.1664,-77.6052,US
1454,ROCHESTER SPECIAL SHIPPER,CPU,CENTRAL PICKUP,1460,ROCHESTER,7,NORTHEAST,22,EMPIRE STATE,43.1664,-77.6052,US
1454,ROCHESTER SPECIAL SHIPPER,CPU,CENTRAL PICKUP,1460,ROCHESTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1664,-77.6052,US
1455,GENEVA SPECIAL SHIPPERS,CPU,CENTRAL PICKUP,1440,GENEVA CENTER,7,EAST REGION,36,NORTHEAST,42.8865,-76.9782,US
1455,GENEVA SPECIAL SHIPPERS,CPU,CENTRAL PICKUP,1440,GENEVA CENTER,7,NORTHEAST,22,EMPIRE STATE,42.8865,-76.9782,US
1455,GENEVA SPECIAL SHIPPERS,CPU,CENTRAL PICKUP,1440,GENEVA CENTER,9,EAST CENTRAL,22,EMPIRE STATE,42.8865,-76.9782,US
1456,HENNY TO SYRNY,CPU,CENTRAL PICKUP,1449,HENRIETTA,7,EAST REGION,36,NORTHEAST,43.0593,-77.6073,US
1456,HENNY TO SYRNY,CPU,CENTRAL PICKUP,1449,HENRIETTA,7,NORTHEAST,22,EMPIRE STATE,43.0593,-77.6073,US
1456,HENNY TO SYRNY,CPU,CENTRAL PICKUP,1449,HENRIETTA,9,EAST CENTRAL,22,EMPIRE STATE,43.0593,-77.6073,US
1459,DUNKIRK,APT,AIRPORT,1401,DUNKIRK CENTER,7,EAST REGION,36,NORTHEAST,42.4841,-79.3459,US
1459,DUNKIRK,APT,AIRPORT,1401,DUNKIRK CENTER,7,NORTHEAST,22,EMPIRE STATE,42.4841,-79.3459,US
1459,DUNKIRK,APT,AIRPORT,1401,DUNKIRK CENTER,9,EAST CENTRAL,22,EMPIRE STATE,42.4841,-79.3459,US
145AC,Customer Location,CSL,CUSTOMER SHIPPING LOC,145AC,Customer Location,7,EAST REGION,36,NORTHEAST,0,0,US
145AC,Customer Location,CSL,CUSTOMER SHIPPING LOC,145AC,Customer Location,7,EAST REGION,36,NORTHEAST,42.27,-79.71,US
1460,ROCHESTER,PKG,REGULAR PACKAGE CENTER,1460,ROCHESTER,7,EAST REGION,36,NORTHEAST,43.1664,-77.6052,US
1460,ROCHESTER,PKG,REGULAR PACKAGE CENTER,1460,ROCHESTER,7,NORTHEAST,22,EMPIRE STATE,43.1664,-77.6052,US
1460,ROCHESTER,PKG,REGULAR PACKAGE CENTER,1460,ROCHESTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1664,-77.6052,US
1462,ROCHESTER AIRPORT,APT,AIRPORT,1460,ROCHESTER,7,EAST REGION,36,NORTHEAST,43.1664,-77.6052,US
1462,ROCHESTER AIRPORT,APT,AIRPORT,1460,ROCHESTER,7,NORTHEAST,22,EMPIRE STATE,43.1664,-77.6052,US
1462,ROCHESTER AIRPORT,APT,AIRPORT,1460,ROCHESTER,9,EAST CENTRAL,22,EMPIRE STATE,43.1664,-77.6052,US
1468,HENNRIETTA CPU,CPU,CENTRAL PICKUP,1449,HENRIETTA,7,EAST REGION,36,NORTHEAST,43.0593,-77.6073,US
1468,HENNRIETTA CPU,CPU,CENTRAL PICKUP,1449,HENRIETTA,7,NORTHEAST,22,EMPIRE STATE,43.0593,-77.6073,US
1468,HENNRIETTA CPU,CPU,CENTRAL PICKUP,1449,HENRIETTA,9,EAST CENTRAL,22,EMPIRE STATE,43.0593,-77.6073,US
