OCC,OSLIC,OSORT,DCC,DSLIC,DSORT,TrailerType,MvmtType,MvmtCap,Volume
PR,0075,L,PR,0099,N,w,M1,1000,860
PR,0089,P,US,3228,D,ww,M1,2000,0
PR,0089,P,US,3228,D,ww,M1,2000,0
PR,0089,P,US,3228,D,ww,M1,2000,0
PR,0089,P,US,3228,D,ww,M1,2000,0
PR,0089,P,US,3228,D,ww,M1,2000,0
PR,0090,L,PR,0099,N,ww,M1,2000,467
PR,0092,P,PR,7416,P,w,M1,1000,0
PR,0093,L,PR,0099,N,ww,M1,2000,273
PR,0094,L,PR,0099,N,ww,M1,2000,441
PR,0095,L,PR,0099,N,ww,M1,2000,284
PR,0096,L,PR,0099,N,ww,M1,2000,496
PR,0099,N,PR,0090,P,ww,M1,2000,1994
PR,0099,N,PR,0093,P,ww,M1,2000,1397
PR,0099,N,PR,0094,P,ww,M1,2000,1964
PR,0099,N,PR,0095,P,ww,M1,2000,1439
PR,0099,N,PR,0096,P,ww,M1,2000,1572
PR,0099,N,US,4029,T,ww,M1,2000,2000
PR,0099,T,US,4029,T,ww,M1,2000,1507
US,0119,L,US,0169,N,ww,M1,2000,675
US,0119,L,US,0189,N,ww,M1,2000,2000
US,0119,L,US,0189,N,ww,M1,2000,1466
US,0119,L,US,0689,N,ww,M1,2000,1247
US,0119,L,US,0689,N,ww,M1,2000,0
US,0119,L,US,0689,N,ww,M1,2000,0
US,0119,L,US,0689,N,ww,M1,2000,0
US,0119,L,US,0689,N,ww,M1,2000,0
US,0119,L,US,0689,N,ww,M1,2000,0
US,0119,L,US,0689,N,ww,M1,2000,0
US,0119,L,US,0689,N,ww,M1,2000,0
US,0119,L,US,0759,N,ww,M1,2000,2000
US,0119,L,US,0759,N,ww,M1,2000,1993
US,0119,L,US,0799,N,ww,M1,2000,2000
US,0119,L,US,0799,N,ww,M1,2000,1720
US,0119,L,US,1229,N,ww,M1,2000,1387
US,0119,L,US,1909,D,ww,M1,2000,2000
US,0119,L,US,1909,D,ww,M1,2000,1424
US,0119,L,US,6059,S,ww,M1,2000,2000
US,0119,L,US,6059,S,ww,M1,2000,2000
US,0119,L,US,6059,S,ww,M1,2000,2000
US,0119,L,US,6059,S,ww,M1,2000,2000
US,0119,L,US,6059,S,ww,M1,2000,341
US,0119,S,US,0130,P,ww,M1,2000,1140
US,0120,L,US,0169,N,ww,M1,2000,281
US,0120,L,US,0169,N,ww,M1,2000,0
US,0120,L,US,0189,N,ww,M1,2000,386
US,0120,L,US,0759,N,ww,M1,2000,925
US,0120,L,US,0799,N,ww,M1,2000,2000
US,0120,L,US,0799,N,ww,M1,2000,745
US,0120,L,US,1229,N,ww,M1,2000,571
US,0130,L,US,0119,L,ww,M1,2000,2000
US,0130,L,US,0119,L,ww,M1,2000,1785
US,0130,P,US,0169,D,ww,M1,2000,0
US,0130,P,US,0169,D,ww,M1,2000,0
US,0130,P,US,0169,D,ww,M1,2000,0
US,0140,L,US,0169,T,ww,M1,2000,2000
US,0140,L,US,0169,T,ww,M1,2000,2000
US,0140,L,US,0169,T,ww,M1,2000,2000
US,0140,L,US,0169,T,ww,M1,2000,2000
US,0140,L,US,0169,T,ww,M1,2000,48
US,0140,L,US,0169,T,ww,M1,2000,0
US,0140,L,US,0169,T,ww,M1,2000,0
US,0169,D,US,0186,P,w,M1,1000,1000
US,0169,D,US,0186,P,ww,M1,2000,1365
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,D,US,8459,T,ww,M1,2000,0
US,0169,N,US,0119,P,ww,M1,2000,2000
US,0169,N,US,0119,P,ww,M1,2000,2000
US,0169,N,US,0119,P,ww,M1,2000,2000
US,0169,N,US,0119,P,ww,M1,2000,2000
US,0169,N,US,0119,P,ww,M1,2000,2000
US,0169,N,US,0119,P,ww,M1,2000,2000
US,0169,N,US,0119,P,ww,M1,2000,2000
US,0169,N,US,0119,P,ww,M1,2000,2000
US,0169,N,US,0120,P,ww,M1,2000,2000
US,0169,N,US,0130,P,w,M1,1000,1000
US,0169,N,US,0609,P,w,M1,1000,1000
US,0169,N,US,0609,P,ww,M1,2000,2000
US,0169,N,US,0619,P,ww,M1,2000,2000
US,0169,N,US,0619,P,ww,M1,2000,2000
US,0169,N,US,0619,P,ww,M1,2000,2000
US,0169,N,US,0635,P,w,M1,1000,1000
US,0169,N,US,0647,P,w,M1,1000,1000
US,0169,N,US,0649,P,w,M1,1000,1000
US,0169,N,US,0649,P,ww,M1,2000,2000
US,0169,N,US,0652,P,ww,M1,2000,2000
US,0169,N,US,0669,P,ww,M1,2000,2000
US,0169,N,US,0679,P,w,M1,1000,1000
US,0169,N,US,0679,P,ww,M1,2000,2000
US,0169,N,US,0679,P,ww,M1,2000,2000
US,0169,N,US,0680,P,ww,M1,2000,2000
US,0169,N,US,0699,P,ww,M1,2000,2000
US,0169,N,US,0799,D,ww,M1,2000,2000
US,0169,N,US,0799,D,ww,M1,2000,2000
US,0169,N,US,0799,D,ww,M1,2000,1561
US,0169,N,US,1009,S,ww,M1,2000,1006
US,0169,N,US,1229,T,ww,M1,2000,1488
US,0169,N,US,1329,T,ww,M1,2000,2000
US,0169,N,US,1329,T,ww,M1,2000,1912
US,0169,N,US,1569,T,w,M1,1000,1000
US,0169,N,US,1569,T,ww,M1,2000,2000
US,0169,N,US,1569,T,ww,M1,2000,2000
US,0169,N,US,1569,T,ww,M1,2000,2000
US,0169,N,US,1719,D,ww,M1,2000,2000
US,0169,N,US,1919,T,w,M1,1000,1000
US,0169,N,US,1919,T,ww,M1,2000,2000
US,0169,N,US,1919,T,ww,M1,2000,2000
US,0169,N,US,2329,N,w,M1,1000,1000
US,0169,N,US,2329,N,ww,M1,2000,2000
US,0169,N,US,2329,N,ww,M1,2000,2000
US,0169,N,US,2329,N,ww,M1,2000,2000
US,0169,N,US,2329,N,ww,M1,2000,1953
US,0169,N,US,2409,N,ww,M1,2000,2000
US,0169,N,US,2749,D,w,M1,1000,1000
US,0169,N,US,2749,D,ww,M1,2000,1360
US,0169,N,US,3033,D,w,M1,1000,1000
US,0169,N,US,3033,D,ww,M1,2000,2000
US,0169,N,US,3228,D,w,M1,1000,1000
US,0169,N,US,3609,T,w,M1,1000,1000
US,0169,N,US,3609,T,ww,M1,2000,1801
US,0169,N,US,3799,D,ww,M1,2000,2000
US,0169,N,US,3799,D,ww,M1,2000,2000
US,0169,N,US,3799,D,ww,M1,2000,2000
US,0169,N,US,3799,D,ww,M1,2000,1860
US,0169,N,US,4319,N,ww,M1,2000,2000
US,0169,N,US,4319,N,ww,M1,2000,524
US,0169,N,US,4329,N,ww,M1,2000,2000
US,0169,N,US,4329,N,ww,M1,2000,2000
US,0169,N,US,4369,D,w,M1,1000,1000
US,0169,N,US,4369,D,ww,M1,2000,1236
US,0169,N,US,4429,N,ww,M1,2000,2000
US,0169,N,US,4429,N,ww,M1,2000,2000
US,0169,N,US,4519,N,ww,M1,2000,2000
US,0169,N,US,4519,N,ww,M1,2000,2000
US,0169,N,US,4519,N,ww,M1,2000,2000
US,0169,N,US,4519,N,ww,M1,2000,2000
US,0169,N,US,4519,N,ww,M1,2000,2000
US,0169,N,US,4519,N,ww,M1,2000,2000
US,0169,N,US,4519,N,ww,M1,2000,2000
US,0169,N,US,4519,N,ww,M1,2000,576
US,0169,N,US,5549,N,w,M1,1000,1000
US,0169,N,US,5549,N,ww,M1,2000,1643
US,0169,N,US,6039,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,6059,D,ww,M1,2000,2000
US,0169,N,US,7599,N,w,M1,1000,1000
US,0169,N,US,7599,N,ww,M1,2000,1321
US,0169,N,US,9489,D,ww,M1,2000,2000
US,0169,N,US,9489,D,ww,M1,2000,2000
US,0169,N,US,9489,D,ww,M1,2000,2000
US,0169,N,US,9489,D,ww,M1,2000,1960
US,0169,N,US,9929,D,ww,M1,2000,2000
US,0169,N,US,9929,D,ww,M1,2000,2000
US,0169,N,US,9929,D,ww,M1,2000,2000
US,0169,N,US,9929,D,ww,M1,2000,1691
US,0169,T,US,0119,P,ww,M1,2000,1069
US,0169,T,US,0120,P,ww,M1,2000,1529
US,0169,T,US,0130,P,ww,M1,2000,1928
US,0169,T,US,0140,P,w,M1,1000,1000
US,0169,T,US,0140,P,ww,M1,2000,2000
US,0169,T,US,0140,P,ww,M1,2000,1764
US,0169,T,US,0170,P,ww,M1,2000,2000
US,0169,T,US,0170,P,ww,M1,2000,2000
US,0169,T,US,0170,P,ww,M1,2000,357
US,0169,T,US,0189,N,w,M1,1000,1000
US,0169,T,US,0189,N,ww,M1,2000,1346
US,0169,T,US,0189,P,w,M1,1000,1000
US,0169,T,US,0189,P,ww,M1,2000,2000
US,0169,T,US,0189,P,ww,M1,2000,2000
US,0169,T,US,0189,P,ww,M1,2000,2000
US,0169,T,US,0189,P,ww,M1,2000,2000
US,0169,T,US,0189,P,ww,M1,2000,2000
US,0169,T,US,0189,P,ww,M1,2000,2000
US,0169,T,US,0189,P,ww,M1,2000,1983
US,0169,T,US,0189,T,ww,M1,2000,1956
US,0169,T,US,0199,P,w,M1,1000,1000
US,0169,T,US,0199,P,ww,M1,2000,2000
US,0169,T,US,0199,P,ww,M1,2000,2000
US,0169,T,US,0199,P,ww,M1,2000,2000
US,0169,T,US,0199,P,ww,M1,2000,2000
US,0169,T,US,0199,P,ww,M1,2000,2000
US,0169,T,US,0199,P,ww,M1,2000,2000
US,0169,T,US,0199,P,ww,M1,2000,1020
US,0169,T,US,0209,P,w,M1,1000,1000
US,0169,T,US,0209,P,ww,M1,2000,2000
US,0169,T,US,0209,P,ww,M1,2000,2000
US,0169,T,US,0209,P,ww,M1,2000,2000
US,0169,T,US,0209,P,ww,M1,2000,1522
US,0169,T,US,0212,P,ww,M1,2000,2000
US,0169,T,US,0212,P,ww,M1,2000,2000
US,0169,T,US,0212,P,ww,M1,2000,2000
US,0169,T,US,0212,P,ww,M1,2000,1329
US,0169,T,US,0219,P,ww,M1,2000,2000
US,0169,T,US,0219,P,ww,M1,2000,2000
US,0169,T,US,0219,P,ww,M1,2000,2000
US,0169,T,US,0219,P,ww,M1,2000,2000
US,0169,T,US,0219,P,ww,M1,2000,1411
US,0169,T,US,0231,P,ww,M1,2000,2000
US,0169,T,US,0231,P,ww,M1,2000,2000
US,0169,T,US,0231,P,ww,M1,2000,2000
US,0169,T,US,0231,P,ww,M1,2000,1087
US,0169,T,US,0249,P,ww,M1,2000,2000
US,0169,T,US,0249,P,ww,M1,2000,2000
US,0169,T,US,0249,P,ww,M1,2000,2000
US,0169,T,US,0249,P,ww,M1,2000,2000
US,0169,T,US,0249,P,ww,M1,2000,2000
US,0169,T,US,0249,P,ww,M1,2000,1637
US,0169,T,US,0259,S,ww,M1,2000,2000
US,0169,T,US,0259,S,ww,M1,2000,1437
US,0169,T,US,0269,S,w,M1,1000,1000
US,0169,T,US,0269,S,ww,M1,2000,2000
US,0169,T,US,0269,S,ww,M1,2000,1964
US,0169,T,US,0270,P,w,M1,1000,1000
US,0169,T,US,0270,P,ww,M1,2000,2000
US,0169,T,US,0270,P,ww,M1,2000,1966
US,0169,T,US,0274,P,w,M1,1000,1000
US,0169,T,US,0274,P,ww,M1,2000,2000
US,0169,T,US,0274,P,ww,M1,2000,1424
US,0169,T,US,0299,N,ww,M1,2000,1981
US,0169,T,US,0299,P,ww,M1,2000,2000
US,0169,T,US,0299,P,ww,M1,2000,2000
US,0169,T,US,0299,P,ww,M1,2000,2000
US,0169,T,US,0299,P,ww,M1,2000,2000
US,0169,T,US,0299,P,ww,M1,2000,2000
US,0169,T,US,0299,P,ww,M1,2000,1685
US,0169,T,US,0319,P,ww,M1,2000,2000
US,0169,T,US,0319,P,ww,M1,2000,2000
US,0169,T,US,0319,P,ww,M1,2000,2000
US,0169,T,US,0319,P,ww,M1,2000,2000
US,0169,T,US,0319,P,ww,M1,2000,1383
US,0169,T,US,0320,P,w,M1,1000,1000
US,0169,T,US,0320,P,ww,M1,2000,2000
US,0169,T,US,0320,P,ww,M1,2000,1631
US,0169,T,US,0340,P,ww,M1,2000,2000
US,0169,T,US,0340,P,ww,M1,2000,1752
US,0169,T,US,0350,P,w,M1,1000,1000
US,0169,T,US,0350,P,ww,M1,2000,1495
US,0169,T,US,0380,P,ww,M1,2000,2000
US,0169,T,US,0380,P,ww,M1,2000,2000
US,0169,T,US,0380,P,ww,M1,2000,2000
US,0169,T,US,0380,P,ww,M1,2000,1191
US,0169,T,US,0399,P,w,M1,1000,1000
US,0169,T,US,0399,P,ww,M1,2000,2000
US,0169,T,US,0399,P,ww,M1,2000,2000
US,0169,T,US,0399,P,ww,M1,2000,2000
US,0169,T,US,0399,P,ww,M1,2000,2000
US,0169,T,US,0399,P,ww,M1,2000,2000
US,0169,T,US,0399,P,ww,M1,2000,2000
US,0169,T,US,0399,P,ww,M1,2000,2000
US,0169,T,US,0399,P,ww,M1,2000,1332
US,0169,T,US,0400,P,w,M1,1000,1000
US,0169,T,US,0400,P,ww,M1,2000,2000
US,0169,T,US,0400,P,ww,M1,2000,1626
US,0169,T,US,0419,S,ww,M1,2000,2000
US,0169,T,US,0419,S,ww,M1,2000,2000
US,0169,T,US,0419,S,ww,M1,2000,2000
US,0169,T,US,0419,S,ww,M1,2000,733
US,0169,T,US,0422,P,ww,M1,2000,2000
US,0169,T,US,0422,P,ww,M1,2000,2000
US,0169,T,US,0422,P,ww,M1,2000,2000
US,0169,T,US,0422,P,ww,M1,2000,1184
US,0169,T,US,0432,P,ww,M1,2000,2000
US,0169,T,US,0432,P,ww,M1,2000,1974
US,0169,T,US,0449,P,w,M1,1000,1000
US,0169,T,US,0449,P,ww,M1,2000,2000
US,0169,T,US,0449,P,ww,M1,2000,2000
US,0169,T,US,0449,P,ww,M1,2000,1662
US,0169,T,US,0480,P,w,M1,1000,1000
US,0169,T,US,0480,P,ww,M1,2000,1665
US,0169,T,US,0490,P,w,M1,1000,1000
US,0169,T,US,0490,P,ww,M1,2000,2000
US,0169,T,US,0490,P,ww,M1,2000,1452
US,0169,T,US,0500,P,w,M1,1000,1000
US,0169,T,US,0500,P,ww,M1,2000,1815
US,0169,T,US,0530,P,ww,M1,2000,2000
US,0169,T,US,0530,P,ww,M1,2000,451
US,0169,T,US,0540,P,ww,M1,2000,2000
US,0169,T,US,0540,P,ww,M1,2000,2000
US,0169,T,US,0540,P,ww,M1,2000,1193
US,0169,T,US,0560,P,w,M1,1000,1000
US,0169,T,US,0560,P,ww,M1,2000,1281
US,0169,T,US,0570,P,w,M1,1000,1000
US,0169,T,US,0570,P,ww,M1,2000,1818
US,0169,T,US,0580,P,ww,M1,2000,1986
US,0169,T,US,0609,P,ww,M1,2000,1058
US,0169,T,US,0619,P,ww,M1,2000,1053
US,0169,T,US,0635,P,ww,M1,2000,1248
US,0169,T,US,0647,P,ww,M1,2000,1387
US,0169,T,US,0649,P,ww,M1,2000,1993
US,0169,T,US,0652,P,ww,M1,2000,2000
US,0169,T,US,0669,N,ww,M1,2000,2000
US,0169,T,US,0669,N,ww,M1,2000,2000
US,0169,T,US,0669,N,ww,M1,2000,2000
US,0169,T,US,0669,N,ww,M1,2000,2000
US,0169,T,US,0669,N,ww,M1,2000,1564
US,0169,T,US,0669,P,ww,M1,2000,1228
US,0169,T,US,0679,P,ww,M1,2000,1452
US,0169,T,US,0680,P,ww,M1,2000,1917
US,0169,T,US,0699,P,ww,M1,2000,1472
US,0169,T,US,1229,N,w,M1,1000,1000
US,0169,T,US,1229,N,ww,M1,2000,1695
US,0169,T,US,1429,N,ww,M1,2000,1992
US,0169,T,US,1569,T,ww,M1,2000,1473
US,0169,T,US,1719,D,ww,M1,2000,1457
US,0169,T,US,1919,T,ww,M1,2000,1635
US,0169,T,US,2409,N,ww,M1,2000,1065
US,0169,T,US,2749,T,ww,M1,2000,1567
US,0169,T,US,3033,D,ww,M1,2000,1720
US,0169,T,US,3228,D,ww,M1,2000,1979
US,0169,T,US,4329,N,ww,M1,2000,220
US,0169,T,US,4429,N,ww,M1,2000,1730
US,0169,T,US,6039,D,ww,M1,2000,1916
US,0169,T,US,6059,D,ww,M1,2000,673
US,0169,T,US,9029,T,ww,M1,2000,1781
US,0170,L,US,0169,N,w,M1,1000,1000
US,0170,L,US,0169,N,ww,M1,2000,2000
US,0170,L,US,0169,N,ww,M1,2000,2000
US,0170,L,US,0169,N,ww,M1,2000,1514
US,0170,L,US,0169,T,ww,M1,2000,2000
US,0170,L,US,0169,T,ww,M1,2000,2000
US,0170,L,US,0169,T,ww,M1,2000,1199
US,0170,L,US,0299,N,w,M1,1000,1000
US,0170,L,US,0299,N,ww,M1,2000,1486
US,0186,L,US,0189,T,ww,M1,2000,2000
US,0186,L,US,0189,T,ww,M1,2000,527
US,0186,L,US,0189,T,ww,M1,2000,0
US,0186,L,US,0189,T,ww,M1,2000,0
US,0186,L,US,0189,T,ww,M1,2000,0
US,0186,L,US,0189,T,ww,M1,2000,0
US,0186,L,US,0189,T,ww,M1,2000,0
US,0186,L,US,0189,T,ww,M1,2000,0
US,0186,L,US,0189,T,ww,M1,2000,0
US,0189,N,US,0140,P,w,M1,1000,1000
US,0189,N,US,0140,P,ww,M1,2000,2000
US,0189,N,US,0169,P,ww,M1,2000,2000
US,0189,N,US,0169,P,ww,M1,2000,2000
US,0189,N,US,0169,P,ww,M1,2000,2000
US,0189,N,US,0169,P,ww,M1,2000,2000
US,0189,N,US,0170,P,ww,M1,2000,2000
US,0189,N,US,0170,P,ww,M1,2000,2000
US,0189,N,US,0186,P,w,M1,1000,1000
US,0189,N,US,0186,P,ww,M1,2000,2000
US,0189,N,US,0186,P,ww,M1,2000,2000
US,0189,N,US,0186,P,ww,M1,2000,2000
US,0189,N,US,0186,P,ww,M1,2000,2000
US,0189,N,US,0199,P,w,M1,1000,1000
US,0189,N,US,0199,P,ww,M1,2000,2000
US,0189,N,US,0199,P,ww,M1,2000,2000
US,0189,N,US,0199,P,ww,M1,2000,2000
US,0189,N,US,0199,P,ww,M1,2000,2000
US,0189,N,US,0199,P,ww,M1,2000,2000
US,0189,N,US,0199,P,ww,M1,2000,2000
US,0189,N,US,0199,P,ww,M1,2000,2000
US,0189,N,US,0209,P,ww,M1,2000,2000
US,0189,N,US,0209,P,ww,M1,2000,2000
US,0189,N,US,0209,P,ww,M1,2000,2000
US,0189,N,US,0209,P,ww,M1,2000,2000
US,0189,N,US,0212,P,ww,M1,2000,2000
US,0189,N,US,0212,P,ww,M1,2000,2000
US,0189,N,US,0212,P,ww,M1,2000,2000
US,0189,N,US,0219,P,w,M1,1000,1000
US,0189,N,US,0219,P,ww,M1,2000,2000
US,0189,N,US,0219,P,ww,M1,2000,2000
US,0189,N,US,0219,P,ww,M1,2000,2000
US,0189,N,US,0219,P,ww,M1,2000,2000
US,0189,N,US,0231,P,ww,M1,2000,2000
US,0189,N,US,0231,P,ww,M1,2000,2000
US,0189,N,US,0231,P,ww,M1,2000,2000
US,0189,N,US,0249,P,w,M1,1000,1000
US,0189,N,US,0249,P,ww,M1,2000,2000
US,0189,N,US,0249,P,ww,M1,2000,2000
US,0189,N,US,0249,P,ww,M1,2000,2000
US,0189,N,US,0249,P,ww,M1,2000,2000
US,0189,N,US,0249,P,ww,M1,2000,2000
US,0189,N,US,0250,P,w,M1,1000,1000
US,0189,N,US,0250,P,ww,M1,2000,2000
US,0189,N,US,0251,P,ww,M1,2000,2000
US,0189,N,US,0259,S,w,M1,1000,1000
US,0189,N,US,0259,S,ww,M1,2000,2000
US,0189,N,US,0269,S,w,M1,1000,1000
US,0189,N,US,0269,S,ww,M1,2000,2000
US,0189,N,US,0269,S,ww,M1,2000,2000
US,0189,N,US,0270,P,ww,M1,2000,2000
US,0189,N,US,0270,P,ww,M1,2000,2000
US,0189,N,US,0274,P,ww,M1,2000,2000
US,0189,N,US,0274,P,ww,M1,2000,2000
US,0189,N,US,0299,P,ww,M1,2000,2000
US,0189,N,US,0299,P,ww,M1,2000,2000
US,0189,N,US,0299,P,ww,M1,2000,2000
US,0189,N,US,0299,P,ww,M1,2000,2000
US,0189,N,US,0299,P,ww,M1,2000,2000
US,0189,N,US,0319,P,ww,M1,2000,2000
US,0189,N,US,0319,P,ww,M1,2000,2000
US,0189,N,US,0319,P,ww,M1,2000,2000
US,0189,N,US,0319,P,ww,M1,2000,2000
US,0189,N,US,0319,P,ww,M1,2000,2000
US,0189,N,US,0319,P,ww,M1,2000,2000
US,0189,N,US,0319,P,ww,M1,2000,2000
US,0189,N,US,0319,P,ww,M1,2000,2000
US,0189,N,US,0320,P,w,M1,1000,1000
US,0189,N,US,0320,P,ww,M1,2000,2000
US,0189,N,US,0320,P,ww,M1,2000,2000
US,0189,N,US,0320,P,ww,M1,2000,2000
US,0189,N,US,0340,P,w,M1,1000,1000
US,0189,N,US,0340,P,ww,M1,2000,2000
US,0189,N,US,0350,P,w,M1,1000,1000
US,0189,N,US,0350,P,ww,M1,2000,2000
US,0189,N,US,0380,P,w,M1,1000,1000
US,0189,N,US,0380,P,ww,M1,2000,2000
US,0189,N,US,0380,P,ww,M1,2000,2000
US,0189,N,US,0380,P,ww,M1,2000,2000
US,0189,N,US,0380,P,ww,M1,2000,2000
US,0189,N,US,0380,P,ww,M1,2000,2000
US,0189,N,US,0399,P,w,M1,1000,1000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0399,P,ww,M1,2000,2000
US,0189,N,US,0400,P,w,M1,1000,1000
US,0189,N,US,0400,P,ww,M1,2000,2000
US,0189,N,US,0400,P,ww,M1,2000,2000
US,0189,N,US,0400,P,ww,M1,2000,2000
US,0189,N,US,0419,S,ww,M1,2000,2000
US,0189,N,US,0419,S,ww,M1,2000,2000
US,0189,N,US,0419,S,ww,M1,2000,2000
US,0189,N,US,0419,S,ww,M1,2000,2000
US,0189,N,US,0419,S,ww,M1,2000,2000
US,0189,N,US,0422,P,w,M1,1000,1000
US,0189,N,US,0422,P,ww,M1,2000,2000
US,0189,N,US,0422,P,ww,M1,2000,2000
US,0189,N,US,0422,P,ww,M1,2000,2000
US,0189,N,US,0422,P,ww,M1,2000,2000
US,0189,N,US,0422,P,ww,M1,2000,2000
US,0189,N,US,0432,P,ww,M1,2000,2000
US,0189,N,US,0432,P,ww,M1,2000,2000
US,0189,N,US,0432,P,ww,M1,2000,2000
US,0189,N,US,0449,P,w,M1,1000,1000
US,0189,N,US,0449,P,ww,M1,2000,2000
US,0189,N,US,0449,P,ww,M1,2000,2000
US,0189,N,US,0449,P,ww,M1,2000,2000
US,0189,N,US,0449,P,ww,M1,2000,2000
US,0189,N,US,0449,P,ww,M1,2000,2000
US,0189,N,US,0470,P,w,M1,1000,1000
