SLIC,Abbreviation,GMT_Offset,SLIC_Name,SLIC_Type,SLIC_CC,SLIC_State,Region,District,Building
02KA ,KLABC ,-8, KAMLOOPS AIRPORT TEMP,EX PT   ,CA, BC,12,97,8435
02KR ,AVANL ,-3, 48 KENMOUNT RD-AVALON,EX PT   ,CA, NL,12,97,339
02LX ,LTXMA ,-5, LITTLETON TRAILER EXC,EX PT   ,US, MA,7,36,169
02ME ,MXXGF ,-6, MEXICO CITY 2        ,FRT     ,US, TX,27,8,7832
02NA ,02NA  ,-5, ALSTON TANDEM YD     ,EX PT   ,US, MA,7,36,212
02NB ,HBYMA ,-5, HYANNIS BOAT YARD    ,EX PT   ,US, MA,7,36,269
02NC ,NBYMA ,-5, NANTUCKET BOAT YARD  ,EX PT   ,US, MA,7,36,269
02ND ,MBYMA ,-5, MARTHA'S VINEYARD BT ,EX PT   ,US, MA,7,36,269
02NF ,NBPMA ,-5, NEW BEDFORD STATE PIE,EX PT   ,US, MA,7,36,270
02NH ,HYAAP ,-5, HYANNIS AIRPORT      ,ARPT    ,US, MA,7,36,269
02NM ,MVYAP ,-5, MARTHA'S VINEYARD AP ,ARPT    ,US, MA,7,36,249
02NN ,NANAP ,-5, NANTUCKET AIRPORT    ,ARPT    ,US, MA,7,36,249
02OX ,OAXGF ,-6, OAXACA               ,FRT     ,US, TX,27,8,7832
02PM ,PERNL ,-3, 38 PEARSON RD        ,EX PT   ,CA, NL,12,97,339
02R3 ,RT3MA ,-5, RT. 3                ,EX PT   ,US, MA,7,36,219
02RT ,152MA ,-5, RT 152               ,EX PT   ,US, MA,7,36,219
02SF ,SFUMA ,-5, SORENTI FUEL         ,EX PT   ,US, MA,7,36,270
02SG ,SGBNB ,-4, SOBEY'S - GRAND BAY  ,EX PT   ,CA, NB,12,97,1845
02TY ,COLMA ,-5, COLUMBIA TRAILER YARD,EX PT   ,US, MA,7,36,169
02WA ,WAEMA ,-5, WATERSLIDES          ,EX PT   ,US, MA,7,36,270
02WS ,WOOMA ,-5, WOODSHOLE            ,EX PT   ,US, MA,7,36,219
300,NASNH ,-5, NASHUA WEST          ,CTR     ,US, NH,7,36,300
302,SALNH ,-5, NASHUA EAST          ,CTR     ,US, NH,7,36,300
306,306,-5, NOT - OPEN 19        ,STS     ,US, NH,7,36,319
307,MHTRA ,-5, MANCHESTER RAMP      ,ARPT    ,US, NH,7,36,131
308,308,-5, NASHUA CPU           ,CPU     ,US, NH,7,36,300
309,MHTAP ,-5, MANCHESTER           ,ARPT    ,US, NH,7,36,131
030AM,BOS1  ,-5,Customer Location,CSL     ,US, NH,7,36,  030AM 
310,310,-5, MANCHESTER-MANCHESTE ,CTR     ,US, NH,7,36,319
311,PVDGF ,-5, PROVIDENCE           ,FRT     ,US, RI,27,8,311
313,NNEGF ,-5, N NEW ENGLAND        ,FRT     ,US, NH,27,8,313
316,316,-5, NASHUA VILLAGE       ,CTR     ,US, NH,7,36,395
317,317,-5, MANCHESTER SPECIALS  ,CPU     ,US, NH,7,36,319
318,318,-5, MANCHESTER CPU       ,CPU     ,US, NH,7,36,319
319,MANNH ,-5, MANCHESTER           ,HUB     ,US, NH,7,36,319
320,LACNH ,-5, LACONIA              ,CTR     ,US, NH,7,36,320
324,TXTMX ,-6, TUXTLA               ,CTR     ,MX,   ,13,21,324
325,325,-3, SA-CORNER BROOK      ,CTR     ,CA, NL,12,97,279
326,326,-5, LACONIA SPECIALS     ,CPU     ,US, NH,7,36,320
327,SC1NH ,-5,Customer Location,CSL     ,US, NH,7,36,327
328,328,-5, LACONIA CPU          ,CPU     ,US, NH,7,36,320
332,332,-6, SA-DURANGO           ,CTR     ,MX,   ,13,21,332
333,333,-5, NEW HAMPSHIRE TDP    ,CTR     ,US, NH,7,36,319
335,335,-3, ST.JOHN'S CENTRE     ,CTR     ,CA, NL,12,97,339
338,338,-5, LACONIA - 0319       ,CPU     ,US, NH,7,36,320
339,339,-3, ST.JOHN'S HUB        ,HUB     ,CA, NL,12,97,339
340,KEENH ,-5, KEENE                ,CTR     ,US, NH,7,36,340
345,345,-4, OSP NEWFOUNDLAND     ,CTR     ,CA, NL,12,97,1549
347,347,-5, KEENE SPECIALS       ,CPU     ,US, NH,7,36,340
348,348,-5, KEENE CPU            ,CPU     ,US, NH,7,36,340
349,SSJNF ,-3, SA-ST. JOHN'S NL HUB ,HUB     ,CA, NL,12,97,349
350,TMONH ,-5, TWIN MOUNTAIN        ,CTR     ,US, NH,7,36,350
355,355,-3, SA-LABRADOR          ,CTR     ,CA, NL,12,97,355
358,358,-5, TWIN MTN SPECIALS    ,CPU     ,US, NH,7,36,350
365,365,-3, PCL - NL             ,CTR     ,CA, NL,12,97,355
367,367,-5, CPU BROSSARD         ,CPU     ,CA, QC,12,97,2389
368,368,-5, DOVER SPECIALS       ,CPU     ,US, NH,7,36,380
371,LEBNH ,-5, LEBANON (0500)       ,CTR     ,US, NH,7,36,500
375,375,-3, SA-ST. ANTHONY       ,CTR     ,CA, NL,12,97,339
376,376,-3, CPU ST. JOHN'S       ,CPU     ,CA, NL,12,97,339
379,LEBAS ,-5, LEBANON AIR SORT     ,ARPT    ,US, NH,7,36,380
380,DOVNH ,-5, DOVER-DOVER          ,CTR     ,US, NH,7,36,380
382,382,-5, DOVER VILLAGE        ,CTR     ,US, NH,7,36,380
386,386,-5, NASHUA SPECIALS      ,CPU     ,US, NH,7,36,300
388,388,-5, DOVER CPU            ,CPU     ,US, NH,7,36,380
395,MRHNH ,-5, NASHUA HIB           ,HUB     ,US, NH,7,36,395
396,396,-5, PROVIDENCE CPU MASELL,CPU     ,US, RI,7,36,299
398,MNTCA ,-5, MONTREAL             ,CTR     ,CA, QC,12,97,2669
399,NSHNH ,-5, NASHUA               ,HUB     ,US, NH,7,36,300
03EX ,X16NH ,-5, EXIT 16 INTRSTE 89   ,EX PT   ,US, NH,7,36,169
03NM ,NFMNS ,-4, MEETPOINT-125 NORTH F,EX PT   ,CA, NS,12,97,659
03PM ,PETSK ,-6, PETRO CANADA - 1230 H,EX PT   ,CA, SK,12,97,4299
03VA ,VASNH ,-5, VALUE ADDED SERVICES ,EX PT   ,US, NH,7,36,300
03WC ,WMCMA ,-5, WATERTOWN CUST. COUNT,EX PT   ,US, MA,7,36,219
400,WELME ,-5, WELLS                ,CTR     ,US, ME,7,36,400
402,402,-5, WELLSNH              ,CTR     ,US, NH,7,36,400
407,DARGF ,-4, HALIFAX              ,FRT     ,CA, NS,27,9,407
408,408,-5, PORTLAND SPECIALS    ,CPU     ,US, ME,7,36,419
412,412,-5, PORTLAND             ,CTR     ,US, ME,7,36,419
413,MCHGF ,-5, MANCHESTER           ,FRT     ,US, NH,27,8,413
417,HAION ,-5, HAMILTON             ,CTR     ,CA, ON,12,97,4879
418,418,-5, PORTLAND CPU         ,CPU     ,US, ME,7,36,419
419,PORME ,-5, PORTLAND             ,HUB     ,US, ME,7,36,419
422,LEWME ,-5, LEWISTON-AUBURN      ,CTR     ,US, ME,7,36,422
424,424,-5, CPU DRUMMOND         ,CPU     ,CA, QC,12,97,3625
426,PORMX ,-6, UPS POZA RICA        ,CTR     ,MX,   ,13,21,426
427,427,-5, BANGOR SPECIALS      ,CPU     ,US, ME,7,36,449
428,428,-5, LEWISTON CPU         ,CPU     ,US, ME,7,36,422
429,PWMAP ,-5, PORTLAND             ,ARPT    ,US, ME,7,36,419
042AF,ABFBC ,-8, ABBOTSFORD FEEDER    ,EX PT   ,CA, BC,12,97,4289
432,BEAME ,-5, LL BEAN              ,CTR     ,US, ME,7,36,432
433,433,-8, SA BAJA CALIFORNIA NO,CTR     ,MX,   ,13,21,433
434,FREME ,-5,Customer Location,CSL     ,US, ME,7,36,432
436,PPCME ,-5,Customer Location,CSL     ,US, ME,7,36,436
437,HLXAF ,-8, CARTCO LAX HUB       ,FRT     ,US, CA,27,5,437
438,438,-5, PORTLAND-LL BEAN     ,CPU     ,US, ME,7,36,419
439,LEWAP ,-5, LEWISTON             ,ARPT    ,US, ME,7,36,422
440,440,-5, BANGOR               ,CTR     ,US, ME,7,36,449
441,441,-5, NOT - OPEN 20        ,STS     ,US, ME,7,36,449
443,443,-5, NOT - OPEN 21        ,STS     ,US, ME,7,36,449
444,WREME ,-5, BANGOR TDP           ,CTR     ,US, ME,7,36,449
448,448,-5, BANGOR CPU           ,CPU     ,US, ME,7,36,449
449,BANME ,-5, BANGOR               ,HUB     ,US, ME,7,36,449
453,WNDCA ,-5, WINDSOR              ,CTR     ,CA, ON,12,97,5279
457,BGRAP ,-5, BANGOR               ,ARPT    ,US, ME,7,36,449
458,458,-5, WELLS CPU            ,CPU     ,US, ME,7,36,400
460,CALME ,-5, CALAIS               ,CTR     ,US, ME,7,36,460
468,468,-5, LEWISTON SPECIALS    ,CPU     ,US, ME,7,36,422
470,PISME ,-5, PRESQUE ISLE         ,CTR     ,US, ME,7,36,470
471,HOLME ,-5, HOULTON              ,CTR     ,US, ME,7,36,471
472,PQIAP ,-5, PRESQUE ISLE AIRPORT ,ARPT    ,US, ME,7,36,470
473,MLTAS ,-5, MILLINOCKET          ,ARPT    ,US, ME,7,36,471
478,478,-5, ROCKLAND CPU         ,CPU     ,US, ME,7,36,480
480,ROCME ,-5, ROCKLAND             ,CTR     ,US, ME,7,36,480
481,RKDAP ,-5, ROCKLAND AIRPORT     ,ARPT    ,US, ME,7,36,480
482,482,-7, SA BAJA CALIFORNIA SU,CTR     ,MX,   ,13,21,482
490,WATME ,-5, WATERVILLE           ,CTR     ,US, ME,7,36,490
495,TLVCA ,-5, TORONTO LVS CDX      ,CTR     ,CA, ON,12,97,4579
497,WVLAP ,-5, WATERVILLE           ,ARPT    ,US, ME,7,36,490
498,498,-5, WATERVILLE CPU       ,CPU     ,US, ME,7,36,490
04AT ,AMHME ,-5, AMHERST TURN         ,EX PT   ,US, ME,7,36,460
04BM ,BSDNB ,-4, 525 BROOKSIDE DR     ,EX PT   ,CA, NB,12,97,1735
04CO ,CRUON ,-5, CORUNNA - CHEMICAL VA,EX PT   ,CA, ON,12,97,4579
04CQ ,CSMNB ,-4, CAMPBELL STREET MEET ,EX PT   ,CA, NB,12,97,1845
04CX ,CNMNB ,-4, 110 CROWN ST         ,EX PT   ,CA, NB,12,97,1845
04DD ,X39ME ,-5," EXIT 39, RT 95       ",EX PT   ,US, ME,7,36,449
04EL ,ELLME ,-5," ELLSWORTH, ME        ",EX PT   ,US, ME,7,36,449
04FW ,FWTNB ,-4, WALMART - FAIRVILLE  ,EX PT   ,CA, NB,12,97,1845
04HW ,TMENS ,-4, HWY 311 & HWY6-MEETPO,EX PT   ,CA, NS,12,97,659
04LM ,LMBON ,-5, LAMBTON MALL         ,EX PT   ,CA, ON,12,97,4579
04LV ,LNGNS ,-4, MEETPOINT - 75 LAVINI,EX PT   ,CA, NS,12,97,659
04LX ,X19ME ,-5, RT 1 NO @ DBL L ST.  ,EX PT   ,US, ME,7,36,419
04ME ,X55ME ,-5, EXIT 55 RT95         ,EX PT   ,US, ME,7,36,471
04MQ ,MMMNB ,-4, MCCAIN - 107 MAIN ST ,EX PT   ,CA, NB,12,97,1735
04MR ,CTMNB ,-4, 345 MIRAMICHI RD     ,EX PT   ,CA, NB,12,97,1735
04MW ,WTMNB ,-4, 800 MAIN ST          ,EX PT   ,CA, NB,12,97,1735
04NA ,04NA  ,-5, CHELMSFORD           ,EX PT   ,US, MA,7,36,419
04NB ,X20NH ,-5, EXIT 20 I93          ,EX PT   ,US, NH,7,36,320
04PK ,PLKON ,-5, PLANK RD - SARNIA    ,EX PT   ,CA, ON,12,97,4579
04PR ,PREME ,-5, PRINCETON TURN       ,EX PT   ,US, ME,7,36,460
04RM ,ASSNB ,-4, 505 ROTHESAY AVE     ,EX PT   ,CA, NB,12,97,1845
04SX ,SLLON ,-5, SHELL STATION - PETRO,EX PT   ,CA, ON,12,97,4579
04WL ,WALME ,-5, WALLACE AVE          ,EX PT   ,US, ME,7,36,419
04WS ,WTUME ,-5, WESLEY TURN          ,EX PT   ,US, ME,7,36,460
500,WHIVT ,-5, WHITE RIVER (0371)   ,CTR     ,US, VT,7,36,500
504,WPGCA ,-6, WINNIPEG GROUND      ,CTR     ,CA, MB,12,97,6219
505,505,-4, METRO HALIFAX        ,CTR     ,CA, NS,12,97,659
506,506,-4, DIGBY CENTRE         ,CTR     ,CA, NS,12,97,659
510,WINAP ,-6, WINNIPEG INTERN'L    ,ACTR    ,CA, MB,12,97,6219
522,ORDAF ,-6, CARTCO ORD CHICAGO SV,FRT     ,US, IL,27,5,6795
530,BRAVT ,-5, BRATTLEBORO          ,CTR     ,US, VT,7,36,530
535,535,-5, BRATTLEBORO SPECIALS ,CPU     ,US, VT,7,36,530
536,536,-5, BURLINGTON - UPS FSB ,CPU     ,US, VT,7,36,540
538,538,-5, BRATTLEBORO CPU      ,CPU     ,US, VT,7,36,530
540,BURVT ,-5, BURLINGTON           ,CTR     ,US, VT,7,36,540
541,PMEGF ,-5, PORTLAND             ,FRT     ,US, ME,27,8,541
546,BTVAP ,-5, BURLINGTON           ,ARPT    ,US, VT,7,36,540
547,547,-5, BURLINGTON SPECIALS  ,CPU     ,US, VT,7,36,540
548,548,-5, BURLINGTON CPU       ,CPU     ,US, VT,7,36,540
054AG,054AG ,-5,Customer Location,CSL     ,US, VT,7,36,  054AG 
554,554,-5, WHITE RIVER SPECIALS ,CPU     ,US, VT,7,36,500
556,MNZMX ,-6, MANZANILLO           ,CTR     ,MX,   ,13,21,556
558,558,-5, WHITE RIVER CPU      ,CPU     ,US, VT,7,36,500
560,BARVT ,-5, BARRE                ,CTR     ,US, VT,7,36,560
566,566,-5, BARRE SPECIALS       ,CPU     ,US, VT,7,36,560
567,MPVAP ,-5, BARRE (MONTPELIER)   ,ARPT    ,US, VT,7,36,560
568,568,-5, BARRE - 1229         ,CPU     ,US, VT,7,36,560
570,RUTVT ,-5, RUTLAND              ,CTR     ,US, VT,7,36,570
572,RUTAP ,-5, RUTLAND              ,ARPT    ,US, VT,7,36,570
574,CORMX ,-6, CORDOBA              ,CTR     ,MX,   ,13,21,574
575,575,-5, CPU QUEBEC CITY      ,CPU     ,CA, QC,12,97,2500
578,578,-5, RUTLAND CPU          ,CPU     ,US, VT,7,36,570
580,STJVT ,-5, ST JOHNSBURY         ,CTR     ,US, VT,7,36,580
584,584,-6, SA COLIMA            ,CTR     ,MX,   ,13,21,584
585,DERVT ,-5, DERBY LINE           ,EX PT   ,US, VT,7,36,580
587,587,-5, ST JOHNSBURY SPECIALS,CPU     ,US, VT,7,36,580
588,588,-5, ST JOHNSBURY CPU     ,CPU     ,US, VT,7,36,580
596,596,-5, RUTLAND SPECIALS     ,CPU     ,US, VT,7,36,570
598,598,-5, RUTLAND - 1229       ,CPU     ,US, VT,7,36,570
05NA ,X06MA ,-5, EXIT 06 MP           ,EX PT   ,US, MA,7,36,169
05NB ,X11MA ,-5, EXIT 11 MASS PIKE    ,EX PT   ,US, MA,7,36,169
05NC ,X17MA ,-5, EXIT 17 I-91         ,EX PT   ,US, VT,7,36,169
05ND ,X03MA ,-5, EXIT 3 I-91          ,EX PT   ,US, VT,7,36,169
05XC ,ZXCME ,-5, CBP CALAIS           ,EX PT   ,US, ME,27,8,541
600,600,-5, HARTFORD-EAST        ,CTR     ,US, CT,7,36,619
602,602,-5, HARTFORD-SAT DEL     ,ACTR    ,US, CT,7,36,619
603,WINCT ,-5, WINDSOR              ,CTR     ,US, CT,7,36,609
604,604,-5, WATERBURY CPU        ,CPU     ,US, CT,7,36,679
605,605,-5, WATERBURY-NORTH      ,CTR     ,US, CT,7,36,679
606,606,-5, NOT - OPEN 1         ,STS     ,US, CT,7,36,606
608,608,-5, SNE ORIGIN - 0619    ,CPU     ,US, CT,7,36,619
609,BDLAP ,-5, BRADLEY HUB SORT     ,HUB     ,US, CT,7,36,609
060AM,BDL2  ,-5,Customer Location,CSL     ,US, CT,7,36,  060AM 
060AZ,BDL1Z ,-5,Customer Location,CSL     ,US, CT,7,36,  060AM 
610,610,-5, HARTFORD-WEST        ,CTR     ,US, CT,7,36,619
612,612,-5, HARTFORD-ON CALL AIR ,ACTR    ,US, CT,7,36,619
613,613,-5, NOT - OPEN 10        ,STS     ,US, CT,7,36,619
615,615,-5, NOT - OPEN 2         ,STS     ,US, CT,7,36,606
616,616,-5, NOT - OPEN 11        ,STS     ,US, CT,7,36,619
617,617,-5, HARTFORD             ,DSH     ,US, CT,7,36,619
618,618,-5, HARTFORD             ,CPU     ,US, CT,7,36,619
619,HARCT ,-5, HARTFORD             ,HUB     ,US, CT,7,36,619
061JC,061JC ,-5,Customer Location,CSL     ,US, CT,7,36,  061JC 
623,623,-5, NOT - OPEN 22        ,STS     ,US, CT,7,36,619
624,QVCCT ,-5, QVC DROP HARCT-WORMA ,DSH     ,US, CT,7,36,619
625,625,-4, HALIFAX CENTRE       ,CTR     ,CA, NS,12,97,659
628,628,-5, SNE CPU TO BDL       ,CPU     ,US, CT,7,36,609
629,BDLCT ,-5, BRADLEY RAMP SORT    ,HUB     ,US, CT,7,36,609
062SP,062SP ,-5,Customer Location,CSL     ,US, CT,7,36,  062SP 
630,NCHCT ,-5, NORWICH              ,CTR     ,US, CT,7,36,630
631,631,-5, NORWICH CPU          ,CPU     ,US, CT,7,36,630
632,632,-5, NORWICH-SAT DEL      ,ACTR    ,US, CT,7,36,630
633,633,-5, NIANTIC CPU          ,CPU     ,US, CT,7,36,635
635,NIACT ,-5, NIANTIC-NIANTIC(1191 ,CTR     ,US, CT,7,36,635
637,637,-5, BDL CPU TO CHEMA     ,CPU     ,US, CT,7,36,609
638,638,-5, NORWICH - 0669       ,CPU     ,US, CT,7,36,630
063AM,BDL3  ,-5,Customer Location,CSL     ,US, CT,7,36,  063AM 
063DI,063DI ,-5, DEFENDER CPU         ,CPU     ,US, CT,7,36,635
641,641,-5, ORANGE CPU           ,CPU     ,US, CT,7,36,647
645,645,-4, SA-D1 DARTMOUTH      ,CTR     ,CA, NS,12,97,659
647,ORACT ,-5, ORANGE               ,CTR     ,US, CT,7,36,647
648,648,-5, NHACT-0652 CPU       ,CPU     ,US, CT,7,36,652
649,NOWCT ,-5, NORWICH LOCAL SORT   ,HUB     ,US, CT,7,36,630
651,651,-5, STRATFORD CPU        ,CPU     ,US, CT,7,36,669
652,NHACT ,-5, NORTH HAVEN          ,CTR     ,US, CT,7,36,652
654,BURGF ,-5, BURLINGTON           ,FRT     ,US, VT,27,8,654
655,WFDGF ,-5, WALLINGFORD          ,FRT     ,US, CT,27,8,655
656,MOEMX ,-6, SA-NUEVO LEON        ,CTR     ,MX,   ,13,21,656
658,658,-5, SOUTH FDR CPU 0669   ,CPU     ,US, CT,7,36,669
659,659,-4, HALIFAX HUB          ,HUB     ,CA, NS,12,97,659
660,660,-5, STRATFORD-FAIRPORT   ,CTR     ,US, CT,7,36,669
662,662,-5, STRATFORD-SAT DEL    ,ACTR    ,US, CT,7,36,669
663,663,-5, STRATFORD-ON CALL AI ,ACTR    ,US, CT,7,36,669
665,665,-4, CPU HALIFAX          ,CPU     ,CA, NS,12,97,659
666,CRTGF ,-5, CARTERET             ,FRT     ,US, NJ,27,8,666
667,667,-5, NOT - OPEN 12        ,STS     ,US, CT,7,36,669
668,668,-5, STRATFORD            ,CPU     ,US, CT,7,36,669
669,STRCT ,-5, STRATFORD            ,HUB     ,US, CT,7,36,669
670,670,-5, WATERBURY-SOUTH      ,CTR     ,US, CT,7,36,679
671,MOOGF ,-5, MOONACHIE            ,FRT     ,US, NJ,27,8,671
672,672,-5, WATERBURY-SAT DEL    ,ACTR    ,US, CT,7,36,679
673,673,-5, CHESHIRE DIRECT-CPU  ,CPU     ,US, CT,7,36,679
678,678,-5, WATERBURY            ,CPU     ,US, CT,7,36,679
679,WATCT ,-5, WATERBURY SORT       ,HUB     ,US, CT,7,36,679
067MA,067MA ,-5,Customer Location,CSL     ,US, CT,7,36,  067MA 
680,DANCT ,-5, DANBURY              ,CTR     ,US, CT,7,36,680
681,681,-5, NORWALK-NORWALK      ,CTR     ,US, CT,7,36,699
685,685,-5, DANBURY CPU          ,CPU     ,US, CT,7,36,680
688,688,-5, DANBURY              ,CPU     ,US, CT,7,36,680
689,CRHCT ,-5, CT HIB               ,HUB     ,US, CT,7,36,689
690,690,-5, NORWALK-STAMFORD     ,CTR     ,US, CT,7,36,699
692,692,-5, NORWALK-SAT DEL      ,ACTR    ,US, CT,7,36,699
693,693,-5, NORWALK-ON CALL AIR  ,ACTR    ,US, CT,7,36,699
695,695,-5, S.N.E. EARLY AM      ,ACTR    ,US, CT,7,36,699
698,698,-5, SNE ORIGIN - 0669    ,CPU     ,US, CT,7,36,699
699,NORCT ,-5, NORWALK SORT         ,HUB     ,US, CT,7,36,699
06DH ,DHRCT ,-5, DAY HILL ROAD        ,EX PT   ,US, CT,7,36,619
06ML ,MILCT ,-5," MILFORD, CT EXPT     ",EX PT   ,US, CT,7,36,669
06NA ,06NA  ,-5, 317 ELLA GRASSO TPKE ,EX PT   ,US, CT,7,36,609
06NB ,06NB  ,-5, MILFORD              ,EX PT   ,US, CT,7,36,609
06NC ,ZNCCT ,-5, NY-CT STLINE         ,EX PT   ,US, CT,27,8,655
06NH ,ZNHCT ,-5, NEW HAVEN            ,EX PT   ,US, CT,27,8,655
06PM ,ZMPMO ,-6, PEVELY               ,EX PT   ,US, MO,27,8,6336
06WT ,WSNCT ,-5, WATSON BLVD EXCHANGE ,EX PT   ,US, CT,7,36,669
701,701,-5, NJMEA-RUTHERFORD     ,CTR     ,US, NJ,7,20,709
702,702,-5, NJMEA-NORTH BERGEN   ,CTR     ,US, NJ,7,20,709
703,703,-5, LYNDHURST VILLAGE    ,CTR     ,US, NJ,7,20,703
704,704,-5, HASBROUCK HEIGHTS    ,CTR     ,US, NJ,7,20,703
707,707,-5, EDISON-WOODBRIDGE    ,CTR     ,US, NJ,7,20,899
708,708,-5, MJ - 0709            ,CPU     ,US, NJ,7,20,709
709,MEANJ ,-5, MEADOWLANDS          ,HUB     ,US, NJ,7,20,709
070AM,EWR7  ,-5,Customer Location,CSL     ,US, NJ,7,20,  070AM 
070AZ,EWR7Z ,-5,Customer Location,CSL     ,US, NJ,7,20,  070AM 
070HF,070HF ,-5,Customer Location,CSL     ,US, NJ,7,20,  070HF 
710,710,-5, GOULD AVE            ,CTR     ,US, NJ,7,20,710
713,713,-5, NJMEA-TEANECK        ,CTR     ,US, NJ,7,20,709
714,714,-5, MEANJ D - DSH        ,DSH     ,US, NJ,7,20,709
715,715,-5, SADNJ N-CPU          ,CPU     ,US, NJ,7,20,759
716,EWRRA ,-5, NJMEA-EARLY AM       ,ACTR    ,US, NJ,7,20,709
717,717,-5, MEADOWLANDS          ,DSH     ,US, NJ,7,20,709
718,718,-5, ORANJ CPU            ,CPU     ,US, NJ,7,20,710
719,ORANJ ,-5, NEWARK SORT          ,HUB     ,US, NJ,7,20,710
071TD,071TD ,-5,Customer Location,CSL     ,US, NJ,7,32,710
721,721,-5, NJEDI-LINDEN         ,CTR     ,US, NJ,7,20,899
722,722,-5, ORANGE CUSTOMER COUNT,ACTR    ,US, NJ,7,20,710
723,723,-5, MEADOWLANDS ON CALL A,ACTR    ,US, NJ,7,20,709
724,724,-5, NJMEA-SATURDAY AIR   ,ACTR    ,US, NJ,7,20,709
726,726,-5, NOA -OPEN 1          ,STS     ,US, NJ,7,20,709
727,727,-5, NOA - OPEN 1         ,CPU     ,US, NJ,7,20,899
728,728,-5, CJ - 0789            ,CPU     ,US, NJ,7,20,899
729,EWR55 ,-5, NEWARK AIR SORT      ,ARPT    ,US, NJ,7,20,729
072AM,EWR9Z ,-5,Customer Location,CSL     ,US, NJ,7,20,  072AM 
072AZ,LGA7  ,-5,Customer Location,CSL     ,US, NJ,7,20,  072AZ 
730,730,-5, NJMEA-JERSEY CITY    ,CTR     ,US, NJ,7,20,709
731,731,-5, PARNJ N-CPU          ,CPU     ,US, NJ,7,20,799
732,732,-5, EDINJ CPU - AREA GSR ,CPU     ,US, NJ,7,20,899
733,HWRAF ,-5, CARTCO EWR HUB       ,FRT     ,US, NJ,27,5,1647
734,734,-5, NOA - OPEN 2         ,STS     ,US, NJ,7,20,729
735,735,-4, SYDNEY CENTRE        ,CTR     ,CA, NS,12,97,735
736,SKEAR ,-5, SOUTH KEARNY         ,RAIL YD ,US, NJ,7,20,709
738,738,-5, MEANJ CPU - 070N     ,CPU     ,US, NJ,7,20,709
739,SQDNJ ,-5, MEADOWLANDS-SQUARE D ,HUB     ,US, NJ,7,20,709
740,740,-5, SADDLEBROOK-RIDGEW'D ,CTR     ,US, NJ,7,20,759
742,742,-5, PARSIPPANY-WAYNE     ,CTR     ,US, NJ,7,20,799
744,744,-5, MEANJ CPU - VOL MANAG,CPU     ,US, NJ,7,20,709
745,745,-5, SADDLEBROOK-SAT DEL  ,ACTR    ,US, NJ,7,20,759
746,NOBG  ,-5, NORTH BERGEN         ,RAIL YD ,US, NJ,7,20,709
747,747,-5, SADDLEBROOK ON CALL A,ACTR    ,US, NJ,7,20,759
748,748,-5, MJ - 0899            ,CPU     ,US, NJ,7,20,709
749,MOLNJ ,-5, MT. OLIVE HUB        ,HUB     ,US, NJ,7,20,784
750,750,-5, SADDLEBROOK-SADDLEBRO,CTR     ,US, NJ,7,20,759
751,751,-5, SADDLEBROOK CUST COUN,CTR     ,US, NJ,7,20,759
753,753,-5, NORTH JERSEY EARLY AM,ACTR    ,US, NJ,7,20,799
754,754,-5, MEADOWLANDS CUST COUN,CTR     ,US, NJ,7,20,709
756,756,-5, NJ - 0759            ,CPU     ,US, NJ,7,20,799
757,757,-5, SADDLEBROOK          ,DSH     ,US, NJ,7,20,759
758,758,-5, MJ - 0759            ,CPU     ,US, NJ,7,20,759
759,SADNJ ,-5, SADDLEBROOK          ,HUB     ,US, NJ,7,20,759
075CP,075CP ,-5, SADDLEBROOK CPU      ,CPU     ,US, NJ,7,20,759
075L ,SRLNJ ,-5, EAST 5TH ST LOT      ,EX PT   ,US, NJ,7,20,759
761,761,-5, SADDLEBROOK-PARAMUS  ,CTR     ,US, NJ,7,20,759
762,762,-5, ORANJ CPU - VOL MANAG,CPU     ,US, NJ,7,20,710
763,763,-5, NJMEA-HACKENSACK     ,CTR     ,US, NJ,7,20,709
764,764,-5, ORANJ CPU - AREA GSR ,CPU     ,US, NJ,7,20,710
765,765,-4, CPU SYDNEY           ,CPU     ,CA, NS,12,97,735
766,766,-5, SADNJ CPU - VOL MANAG,CPU     ,US, NJ,7,20,759
767,767,-5, MEANJ CPU - AREA GSR ,CPU     ,US, NJ,7,20,709
768,768,-5, PARNJ CPU - AREA GSR ,CPU     ,US, NJ,7,20,799
770,770,-5, TINTON FALLS-P       ,CTR     ,US, NJ,7,20,770
771,771,-5, NJTIN-TINTON FALLS   ,CTR     ,US, NJ,7,20,770
772,772,-5, SATURDAY AIR         ,ACTR    ,US, NJ,7,20,770
774,774,-5, CENTRAL JERSEY EARLY ,ACTR    ,US, NJ,7,20,770
775,775,-5, BOUND BROOK-ON CALL  ,ACTR    ,US, NJ,7,20,789
776,776,-5, NJTIN-COLTS NECK     ,CTR     ,US, NJ,7,20,770
777,777,-5, TFANJ CPU - VOL MANAG,CPU     ,US, NJ,7,20,770
778,778,-5, TINTON FALLS         ,CPU     ,US, NJ,7,20,770
779,TFANJ ,-5, TINTON FALLS         ,HUB     ,US, NJ,7,20,770
780,780,-5, NOA - OPEN 12        ,STS     ,US, NJ,7,20,799
781,781,-5, MT. OLIVE-NEWTON     ,CTR     ,US, NJ,7,20,784
782,782,-5, MOLNJ CPU - AREA GSR ,CPU     ,US, NJ,7,20,784
783,783,-5, PARSIPPANY-ON CALL A ,ACTR    ,US, NJ,7,20,799
