,SLIC,SLIC_State
7570,8417, UT
7571,8418, UT
7572,8419, UT
7573,841AM, UT
7574,8421, UT
7575,8422, UT
7576,8423, UT
7577,8424, UT
7578,8425, BC
7579,8427, UT
7580,8428, UT
7581,8429, UT
7582,8430, UT
7583,8433, UT
7584,8434, UT
7585,8435, BC
7586,8438, UT
7587,843KA, BC
7588,8440, UT
7589,8443, UT
7590,8445, UT
7591,8447, UT
7592,8448, UT
7593,844WY, UT
7594,8450, UT
7595,8451, UT
7596,8452, UT
7597,8453, UT
7598,8454, UT
7599,8455, UT
7600,8456, UT
7601,8457, UT
7602,8459, UT
7603,8460, UT
7604,8461, UT
7605,8462, UT
7606,8464, UT
7607,8465, UT
7608,8466, UT
7609,8467, UT
7610,8468, UT
7611,846JC, UT
7612,8470, UT
7613,8471, UT
7614,8472, UT
7615,8473, UT
7616,8474, UT
7617,8476, UT
7618,8477, UT
7619,8478, UT
7620,8484, UT
7621,8487, UT
7622,8488, ID
7623,8494, UT
7624,8495, BC
7625,8498, UT
7626,849KE, BC
7627,84BC , UT
7628,84BL , UT
7629,84BR , UT
7630,84CF , UT
7631,84CG , UT
7632,84CJ , UT
7633,84DU , UT
7634,84FJ , UT
7635,84GC , UT
7636,84GN , UT
7637,84GO , UT
7638,84HX , UT
7639,84JS , UT
7640,84LB , UT
7641,84LG , UT
7642,84LS , NV
7643,84MB , UT
7644,84ML , UT
7645,84NA , UT
7646,84NB , UT
7647,84NC , UT
7648,84ND , UT
7649,84NE , UT
7650,84NF , UT
7651,84NG , UT
7652,84NO , AZ
7653,84PK , UT
7654,84RV , UT
7655,84SA , AZ
7656,84SC , UT
7657,84SM , UT
7658,84TE , UT
7659,84TO , UT
7660,84TU , UT
7661,84VG , UT
7662,84WV , UT
7663,8500, AZ
7664,8501, AZ
7665,8502, AZ
7666,8504, AZ
7667,8505, AZ
7668,8507, AZ
7669,8508, AZ
7670,8509, AZ
7671,850AM, AZ
7672,850AZ, AZ
7673,850CB, AZ
7674,850FR, AZ
7675,850GP, AZ
7676,8513, AZ
7677,8514, AZ
7678,8515, AZ
7679,8517, AZ
7680,8518, AZ
7681,8519, AZ
7682,8520, AZ
7683,8521, AZ
7684,8522, AZ
7685,8523, AZ
7686,8524, AZ
7687,8525, AZ
7688,8526, AZ
7689,8527, AZ
7690,8528, AZ
7691,8529, AZ
7692,852SF, AZ
7693,852TG, AZ
7694,8530, AZ
7695,8531, AZ
7696,8532, AZ
7697,8533, AZ
7698,8534, AZ
7699,8535, AZ
7700,8536, AZ
7701,8538, AZ
7702,8539, AZ
7703,8541, CA
7704,8544, AZ
7705,8546, AZ
7706,8547,   
7707,8548, AZ
7708,8549, AZ
7709,8550, AZ
7710,8551, AZ
7711,8552, AZ
7712,8555, AZ
7713,8556, AZ
7714,8556Z, AZ
7715,8557, AZ
7716,8557Z, AZ
7717,8559, AZ
7718,8560, AZ
7719,8563, AZ
7720,8565, AZ
7721,8566, AZ
7722,8567, AZ
7723,8568, AZ
7724,8569, AZ
7725,8570, AZ
7726,8571, AZ
7727,8572, AZ
7728,8573, BC
7729,8575, AZ
7730,8576, AZ
7731,8577, AZ
7732,8578, AZ
7733,8579, AZ
7734,8580, BC
7735,8582, AZ
7736,8584, BC
7737,8586, AZ
7738,8588, AZ
7739,8589, AZ
7740,858BT, BC
7741,858CO, BC
7742,858NA, BC
7743,8590, AZ
7744,8593, ON
7745,8594, TX
7746,8597, AZ
7747,8597Z, AZ
7748,8598, AZ
7749,8598Z, AZ
7750,8599, AZ
7751,85BE , AZ
7752,85CB , TX
7753,85CE , AZ
7754,85CJ , AZ
7755,85CY , AZ
7756,85CZ , AZ
7757,85DO , AZ
7758,85EA , AZ
7759,85EL , AZ
7760,85EV , AZ
7761,85FJ , AZ
7762,85FK , AZ
7763,85GA , AZ
7764,85GY , TX
7765,85IN , AZ
7766,85LQ , AZ
7767,85LR , BC
7768,85NA , BC
7769,85NB , AZ
7770,85NC , AZ
7771,85ND , AZ
7772,85NE , AZ
7773,85NJ , AZ
7774,85NM , AZ
7775,85NQ , AZ
7776,85NS , AZ
7777,85NT , NV
7778,85NV , AZ
7779,85NW , AZ
7780,85NX , AZ
7781,85NY , AZ
7782,85OE , AZ
7783,85OT , AZ
7784,85PK , AZ
7785,85QT , AZ
7786,85SI , AZ
7787,85SL , AZ
7788,85SO , AZ
7789,85SQ , AZ
7790,85TN , AZ
7791,85TS , AZ
7792,85UP , AZ
7793,85WA , AZ
7794,85WC , AZ
7795,85WX , AZ
7796,85ZW , AZ
7797,8600, AZ
7798,8601, AZ
7799,8602, AZ
7800,8603, AZ
7801,8604, AZ
7802,8605, BC
7803,8608, AZ
7804,8609, AZ
7805,8610, BC
7806,8618, AZ
7807,8619, AZ
7808,8621, AZ
7809,8624, BC
7810,8625, BC
7811,8626, BC
7812,8627, BC
7813,8629, AZ
7814,862AB, BC
7815,8630, AZ
7816,8631, AZ
7817,8632, BC
7818,8638, BC
7819,8639, AZ
7820,8640, AZ
7821,8641, AZ
7822,8643, AZ
7823,8644, AZ
7824,8645, AZ
7825,8646, AZ
7826,8647, AZ
7827,8649, AZ
7828,8654, BC
7829,8655, BC
7830,8656, BC
7831,8675,   
7832,8683, AZ
7833,86AB , AZ
7834,86AG , BC
7835,86AW , AZ
7836,86BR , AZ
7837,86CC , AZ
7838,86CJ , AZ
7839,86CN , BC
7840,86CT , AZ
7841,86CV , AZ
7842,86FR , AZ
7843,86FT , BC
7844,86GA , AZ
7845,86JH , AZ
7846,86KA , AZ
7847,86KY , AZ
7848,86LB , AZ
7849,86MC , AZ
7850,86NT , AZ
7851,86NW , AZ
7852,86PA , AZ
7853,86RE , BC
7854,86RH , AZ
7855,86SP , AZ
7856,86VS , TX
7857,8700, NM
7858,8701, NM
7859,8704, NM
7860,8708, NM
7861,8709, NM
7862,8710, NM
7863,8711, NM
7864,8712, NM
7865,8713, NM
7866,8714, NM
7867,8715, NM
7868,8717, NM
7869,8718, NM
7870,8719, NM
7871,8722, TX
7872,8724, NM
7873,8725, NM
7874,8727, NM
7875,8729, NM
7876,8730, NM
7877,8731, NM
7878,8739, NM
7879,8740, NM
7880,8744, NM
7881,8749, NM
7882,8750, NM
7883,8751, NM
7884,8755, NM
7885,8759, NM
7886,8762, PA
7887,8763, UT
7888,8769, NM
7889,8770, NM
7890,8771, NM
7891,8774, NM
7892,8779, NM
7893,8780, NM
7894,8787, CA
7895,8788, NM
7896,8789, NM
7897,8793, TX
7898,8794, TX
7899,87BE , NM
7900,87BN , NM
7901,87CT , NM
7902,87ES , NM
7903,87GA , NM
7904,87HI , NM
7905,87HT , NM
7906,87LE , NM
7907,87MA , TX
7908,87PI , NM
7909,87PL , CA
7910,87RT , NM
7911,87RU , NM
7912,87SO , NM
7913,87SR , NM
7914,87SS , CA
7915,87TC , NM
7916,87TY , NM
7917,87WM , NM
7918,8800, NM
7919,8801, NM
7920,8802, NM
7921,8805, NM
7922,8806, NM
7923,8808, NM
7924,8810, NM
7925,8812,   
7926,8817, NV
7927,8819, NM
7928,8820, NM
7929,8821, NM
7930,8822, NM
7931,8828, NM
7932,8829, NM
7933,8830, NM
7934,8831, NM
7935,8839, BC
7936,8840, NM
7937,8842, BC
7938,8849, NV
7939,8863, UT
7940,8872,   
7941,8875, BC
7942,8884,   
7943,8885, OR
7944,8887,   
7945,8888, IN
7946,8891, NV
7947,88911, NV
7948,8892, WA
7949,8895, ON
7950,8897, OR
7951,88AD , TX
7952,88AZ , NM
7953,88BN , NM
7954,88BR , NM
7955,88CF , NM
7956,88CL , NM
7957,88CY , TX
7958,88CZ , NM
7959,88DH , TX
7960,88DU , TX
7961,88EC , NM
7962,88EN , NM
7963,88EV , NM
7964,88FL , NM
7965,88FS , NM
7966,88HC , NM
7967,88HL , TX
7968,88KR , NM
7969,88ME , NM
7970,88MX , NM
7971,88MY , NM
7972,88NL , TX
7973,88PE , TX
7974,88QT , AZ
7975,88QU , TX
7976,88RF , NM
7977,88RP , NM
7978,88RY , TX
7979,88SD , NM
7980,88SE , NM
7981,88SF , NM
7982,88SJ , NM
7983,88SO , NM
7984,88SW , TX
7985,88TA , NM
7986,88TU , NM
7987,88VA , NM
7988,88VE , TX
7989,88VH , TX
7990,88VM , CA
7991,88WK , TX
7992,8900, NV
7993,8901, NV
7994,8902, NV
7995,8903, CA
7996,8904, NV
7997,8906, NV
7998,8908, NV
7999,8909, NV
8000,890AK, NV
8001,8910, NV
8002,8911, NV
8003,8913, NV
8004,8914, NV
8005,8915, NV
8006,8917, NV
8007,8918, NV
8008,8919, NV
8009,8920, NV
8010,8923, AZ
8011,8924, NV
8012,8925, NV
8013,8928, NV
8014,8929, NV
8015,8930, NV
8016,8931, NV
8017,8932, NV
8018,8933, NV
8019,8934, NV
8020,8935, NV
8021,8936, NV
8022,8938, NV
8023,8939, OR
8024,893AM, NV
8025,8940, NV
8026,8941, NV
8027,8942, NV
8028,8943, BC
8029,8944, NV
8030,8945, BC
8031,8946, BC
8032,8947, NV
8033,8948, NV
8034,8949, NV
8035,894EB, NV
8036,894HS, NV
8037,894Z , NV
8038,8951, NV
8039,8952, NV
8040,8955, NV
8041,8956, NV
8042,8957, NV
8043,8958, NV
8044,8959, NV
8045,895AM, NV
8046,895AR, NV
8047,895AZ, NV
8048,895HC, NV
8049,895JC, NV
8050,895MS, NV
8051,895SM, NV
8052,895TM, NV
8053,8960, NV
8054,8961, NV
8055,8962, NV
8056,8964, NV
8057,8965, NV
8058,8966, NV
8059,8969, NV
8060,896AM, NV
8061,8970, NV
8062,8971, NV
8063,8976, NV
8064,8978, NV
8065,8979, NV
8066,897AM, NV
8067,8980, NV
8068,8981, NV
8069,8982, NV
8070,8985, SK
8071,8988, NV
8072,8991, NV
8073,8992, CA
8074,8993, ON
8075,8995,   
8076,8999, NV
8077,89AT , TX
8078,89BH , NV
8079,89BJ , NV
8080,89BK , NV
8081,89BL , NV
8082,89C2 , NV
8083,89CT , NV
8084,89CV , NV
8085,89CX , NV
8086,89DA , NV
8087,89FJ , NV
8088,89FL , NV
8089,89FT , NV
8090,89FX , NV
8091,89GN , NV
8092,89HR , NV
8093,89IM , NV
8094,89IS , CA
8095,89JE , NV
8096,89KR , NV
8097,89LI , NV
8098,89LT , NV
8099,89NA , NV
8100,89NB , NV
8101,89NC , NV
8102,89NE , CA
8103,89NS , NV
8104,89OX , NV
8105,89PN , NV
8106,89RM , NV
8107,89SB , NV
8108,89SR , NV
8109,89TG , NV
8110,89TX , NV
8111,89UP , NV
8112,89XX , NV
8113,8BNG , NM
8114,8BNW , AZ
8115,8FLJ , AZ
8116,9002, CA
8117,9003, CA
8118,9004, CA
8119,9005, CA
8120,9006, CA
8121,9007, CA
8122,9008, CA
8123,9009, CA
8124,9010, CA
8125,9012, CA
8126,9013, CA
8127,9014, CA
8128,9015, CA
8129,9016, CA
8130,9017, CA
8131,9018, CA
8132,9019, CA
8133,901CP, CA
8134,9020, CA
8135,9021, CA
8136,9022, CA
8137,9023, CA
8138,9024, CA
8139,9025, CA
8140,9026, CA
8141,9027, CA
8142,9028, CA
8143,9029, CA
8144,902CP, CA
8145,902LC, CA
8146,902TB, CA
8147,9030, CA
8148,9037, CA
8149,9038, CA
8150,9039, CA
8151,9040, CA
8152,9041, CA
8153,9043, CA
8154,9045, BC
8155,9049, BC
8156,9050, CA
8157,9052,   
8158,9057, CA
8159,9059,   
8160,9060, CA
8161,9061, CA
8162,9062, CA
8163,9063, CA
8164,9064, CA
8165,9066, CA
8166,9067, CA
8167,9068, CA
8168,9069, CA
8169,906GG, CA
8170,906JC, CA
8171,906MC, CA
8172,9070, CA
8173,9072, CA
8174,9073, CA
8175,9075, CA
8176,9076, CA
8177,9077, CA
8178,9079, CA
8179,907AM, CA
8180,9080, CA
8181,9081, CA
8182,9082, CA
8183,9086, CA
8184,9088, CA
8185,9089, CA
8186,908NH, CA
8187,908SP, CA
8188,908TD, CA
8189,908Z , CA
8190,9090, CA
8191,9092, CA
8192,9093, CA
8193,9094, CA
8194,9097, CA
8195,9098, CA
8196,9099, CA
8197,90CO , CA
8198,90FS , CA
8199,90GA , CA
8200,90JS , CA
8201,90LX , CA
8202,90NA , CA
8203,90NCP, CA
8204,90PI , CA
8205,90PJ , CA
8206,90PK , CA
8207,90SM , CA
8208,90SN , CA
8209,90SX , CA
8210,9103, CA
8211,9104, CA
8212,910AM, CA
8213,9110, CA
8214,9113, CA
8215,9114, CA
8216,9116, CA
8217,9117, CA
8218,9119, CA
8219,911AM, CA
8220,9120, CA
8221,9121, CA
8222,9122, CA
8223,9125, NT
8224,9127, CA
8225,9128, CA
8226,9129, CA
8227,9130, CA
8228,9131, CA
8229,9132, CA
8230,9134, CA
8231,9136, CA
8232,9137, CA
8233,9138, CA
8234,9139, CA
8235,913AM, CA
8236,913VM, CA
8237,9140, CA
8238,9141, CA
8239,9142, CA
8240,9143, CA
8241,9148, CA
8242,9149, CA
8243,914AM, CA
8244,9150, CA
8245,9151, CA
8246,9152, CA
8247,9153, CA
8248,9154, CA
8249,9155, NT
8250,9156, CA
8251,9157, CA
8252,9158, CA
8253,9159, CA
8254,915GC, CA
8255,915WP, CA
8256,9160, CA
8257,9161, CA
8258,9162, CA
8259,9163, CA
8260,9164, CA
8261,9165, CA
8262,9166, CA
8263,9167, CA
8264,9168, CA
8265,9169, CA
8266,916AL, CA
8267,916AM, CA
8268,916AV, CA
8269,916CO, CA
8270,916GL, CA
8271,916IM, CA
8272,916IO, CA
8273,916LB, CA
8274,916MD, CA
8275,916QM, CA
8276,916QR, CA
8277,916QV, CA
8278,916QW, CA
8279,9170, CA
8280,9171, CA
8281,9172, CA
8282,9173, CA
8283,9175, CA
8284,9176, CA
8285,9177, CA
8286,9178, CA
8287,9179, CA
8288,917AM, CA
8289,917B2, CA
8290,917CO, CA
8291,917ET, CA
8292,917FT, CA
8293,917GP, CA
8294,917GR, CA
8295,917PA, CA
8296,917PH, CA
8297,917PO, CA
8298,917QV, CA
8299,917SD, CA
8300,917SF, CA
8301,917UL, CA
8302,917WA, CA
8303,917WM, CA
8304,9180, CA
8305,9181, CA
8306,9183, CA
8307,9184, CA
8308,9185, CA
8309,9187, CA
8310,9189, CA
8311,918CP, CA
8312,918WY, CA
8313,9191,   
8314,9192,   
8315,9193, CA
8316,9194, CA
8317,9195, CA
8318,9196, CA
8319,9196Z, CA
8320,9197, CA
8321,9198, CA
8322,9199, CA
8323,91BO , CA
8324,91BQ , TX
8325,91ER , CA
8326,91II , CA
8327,91IW , CA
8328,91JA , TX
8329,91KM , CA
8330,91QU , CA
8331,91QX , CA
8332,91SZ , CA
8333,91TD , CA
8334,91VZ , TX
8335,9200, CA
8336,9201, CA
8337,9202, CA
8338,9203, CA
8339,9205, CA
8340,9206, CA
8341,9207, CA
8342,9208, CA
8343,9209, CA
8344,920FA, CA
8345,920FO, CA
8346,920FT, CA
8347,920OP, CA
8348,9211, CA
8349,9212, CA
8350,9213, CA
8351,9214, CA
8352,9215, CA
8353,9216, CA
8354,9217, CA
8355,9218, CA
8356,9219, CA
8357,921AM, CA
8358,921SC, CA
8359,9220, CA
8360,9221, CA
8361,9222, CA
8362,9223, CA
8363,9224, CA
8364,9225, CA
8365,9226, CA
8366,9227, CA
8367,9228, CA
8368,9229, CA
8369,922AM, CA
8370,922CP, CA
8371,9231, CA
8372,9232, CA
8373,9233, CA
8374,9234, CA
8375,9235, CA
8376,9236, CA
8377,9237, CA
8378,9239, CA
8379,923AM, CA
8380,923AZ, CA
8381,923DY, CA
8382,923F , CA
8383,9240, CA
8384,9241, CA
8385,9242, CA
8386,9244, CA
8387,9245, CA
8388,9246, CA
8389,9247, CA
8390,9248, CA
8391,9249, CA
8392,924AM, CA
8393,924HC, CA
8394,9250, CA
8395,9251, CA
8396,9252, CA
8397,9253, CA
8398,9254, CA
8399,9257, CA
8400,9259, CA
8401,925AM, CA
8402,925AS, CA
8403,925AZ, CA
8404,925HD, CA
8405,9260, CA
8406,9261, CA
8407,9262, CA
8408,9263, CA
8409,9264, CA
8410,9265, CA
8411,9267, CA
8412,9268, CA
8413,9269, CA
8414,926AM, CA
8415,9270, CA
8416,9271, CA
8417,9272, CA
8418,9273, CA
8419,9274, CA
8420,9275, CA
8421,9276, CA
8422,9277, CA
8423,9278, CA
8424,9279, CA
8425,927AM, CA
8426,927AZ, CA
8427,927NC, CA
8428,9280, CA
8429,9281, CA
8430,9284, CA
8431,9286, CA
8432,9287,   
8433,9288, CA
8434,9289, CA
8435,928AM, CA
8436,9291, CA
8437,9293, CA
8438,9294, CA
8439,9295, CA
8440,9296, MB
8441,9297, CA
8442,9298, CA
8443,9299, CA
8444,929AM, CA
8445,92AQ , CA
8446,92AV , CA
8447,92DL , CA
8448,92EX , CA
8449,92GN , CA
8450,92HU , CA
8451,92HY , CA
8452,92ID , CA
8453,92KT , CA
8454,92MQ , NV
8455,92NA , CA
8456,92NB , CA
8457,92NC , CA
8458,92NE , CA
8459,92QC , CA
8460,92TOV, CA
8461,92VX , CA
8462,9300, CA
8463,9301, CA
8464,9302, CA
8465,9304, CA
8466,9305, CA
8467,9306, CA
8468,9308, CA
8469,9309, CA
8470,9310, CA
8471,9312, CA
8472,9315,   
8473,9316,   
8474,9317, CA
8475,9318, CA
8476,9319, CA
8477,931AM, CA
8478,9320, CA
8479,9321, CA
8480,9322, CA
8481,9323, CA
8482,9324, CA
8483,9325, CA
8484,9326, CA
8485,9327, CA
8486,9328, CA
8487,9329, CA
8488,9330, CA
8489,9331, CA
8490,9335, CA
8491,9338, CA
8492,9339, CA
8493,9340, CA
8494,9341, CA
8495,9342, CA
8496,9343, CA
8497,9345, NT
8498,9348, CA
8499,9349, CA
8500,9350, CA
8501,9351, CA
8502,9352, CA
8503,9353, CA
8504,9354, CA
8505,9355, CA
8506,9357, CA
8507,9358, CA
8508,9359, CA
8509,9360, CA
8510,9361, CA
8511,9362, CA
8512,9363, CA
8513,9364, CA
8514,9368, CA
8515,9369, CA
8516,9371, CA
8517,9373, CA
8518,9374, CA
8519,9375, NT
8520,9376, CA
8521,9378, CA
8522,9379, CA
8523,937DT, OR
8524,937GP, CA
8525,9381, OR
8526,9382, OR
8527,9385, NT
8528,9389, CA
8529,9390, CA
8530,9391, CA
8531,9392,   
8532,9398, CA
8533,9399, CA
8534,93AG , CA
8535,93AV , CA
8536,93BM , CA
8537,93CF , CA
8538,93CS , CA
8539,93HR , CA
8540,93IN , CA
8541,93KE , CA
8542,93LH , CA
8543,93LX , CA
8544,93ME , CA
8545,93NA , CA
8546,93NC , CA
8547,93ND , CA
8548,93PV , CA
8549,93PX , CA
8550,93PZ , TX
8551,93SF , CA
8552,93SH , CA
8553,93TS , CA
8554,93XP , CA
8555,9400, CA
8556,9401, CA
8557,9402, CA
8558,9403, CA
8559,9404, CA
8560,9408, CA
8561,9409, CA
8562,9410, CA
8563,9411, CA
8564,9412, CA
8565,9415, CA
8566,9418, CA
8567,9419, CA
8568,941HF, CA
8569,9420, CA
8570,9422, CA
8571,9424, CA
8572,9426, CA
8573,9427, CA
8574,9428, CA
8575,9429, CA
8576,9430, CA
8577,9436, CA
8578,9438, CA
8579,9439, CA
8580,9440, CA
8581,9441, CA
8582,9443, CA
8583,9444, CA
8584,9445, CA
8585,9446, CA
8586,9447, CA
8587,9448, CA
8588,9449, CA
8589,9450, CA
8590,9451, CA
8591,9452, CA
8592,9453, CA
8593,9454, CA
8594,9455, CA
8595,9456, CA
8596,9459, CA
8597,945AM, CA
8598,945AZ, CA
8599,945MS, CA
8600,945WD, CA
8601,9460, CA
8602,9461, CA
8603,9462, CA
8604,9464, CA
8605,9465, CA
8606,9466, CA
8607,9467, CA
8608,9468, CA
8609,9469, CA
8610,9470, CA
8611,9471, CA
8612,9472, CA
8613,9474, CA
8614,9475, CA
8615,9476, CA
8616,9477, CA
8617,9478, CA
8618,9479, CA
8619,9480, CA
8620,9481, CA
8621,9482, CA
8622,9483, CA
8623,9485, CA
8624,9486, CA
8625,9487, CA
8626,9488, CA
8627,9489, CA
8628,948AM, CA
8629,948BA, CA
8630,948HS, CA
8631,9490, CA
8632,9491, CA
8633,9492, CA
8634,9493, CA
8635,9494, CA
8636,9497, CA
8637,9498, CA
8638,9499, CA
8639,94CR , TX
8640,94CX , CA
8641,94EG , CA
8642,94FI , CA
8643,94FR , CA
8644,94IN , CA
8645,94NA , CA
8646,94NB , CA
8647,94NC , CA
8648,94NE , CA
8649,94PB , CA
8650,94SD , CA
8651,94SF , CA
8652,94SV , CA
8653,9500, CA
8654,9501, CA
8655,9503, CA
8656,9504, CA
8657,9505, CA
8658,9507, CA
8659,9508, CA
8660,9509, CA
8661,9510, CA
8662,9511, CA
8663,9513, CA
8664,9514, CA
8665,9515, CA
8666,9516, CA
8667,9516Z, CA
8668,9517, CA
8669,9517Z, CA
8670,9518, CA
8671,9519, CA
8672,951AM, CA
8673,951SB, CA
8674,9520, CA
8675,9521, CA
8676,9522, CA
8677,9523, CA
8678,9524, CA
8679,9525, CA
8680,9526, CA
8681,9527, CA
8682,9528, CA
8683,9529, CA
8684,952FR, CA
8685,952ST, CA
8686,9530, CA
8687,9531, CA
8688,9532, CA
8689,9533, CA
8690,9534, CA
8691,9535, CA
8692,9536, CA
8693,9537, CA
8694,9538, CA
8695,9539, CA
8696,953A , CA
8697,953AM, CA
8698,953AZ, CA
8699,953CO, CA
8700,953DS, CA
8701,953GR, CA
8702,953ZN, CA
8703,9540, CA
8704,9541, CA
8705,9542, CA
8706,9544, CA
8707,9545, CA
8708,9546, CA
8709,9547, CA
8710,9548, CA
8711,9549, CA
8712,9550, CA
8713,9551, CA
8714,9552, CA
8715,9553, CA
8716,9554, CA
8717,9555, CA
8718,9556, CA
8719,9557, CA
8720,9558, YT
8721,9559, CA
8722,9560, CA
8723,9561, CA
8724,9562, CA
8725,9563, CA
8726,9564, CA
8727,9565, YT
8728,9566, CA
8729,9567, CA
8730,9568, CA
8731,9569, CA
8732,956GM, CA
8733,9571, CA
8734,9572, CA
8735,9573, CA
8736,9574,   
8737,9575, YT
8738,9578, CA
8739,9579, CA
8740,957FT, CA
8741,9580, CA
8742,9581, CA
8743,9582, CA
8744,9583, CA
8745,9584, CA
8746,9586, CA
8747,9587, CA
8748,9588, CA
8749,9589, CA
8750,9590, CA
8751,9591, CA
8752,9592, CA
8753,9593, CA
8754,9594, CA
8755,9595, YT
8756,9596, CA
8757,9597, CA
8758,9598, CA
8759,9599, CA
8760,95AR , CA
8761,95AS , NM
8762,95BE , CA
8763,95BY , CA
8764,95CD , CA
8765,95CG , CA
8766,95CH , CA
8767,95CI , CA
8768,95CN , CA
8769,95CV , CA
8770,95CW , CA
8771,95CX , CA
8772,95CY , CA
8773,95CZ , CA
8774,95DX , CA
8775,95GA , CA
8776,95GB , CA
8777,95GC , CA
8778,95GD , CA
8779,95GE , CA
8780,95GF , CA
8781,95GG , CA
8782,95GH , CA
8783,95GI , CA
8784,95GJ , CA
8785,95GK , CA
8786,95GL , CA
8787,95GM , CA
8788,95GN , CA
8789,95GO , CA
8790,95GP , CA
8791,95GQ , CA
8792,95GR , CA
8793,95IK , CA
8794,95LE , CA
8795,95MX , CA
8796,95NC , CA
8797,95NE , CA
8798,95NK , CA
8799,95NM , CA
8800,95NQ , CA
8801,95NR , CA
8802,95NU , NV
8803,95NV , NV
8804,95NY , CA
8805,95PC , NV
8806,95PF , CA
8807,95PG , NV
8808,95PJ , NV
8809,95PL , CA
8810,95PM , NV
8811,95PN , CA
8812,95PP , NV
8813,95PQ , NV
8814,95PT , CA
8815,95PV , NV
8816,95PW , NV
8817,95PX , CA
8818,95PY , CA
8819,95QA , CA
8820,95QB , NV
8821,95QC , CA
8822,95QE , CA
8823,95QF , NV
8824,95QG , NV
8825,95QJ , CA
8826,95QU , CA
8827,95RD , CA
8828,95SF , CA
8829,95SJ , CA
8830,95ST , CA
8831,95TX , CA
8832,95WB , CA
8833,95WR , CA
8834,95XL , CA
8835,9600, CA
8836,9601, CA
8837,9603, CA
8838,9604, CA
8839,9607, CA
8840,9608, CA
8841,9609, CA
8842,9610, CA
8843,9611, CA
8844,9612, NV
8845,9613, CA
8846,9615, CA
8847,9616, BC
8848,9617, AB
8849,9618, AB
8850,9619, CA
8851,9622, CA
8852,9624, CA
8853,9625, BC
8854,9628, NT
8855,9629, OR
8856,9632, MB
8857,9633, ON
8858,9634, CA
8859,9635, HI
8860,9636, HI
8861,9638, HI
8862,9641, HI
8863,9650, HI
8864,9653, OR
8865,9654, OR
8866,9655, OR
8867,9657, OR
8868,9663, OR
8869,9665, OR
8870,9667, WA
8871,9668, CA
8872,9669, HI
8873,9670, HI
8874,9673, OR
8875,9678, HI
8876,9679, HI
8877,9680, HI
8878,9681, HI
8879,9682, HI
8880,9683, HI
8881,9684, HI
8882,9687,   
8883,9688, HI
8884,9689, HI
8885,9690, HI
8886,9691, OR
8887,9693, OR
8888,9694, OR
8889,9695, HI
8890,9697, WA
8891,9698, OR
8892,96BA , OR
8893,96BM , ON
8894,96BT , ON
8895,96CF , CA
8896,96CW , ON
8897,96CZ , TX
8898,96DU , CA
8899,96GE , ON
8900,96HE , CA
8901,96HJ , CA
8902,96HT , CA
8903,96LM , CA
8904,96MG , CA
8905,96MT , CA
8906,96NR , CA
8907,96OO , CA
8908,96PF , CA
8909,96PI , CA
8910,96PM , CA
8911,96RD , CA
8912,96SH , ON
8913,96TA , CA
8914,96TS , ON
8915,96UP , NB
8916,96VN , CA
8917,96VX , CA
8918,9701, OR
8919,9702, OR
8920,9703, OR
8921,9704, OR
8922,9705, OR
8923,9706, OR
8924,9708, OR
8925,9709, OR
8926,970CO, OR
8927,9710, OR
8928,9711, OR
8929,9712, OR
8930,9713, OR
8931,9714, OR
8932,9715, OR
8933,9716, OR
8934,9717, OR
8935,9718, OR
8936,9719, OR
8937,971FT, OR
8938,971TW, OR
8939,9720, OR
8940,9721, OR
8941,9722, OR
8942,9723, OR
8943,9724, OR
8944,9725, OR
8945,9726, OR
8946,9727, OR
8947,9728, OR
8948,9729, OR
8949,972ST, OR
8950,9730, OR
8951,9731, OR
8952,9732, OR
8953,9733, OR
8954,9734, OR
8955,9735, OR
8956,9736, OR
8957,9737, OR
8958,9738, OR
8959,9739, OR
8960,973CV, OR
8961,973DA, OR
8962,973NI, OR
8963,973TW, OR
8964,9740, OR
8965,9741, OR
8966,9742, OR
8967,9743, OR
8968,9744, OR
8969,9745, OR
8970,9746, OR
8971,9747, OR
8972,9748, OR
8973,9749, OR
8974,9750, OR
8975,9751, OR
8976,9756, OR
8977,9757, OR
8978,9758, OR
8979,9759, OR
8980,975X , OR
8981,9760, OR
8982,9761, OR
8983,9764, OR
8984,9766, OR
8985,9767, OR
8986,9768, OR
8987,9769, OR
8988,976AM, OR
8989,9770, OR
8990,9771, OR
8991,9772, OR
8992,9773, OR
8993,9774, OR
8994,9775, OR
8995,9776, OR
8996,9777, OR
8997,9778, OR
8998,9779, OR
8999,977AM, OR
9000,9780, OR
9001,9781, OR
9002,9782, OR
9003,9783, OR
9004,9784, OR
9005,9785, OR
9006,9786, OR
9007,9787, OR
9008,9788, OR
9009,9789, OR
9010,9791, OR
9011,9792, OR
9012,9795, YT
9013,9796, OR
9014,9797, OR
9015,9798, OR
9016,9799, OR
9017,979AM, OR
9018,97AH , OR
9019,97AL , OR
9020,97AR , OR
9021,97AT , OR
9022,97AX , OR
9023,97BA , OR
9024,97BC , OR
9025,97BE , OR
9026,97BJ , OR
9027,97BK , OR
9028,97BL , OR
9029,97BR , OR
9030,97BT , OR
9031,97C1 , OR
9032,97CB , OR
9033,97CJ , OR
9034,97CX , OR
9035,97DJ , OR
9036,97DU , OR
9037,9.70E+02, OR
9038,9.70E+03, OR
