SLIC,Region Num,District Num,Facility Latitude,Facility Longitude,CC,SORT,CAP,SPAN,STRT
4339,4.5,65.33333333333333,39.819799999999994,-82.9377,US,A,820000.0,150.0,900.0
4339,4.5,65.33333333333333,39.819799999999994,-82.9377,US,S,3720.0,403.0,300.0
4339,4.5,65.33333333333333,39.819799999999994,-82.9377,US,T,3030.0,403.0,1700.0
4342,3.25,67.0,41.3719,-83.113,US,L,3688.0,328.0,1700.0
4342,3.25,67.0,41.3719,-83.113,US,P,2150.0,403.0,400.0
4351,3.6666666666666665,65.33333333333333,41.3011,-84.3417,US,L,3458.0,328.0,1700.0
4351,3.6666666666666665,65.33333333333333,41.3011,-84.3417,US,P,2050.0,403.0,400.0
4369,3.25,64.0,41.5867,-83.6736,US,D,143000.0,478.0,1100.0
4369,3.25,64.0,41.5867,-83.6736,US,N,143000.0,403.0,2200.0
4369,3.25,64.0,41.5867,-83.6736,US,P,3861.0,403.0,400.0
4369,3.25,64.0,41.5867,-83.6736,US,T,143000.0,403.0,1700.0
4395,3.6666666666666665,65.33333333333333,40.2668,-80.6231,US,L,4015.0,328.0,1700.0
4395,3.6666666666666665,65.33333333333333,40.2668,-80.6231,US,P,1720.0,403.0,400.0
4405,3.25,67.0,41.3889,-82.1229,US,L,3586.0,328.0,1700.0
4405,3.25,67.0,41.3889,-82.1229,US,P,2260.0,403.0,400.0
4409,3.25,67.0,41.56399999999999,-81.4782,US,L,21407.0,328.0,1700.0
4409,3.25,67.0,41.56399999999999,-81.4782,US,P,17150.0,403.0,400.0
4419,3.25,67.0,41.3811,-81.8292,US,L,20916.0,328.0,1700.0
4419,3.25,67.0,41.3811,-81.8292,US,P,5720.0,403.0,400.0
4423,3.25,67.0,41.0222,-81.7168,US,L,3235.0,328.0,1700.0
4423,3.25,67.0,41.0222,-81.7168,US,P,2550.0,403.0,400.0
4429,3.25,67.0,41.5648,-81.5804,US,N,85000.0,403.0,2200.0
4429,3.25,67.0,41.5648,-81.5804,US,P,8424.0,403.0,400.0
4429,3.25,67.0,41.5648,-81.5804,US,T,85000.0,403.0,1700.0
4439,3.25,67.0,41.1083,-81.4801,US,L,6061.0,328.0,1700.0
4439,3.25,67.0,41.1083,-81.4801,US,P,4224.0,403.0,400.0
4449,3.25,67.0,41.4164,-81.8585,US,S,1875.0,403.0,300.0
4449,3.25,67.0,41.4164,-81.8585,US,T,2480.0,403.0,1700.0
4451,3.25,67.0,41.0052,-80.6598,US,L,4343.0,328.0,1700.0
4451,3.25,67.0,41.0052,-80.6598,US,P,2100.0,403.0,400.0
4466,3.25,67.0,40.4851,-81.4316,US,L,4357.0,328.0,1700.0
4466,3.25,67.0,40.4851,-81.4316,US,P,2160.0,403.0,400.0
4479,3.25,67.0,40.768,-81.4428,US,L,5662.0,328.0,1700.0
4479,3.25,67.0,40.768,-81.4428,US,P,4410.0,403.0,400.0
4487,3.25,67.0,41.3102,-82.6064,US,L,4551.0,328.0,1700.0
4487,3.25,67.0,41.3102,-82.6064,US,P,2760.0,403.0,400.0
4499,3.6666666666666665,65.33333333333333,40.7763,-82.5457,US,L,6837.0,328.0,1700.0
4499,3.6666666666666665,65.33333333333333,40.7763,-82.5457,US,P,7020.0,403.0,400.0
4501,3.6666666666666665,54.666666666666664,39.3769,-84.5559,US,L,4224.0,328.0,1700.0
4501,3.6666666666666665,54.666666666666664,39.3769,-84.5559,US,P,1900.0,403.0,400.0
4517,3.6666666666666665,55.333333333333336,39.3616,-83.8668,US,L,4697.0,328.0,1700.0
4517,3.6666666666666665,55.333333333333336,39.3616,-83.8668,US,P,2900.0,403.0,400.0
4519,3.6666666666666665,54.666666666666664,39.271,-84.4333,US,N,74000.0,403.0,2200.0
4519,3.6666666666666665,54.666666666666664,39.271,-84.4333,US,P,23792.0,403.0,400.0
4519,3.6666666666666665,54.666666666666664,39.271,-84.4333,US,S,74000.0,403.0,300.0
4519,3.6666666666666665,54.666666666666664,39.271,-84.4333,US,T,74000.0,403.0,1700.0
4529,3.6666666666666665,54.666666666666664,39.1208,-84.5373,US,P,23139.0,403.0,400.0
4529,3.6666666666666665,54.666666666666664,39.1208,-84.5373,US,T,38000.0,403.0,1700.0
4535,3.6666666666666665,55.333333333333336,40.1608,-84.2322,US,L,1575.0,328.0,1700.0
4535,3.6666666666666665,55.333333333333336,40.1608,-84.2322,US,P,5670.0,403.0,400.0
4539,3.6666666666666665,54.666666666666664,39.6733,-84.2404,US,L,19151.0,328.0,1700.0
4539,3.6666666666666665,54.666666666666664,39.6733,-84.2404,US,P,9540.0,403.0,400.0
4539,3.6666666666666665,54.666666666666664,39.6733,-84.2404,US,S,104999.0,403.0,300.0
4549,3.6666666666666665,54.666666666666664,39.7948,-84.1535,US,L,9103.0,328.0,1700.0
4549,3.6666666666666665,54.666666666666664,39.7948,-84.1535,US,P,3032.0,403.0,400.0
4566,3.6666666666666665,54.666666666666664,38.8034,-82.9856,US,L,4232.0,328.0,1700.0
4566,3.6666666666666665,54.666666666666664,38.8034,-82.9856,US,P,2060.0,403.0,400.0
4569,3.25,67.0,41.1412,-80.6768,US,S,750000.0,403.0,300.0
4575,3.6666666666666665,65.33333333333333,39.4129,-81.4518,US,L,4440.0,328.0,1700.0
4575,3.6666666666666665,65.33333333333333,39.4129,-81.4518,US,P,1662.0,403.0,400.0
4581,3.6666666666666665,55.333333333333336,40.5583,-84.5399,US,L,4262.0,328.0,1700.0
4581,3.6666666666666665,55.333333333333336,40.5583,-84.5399,US,P,2025.0,403.0,400.0
4584,3.6666666666666665,65.33333333333333,41.0618,-83.6751,US,L,4564.0,328.0,1700.0
4584,3.6666666666666665,65.33333333333333,41.0618,-83.6751,US,P,2025.0,403.0,400.0
4601,3.6666666666666665,49.0,40.096,-85.6773,US,L,3508.0,328.0,1700.0
4601,3.6666666666666665,49.0,40.096,-85.6773,US,P,1820.0,403.0,400.0
4619,3.6666666666666665,49.0,39.7884,-86.17310000000002,US,P,12824.0,403.0,400.0
4619,3.6666666666666665,49.0,39.7884,-86.17310000000002,US,S,17373.0,403.0,300.0
4619,3.6666666666666665,49.0,39.7884,-86.17310000000002,US,T,16217.0,403.0,1700.0
4621,3.6666666666666665,49.0,39.7884,-86.17310000000002,US,P,1149999.0,403.0,400.0
4624,3.6666666666666665,49.0,39.9125,-86.0391,US,L,2940.0,328.0,1700.0
4624,3.6666666666666665,49.0,39.9125,-86.0391,US,P,2400.0,403.0,400.0
4625,3.6666666666666665,49.0,39.7884,-86.17310000000002,US,P,890000.0,403.0,400.0
4629,3.6666666666666665,49.0,39.9001,-86.2546,US,D,144000.0,478.0,1100.0
4629,3.6666666666666665,49.0,39.9001,-86.2546,US,N,144000.0,403.0,2200.0
4629,3.6666666666666665,49.0,39.9001,-86.2546,US,P,11220.0,403.0,400.0
4629,3.6666666666666665,49.0,39.9001,-86.2546,US,T,144000.0,403.0,1700.0
4635,2.3333333333333335,46.333333333333336,41.5884,-87.5188,US,L,6139.0,328.0,1700.0
4635,2.3333333333333335,46.333333333333336,41.5884,-87.5188,US,P,3600.0,403.0,400.0
4636,3.6666666666666665,49.0,41.5421,-86.9089,US,L,3680.0,328.0,1700.0
4636,3.6666666666666665,49.0,41.5421,-86.9089,US,P,4520.0,403.0,400.0
4651,3.6666666666666665,49.0,41.6597,-85.9934,US,L,10816.0,328.0,1700.0
4651,3.6666666666666665,49.0,41.6597,-85.9934,US,P,5925.0,403.0,400.0
4675,3.6666666666666665,49.0,41.435,-85.0493,US,L,4884.0,328.0,1700.0
4675,3.6666666666666665,49.0,41.435,-85.0493,US,P,4440.0,403.0,400.0
4679,4.5,49.0,10.246500000000001,-21.2997,US,A,760000.0,150.0,900.0
4679,4.5,49.0,10.246500000000001,-21.2997,US,S,2100.0,403.0,300.0
4679,4.5,49.0,10.246500000000001,-21.2997,US,T,1760.0,403.0,1700.0
4689,3.6666666666666665,49.0,41.1096,-85.1766,US,L,8505.0,328.0,1700.0
4689,3.6666666666666665,49.0,41.1096,-85.1766,US,P,10476.0,403.0,400.0
4695,3.6666666666666665,49.0,40.5394,-85.6478,US,L,4280.0,328.0,1700.0
4695,3.6666666666666665,49.0,40.5394,-85.6478,US,P,1940.0,403.0,400.0
4715,3.6666666666666665,49.0,38.332,-85.7564,US,L,3170.0,328.0,1700.0
4715,3.6666666666666665,49.0,38.332,-85.7564,US,P,4840.0,403.0,400.0
4724,3.6666666666666665,49.0,39.066,-85.2583,US,L,4143.0,328.0,1700.0
4724,3.6666666666666665,49.0,39.066,-85.2583,US,P,1580.0,403.0,400.0
4737,3.6666666666666665,49.0,39.8198,-84.9899,US,L,2833.0,328.0,1700.0
4737,3.6666666666666665,49.0,39.8198,-84.9899,US,P,1920.0,403.0,400.0
4754,3.6666666666666665,49.0,38.3061,-86.9618,US,L,3315.0,328.0,1700.0
4754,3.6666666666666665,49.0,38.3061,-86.9618,US,P,1283.0,403.0,400.0
4793,3.6666666666666665,49.0,40.0537,-86.9052,US,L,2866.0,328.0,1700.0
4793,3.6666666666666665,49.0,40.0537,-86.9052,US,P,1660.0,403.0,400.0
4805,3.25,64.0,42.6606,-83.3218,US,L,7018.0,328.0,1700.0
4805,3.25,64.0,42.6606,-83.3218,US,P,6450.0,403.0,400.0
4806,3.25,64.0,42.9502,-82.4414,US,L,3232.0,328.0,1700.0
4806,3.25,64.0,42.9502,-82.4414,US,P,2075.0,403.0,400.0
4809,3.25,64.0,42.5253,-83.0891,US,P,19800.0,403.0,400.0
4809,3.25,64.0,42.5253,-83.0891,US,T,43999.0,403.0,1700.0
4813,3.25,64.0,42.2115,-83.2886,US,L,3151.0,328.0,1700.0
4813,3.25,64.0,42.2115,-83.2886,US,P,6380.0,403.0,400.0
4822,3.25,64.0,42.4427,-83.0049,US,L,14192.0,328.0,1700.0
4822,3.25,64.0,42.4427,-83.0049,US,P,8400.0,403.0,400.0
4829,3.25,64.0,42.383,-83.3383,US,N,45805.0,403.0,2200.0
4829,3.25,64.0,42.383,-83.3383,US,P,4206.0,403.0,400.0
4829,3.25,64.0,42.383,-83.3383,US,T,42948.0,403.0,1700.0
4835,3.25,64.0,42.5138,-83.5374,US,L,4559.0,328.0,1700.0
4835,3.25,64.0,42.5138,-83.5374,US,P,3750.0,403.0,400.0
4849,4.0,64.0,42.2099,-83.3268,US,A,1129999.0,150.0,900.0
4849,4.0,64.0,42.2099,-83.3268,US,S,3831.0,403.0,300.0
4849,4.0,64.0,42.2099,-83.3268,US,T,4025.0,403.0,1700.0
4866,3.25,60.75,44.2652,-84.2277,US,L,3969.0,328.0,1700.0
4866,3.25,60.75,44.2652,-84.2277,US,P,1980.0,403.0,400.0
4872,3.25,60.75,43.5891,-83.1816,US,L,3476.0,328.0,1700.0
4872,3.25,60.75,43.5891,-83.1816,US,P,1700.0,403.0,400.0
4885,3.25,60.75,43.6124,-84.7678,US,L,2831.0,328.0,1700.0
4885,3.25,60.75,43.6124,-84.7678,US,P,5300.0,403.0,400.0
4889,4.142857142857143,60.285714285714285,43.37248571428571,-84.72205714285712,US,S,850000.0,403.0,300.0
4899,4.5,61.833333333333336,42.77269999999999,-84.60770000000001,US,S,103999.0,403.0,300.0
4899,4.5,61.833333333333336,42.77269999999999,-84.60770000000001,US,T,1069999.0,403.0,1700.0
4901,3.25,60.75,42.3187,-85.1908,US,L,6622.0,328.0,1700.0
4901,3.25,60.75,42.3187,-85.1908,US,P,7275.0,403.0,400.0
4902,3.25,60.75,42.0561,-86.4621,US,L,5349.0,328.0,1700.0
4902,3.25,60.75,42.0561,-86.4621,US,P,8100.0,403.0,400.0
4909,3.25,60.75,42.2402,-85.6824,US,L,10399.0,328.0,1700.0
4909,3.25,60.75,42.2402,-85.6824,US,N,20000.0,403.0,2200.0
4909,3.25,60.75,42.2402,-85.6824,US,P,8325.0,403.0,400.0
4922,3.25,64.0,41.8906,-84.0209,US,L,2572.0,328.0,1700.0
4922,3.25,64.0,41.8906,-84.0209,US,P,1975.0,403.0,400.0
4943,3.25,60.75,43.9468,-86.4276,US,L,4312.0,328.0,1700.0
4943,3.25,60.75,43.9468,-86.4276,US,P,2450.0,403.0,400.0
4944,3.25,60.75,43.2067,-86.2146,US,L,5347.0,328.0,1700.0
4944,3.25,60.75,43.2067,-86.2146,US,P,9375.0,403.0,400.0
4949,4.5,61.833333333333336,43.06203333333334,-85.67896666666667,US,S,830000.0,403.0,300.0
4959,3.25,60.75,42.8552,-85.6836,US,N,54000.0,403.0,2200.0
4959,3.25,60.75,42.8552,-85.6836,US,P,16000.0,403.0,400.0
4959,3.25,60.75,42.8552,-85.6836,US,T,54000.0,403.0,1700.0
4961,3.25,60.75,44.7153,-85.5992,US,L,3579.0,328.0,1700.0
4961,3.25,60.75,44.7153,-85.5992,US,P,6050.0,403.0,400.0
4971,3.25,60.75,46.2325,-84.6003,US,L,3495.0,328.0,1700.0
4971,3.25,60.75,46.2325,-84.6003,US,P,2750.0,403.0,400.0
4972,3.25,60.75,45.0151,-84.6871,US,L,3450.0,328.0,1700.0
4972,3.25,60.75,45.0151,-84.6871,US,P,2000.0,403.0,400.0
4977,3.25,60.75,45.3685,-84.9594,US,L,3011.0,328.0,1700.0
4977,3.25,60.75,45.3685,-84.9594,US,P,1800.0,403.0,400.0
4985,3.25,60.75,46.5439,-87.3916,US,L,5481.0,328.0,1700.0
4985,3.25,60.75,46.5439,-87.3916,US,P,1560.0,403.0,400.0
4989,3.25,60.75,45.7661,-87.0798,US,L,1059999.0,328.0,1700.0
4989,3.25,60.75,45.7661,-87.0798,US,N,20000.0,403.0,2200.0
4989,3.25,60.75,45.7661,-87.0798,US,P,2240.0,403.0,400.0
4992,3.25,60.75,47.108000000000004,-88.5483,US,L,4833.0,328.0,1700.0
4992,3.25,60.75,47.108000000000004,-88.5483,US,P,2925.0,403.0,400.0
4993,3.25,60.75,46.4443,-90.155,US,L,3258.0,328.0,1700.0
4993,3.25,60.75,46.4443,-90.155,US,P,3100.0,403.0,400.0
5001,3.0,54.25,41.0144,-95.2652,US,L,3334.0,328.0,1700.0
5001,3.0,54.25,41.0144,-95.2652,US,P,1558.0,403.0,400.0
5011,3.0,54.25,41.6823,-94.5057,US,L,4584.0,328.0,1700.0
5011,3.0,54.25,41.6823,-94.5057,US,P,2020.0,403.0,400.0
5021,3.0,54.25,41.6189,-93.5893,US,P,1209999.0,403.0,400.0
5029,2.8333333333333335,54.5,20.7633,-46.83115,US,A,1069999.0,150.0,900.0
5029,2.8333333333333335,54.5,20.7633,-46.83115,US,T,2730.0,403.0,1700.0
5039,3.0,54.25,41.6189,-93.5893,US,D,26210.0,478.0,1100.0
5039,3.0,54.25,41.6189,-93.5893,US,N,52000.0,403.0,2200.0
5039,3.0,54.25,41.6189,-93.5893,US,P,10809.0,403.0,400.0
5039,3.0,54.25,41.6189,-93.5893,US,T,52000.0,403.0,1700.0
5119,3.0,54.25,42.505,-96.3807,US,P,3480.0,403.0,400.0
5249,3.0,54.25,41.8907,-91.6898,US,A,1049999.0,150.0,900.0
5249,3.0,54.25,41.8907,-91.6898,US,S,6480.0,403.0,300.0
5249,3.0,54.25,41.8907,-91.6898,US,T,3630.0,403.0,1700.0
5255,3.0,54.25,41.3121,-92.6458,US,L,3709.0,328.0,1700.0
5255,3.0,54.25,41.3121,-92.6458,US,P,2160.0,403.0,400.0
5289,3.0,54.25,41.5978,-90.5913,US,N,29000.0,403.0,2200.0
5289,3.0,54.25,41.5978,-90.5913,US,P,13365.0,403.0,400.0
5289,3.0,54.25,41.5978,-90.5913,US,T,29000.0,403.0,1700.0
5301,2.3333333333333335,57.666666666666664,43.174,-88.71409999999999,US,L,4000.0,328.0,1700.0
5301,2.3333333333333335,57.666666666666664,43.174,-88.71409999999999,US,P,3960.0,403.0,400.0
5319,2.3333333333333335,57.666666666666664,43.0293,-87.914,US,D,76000.0,478.0,1100.0
5319,2.3333333333333335,57.666666666666664,43.0293,-87.914,US,N,76000.0,403.0,2200.0
5319,2.3333333333333335,57.666666666666664,43.0293,-87.914,US,P,4077.0,403.0,400.0
5319,2.3333333333333335,57.666666666666664,43.0293,-87.914,US,T,76000.0,403.0,1700.0
5329,2.25,58.5,43.0361,-88.1072,US,P,21673.0,403.0,400.0
5329,2.25,58.5,43.0361,-88.1072,US,T,31022.0,403.0,1700.0
5339,2.3333333333333335,57.666666666666664,42.94480000000001,-87.9132,US,S,2825.0,403.0,300.0
5339,2.3333333333333335,57.666666666666664,42.94480000000001,-87.9132,US,T,1950.0,403.0,1700.0
5354,2.3333333333333335,57.666666666666664,42.67929999999999,-89.0317,US,L,3690.0,328.0,1700.0
5354,2.3333333333333335,57.666666666666664,42.67929999999999,-89.0317,US,P,4334.0,403.0,400.0
5371,2.3333333333333335,57.666666666666664,43.1028,-89.5151,US,L,6750.0,328.0,1700.0
5371,2.3333333333333335,57.666666666666664,43.1028,-89.5151,US,P,9663.0,403.0,400.0
5384,2.2,58.0,42.9745,-90.1422,US,L,840000.0,328.0,1700.0
5394,2.1666666666666665,57.666666666666664,43.3579,-89.76899999999999,US,L,1109999.0,328.0,1700.0
5414,2.3333333333333335,57.666666666666664,45.0788,-87.6431,US,L,3020.0,328.0,1700.0
5414,2.3333333333333335,57.666666666666664,45.0788,-87.6431,US,P,1520.0,403.0,400.0
5431,2.3333333333333335,57.666666666666664,44.478199999999994,-87.9237,US,L,4480.0,328.0,1700.0
5431,2.3333333333333335,57.666666666666664,44.478199999999994,-87.9237,US,P,3050.0,403.0,400.0
5449,2.3333333333333335,57.666666666666664,44.498999999999995,-89.5591,US,L,9418.0,328.0,1700.0
5449,2.3333333333333335,57.666666666666664,44.498999999999995,-89.5591,US,N,20000.0,403.0,2200.0
5449,2.3333333333333335,57.666666666666664,44.498999999999995,-89.5591,US,P,4590.0,403.0,400.0
5449,2.3333333333333335,57.666666666666664,44.498999999999995,-89.5591,US,S,930000.0,403.0,300.0
5471,2.3333333333333335,57.666666666666664,44.9743,-92.3736,US,L,3944.0,328.0,1700.0
5471,2.3333333333333335,57.666666666666664,44.9743,-92.3736,US,P,2825.0,403.0,400.0
5479,2.3333333333333335,57.666666666666664,44.8011,-91.4646,US,S,1029999.0,403.0,300.0
5486,2.3333333333333335,57.666666666666664,45.4882,-91.7369,US,L,3183.0,328.0,1700.0
5486,2.3333333333333335,57.666666666666664,45.4882,-91.7369,US,P,1680.0,403.0,400.0
5501,3.0,56.0,44.5583,-92.5675,US,L,4882.0,328.0,1700.0
5501,3.0,56.0,44.5583,-92.5675,US,P,1305.0,403.0,400.0
5502,3.0,56.0,44.2967,-93.2955,US,L,988.0,328.0,1700.0
5502,3.0,56.0,44.2967,-93.2955,US,P,1339.0,403.0,400.0
5504,3.0,56.0,44.0912,-93.2685,US,L,6447.0,328.0,1700.0
5504,3.0,56.0,44.0912,-93.2685,US,P,1515.0,403.0,400.0
5519,3.0,56.0,44.8279,-93.1095,US,N,95000.0,403.0,2200.0
5519,3.0,56.0,44.8279,-93.1095,US,P,6552.0,403.0,400.0
5519,3.0,56.0,44.8279,-93.1095,US,T,95000.0,403.0,1700.0
5529,3.0,56.0,44.8687,-93.2348,US,S,8534.0,403.0,300.0
5529,3.0,56.0,44.8687,-93.2348,US,T,12148.0,403.0,1700.0
5534,3.0,56.0,45.4904,-93.2528,US,L,3212.0,328.0,1700.0
5534,3.0,56.0,45.4904,-93.2528,US,P,2940.0,403.0,400.0
5549,3.0,56.0,44.9996,-93.2156,US,N,80000.0,403.0,2200.0
5549,3.0,56.0,44.9996,-93.2156,US,P,9408.0,403.0,400.0
5549,3.0,56.0,44.9996,-93.2156,US,T,80000.0,403.0,1700.0
5571,3.0,56.0,47.2199,-93.5235,US,L,5357.0,328.0,1700.0
5571,3.0,56.0,47.2199,-93.5235,US,P,1960.0,403.0,400.0
5591,3.0,56.0,43.6282,-93.3571,US,L,4791.0,328.0,1700.0
5591,3.0,56.0,43.6282,-93.3571,US,P,1560.0,403.0,400.0
5592,3.0,56.0,44.0412,-91.6088,US,L,6692.0,328.0,1700.0
5592,3.0,56.0,44.0412,-91.6088,US,P,1182.0,403.0,400.0
5599,3.0,56.0,45.111000000000004,-93.4158,US,P,101999.0,403.0,400.0
5599,3.0,56.0,45.111000000000004,-93.4158,US,T,39938.0,403.0,1700.0
5601,3.0,56.0,43.9809,-94.6147,US,L,5015.0,328.0,1700.0
5601,3.0,56.0,43.9809,-94.6147,US,P,1565.0,403.0,400.0
5621,3.0,56.0,44.8102,-95.5568,US,L,5524.0,328.0,1700.0
5621,3.0,56.0,44.8102,-95.5568,US,P,1800.0,403.0,400.0
5622,3.0,56.0,45.5852,-95.9158,US,L,3515.0,328.0,1700.0
5622,3.0,56.0,45.5852,-95.9158,US,P,1247.0,403.0,400.0
5641,3.0,56.0,46.4423,-95.1292,US,L,1569.0,328.0,1700.0
5641,3.0,56.0,46.4423,-95.1292,US,P,1163.0,403.0,400.0
5651,3.0,56.0,45.8385,-95.5394,US,L,5668.0,328.0,1700.0
5651,3.0,56.0,45.8385,-95.5394,US,P,1500.0,403.0,400.0
5652,3.0,56.0,46.2981,-96.0877,US,L,4328.0,328.0,1700.0
5652,3.0,56.0,46.2981,-96.0877,US,P,2040.0,403.0,400.0
5653,3.0,56.0,46.8176,-95.8262,US,L,5015.0,328.0,1700.0
5653,3.0,56.0,46.8176,-95.8262,US,P,1580.0,403.0,400.0
5661,3.0,56.0,48.5692,-93.3964,US,L,780.0,328.0,1700.0
5661,3.0,56.0,48.5692,-93.3964,US,P,1415.0,403.0,400.0
5701,4.0,54.5,44.3116,-96.8091,US,L,1940.0,328.0,1700.0
5701,4.0,54.5,44.3116,-96.8091,US,P,1480.0,403.0,400.0
5709,4.0,54.5,43.5894,-96.7288,US,S,1179999.0,403.0,300.0
5709,4.0,54.5,43.5894,-96.7288,US,T,870000.0,403.0,1700.0
5719,4.0,54.5,43.5753,-96.7681,US,D,20000.0,478.0,1100.0
5719,4.0,54.5,43.5753,-96.7681,US,N,20000.0,403.0,2200.0
5719,4.0,54.5,43.5753,-96.7681,US,P,4520.0,403.0,400.0
5719,4.0,54.5,43.5753,-96.7681,US,T,20000.0,403.0,1700.0
5733,4.0,54.5,44.3691,-97.9339,US,L,2000.0,328.0,1700.0
5733,4.0,54.5,44.3691,-97.9339,US,P,1480.0,403.0,400.0
5753,4.0,54.5,43.3746,-99.8577,US,L,2020.0,328.0,1700.0
5753,4.0,54.5,43.3746,-99.8577,US,P,1080.0,403.0,400.0
5771,4.0,54.5,44.4126,-103.5153,US,L,2440.0,328.0,1700.0
5771,4.0,54.5,44.4126,-103.5153,US,P,1573.0,403.0,400.0
5819,4.0,54.5,46.8903,-96.8452,US,N,20000.0,403.0,2200.0
5819,4.0,54.5,46.8903,-96.8452,US,P,3720.0,403.0,400.0
5819,4.0,54.5,46.8903,-96.8452,US,T,20000.0,403.0,1700.0
5829,4.0,54.5,47.8798,-97.0452,US,S,770000.0,403.0,300.0
5859,4.0,54.5,46.8396,-100.73200000000001,US,N,20000.0,403.0,2200.0
5859,4.0,54.5,46.8396,-100.73200000000001,US,P,2400.0,403.0,400.0
5859,4.0,54.5,46.8396,-100.73200000000001,US,S,810000.0,403.0,300.0
5919,4.666666666666667,60.666666666666664,45.7596,-108.5625,US,D,20000.0,478.0,1100.0
5919,4.666666666666667,60.666666666666664,45.7596,-108.5625,US,P,4760.0,403.0,400.0
5919,4.666666666666667,60.666666666666664,45.7596,-108.5625,US,T,20000.0,403.0,1700.0
5929,5.0,58.75,45.8042,-108.5685,US,S,2460.0,403.0,300.0
5929,5.0,58.75,45.8042,-108.5685,US,T,2000.0,403.0,1700.0
5931,4.666666666666667,60.666666666666664,47.1021,-104.76550000000002,US,L,2310.0,328.0,1700.0
5931,4.666666666666667,60.666666666666664,47.1021,-104.76550000000002,US,P,1273.0,403.0,400.0
5941,4.666666666666667,60.666666666666664,47.0685,-109.43059999999998,US,L,2144.0,328.0,1700.0
5941,4.666666666666667,60.666666666666664,47.0685,-109.43059999999998,US,P,1730.0,403.0,400.0
5942,4.666666666666667,60.666666666666664,48.6394,-112.3405,US,L,1543.0,328.0,1700.0
5942,4.666666666666667,60.666666666666664,48.6394,-112.3405,US,P,992.0,403.0,400.0
5969,4.666666666666667,60.666666666666664,46.602,-111.9843,US,L,840000.0,328.0,1700.0
5969,4.666666666666667,60.666666666666664,46.602,-111.9843,US,N,20000.0,403.0,2200.0
5969,4.666666666666667,60.666666666666664,46.602,-111.9843,US,P,5640.0,403.0,400.0
5971,4.666666666666667,60.666666666666664,45.7072,-111.0634,US,L,5438.0,328.0,1700.0
5971,4.666666666666667,60.666666666666664,45.7072,-111.0634,US,P,2500.0,403.0,400.0
5979,4.666666666666667,60.666666666666664,47.1021,-104.76550000000002,US,S,920000.0,403.0,300.0
5989,4.666666666666667,60.666666666666664,46.602,-111.9843,US,S,1079999.0,403.0,300.0
5991,4.666666666666667,60.666666666666664,48.3853,-115.54700000000001,US,L,2284.0,328.0,1700.0
5991,4.666666666666667,60.666666666666664,48.3853,-115.54700000000001,US,P,1662.0,403.0,400.0
6009,2.3333333333333335,46.333333333333336,42.1069,-87.8294,US,P,13336.0,403.0,400.0
6009,2.3333333333333335,46.333333333333336,42.1069,-87.8294,US,T,38680.0,403.0,1700.0
6011,2.25,46.0,41.8985,-88.7691,US,L,4501.0,328.0,1700.0
6011,2.25,46.0,41.8985,-88.7691,US,P,2460.0,403.0,400.0
6019,2.3333333333333335,46.333333333333336,41.9408,-87.8932,US,P,13034.0,403.0,400.0
6019,2.3333333333333335,46.333333333333336,41.9408,-87.8932,US,T,46801.0,403.0,1700.0
6029,2.2,46.2,42.1388,-88.0339,US,P,30707.0,403.0,400.0
6029,2.2,46.2,42.1388,-88.0339,US,T,76869.0,403.0,1700.0
6039,2.25,46.0,41.9249,-88.0237,US,N,91813.0,403.0,2200.0
6039,2.25,46.0,41.9249,-88.0237,US,P,25922.0,403.0,400.0
6039,2.25,46.0,41.9249,-88.0237,US,T,89000.0,403.0,1700.0
6041,2.3333333333333335,46.333333333333336,41.5864,-87.6461,US,L,5948.0,328.0,1700.0
6041,2.3333333333333335,46.333333333333336,41.5864,-87.6461,US,P,8000.0,403.0,400.0
6043,2.25,46.0,41.5048,-88.1246,US,L,1747.0,328.0,1700.0
6043,2.25,46.0,41.5048,-88.1246,US,P,5015.0,403.0,400.0
6049,2.3333333333333335,46.333333333333336,41.7595,-87.7865,US,P,13067.0,403.0,400.0
6049,2.3333333333333335,46.333333333333336,41.7595,-87.7865,US,T,75251.0,403.0,1700.0
6051,2.25,46.0,41.7736,-87.9809,US,L,3102.0,328.0,1700.0
6051,2.25,46.0,41.7736,-87.9809,US,P,5280.0,403.0,400.0
6059,10.0,17.0,41.6929,-87.6005,US,D,295000.0,478.0,1100.0
6059,10.0,17.0,41.6929,-87.6005,US,N,295000.0,403.0,2200.0
6059,10.0,17.0,41.6929,-87.6005,US,S,295000.0,403.0,300.0
6059,10.0,17.0,41.6929,-87.6005,US,T,295000.0,403.0,1700.0
6063,2.25,46.5,41.8631,-87.64200000000002,US,P,920000.0,403.0,400.0
6067,2.25,46.25,20.93155,-43.82100000000001,US,P,1109999.0,403.0,400.0
6069,2.3333333333333335,46.333333333333336,41.8631,-87.64200000000001,US,P,19713.0,403.0,400.0
6069,2.3333333333333335,46.333333333333336,41.8631,-87.64200000000001,US,S,52888.0,403.0,300.0
6069,2.3333333333333335,46.333333333333336,41.8631,-87.64200000000001,US,T,58556.0,403.0,1700.0
6089,2.25,46.0,41.9579,-87.9026,US,S,6660.0,403.0,300.0
6089,2.25,46.0,41.9579,-87.9026,US,T,6667.0,403.0,1700.0
6103,2.25,46.0,42.3019,-89.61399999999998,US,L,5527.0,328.0,1700.0
