SLIC,Region Num,District Num,Facility Latitude,Facility Longitude,CC,SORT,CAP,SPAN,STRT
2749,5.5,44.0,36.0568,-79.8555,US,N,142000.0,403.0,2200.0
2749,5.5,44.0,36.0568,-79.8555,US,P,8640.0,403.0,400.0
2749,5.5,44.0,36.0568,-79.8555,US,T,142000.0,403.0,1700.0
2751,4.75,53.5,35.836999999999996,-78.6031,US,L,1896.0,328.0,1700.0
2751,4.75,53.5,35.836999999999996,-78.6031,US,P,1860.0,403.0,400.0
2754,5.0,50.333333333333336,35.911,-79.0564,US,L,8170.0,328.0,1700.0
2754,5.0,50.333333333333336,35.911,-79.0564,US,P,4095.0,403.0,400.0
2769,5.0,50.333333333333336,35.836999999999996,-78.6031,US,N,63000.0,403.0,2200.0
2769,5.0,50.333333333333336,35.836999999999996,-78.6031,US,P,40822.0,403.0,400.0
2769,5.0,50.333333333333336,35.836999999999996,-78.6031,US,T,63000.0,403.0,1700.0
2779,5.0,50.333333333333336,35.8649,-78.8075,US,A,810000.0,150.0,900.0
2779,5.0,50.333333333333336,35.8649,-78.8075,US,S,4551.0,403.0,300.0
2779,5.0,50.333333333333336,35.8649,-78.8075,US,T,20000.0,403.0,1700.0
2781,5.0,61.666666666666664,35.6028,-77.4942,US,L,4686.0,328.0,1700.0
2781,5.0,61.666666666666664,35.6028,-77.4942,US,P,3120.0,403.0,400.0
2782,5.0,61.666666666666664,35.4164,-77.9818,US,L,4234.0,328.0,1700.0
2782,5.0,61.666666666666664,35.4164,-77.9818,US,P,3390.0,403.0,400.0
2797,5.0,61.666666666666664,35.9302,-75.6882,US,L,1583.0,328.0,1700.0
2797,5.0,61.666666666666664,35.9302,-75.6882,US,P,1760.0,403.0,400.0
2801,5.5,44.0,35.5273,-80.611,US,L,2583.0,328.0,1700.0
2801,5.5,44.0,35.5273,-80.611,US,P,3360.0,403.0,400.0
2802,5.5,44.0,35.2841,-81.1941,US,L,4906.0,328.0,1700.0
2802,5.5,44.0,35.2841,-81.1941,US,P,2000.0,403.0,400.0
2809,5.5,44.0,35.8185,-80.8736,US,S,999999.0,403.0,300.0
2809,5.5,44.0,35.8185,-80.8736,US,T,820000.0,403.0,1700.0
2811,5.5,44.0,35.0037,-80.5725,US,L,4110.0,328.0,1700.0
2811,5.5,44.0,35.0037,-80.5725,US,P,4920.0,403.0,400.0
2814,5.5,44.0,35.6483,-80.473,US,L,4177.0,328.0,1700.0
2814,5.5,44.0,35.6483,-80.473,US,P,2600.0,403.0,400.0
2829,5.0,43.666666666666664,35.2735,-80.8113,US,P,23560.0,403.0,400.0
2829,5.0,43.666666666666664,35.2735,-80.8113,US,T,34000.0,403.0,1700.0
2832,5.0,61.666666666666664,35.1938,-79.3734,US,L,3288.0,328.0,1700.0
2832,5.0,61.666666666666664,35.1938,-79.3734,US,P,3840.0,403.0,400.0
2834,5.0,61.666666666666664,34.6058,-78.9998,US,L,3946.0,328.0,1700.0
2834,5.0,61.666666666666664,34.6058,-78.9998,US,P,2275.0,403.0,400.0
2839,5.5,44.0,35.1971,-80.9358,US,S,20000.0,403.0,300.0
2839,5.5,44.0,35.1971,-80.9358,US,T,4680.0,403.0,1700.0
2851,5.0,61.666666666666664,34.7469,-77.3824,US,L,4768.0,328.0,1700.0
2851,5.0,61.666666666666664,34.7469,-77.3824,US,P,1880.0,403.0,400.0
2855,5.0,61.666666666666664,34.8789,-76.9114,US,L,4110.0,328.0,1700.0
2855,5.0,61.666666666666664,34.8789,-76.9114,US,P,2550.0,403.0,400.0
2861,5.5,44.0,36.1381,-81.1764,US,L,3636.0,328.0,1700.0
2861,5.5,44.0,36.1381,-81.1764,US,P,1840.0,403.0,400.0
2862,5.5,44.0,35.8185,-80.8736,US,L,2239.0,328.0,1700.0
2862,5.5,44.0,35.8185,-80.8736,US,P,2025.0,403.0,400.0
2864,5.5,44.0,35.8932,-81.57300000000002,US,L,4439.0,328.0,1700.0
2864,5.5,44.0,35.8932,-81.57300000000002,US,P,1900.0,403.0,400.0
2874,5.5,44.0,35.3165,-82.4335,US,L,3535.0,328.0,1700.0
2874,5.5,44.0,35.3165,-82.4335,US,P,2260.0,403.0,400.0
2889,5.0,43.666666666666664,35.44223333333333,-82.00240000000001,US,S,950000.0,403.0,300.0
2891,5.5,44.0,35.1623,-83.4355,US,L,4959.0,328.0,1700.0
2891,5.5,44.0,35.1623,-83.4355,US,P,1760.0,403.0,400.0
2911,5.5,61.0,33.9209,-80.3461,US,L,3617.0,328.0,1700.0
2911,5.5,61.0,33.9209,-80.3461,US,P,2650.0,403.0,400.0
2919,5.5,61.0,33.933,-81.1048,US,A,1049999.0,150.0,900.0
2919,5.5,61.0,33.933,-81.1048,US,D,30090.0,478.0,1100.0
2919,5.5,61.0,33.933,-81.1048,US,M,850000.0,400.0,600.0
2919,5.5,61.0,33.933,-81.1048,US,S,2760.0,403.0,300.0
2919,5.5,61.0,33.933,-81.1048,US,T,760000.0,403.0,1700.0
2929,5.5,61.0,33.9348,-81.1012,US,N,34000.0,403.0,2200.0
2929,5.5,61.0,33.9348,-81.1012,US,P,13965.0,403.0,400.0
2929,5.5,61.0,33.9348,-81.1012,US,T,34000.0,403.0,1700.0
2939,5.5,61.0,34.9726,-81.9664,US,P,15894.0,403.0,400.0
2939,5.5,61.0,34.9726,-81.9664,US,T,36000.0,403.0,1700.0
2941,5.5,61.0,33.0259,-80.1312,US,L,3658.0,328.0,1700.0
2941,5.5,61.0,33.0259,-80.1312,US,P,6050.0,403.0,400.0
2945,5.5,61.0,32.8676,-79.9978,US,P,1229999.0,403.0,400.0
2951,5.5,61.0,33.718,-78.933,US,L,2014.0,328.0,1700.0
2951,5.5,61.0,33.718,-78.933,US,P,3640.0,403.0,400.0
2961,5.5,61.0,34.53,-82.6858,US,L,4974.0,328.0,1700.0
2961,5.5,61.0,34.53,-82.6858,US,P,4960.0,403.0,400.0
2963,5.5,61.0,34.223,-82.1167,US,L,4604.0,328.0,1700.0
2963,5.5,61.0,34.223,-82.1167,US,P,3000.0,403.0,400.0
2969,6.0,55.666666666666664,17.46865,-41.1129,US,T,770000.0,403.0,1700.0
2971,5.5,44.0,34.7423,-80.7197,US,L,3576.0,328.0,1700.0
2971,5.5,44.0,34.7423,-80.7197,US,P,1975.0,403.0,400.0
2992,5.5,61.0,32.2252,-80.7008,US,L,3823.0,328.0,1700.0
2992,5.5,61.0,32.2252,-80.7008,US,P,3100.0,403.0,400.0
3002,5.5,45.0,33.7602,-84.5398,US,P,1049999.0,403.0,400.0
3009,5.5,45.0,33.8971,-84.2425,US,D,91000.0,478.0,1100.0
3009,5.5,45.0,33.8971,-84.2425,US,N,91000.0,403.0,2200.0
3009,5.5,45.0,33.8971,-84.2425,US,P,16051.0,403.0,400.0
3009,5.5,45.0,33.8971,-84.2425,US,S,24184.0,403.0,300.0
3009,5.5,45.0,33.8971,-84.2425,US,T,91000.0,403.0,1700.0
3012,5.5,45.0,34.0589,-84.6374,US,L,4648.0,328.0,1700.0
3012,5.5,45.0,34.0589,-84.6374,US,P,3080.0,403.0,400.0
3019,5.5,45.0,34.05,-84.3219,US,L,8276.0,328.0,1700.0
3019,5.5,45.0,34.05,-84.3219,US,P,9600.0,403.0,400.0
3022,5.5,45.0,33.5867,-85.0994,US,L,4974.0,328.0,1700.0
3022,5.5,45.0,33.5867,-85.0994,US,P,1860.0,403.0,400.0
3025,5.5,45.0,32.9891,-85.0379,US,L,4069.0,328.0,1700.0
3025,5.5,45.0,32.9891,-85.0379,US,P,3125.0,403.0,400.0
3026,5.5,45.0,33.3745,-84.5773,US,L,4357.0,328.0,1700.0
3026,5.5,45.0,33.3745,-84.5773,US,P,3210.0,403.0,400.0
3029,5.5,45.0,33.6567,-84.4295,US,S,7075.0,403.0,300.0
3029,5.5,45.0,33.6567,-84.4295,US,T,8207.0,403.0,1700.0
3039,5.5,45.0,33.7602,-84.5398,US,N,39437.0,403.0,2200.0
3039,5.5,45.0,33.7602,-84.5398,US,P,14446.0,403.0,400.0
3039,5.5,45.0,33.7602,-84.5398,US,T,33005.0,403.0,1700.0
3045,5.5,59.5,32.3893,-81.8276,US,L,4032.0,328.0,1700.0
3045,5.5,59.5,32.3893,-81.8276,US,P,2650.0,403.0,400.0
3052,5.5,45.0,34.3739,-83.221,US,L,4069.0,328.0,1700.0
3052,5.5,45.0,34.3739,-83.221,US,P,1960.0,403.0,400.0
3059,5.5,45.0,33.5497,-84.6031,US,N,27001.0,403.0,2200.0
3059,5.5,45.0,33.5497,-84.6031,US,P,8300.0,403.0,400.0
3059,5.5,45.0,33.5497,-84.6031,US,T,39000.0,403.0,1700.0
3082,5.5,45.0,33.4004,-82.6593,US,L,4023.0,328.0,1700.0
3082,5.5,45.0,33.4004,-82.6593,US,P,2600.0,403.0,400.0
3151,5.5,59.5,31.19,-81.4975,US,L,4785.0,328.0,1700.0
3151,5.5,59.5,31.19,-81.4975,US,P,2500.0,403.0,400.0
3171,5.5,59.5,31.4465,-83.5103,US,P,1199999.0,403.0,400.0
3172,5.5,59.5,30.8794,-84.2121,US,L,5139.0,328.0,1700.0
3172,5.5,59.5,30.8794,-84.2121,US,P,930.0,403.0,400.0
3176,5.5,59.5,31.5581,-84.1006,US,L,4043.0,328.0,1700.0
3176,5.5,59.5,31.5581,-84.1006,US,P,4840.0,403.0,400.0
3179,5.5,59.5,31.4465,-83.5103,US,N,20000.0,403.0,2200.0
3179,5.5,59.5,31.4465,-83.5103,US,P,8800.0,403.0,400.0
3179,5.5,59.5,31.4465,-83.5103,US,T,20000.0,403.0,1700.0
3189,4.75,66.75,32.342475,-84.382,US,S,2461.0,403.0,300.0
3189,4.75,66.75,32.342475,-84.382,US,T,2162.0,403.0,1700.0
3202,5.5,57.0,29.1937,-81.0791,US,L,4127.0,328.0,1700.0
3202,5.5,57.0,29.1937,-81.0791,US,P,2730.0,403.0,400.0
3203,5.5,57.0,29.8958,-81.3156,US,L,2387.0,328.0,1700.0
3203,5.5,57.0,29.8958,-81.3156,US,P,2600.0,403.0,400.0
3204,5.5,57.0,30.3593,-81.7239,US,P,1049999.0,403.0,400.0
3219,5.5,57.0,30.4871,-81.6616,US,A,770000.0,150.0,900.0
3219,5.5,57.0,30.4871,-81.6616,US,S,2185.0,403.0,300.0
3219,5.5,57.0,30.4871,-81.6616,US,T,2553.0,403.0,1700.0
3229,5.5,57.0,30.3593,-81.7239,US,D,183000.0,478.0,1100.0
3229,5.5,57.0,30.3593,-81.7239,US,N,183000.0,403.0,2200.0
3229,5.5,57.0,30.3593,-81.7239,US,P,10960.0,403.0,400.0
3229,5.5,57.0,30.3593,-81.7239,US,S,183000.0,403.0,300.0
3229,5.5,57.0,30.3593,-81.7239,US,T,183000.0,403.0,1700.0
3241,4.333333333333333,42.333333333333336,30.7646,-85.52320000000002,US,L,3679.0,328.0,1700.0
3241,4.333333333333333,42.333333333333336,30.7646,-85.52320000000002,US,P,1720.0,403.0,400.0
3251,4.333333333333333,42.333333333333336,30.4097,-86.6281,US,L,6407.0,328.0,1700.0
3251,4.333333333333333,42.333333333333336,30.4097,-86.6281,US,P,6675.0,403.0,400.0
3261,5.5,57.0,29.1842,-82.1699,US,L,3781.0,328.0,1700.0
3261,5.5,57.0,29.1842,-82.1699,US,P,5450.0,403.0,400.0
3271,5.5,40.0,28.8287,-81.9076,US,L,1695.0,328.0,1700.0
3271,5.5,40.0,28.8287,-81.9076,US,P,4920.0,403.0,400.0
3279,5.5,40.0,13.951500000000001,-41.33995,US,S,2320.0,403.0,300.0
3279,5.5,40.0,13.951500000000001,-41.33995,US,T,2120.0,403.0,1700.0
3289,5.5,40.0,28.4386,-81.3594,US,N,57750.0,403.0,2200.0
3289,5.5,40.0,28.4386,-81.3594,US,P,6351.0,403.0,400.0
3289,5.5,40.0,28.4386,-81.3594,US,T,51000.0,403.0,1700.0
3291,5.5,40.0,28.044,-80.59100000000002,US,L,1320.0,328.0,1700.0
3291,5.5,40.0,28.044,-80.59100000000002,US,P,6180.0,403.0,400.0
3296,5.5,50.0,27.6678,-80.4333,US,L,5272.0,328.0,1700.0
3296,5.5,50.0,27.6678,-80.4333,US,P,1720.0,403.0,400.0
3299,5.0,40.0,18.967266666666667,-54.211800000000004,US,S,3330.0,403.0,300.0
3299,5.0,40.0,18.967266666666667,-54.211800000000004,US,T,1940.0,403.0,1700.0
3302,5.5,50.0,26.0368,-80.1656,US,L,4158.0,328.0,1700.0
3302,5.5,50.0,26.0368,-80.1656,US,P,5340.0,403.0,400.0
3303,5.5,50.0,24.5552,-81.7796,US,L,3315.0,328.0,1700.0
3303,5.5,50.0,24.5552,-81.7796,US,P,2425.0,403.0,400.0
3306,5.5,50.0,25.796999999999997,-80.3155,US,L,17615.0,328.0,1700.0
3306,5.5,50.0,25.796999999999997,-80.3155,US,P,17572.0,403.0,400.0
3309,5.5,50.0,25.8773,-80.267,US,A,890000.0,150.0,900.0
3309,5.5,50.0,25.8773,-80.267,US,N,56000.0,403.0,2200.0
3309,5.5,50.0,25.8773,-80.267,US,P,10775.0,403.0,400.0
3309,5.5,50.0,25.8773,-80.267,US,T,59080.0,403.0,1700.0
3311,5.5,50.0,25.5291,-80.4208,US,L,4072.0,328.0,1700.0
3311,5.5,50.0,25.5291,-80.4208,US,P,6600.0,403.0,400.0
3326,5.5,50.0,26.3214,-80.1226,US,L,20177.0,328.0,1700.0
3326,5.5,50.0,26.3214,-80.1226,US,P,14526.0,403.0,400.0
3329,5.0,53.333333333333336,17.204666666666665,-53.528999999999996,US,A,760000.0,150.0,900.0
3329,5.0,53.333333333333336,17.204666666666665,-53.528999999999996,US,M,900000.0,400.0,600.0
3329,5.0,53.333333333333336,17.204666666666665,-53.528999999999996,US,T,1159999.0,403.0,1700.0
3333,5.0,53.333333333333336,26.752333333333336,-81.42020000000001,US,L,7200.0,328.0,1700.0
3333,5.0,53.333333333333336,26.752333333333336,-81.42020000000001,US,P,7372.0,403.0,400.0
3343,5.5,50.0,27.1591,-80.2212,US,L,3258.0,328.0,1700.0
3343,5.5,50.0,27.1591,-80.2212,US,P,6050.0,403.0,400.0
3351,5.5,40.0,27.9851,-82.7537,US,L,1365.0,328.0,1700.0
3351,5.5,40.0,27.9851,-82.7537,US,P,1980.0,403.0,400.0
3352,5.5,40.0,27.476999999999997,-82.5544,US,L,1155.0,328.0,1700.0
3352,5.5,40.0,27.476999999999997,-82.5544,US,P,2425.0,403.0,400.0
3355,5.5,40.0,28.2781,-82.7028,US,L,1455.0,328.0,1700.0
3355,5.5,40.0,28.2781,-82.7028,US,P,1960.0,403.0,400.0
3357,5.5,40.0,28.6176,-82.3535,US,L,1440.0,328.0,1700.0
3357,5.5,40.0,28.6176,-82.3535,US,P,3660.0,403.0,400.0
3363,5.5,40.0,28.035,-82.5296,US,L,3420.0,328.0,1700.0
3363,5.5,40.0,28.035,-82.5296,US,P,7106.0,403.0,400.0
3369,5.5,40.0,27.961,-82.3853,US,P,18240.0,403.0,400.0
3369,5.5,40.0,27.961,-82.3853,US,T,7980.0,403.0,1700.0
3379,5.5,40.0,27.8864,-82.71,US,P,10920.0,403.0,400.0
3379,5.5,40.0,27.8864,-82.71,US,T,19578.0,403.0,1700.0
3385,5.5,40.0,27.9061,-81.5914,US,L,1800.0,328.0,1700.0
3385,5.5,40.0,27.9061,-81.5914,US,P,4440.0,403.0,400.0
3391,5.2,52.0,5.39356,-16.413800000000002,US,L,4629.0,328.0,1700.0
3391,5.2,52.0,5.39356,-16.413800000000002,US,P,6150.0,403.0,400.0
3394,5.5,50.0,26.1605,-81.7525,US,L,2615.0,328.0,1700.0
3394,5.5,50.0,26.1605,-81.7525,US,P,8100.0,403.0,400.0
3399,5.5,50.0,26.5436,-81.7735,US,S,1219999.0,403.0,300.0
3491,5.5,50.0,27.3742,-80.3343,US,L,3601.0,328.0,1700.0
3491,5.5,50.0,27.3742,-80.3343,US,P,4120.0,403.0,400.0
3509,4.333333333333333,42.333333333333336,33.4492,-86.84089999999999,US,L,7259.0,328.0,1700.0
3509,4.333333333333333,42.333333333333336,33.4492,-86.84089999999999,US,P,5916.0,403.0,400.0
3529,4.333333333333333,42.333333333333336,33.5611,-86.7484,US,S,1875.0,403.0,300.0
3529,4.333333333333333,42.333333333333336,33.5611,-86.7484,US,T,1472.0,403.0,1700.0
3539,4.333333333333333,42.333333333333336,33.5693,-86.7657,US,L,7981.0,328.0,1700.0
3539,4.333333333333333,42.333333333333336,33.5693,-86.7657,US,P,6640.0,403.0,400.0
3561,4.333333333333333,42.333333333333336,34.3954,-86.9131,US,L,3584.0,328.0,1700.0
3561,4.333333333333333,42.333333333333336,34.3954,-86.9131,US,P,2500.0,403.0,400.0
3562,4.333333333333333,42.333333333333336,34.6254,-87.0387,US,L,5564.0,328.0,1700.0
3562,4.333333333333333,42.333333333333336,34.6254,-87.0387,US,P,2100.0,403.0,400.0
3571,4.333333333333333,42.333333333333336,34.4725,-85.6947,US,L,4913.0,328.0,1700.0
3571,4.333333333333333,42.333333333333336,34.4725,-85.6947,US,P,2180.0,403.0,400.0
3609,4.333333333333333,42.333333333333336,32.4229,-86.3046,US,N,56000.0,403.0,2200.0
3609,4.333333333333333,42.333333333333336,32.4229,-86.3046,US,P,1386.0,403.0,400.0
3609,4.333333333333333,42.333333333333336,32.4229,-86.3046,US,S,56000.0,403.0,300.0
3609,4.333333333333333,42.333333333333336,32.4229,-86.3046,US,T,56000.0,403.0,1700.0
3631,4.333333333333333,42.333333333333336,31.3403,-85.8675,US,L,4074.0,328.0,1700.0
3631,4.333333333333333,42.333333333333336,31.3403,-85.8675,US,P,1840.0,403.0,400.0
3669,4.333333333333333,42.333333333333336,30.6801,-88.2414,US,S,1275.0,403.0,300.0
3669,4.333333333333333,42.333333333333336,30.6801,-88.2414,US,T,936.0,403.0,1700.0
3701,4.333333333333333,44.0,35.9596,-86.82279999999999,US,L,5191.0,328.0,1700.0
3701,4.333333333333333,44.0,35.9596,-86.82279999999999,US,P,5391.0,403.0,400.0
3702,4.333333333333333,44.0,36.5046,-87.31760000000001,US,L,4882.0,328.0,1700.0
3702,4.333333333333333,44.0,36.5046,-87.31760000000001,US,P,1560.0,403.0,400.0
3704,4.333333333333333,44.0,36.0776,-87.3756,US,L,7800.0,328.0,1700.0
3704,4.333333333333333,44.0,36.0776,-87.3756,US,P,1596.0,403.0,400.0
3711,4.333333333333333,44.0,35.8388,-86.4053,US,L,3939.0,328.0,1700.0
3711,4.333333333333333,44.0,35.8388,-86.4053,US,P,2875.0,403.0,400.0
3719,4.333333333333333,44.0,36.1015,-86.7563,US,D,108000.0,478.0,1100.0
3719,4.333333333333333,44.0,36.1015,-86.7563,US,N,108000.0,403.0,2200.0
3719,4.333333333333333,44.0,36.1015,-86.7563,US,P,3053.0,403.0,400.0
3719,4.333333333333333,44.0,36.1015,-86.7563,US,S,108000.0,403.0,300.0
3719,4.333333333333333,44.0,36.1015,-86.7563,US,T,108000.0,403.0,1700.0
3729,4.333333333333333,44.0,36.14,-86.7,US,P,8610.0,403.0,400.0
3729,4.333333333333333,44.0,36.14,-86.7,US,T,27451.0,403.0,1700.0
3731,4.333333333333333,44.0,35.1317,-84.904,US,L,5468.0,328.0,1700.0
3731,4.333333333333333,44.0,35.1317,-84.904,US,P,1820.0,403.0,400.0
3749,4.333333333333333,44.0,35.0716,-85.1892,US,P,8700.0,403.0,400.0
3749,4.333333333333333,44.0,35.0716,-85.1892,US,T,20000.0,403.0,1700.0
3762,4.333333333333333,44.0,36.3525,-82.3651,US,L,6564.0,328.0,1700.0
3762,4.333333333333333,44.0,36.3525,-82.3651,US,P,2725.0,403.0,400.0
3782,4.333333333333333,44.0,36.0339,-84.3296,US,L,4782.0,328.0,1700.0
3782,4.333333333333333,44.0,36.0339,-84.3296,US,P,2460.0,403.0,400.0
3783,4.333333333333333,44.0,35.7544,-84.0132,US,L,3605.0,328.0,1700.0
3783,4.333333333333333,44.0,35.7544,-84.0132,US,P,1729.0,403.0,400.0
3789,4.333333333333333,44.0,35.8181,-84.0064,US,S,2925.0,403.0,300.0
3789,4.333333333333333,44.0,35.8181,-84.0064,US,T,3120.0,403.0,1700.0
3799,4.333333333333333,44.0,36.0213,-84.0036,US,D,55000.0,478.0,1100.0
3799,4.333333333333333,44.0,36.0213,-84.0036,US,N,55000.0,403.0,2200.0
3799,4.333333333333333,44.0,36.0213,-84.0036,US,P,2250.0,403.0,400.0
3799,4.333333333333333,44.0,36.0213,-84.0036,US,S,55000.0,403.0,300.0
3799,4.333333333333333,44.0,36.0213,-84.0036,US,T,55000.0,403.0,1700.0
3801,5.0,54.4,35.1242,-88.565,US,L,4421.0,328.0,1700.0
3801,5.0,54.4,35.1242,-88.565,US,P,1202.0,403.0,400.0
3809,5.0,54.4,35.2048,-89.7776,US,P,7284.0,403.0,400.0
3809,5.0,54.4,35.2048,-89.7776,US,S,1129999.0,403.0,300.0
3809,5.0,54.4,35.2048,-89.7776,US,T,20000.0,403.0,1700.0
3819,5.0,54.4,35.0677,-90.0035,US,P,6402.0,403.0,400.0
3819,5.0,54.4,35.0677,-90.0035,US,S,20000.0,403.0,300.0
3819,5.0,54.4,35.0677,-90.0035,US,T,22235.0,403.0,1700.0
3831,5.0,54.4,35.9682,-88.949,US,L,5202.0,328.0,1700.0
3831,5.0,54.4,35.9682,-88.949,US,P,1185.0,403.0,400.0
3834,5.25,53.75,35.0477,-89.96389999999998,US,L,1189999.0,328.0,1700.0
3839,5.0,54.4,35.6428,-88.7853,US,S,1009999.0,403.0,300.0
3841,4.333333333333333,44.0,35.5887,-87.036,US,L,4821.0,328.0,1700.0
3841,4.333333333333333,44.0,35.5887,-87.036,US,P,2180.0,403.0,400.0
3849,5.0,54.4,35.0477,-89.9639,US,A,850000.0,150.0,900.0
3849,5.0,54.4,35.0477,-89.9639,US,D,86000.0,478.0,1100.0
3849,5.0,54.4,35.0477,-89.9639,US,M,980000.0,400.0,600.0
3849,5.0,54.4,35.0477,-89.9639,US,N,86000.0,403.0,2200.0
3849,5.0,54.4,35.0477,-89.9639,US,P,7275.0,403.0,400.0
3849,5.0,54.4,35.0477,-89.9639,US,S,114999.0,403.0,300.0
3849,5.0,54.4,35.0477,-89.9639,US,T,86000.0,403.0,1700.0
3852,4.6,49.2,35.11054,-89.88938,US,L,790000.0,328.0,1700.0
3854,4.333333333333333,44.0,35.9306,-85.4628,US,L,1583.0,328.0,1700.0
3854,4.333333333333333,44.0,35.9306,-85.4628,US,P,2625.0,403.0,400.0
3861,5.4,59.8,34.8157,-89.9737,US,L,5372.0,328.0,1700.0
3861,5.4,59.8,34.8157,-89.9737,US,P,2180.0,403.0,400.0
3862,5.0,54.4,35.0477,-89.9639,US,P,760000.0,403.0,400.0
3881,5.4,59.8,34.678000000000004,-88.5531,US,L,4741.0,328.0,1700.0
3881,5.4,59.8,34.678000000000004,-88.5531,US,P,1203.0,403.0,400.0
3909,5.25,57.5,32.3086,-90.0733,US,S,830000.0,403.0,300.0
3909,5.25,57.5,32.3086,-90.0733,US,T,860000.0,403.0,1700.0
3911,5.25,57.5,32.3561,-90.8286,US,L,5216.0,328.0,1700.0
3911,5.25,57.5,32.3561,-90.8286,US,P,2500.0,403.0,400.0
3921,5.25,57.5,32.2687,-90.20700000000001,US,P,840000.0,403.0,400.0
3929,5.25,57.5,32.2687,-90.20700000000001,US,D,60000.0,478.0,1100.0
3929,5.25,57.5,32.2687,-90.20700000000001,US,N,60000.0,403.0,2200.0
3929,5.25,57.5,32.2687,-90.20700000000001,US,P,7910.0,403.0,400.0
3929,5.25,57.5,32.2687,-90.20700000000001,US,T,60000.0,403.0,1700.0
3941,5.25,57.5,31.6945,-89.1467,US,L,3965.0,328.0,1700.0
3941,5.25,57.5,31.6945,-89.1467,US,P,1437.0,403.0,400.0
3951,5.25,57.5,30.3882,-88.6469,US,L,3737.0,328.0,1700.0
3951,5.25,57.5,30.3882,-88.6469,US,P,2280.0,403.0,400.0
3961,5.25,57.5,31.2443,-90.4538,US,L,4376.0,328.0,1700.0
3961,5.25,57.5,31.2443,-90.4538,US,P,1640.0,403.0,400.0
4004,2.625,61.75,28.640850000000004,-64.2642,US,L,900000.0,328.0,1700.0
4005,3.4285714285714284,58.714285714285715,32.732400000000005,-73.4448,US,L,910000.0,328.0,1700.0
4009,22.0,65.0,38.1745,-85.7206,US,D,104120.0,478.0,1100.0
4009,22.0,65.0,38.1745,-85.7206,US,N,322764.0,403.0,2200.0
4014,3.4285714285714284,58.714285714285715,32.732400000000005,-73.4448,US,L,990000.0,328.0,1700.0
4017,3.0,59.2,0.0,0.0,US,L,1089999.0,328.0,1700.0
4022,3.6666666666666665,54.666666666666664,38.2206,-85.54969999999999,US,L,4183.0,328.0,1700.0
4022,3.6666666666666665,54.666666666666664,38.2206,-85.54969999999999,US,P,8250.0,403.0,400.0
4029,4.0,55.8,19.0939,-42.8428,US,P,47356.0,403.0,400.0
4029,4.0,55.8,19.0939,-42.8428,US,T,144000.0,403.0,1700.0
4047,3.6666666666666665,54.666666666666664,37.6434,-84.7895,US,L,3456.0,328.0,1700.0
4047,3.6666666666666665,54.666666666666664,37.6434,-84.7895,US,P,1692.0,403.0,400.0
4059,3.6666666666666665,54.666666666666664,38.0765,-84.5278,US,D,73000.0,478.0,1100.0
4059,3.6666666666666665,54.666666666666664,38.0765,-84.5278,US,N,73000.0,403.0,2200.0
4059,3.6666666666666665,54.666666666666664,38.0765,-84.5278,US,P,12819.0,403.0,400.0
4059,3.6666666666666665,54.666666666666664,38.0765,-84.5278,US,T,73000.0,403.0,1700.0
4096,3.6666666666666665,54.666666666666664,37.0989,-84.0682,US,L,5573.0,328.0,1700.0
4096,3.6666666666666665,54.666666666666664,37.0989,-84.0682,US,P,1580.0,403.0,400.0
4101,3.6666666666666665,54.666666666666664,38.9809,-84.6009,US,L,4908.0,328.0,1700.0
4101,3.6666666666666665,54.666666666666664,38.9809,-84.6009,US,P,4200.0,403.0,400.0
4105,3.6666666666666665,54.666666666666664,38.6379,-83.7963,US,L,1900.0,328.0,1700.0
4105,3.6666666666666665,54.666666666666664,38.6379,-83.7963,US,P,1750.0,403.0,400.0
4113,3.6666666666666665,57.5,6.520133333333334,-14.089550000000001,US,L,1129999.0,328.0,1700.0
4116,3.0,59.2,38.76816,-85.05146,US,L,990000.0,328.0,1700.0
4217,3.0,59.2,7.404739999999999,-17.70616,US,L,1169999.0,328.0,1700.0
4224,3.25,53.0,36.843,-87.4602,US,L,3206.0,328.0,1700.0
4224,3.25,53.0,36.843,-87.4602,US,P,1900.0,403.0,400.0
4243,3.25,53.0,37.3793,-87.4894,US,L,4439.0,328.0,1700.0
4243,3.25,53.0,37.3793,-87.4894,US,P,1940.0,403.0,400.0
4271,3.6666666666666665,54.666666666666664,37.3305,-85.3594,US,L,3994.0,328.0,1700.0
4271,3.6666666666666665,54.666666666666664,37.3305,-85.3594,US,P,2100.0,403.0,400.0
4305,3.6666666666666665,65.33333333333333,40.0622,-82.3535,US,L,3684.0,328.0,1700.0
4305,3.6666666666666665,65.33333333333333,40.0622,-82.3535,US,P,4214.0,403.0,400.0
4319,3.6666666666666665,65.33333333333333,39.9042,-82.9452,US,P,5236.0,403.0,400.0
4319,3.6666666666666665,65.33333333333333,39.9042,-82.9452,US,T,37905.0,403.0,1700.0
4329,3.6666666666666665,65.33333333333333,40.0007,-83.1239,US,D,143000.0,478.0,1100.0
4329,3.6666666666666665,65.33333333333333,40.0007,-83.1239,US,N,143000.0,403.0,2200.0
4329,3.6666666666666665,65.33333333333333,40.0007,-83.1239,US,P,8064.0,403.0,400.0
4329,3.6666666666666665,65.33333333333333,40.0007,-83.1239,US,T,143000.0,403.0,1700.0
