CC,SLIC,SORT,CAP,SPAN,STRT,SLIC_State,Facility Latitude,Facility Longitude
US,5549,N,80000,403,2200, MN,44.9996,-93.2156
US,5549,P,9408,403,400, MN,44.9996,-93.2156
US,5549,T,80000,403,1700, MN,44.9996,-93.2156
US,5571,L,5357,328,1700, MN,47.2199,-93.5235
US,5571,P,1960,403,400, MN,47.2199,-93.5235
US,5591,L,4791,328,1700, MN,43.6282,-93.3571
US,5591,P,1560,403,400, MN,43.6282,-93.3571
US,5592,L,6692,328,1700, MN,44.0412,-91.6088
US,5592,P,1182,403,400, MN,44.0412,-91.6088
US,5599,P,101999,403,400, MN,45.111,-93.4158
US,5599,T,39938,403,1700, MN,45.111,-93.4158
US,5601,L,5015,328,1700, MN,43.9809,-94.6147
US,5601,P,1565,403,400, MN,43.9809,-94.6147
US,5621,L,5524,328,1700, MN,44.8102,-95.5568
US,5621,P,1800,403,400, MN,44.8102,-95.5568
US,5622,L,3515,328,1700, MN,45.5852,-95.9158
US,5622,P,1247,403,400, MN,45.5852,-95.9158
US,5641,L,1569,328,1700, MN,46.4423,-95.1292
US,5641,P,1163,403,400, MN,46.4423,-95.1292
US,5651,L,5668,328,1700, MN,45.8385,-95.5394
US,5651,P,1500,403,400, MN,45.8385,-95.5394
US,5652,L,4328,328,1700, MN,46.2981,-96.0877
US,5652,P,2040,403,400, MN,46.2981,-96.0877
US,5653,L,5015,328,1700, MN,46.8176,-95.8262
US,5653,P,1580,403,400, MN,46.8176,-95.8262
US,5661,L,780,328,1700, MN,48.5692,-93.3964
US,5661,P,1415,403,400, MN,48.5692,-93.3964
US,5701,L,1940,328,1700, SD,44.3116,-96.8091
US,5701,P,1480,403,400, SD,44.3116,-96.8091
US,5709,S,1179999,403,300, SD,43.5894,-96.7288
US,5709,T,870000,403,1700, SD,43.5894,-96.7288
US,5719,D,20000,478,1100, SD,43.5753,-96.7681
US,5719,N,20000,403,2200, SD,43.5753,-96.7681
US,5719,P,4520,403,400, SD,43.5753,-96.7681
US,5719,T,20000,403,1700, SD,43.5753,-96.7681
US,5733,L,2000,328,1700, SD,44.3691,-97.9339
US,5733,P,1480,403,400, SD,44.3691,-97.9339
US,5753,L,2020,328,1700, SD,43.3746,-99.8577
US,5753,P,1080,403,400, SD,43.3746,-99.8577
US,5771,L,2440,328,1700, SD,44.4126,-103.5153
US,5771,P,1573,403,400, SD,44.4126,-103.5153
US,5819,N,20000,403,2200, ND,46.8903,-96.8452
US,5819,P,3720,403,400, ND,46.8903,-96.8452
US,5819,T,20000,403,1700, ND,46.8903,-96.8452
US,5829,S,770000,403,300, ND,47.8798,-97.0452
US,5859,N,20000,403,2200, ND,46.8396,-100.732
US,5859,P,2400,403,400, ND,46.8396,-100.732
US,5859,S,810000,403,300, ND,46.8396,-100.732
US,5919,D,20000,478,1100, MT,45.7596,-108.5625
US,5919,P,4760,403,400, MT,45.7596,-108.5625
US,5919,T,20000,403,1700, MT,45.7596,-108.5625
US,5929,S,2460,403,300, MT,45.8042,-108.5685
US,5929,T,2000,403,1700, MT,45.8042,-108.5685
US,5931,L,2310,328,1700, MT,47.1021,-104.76550000000002
US,5931,P,1273,403,400, MT,47.1021,-104.76550000000002
US,5941,L,2144,328,1700, MT,47.0685,-109.43059999999998
US,5941,P,1730,403,400, MT,47.0685,-109.43059999999998
US,5942,L,1543,328,1700, MT,48.6394,-112.3405
US,5942,P,992,403,400, MT,48.6394,-112.3405
US,5969,L,840000,328,1700, MT,46.602,-111.9843
US,5969,N,20000,403,2200, MT,46.602,-111.9843
US,5969,P,5640,403,400, MT,46.602,-111.9843
US,5971,L,5438,328,1700, MT,45.7072,-111.0634
US,5971,P,2500,403,400, MT,45.7072,-111.0634
US,5979,S,920000,403,300, MT,47.1021,-104.76550000000002
US,5989,S,1079999,403,300, MT,46.602,-111.9843
US,5991,L,2284,328,1700, MT,48.3853,-115.547
US,5991,P,1662,403,400, MT,48.3853,-115.547
US,6009,P,13336,403,400, IL,42.1069,-87.8294
US,6009,T,38680,403,1700, IL,42.1069,-87.8294
US,6011,L,4501,328,1700, IL,41.8985,-88.7691
US,6011,P,2460,403,400, IL,41.8985,-88.7691
US,6019,P,13034,403,400, IL,41.9408,-87.8932
US,6019,T,46801,403,1700, IL,41.9408,-87.8932
US,6029,P,30707,403,400, IL,42.1388,-88.0339
US,6029,T,76869,403,1700, IL,42.1388,-88.0339
US,6039,N,91813,403,2200, IL,41.9249,-88.0237
US,6039,P,25922,403,400, IL,41.9249,-88.0237
US,6039,T,89000,403,1700, IL,41.9249,-88.0237
US,6041,L,5948,328,1700, IL,41.5864,-87.6461
US,6041,P,8000,403,400, IL,41.5864,-87.6461
US,6043,L,1747,328,1700, IL,41.5048,-88.1246
US,6043,P,5015,403,400, IL,41.5048,-88.1246
US,6049,P,13067,403,400, IL,41.7595,-87.7865
US,6049,T,75251,403,1700, IL,41.7595,-87.7865
US,6051,L,3102,328,1700, IL,41.7736,-87.9809
US,6051,P,5280,403,400, IL,41.7736,-87.9809
US,6059,D,295000,478,1100, IL,41.6929,-87.6005
US,6059,N,295000,403,2200, IL,41.6929,-87.6005
US,6059,S,295000,403,300, IL,41.6929,-87.6005
US,6059,T,295000,403,1700, IL,41.6929,-87.6005
US,6063,P,920000,403,400, IL,41.8631,-87.64200000000002
US,6067,P,1109999,403,400, IL,20.93155,-43.82100000000001
US,6069,P,19713,403,400, IL,41.8631,-87.64200000000002
US,6069,S,52888,403,300, IL,41.8631,-87.64200000000002
US,6069,T,58556,403,1700, IL,41.8631,-87.64200000000002
US,6089,S,6660,403,300, IL,41.9579,-87.9026
US,6089,T,6667,403,1700, IL,41.9579,-87.9026
US,6103,L,5527,328,1700, IL,42.3019,-89.61399999999998
US,6103,P,1404,403,400, IL,42.3019,-89.61399999999998
US,6104,P,870000,403,400, IL,41.7595,-87.7865
US,6119,N,135023,403,2200, IL,42.2,-89.09
US,6119,P,10189,403,400, IL,42.2,-89.09
US,6119,S,999999,403,300, IL,42.2,-89.09
US,6119,T,30033,403,1700, IL,42.2,-89.09
US,6126,L,2550,328,1700, IL,41.4534,-90.5439
US,6126,P,3920,403,400, IL,41.4534,-90.5439
US,6135,L,4292,328,1700, IL,41.32899999999999,-89.1131
US,6135,P,4800,403,400, IL,41.32899999999999,-89.1131
US,6169,S,3690,403,300, IL,40.705259999999996,-89.57972
US,6169,T,2730,403,1700, IL,40.705259999999996,-89.57972
US,6182,L,5001,328,1700, IL,40.1225,-88.2195
US,6182,P,4880,403,400, IL,40.1225,-88.2195
US,6183,L,5136,328,1700, IL,40.1016,-87.6317
US,6183,P,1261,403,400, IL,40.1016,-87.6317
US,6193,L,4250,328,1700, IL,39.4635,-88.3712
US,6193,P,1840,403,400, IL,39.4635,-88.3712
US,6195,L,1019999,328,1700, IL,40.1489,-88.2734
US,6206,L,1239999,328,1700, IL,41.7714,-88.1995
US,6245,L,2813,328,1700, IL,38.7131,-88.0904
US,6245,P,1746,403,400, IL,38.7131,-88.0904
US,6252,L,6445,328,1700, IL,39.8779,-88.9482
US,6252,P,2420,403,400, IL,39.8779,-88.9482
US,6259,N,20000,403,2200, IL,39.8606,-88.9291
US,6265,L,2813,328,1700, IL,39.7232,-90.2165
US,6265,P,1372,403,400, IL,39.7232,-90.2165
US,6302,L,5084,328,1700, MO,38.1997,-90.391
US,6302,P,1751,403,400, MO,38.1997,-90.391
US,6309,N,100000,403,2200, MO,38.7766,-90.4644
US,6309,P,120999,403,400, MO,38.7766,-90.4644
US,6309,S,100000,403,300, MO,38.7766,-90.4644
US,6309,T,100000,403,1700, MO,38.7766,-90.4644
US,6319,P,7004,403,400, MO,38.6651,-90.1749
US,6319,T,20000,403,1700, MO,38.6651,-90.1749
US,6329,S,2460,403,300, MO,38.7498,-90.3472
US,6329,T,2490,403,1700, MO,38.7498,-90.3472
US,6331,L,790000,328,1700, MO,38.7766,-90.4644
US,6419,P,8634,403,400, KS,39.1077,-94.6126
US,6419,T,29000,403,1700, KS,39.1077,-94.6126
US,6429,S,940000,403,300, MO,39.3064,-94.7183
US,6429,T,860000,403,1700, MO,39.3064,-94.7183
US,6463,L,1239999,328,1700, MO,38.75411428571429,-90.39388571428572
US,6489,L,3959,328,1700, MO,37.0873,-94.5362
US,6489,N,4732,403,2200, MO,37.0873,-94.5362
US,6489,P,4974,403,400, MO,37.0873,-94.5362
US,6529,P,10640,403,400, MO,38.9732,-92.3001
US,6529,T,20000,403,1700, MO,38.9732,-92.3001
US,6559,P,1189999,403,400, MO,37.2497,-93.3855
US,6559,S,2240,403,300, MO,37.2497,-93.3855
US,6559,T,1820,403,1700, MO,37.2497,-93.3855
US,6561,L,4084,328,1700, MO,36.6108,-93.2264
US,6561,P,2925,403,400, MO,36.6108,-93.2264
US,6589,L,6720,328,1700, MO,37.2314,-93.2568
US,6589,P,5040,403,400, MO,37.2314,-93.2568
US,6589,S,890000,403,300, MO,37.2314,-93.2568
US,6601,L,4727,328,1700, KS,38.9888,-95.2319
US,6601,P,2460,403,400, KS,38.9888,-95.2319
US,6609,S,900000,403,300, KS,38.4051,-96.2229
US,6629,D,147000,478,1100, KS,38.9367,-94.7518
US,6629,N,147000,403,2200, KS,38.9367,-94.7518
US,6629,P,9706,403,400, KS,38.9367,-94.7518
US,6629,S,147000,403,300, KS,38.9367,-94.7518
US,6629,T,147000,403,1700, KS,38.9367,-94.7518
US,6671,L,3412,328,1700, KS,37.4105,-94.7005
US,6671,P,2325,403,400, KS,37.4105,-94.7005
US,6719,S,1169999,403,300, KS,37.6582,-97.4305
US,6719,T,860000,403,1700, KS,37.6582,-97.4305
US,6729,N,8546,403,2200, KS,37.6412,-97.3892
US,6729,P,103999,403,400, KS,37.6412,-97.3892
US,6729,T,20000,403,1700, KS,37.6412,-97.3892
US,6749,N,20000,403,2200, KS,38.8489,-97.6389
US,6749,P,6356,403,400, KS,38.8489,-97.6389
US,6749,T,20000,403,1700, KS,38.8489,-97.6389
US,6751,L,4850,328,1700, KS,38.0697,-97.8855
US,6751,P,2040,403,400, KS,38.0697,-97.8855
US,6781,L,4167,328,1700, KS,37.9911,-100.8796
US,6781,P,1880,403,400, KS,37.9911,-100.8796
US,6819,N,53000,403,2200, NE,41.2054,-95.952
US,6819,P,40850,403,400, NE,41.2054,-95.952
US,6819,S,26667,403,300, NE,41.2054,-95.952
US,6819,T,53000,403,1700, NE,41.2054,-95.952
US,6842,L,2280,328,1700, NE,40.3944,-95.8321
US,6842,P,1653,403,400, NE,40.3944,-95.8321
US,6871,L,1620,328,1700, NE,42.4506,-98.6133
US,6871,P,1280,403,400, NE,42.4506,-98.6133
US,6879,S,1880,403,300, NE,41.3061,-95.9054
US,6879,T,1290,403,1700, NE,41.3061,-95.9054
US,6881,L,4960,328,1700, NE,40.6851,-99.0792
US,6881,P,2040,403,400, NE,40.6851,-99.0792
US,6882,L,2020,328,1700, NE,41.4013,-99.6408
US,6882,P,1440,403,400, NE,41.4013,-99.6408
US,6889,S,1019999,403,300, NE,41.41636,-97.45684
US,6911,L,1840,328,1700, NE,41.1477,-102.9772
US,6911,P,1240,403,400, NE,41.1477,-102.9772
US,6919,N,20000,403,2200, NE,41.1261,-100.739
US,6919,P,2260,403,400, NE,41.1261,-100.739
US,6919,T,20000,403,1700, NE,41.1261,-100.739
US,6931,L,2140,328,1700, NE,41.8574,-103.6626
US,6931,P,1520,403,400, NE,41.8574,-103.6626
US,7009,T,960,403,1700, LA,29.9863,-90.2718
US,7019,N,41000,403,2200, LA,29.9196,-90.2077
US,7019,P,3551,403,400, LA,29.9196,-90.2077
US,7019,T,41000,403,1700, LA,29.9196,-90.2077
US,7031,L,3124,328,1700, LA,30.2193,-90.9292
US,7031,P,2150,403,400, LA,30.2193,-90.9292
US,7045,L,4275,328,1700, LA,30.5009,-90.4826
US,7045,P,2040,403,400, LA,30.5009,-90.4826
US,7049,L,4275,328,1700, LA,29.95305,-90.16166666666668
US,7049,P,5040,403,400, LA,29.95305,-90.16166666666668
US,7051,L,3864,328,1700, LA,30.4401,-92.0706
US,7051,P,1425,403,400, LA,30.4401,-92.0706
US,7052,L,4110,328,1700, LA,29.9844,-91.7732
US,7052,P,1425,403,400, LA,29.9844,-91.7732
US,7059,S,910000,403,300, LA,5.03495,-15.332533333333332
US,7059,T,1019999,403,1700, LA,5.03495,-15.332533333333332
US,7069,L,3288,328,1700, LA,30.2351,-93.1836
US,7069,N,20000,403,2200, LA,30.2351,-93.1836
US,7069,P,6000,403,400, LA,30.2351,-93.1836
US,7089,L,3151,328,1700, LA,30.458950000000005,-91.20416666666668
US,7089,P,6480,403,400, LA,30.458950000000005,-91.20416666666668
US,7109,T,1139999,403,1700, LA,21.63826666666667,-62.5486
US,7119,N,20000,403,2200, LA,32.4823,-93.7671
US,7119,P,5700,403,400, LA,32.4823,-93.7671
US,7119,T,20000,403,1700, LA,32.4823,-93.7671
US,7122,L,1665,328,1700, LA,32.4638,-91.5001
US,7122,P,1370,403,400, LA,32.4638,-91.5001
US,7123,L,3699,328,1700, LA,32.5304,-92.6346
US,7123,P,1302,403,400, LA,32.5304,-92.6346
US,7149,S,1239999,403,300, LA,15.88835,-46.54305
US,7161,L,3741,328,1700, AR,33.5289,-91.4201
US,7161,P,1507,403,400, AR,33.5289,-91.4201
US,7171,L,2076,328,1700, AR,33.5861,-92.8299
US,7171,P,1439,403,400, AR,33.5861,-92.8299
US,7189,P,1119999,403,400, AR,33.4779,-94.01
US,7191,L,1542,328,1700, AR,34.3797,-92.8277
US,7191,P,1549,403,400, AR,34.3797,-92.8277
US,7192,P,900000,403,400, AR,34.5189,-93.1256
US,7209,M,750000,400,600, AR,34.718,-92.2249
US,7209,S,4050,403,300, AR,34.718,-92.2249
US,7209,T,3900,403,1700, AR,34.718,-92.2249
US,7229,N,76000,403,2200, AR,34.2276,-91.9887
US,7229,P,30914,403,400, AR,34.2276,-91.9887
US,7229,T,76000,403,1700, AR,34.2276,-91.9887
US,7231,L,2055,328,1700, AR,35.891,-89.9237
US,7231,P,1412,403,400, AR,35.891,-89.9237
US,7241,L,2240,328,1700, AR,36.2109,-90.9586
US,7241,P,1617,403,400, AR,36.2109,-90.9586
US,7263,L,2528,328,1700, AR,36.3369,-92.3889
US,7263,P,1699,403,400, AR,36.3369,-92.3889
US,7309,S,831,403,300, OK,35.3974,-97.5948
US,7309,T,613,403,1700, OK,35.3974,-97.5948
US,7319,A,1189999,150,900, OK,35.456,-97.5834
US,7319,N,88000,403,2200, OK,35.456,-97.5834
US,7319,P,11304,403,400, OK,35.456,-97.5834
US,7319,S,88000,403,300, OK,35.456,-97.5834
US,7319,T,88000,403,1700, OK,35.456,-97.5834
US,7351,L,3135,328,1700, OK,34.6377,-99.31329999999998
US,7351,P,1486,403,400, OK,34.6377,-99.31329999999998
US,7369,S,1009999,403,300, OK,36.4052,-97.8789
US,7401,L,5943,328,1700, OK,36.1121,-97.0526
US,7401,P,1535,403,400, OK,36.1121,-97.0526
US,7409,S,1009,403,300, OK,36.1893,-95.8875
US,7409,T,624,403,1700, OK,36.1893,-95.8875
US,7419,P,12652,403,400, OK,36.0786,-95.8454
US,7419,T,20000,403,1700, OK,36.0786,-95.8454
US,7479,S,1059999,403,300, OK,27.207600000000006,-76.39752
US,7492,L,2061,328,1700, OK,35.4471,-94.7998
US,7492,P,1679,403,400, OK,35.4471,-94.7998
US,7502,L,4384,328,1700, TX,33.6878,-96.5782
US,7502,P,2900,403,400, TX,33.6878,-96.5782
US,7511,P,1069999,403,400, TX,26.23368,-77.3308
US,7519,D,91000,478,1100, TX,32.7921,-96.6635
US,7519,N,91000,403,2200, TX,32.7921,-96.6635
US,7519,P,9068,403,400, TX,32.7921,-96.6635
US,7519,T,91000,403,1700, TX,32.7921,-96.6635
US,7523,P,870000,403,400, TX,32.9895,-97.3475
US,7526,P,940000,403,400, TX,32.9895,-97.3475
US,7529,N,97000,403,2200, TX,32.9895,-97.3475
US,7529,P,15056,403,400, TX,32.9895,-97.3475
US,7529,T,97000,403,1700, TX,32.9895,-97.3475
US,7539,S,1119999,403,300, TX,32.9257,-97.03299999999996
US,7601,L,2946,328,1700, TX,32.433,-97.8195
US,7601,P,1680,403,400, TX,32.433,-97.8195
US,7619,P,17010,403,400, TX,32.7804,-97.3307
US,7619,T,28000,403,1700, TX,32.7804,-97.3307
US,7631,L,2206,328,1700, TX,34.16,-99.2998
US,7631,P,1365,403,400, TX,34.16,-99.2998
US,7639,L,4891,328,1700, TX,33.9093,-98.4956
US,7639,N,108999,403,2200, TX,33.9093,-98.4956
US,7639,P,2425,403,400, TX,33.9093,-98.4956
US,7645,L,980000,328,1700, TX,32.974000000000004,-97.2501
US,7649,D,28819,478,1100, TX,32.9257,-97.03299999999996
US,7649,P,10920,403,400, TX,32.9257,-97.03299999999996
US,7649,S,18440,403,300, TX,32.9257,-97.03299999999996
US,7649,T,37959,403,1700, TX,32.9257,-97.03299999999996
US,7652,L,3042,328,1700, TX,31.0575,-97.4582
US,7652,P,3840,403,400, TX,31.0575,-97.4582
US,7669,S,1695,403,300, TX,30.217400000000005,-97.6684
US,7669,T,1260,403,1700, TX,30.217400000000005,-97.6684
US,7709,N,60000,403,2200, TX,29.6395,-95.2895
US,7709,P,12654,403,400, TX,29.6395,-95.2895
US,7709,S,60000,403,300, TX,29.6395,-95.2895
US,7709,T,60000,403,1700, TX,29.6395,-95.2895
US,7724,L,11656,328,1700, TX,4.959883333333333,-15.89425
US,7724,P,11865,403,400, TX,4.959883333333333,-15.89425
US,7729,A,1059999,150,900, TX,30.0037,-95.309
US,7729,M,1119999,400,600, TX,30.0037,-95.309
US,7729,S,1800,403,300, TX,30.0037,-95.309
US,7729,T,5400,403,1700, TX,30.0037,-95.309
US,7749,P,24797,403,400, TX,29.6194,-95.5557
US,7749,T,33000,403,1700, TX,29.6194,-95.5557
US,7752,L,3946,328,1700, TX,29.8064,-94.9745
US,7752,P,2150,403,400, TX,29.8064,-94.9745
US,7753,L,3494,328,1700, TX,29.1504,-95.4299
US,7753,P,1800,403,400, TX,29.1504,-95.4299
US,7756,L,2425,328,1700, TX,29.6005,-95.1687
US,7756,P,4280,403,400, TX,29.6005,-95.1687
US,7759,L,10740,328,1700, TX,29.6759,-95.3211
US,7759,P,13480,403,400, TX,29.6759,-95.3211
US,7801,L,3864,328,1700, TX,30.0217,-99.1151
US,7801,P,1960,403,400, TX,30.0217,-99.1151
US,7805,L,2117,328,1700, TX,28.9444,-98.4839
US,7805,P,1605,403,400, TX,28.9444,-98.4839
US,7811,L,2425,328,1700, TX,28.8914,-97.8931
US,7811,P,1288,403,400, TX,28.8914,-97.8931
US,7821,L,4152,328,1700, TX,29.505,-98.6326
US,7821,P,2400,403,400, TX,29.505,-98.6326
US,7829,N,38000,403,2200, TX,29.4851,-98.3637
US,7829,P,17325,403,400, TX,29.4851,-98.3637
US,7829,S,38000,403,300, TX,29.4851,-98.3637
US,7829,T,38000,403,1700, TX,29.4851,-98.3637
US,7849,L,3083,328,1700, TX,27.7909,-97.4532
US,7849,N,20000,403,2200, TX,27.7909,-97.4532
US,7849,P,8082,403,400, TX,27.7909,-97.4532
US,7851,L,2710,328,1700, TX,26.2198,-98.2106
US,7851,P,6128,403,400, TX,26.2198,-98.2106
US,7852,L,3247,328,1700, TX,25.9085,-97.4438
US,7852,P,2575,403,400, TX,25.9085,-97.4438
US,7859,S,1215,403,300, TX,26.1914,-97.6912
US,7859,T,1155,403,1700, TX,26.1914,-97.6912
US,7879,P,15840,403,400, TX,30.3376,-97.6607
US,7879,S,114999,403,300, TX,30.3376,-97.6607
US,7879,T,38000,403,1700, TX,30.3376,-97.6607
US,7882,L,2158,328,1700, TX,28.7058,-100.5057
US,7882,P,1425,403,400, TX,28.7058,-100.5057
US,7884,L,1871,328,1700, TX,29.2117,-99.7917
US,7884,P,1124,403,400, TX,29.2117,-99.7917
US,7901,L,7864,328,1700, TX,34.1082,-101.7774
US,7901,P,1605,403,400, TX,34.1082,-101.7774
US,7919,M,1089999,400,600, TX,23.62744,-78.78608
US,7919,S,1305,403,300, TX,23.62744,-78.78608
US,7919,T,890000,403,1700, TX,23.62744,-78.78608
US,7939,L,3604,328,1700, TX,35.2027,-101.8396
US,7939,P,5678,403,400, TX,35.2027,-101.8396
US,7939,S,1239999,403,300, TX,35.2027,-101.8396
US,7959,S,1049999,403,300, TX,33.47736,-100.4868
US,7976,L,3165,328,1700, TX,31.8609,-102.3381
US,7976,P,1110,403,400, TX,31.8609,-102.3381
US,7979,L,4069,328,1700, TX,31.9613,-102.1345
US,7979,P,2350,403,400, TX,31.9613,-102.1345
US,7979,S,870000,403,300, TX,31.9613,-102.1345
US,7999,P,8470,403,400, TX,31.8155,-106.3929
US,7999,T,20000,403,1700, TX,31.8155,-106.3929
US,8029,N,154000,403,2200, CO,39.7878,-104.9199
US,8029,P,16001,403,400, CO,39.7878,-104.9199
US,8029,S,154000,403,300, CO,39.7878,-104.9199
US,8029,T,154000,403,1700, CO,39.7878,-104.9199
US,8039,S,9180,403,300, CO,39.8328,-104.6833
US,8039,T,13750,403,1700, CO,39.8328,-104.6833
US,8046,L,4022,328,1700, CO,40.4936,-106.9496
US,8046,P,1868,403,400, CO,40.4936,-106.9496
US,8057,L,5097,328,1700, CO,40.1625,-105.0803
US,8057,P,4200,403,400, CO,40.1625,-105.0803
US,8063,L,5335,328,1700, CO,40.4327,-104.6871
US,8063,P,1800,403,400, CO,40.4327,-104.6871
US,8095,L,14143,328,1700, CO,38.8647,-104.6832
US,8095,P,6880,403,400, CO,38.8647,-104.6832
US,8101,L,2356,328,1700, CO,38.0446,-103.512
US,8101,P,1425,403,400, CO,38.0446,-103.512
US,8102,L,5230,328,1700, CO,38.2173,-104.64619999999998
US,8102,P,1580,403,400, CO,38.2173,-104.64619999999998
US,8105,L,2337,328,1700, CO,38.0869,-102.6196
US,8105,P,1695,403,400, CO,38.0869,-102.6196
US,8109,L,2800,328,1700, CO,37.191,-104.495
US,8109,P,1875,403,400, CO,37.191,-104.495
US,8113,L,2228,328,1700, CO,38.4399,-105.22610000000002
US,8113,P,1590,403,400, CO,38.4399,-105.22610000000002
US,8121,L,2560,328,1700, CO,16.517528571428574,-45.831085714285706
US,8121,P,1410,403,400, CO,16.517528571428574,-45.831085714285706
US,8159,L,6320,328,1700, CO,39.1197,-108.65479999999998
US,8159,N,20000,403,2200, CO,39.1197,-108.65479999999998
US,8159,P,2420,403,400, CO,39.1197,-108.65479999999998
US,8161,L,5742,328,1700, CO,39.5533,-107.3268
US,8161,P,2300,403,400, CO,39.5533,-107.3268
US,8162,L,2407,328,1700, CO,40.5112,-107.5425
US,8162,P,1545,403,400, CO,40.5112,-107.5425
US,8201,L,3307,328,1700, WY,41.3124,-105.5945
US,8201,P,1605,403,400, WY,41.3124,-105.5945
US,8259,L,3578,328,1700, WY,43.0336,-108.4009
US,8259,P,2080,403,400, WY,43.0336,-108.4009
US,8269,N,20000,403,2200, WY,42.8698,-106.3477
US,8269,P,3240,403,400, WY,42.8698,-106.3477
US,8269,T,20000,403,1700, WY,42.8698,-106.3477
US,8293,L,2284,328,1700, WY,41.2671,-110.9919
US,8293,P,1633,403,400, WY,41.2671,-110.9919
US,8321,L,2250,328,1700, ID,42.6568,-111.5949
US,8321,P,1494,403,400, ID,42.6568,-111.5949
US,8329,S,999999,403,300, ID,43.566,-116.2452
US,8329,T,11225,403,1700, ID,43.566,-116.2452
US,8331,L,2121,328,1700, ID,42.55,-113.7571
US,8331,P,1442,403,400, ID,42.55,-113.7571
US,8332,L,3522,328,1700, ID,43.51600000000001,-114.314
US,8332,P,1441,403,400, ID,43.51600000000001,-114.314
US,8339,L,4985,328,1700, ID,42.5905,-114.4575
US,8339,P,1754,403,400, ID,42.5905,-114.4575
US,8342,L,2179,328,1700, ID,45.1764,-113.8974
US,8342,P,1147,403,400, ID,45.1764,-113.8974
US,8346,L,2467,328,1700, ID,43.8562,-111.7668
US,8346,P,1545,403,400, ID,43.8562,-111.7668
US,8349,L,3277,328,1700, ID,43.4924,-112.0496
US,8349,P,2700,403,400, ID,43.4924,-112.0496
US,8351,L,2930,328,1700, ID,45.9331,-116.1278
US,8351,P,1136,403,400, ID,45.9331,-116.1278
US,8361,L,4024,328,1700, ID,44.8978,-116.1005
US,8361,P,1585,403,400, ID,44.8978,-116.1005
US,8362,L,1893,328,1700, ID,44.078,-116.9382
US,8362,P,1800,403,400, ID,44.078,-116.9382
US,8379,N,20000,403,2200, ID,43.631400000000006,-116.25079999999998
US,8379,P,6000,403,400, ID,43.631400000000006,-116.25079999999998
US,8379,T,20000,403,1700, ID,43.631400000000006,-116.25079999999998
US,8383,L,3825,328,1700, ID,48.289,-116.56
US,8383,P,1820,403,400, ID,48.289,-116.56
US,8419,D,40293,478,1100, UT,40.7145,-111.9452
US,8419,N,39359,403,2200, UT,40.7145,-111.9452
US,8419,P,12200,403,400, UT,40.7145,-111.9452
US,8419,S,18554,403,300, UT,40.7145,-111.9452
US,8419,T,60000,403,1700, UT,40.7145,-111.9452
US,8429,S,3880,403,300, UT,40.7764,-111.864
US,8429,T,4800,403,1700, UT,40.7764,-111.864
US,8451,L,2488,328,1700, UT,38.5572,-109.53839999999998
US,8451,P,1375,403,400, UT,38.5572,-109.53839999999998
US,8459,L,5887,328,1700, UT,43.6008,-116.5464
US,8459,P,1875,403,400, UT,43.6008,-116.5464
US,8461,L,4739,328,1700, UT,39.1022,-112.2691
US,8461,P,1608,403,400, UT,39.1022,-112.2691
US,8471,L,2545,328,1700, UT,38.9595,-111.85970000000002
US,8471,P,2325,403,400, UT,38.9595,-111.85970000000002
US,8472,L,5056,328,1700, UT,37.1192,-113.5551
US,8472,P,1640,403,400, UT,37.1192,-113.5551
US,8509,D,128000,478,1100, AZ,33.483000000000004,-112.1255
US,8509,N,128000,403,2200, AZ,33.483000000000004,-112.1255
US,8509,P,16200,403,400, AZ,33.483000000000004,-112.1255
US,8509,S,123999,403,300, AZ,33.483000000000004,-112.1255
US,8509,T,128000,403,1700, AZ,33.483000000000004,-112.1255
US,8519,S,3510,403,300, AZ,33.424,-112.0213
US,8519,T,2790,403,1700, AZ,33.424,-112.0213
US,8521,L,6157,328,1700, AZ,33.3838,-111.7473
US,8521,P,24800,403,400, AZ,33.3838,-111.7473
US,8523,L,4697,328,1700, AZ,32.894,-111.7611
US,8523,P,1398,403,400, AZ,32.894,-111.7611
US,8529,P,15136,403,400, AZ,33.4129,-111.9001
US,8529,T,21947,403,1700, AZ,33.4129,-111.9001
US,8531,L,1402,328,1700, AZ,33.4692,-112.193675
US,8531,P,4858,403,400, AZ,33.4692,-112.193675
US,8535,P,1815,403,400, AZ,11.154866666666665,-37.405466666666655
US,8551,L,3145,328,1700, AZ,32.8313,-109.7139
US,8551,P,1783,403,400, AZ,32.8313,-109.7139
US,8552,L,3165,328,1700, AZ,34.231,-111.3338
US,8552,P,1801,403,400, AZ,34.231,-111.3338
US,8565,L,3353,328,1700, AZ,31.3582,-110.9521
US,8565,P,2800,403,400, AZ,31.3582,-110.9521
US,8579,L,3803,328,1700, AZ,32.1997,-110.9578
US,8579,P,10605,403,400, AZ,32.1997,-110.9578
US,8601,L,3077,328,1700, AZ,34.9237,-110.1456
US,8601,P,1351,403,400, AZ,34.9237,-110.1456
US,8602,L,1794,328,1700, AZ,36.9077,-111.466
US,8602,P,1229,403,400, AZ,36.9077,-111.466
US,8631,L,7493,328,1700, AZ,34.5702,-111.8543
US,8631,P,1154,403,400, AZ,34.5702,-111.8543
US,8641,L,2466,328,1700, AZ,34.4962,-114.3527
US,8641,P,1780,403,400, AZ,34.4962,-114.3527
US,8644,L,1987,328,1700, AZ,35.1064,-114.6148
US,8644,P,1152,403,400, AZ,35.1064,-114.6148
