SLIC,Facility Latitude_x,Facility Longitude_x,OSLIC,DSLIC,VOL,Facility Latitude_y,Facility Longitude_y,VOL_LEVEL=
5,0.0,0.0,5,2862,1.556,35.8185,-80.8736,1
5,0.0,0.0,5,2864,1.504,35.8932,-81.57300000000001,1
5,0.0,0.0,5,2874,1.5030000000000001,35.3165,-82.4335,1
5,0.0,0.0,5,2891,1.4509999999999998,35.1623,-83.4355,1
5,0.0,0.0,5,2912,1.556,33.9342,-81.1024,1
5,0.0,0.0,5,2941,1.5030000000000001,33.0259,-80.1312,1
5,0.0,0.0,5,2943,1.819,0.0,0.0,1
5,0.0,0.0,5,2951,1.608,33.718,-78.933,1
5,0.0,0.0,5,2961,1.4509999999999998,34.53,-82.6858,1
5,0.0,0.0,5,2962,1.819,34.8038,-82.3421,1
5,0.0,0.0,5,2963,1.4509999999999998,34.223,-82.1167,1
5,0.0,0.0,5,2965,1.608,34.9726,-81.9664,1
5,0.0,0.0,5,2971,1.4509999999999998,34.7423,-80.7197,1
5,0.0,0.0,5,2992,1.661,32.2252,-80.7008,1
5,0.0,0.0,5,3004,1.767,21.8883,-53.87340909,1
5,0.0,0.0,5,3012,1.4509999999999998,34.0589,-84.6374,1
5,0.0,0.0,5,3013,2.293,33.5497,-84.6031,1
5,0.0,0.0,5,3014,1.556,33.8971,-84.2425,1
5,0.0,0.0,5,3015,1.661,33.8971,-84.2425,1
5,0.0,0.0,5,3018,1.9240000000000002,34.0544,-84.4795,1
5,0.0,0.0,5,3024,2.135,33.8971,-84.2425,1
5,0.0,0.0,5,3025,1.4509999999999998,32.9891,-85.0379,1
5,0.0,0.0,5,3026,1.82,33.3745,-84.5773,1
5,0.0,0.0,5,3027,2.346,33.8971,-84.2425,1
5,0.0,0.0,5,3031,2.03,33.7602,-84.5398,1
5,0.0,0.0,5,3032,1.9240000000000002,33.7602,-84.5398,1
5,0.0,0.0,5,3034,2.24,34.05,-84.3219,1
5,0.0,0.0,5,3044,2.029,21.8883,-53.87340909,1
5,0.0,0.0,5,3052,1.767,34.3739,-83.221,1
5,0.0,0.0,5,3056,1.4509999999999998,34.2628,-83.86200000000001,1
5,0.0,0.0,5,3151,1.819,31.19,-81.4975,1
5,0.0,0.0,5,3171,1.4509999999999998,31.4465,-83.5103,1
5,0.0,0.0,5,3176,1.4509999999999998,31.5581,-84.1006,1
5,0.0,0.0,5,3202,1.714,29.1937,-81.0791,1
5,0.0,0.0,5,3203,1.609,29.8958,-81.3156,1
5,0.0,0.0,5,3204,1.556,30.3593,-81.7239,1
5,0.0,0.0,5,3216,1.714,0.0,0.0,1
5,0.0,0.0,5,3222,1.662,30.3593,-81.7239,1
5,0.0,0.0,5,3223,1.9240000000000002,30.3593,-81.7239,1
5,0.0,0.0,5,3241,1.4509999999999998,30.7646,-85.5232,1
5,0.0,0.0,5,3251,1.4509999999999998,30.4097,-86.6281,1
5,0.0,0.0,5,3261,2.03,29.1842,-82.1699,1
5,0.0,0.0,5,3271,1.608,28.8287,-81.9076,1
5,0.0,0.0,5,3273,1.714,28.688000000000002,-81.352,1
5,0.0,0.0,5,3276,1.714,28.688000000000002,-81.352,1
5,0.0,0.0,5,3282,1.608,28.4386,-81.3594,1
5,0.0,0.0,5,3283,1.819,28.4386,-81.3594,1
5,0.0,0.0,5,3284,1.4509999999999998,28.688000000000002,-81.352,1
5,0.0,0.0,5,3291,1.925,28.044,-80.59100000000001,1
5,0.0,0.0,5,3296,1.714,27.6678,-80.4333,1
5,0.0,0.0,5,3301,1.661,26.3214,-80.1226,1
5,0.0,0.0,5,3302,1.556,26.0368,-80.1656,1
5,0.0,0.0,5,3303,1.504,24.5552,-81.7796,1
5,0.0,0.0,5,3306,1.9240000000000002,25.796999999999997,-80.3155,1
5,0.0,0.0,5,3311,1.661,25.5291,-80.4208,1
5,0.0,0.0,5,3313,1.714,25.8773,-80.267,1
5,0.0,0.0,5,3316,1.9240000000000002,25.8773,-80.267,1
5,0.0,0.0,5,3322,1.609,8.626733332999999,-26.7557,1
5,0.0,0.0,5,3325,1.556,0.0,0.0,1
5,0.0,0.0,5,3326,1.9769999999999999,26.3214,-80.1226,1
5,0.0,0.0,5,3331,1.661,26.1454,-80.2104,1
5,0.0,0.0,5,3333,1.766,26.75233333,-81.4202,1
5,0.0,0.0,5,3343,1.767,27.1591,-80.2212,1
5,0.0,0.0,5,3344,1.9769999999999999,26.7797,-80.0757,1
5,0.0,0.0,5,3351,1.5030000000000001,27.9851,-82.7537,1
5,0.0,0.0,5,3352,1.4509999999999998,27.476999999999997,-82.5544,1
5,0.0,0.0,5,3353,1.871,27.8864,-82.71,1
5,0.0,0.0,5,3354,1.9769999999999999,27.3523,-82.5318,1
5,0.0,0.0,5,3355,1.504,28.2781,-82.7028,1
5,0.0,0.0,5,3357,1.609,28.6176,-82.3535,1
5,0.0,0.0,5,3361,2.135,27.961,-82.3853,1
5,0.0,0.0,5,3362,1.4509999999999998,27.961,-82.3853,1
5,0.0,0.0,5,3364,1.714,27.961,-82.3853,1
5,0.0,0.0,5,3371,2.03,27.8864,-82.71,1
5,0.0,0.0,5,3385,1.4509999999999998,27.9061,-81.5914,1
5,0.0,0.0,5,3386,2.504,28.11975,-80.9955,1
5,0.0,0.0,5,3394,2.135,26.1605,-81.7525,1
5,0.0,0.0,5,3461,1.556,27.8864,-82.71,1
5,0.0,0.0,5,3491,1.4509999999999998,27.3742,-80.3343,1
5,0.0,0.0,5,3521,1.767,33.4492,-86.8409,1
5,0.0,0.0,5,3522,1.504,33.5693,-86.7657,1
5,0.0,0.0,5,3523,1.504,33.4492,-86.8409,1
5,0.0,0.0,5,3524,2.503,33.4492,-86.8409,1
5,0.0,0.0,5,3531,1.5030000000000001,15.34005,-44.1207,1
5,0.0,0.0,5,3561,1.4509999999999998,34.3954,-86.9131,1
5,0.0,0.0,5,3562,1.5030000000000001,34.6254,-87.0387,1
5,0.0,0.0,5,3571,1.4509999999999998,34.4725,-85.6947,1
5,0.0,0.0,5,3661,1.4509999999999998,30.7487,-88.1164,1
5,0.0,0.0,5,3701,1.8719999999999999,35.9596,-86.8228,1
5,0.0,0.0,5,3711,1.714,35.8388,-86.4053,1
5,0.0,0.0,5,3715,4.082,36.1015,-86.7563,1
5,0.0,0.0,5,3722,2.135,36.1015,-86.7563,1
5,0.0,0.0,5,3725,4.346,36.14,-86.7,1
5,0.0,0.0,5,3731,1.4509999999999998,35.1317,-84.904,1
5,0.0,0.0,5,3741,1.661,35.0716,-85.1892,1
5,0.0,0.0,5,3762,1.5030000000000001,36.3525,-82.3651,1
5,0.0,0.0,5,3782,1.504,36.0339,-84.3296,1
5,0.0,0.0,5,3783,1.5030000000000001,35.7544,-84.0132,1
5,0.0,0.0,5,3791,1.8719999999999999,36.0213,-84.0036,1
5,0.0,0.0,5,3811,1.504,35.0677,-90.0035,1
5,0.0,0.0,5,3813,2.24,35.0477,-89.9639,1
5,0.0,0.0,5,3836,1.9769999999999999,35.2048,-89.7776,1
5,0.0,0.0,5,3854,1.5030000000000001,35.9306,-85.4628,1
5,0.0,0.0,5,3862,3.082,35.0477,-89.9639,1
5,0.0,0.0,5,3921,1.504,32.2687,-90.20700000000001,1
5,0.0,0.0,5,4016,1.5030000000000001,19.0939,-42.8428,1
5,0.0,0.0,5,4021,3.556,19.0939,-42.8428,1
5,0.0,0.0,5,4022,1.766,38.2206,-85.5497,1
5,0.0,0.0,5,4023,1.5030000000000001,38.2206,-85.5497,1
5,0.0,0.0,5,4047,1.609,37.6434,-84.7895,1
5,0.0,0.0,5,4052,3.398,38.0765,-84.5278,1
5,0.0,0.0,5,4096,1.661,37.0989,-84.0682,1
5,0.0,0.0,5,4101,2.556,38.9809,-84.6009,1
5,0.0,0.0,5,4243,1.819,37.3793,-87.4894,1
5,0.0,0.0,5,4271,1.609,37.3305,-85.3594,1
5,0.0,0.0,5,4305,1.9769999999999999,40.0622,-82.3535,1
5,0.0,0.0,5,4313,5.6610000000000005,39.9042,-82.9452,1
5,0.0,0.0,5,4316,1.662,39.9042,-82.9452,1
5,0.0,0.0,5,4322,1.714,40.0007,-83.1239,1
5,0.0,0.0,5,4324,1.556,40.0007,-83.1239,1
5,0.0,0.0,5,4325,2.555,40.0007,-83.1239,1
5,0.0,0.0,5,4342,1.4509999999999998,41.3719,-83.113,1
5,0.0,0.0,5,4351,1.5030000000000001,41.3011,-84.3417,1
5,0.0,0.0,5,4361,1.5030000000000001,41.5867,-83.6736,1
5,0.0,0.0,5,4403,1.609,41.56399999999999,-81.4782,1
5,0.0,0.0,5,4404,1.925,41.56399999999999,-81.4782,1
5,0.0,0.0,5,4405,1.556,41.3889,-82.1229,1
5,0.0,0.0,5,4411,2.292,41.3811,-81.8292,1
5,0.0,0.0,5,4414,1.767,41.5648,-81.5804,1
5,0.0,0.0,5,4416,1.714,41.5648,-81.5804,1
5,0.0,0.0,5,4421,1.8719999999999999,41.3811,-81.8292,1
5,0.0,0.0,5,4422,1.9769999999999999,41.56399999999999,-81.4782,1
5,0.0,0.0,5,4423,1.4509999999999998,41.0222,-81.7168,1
5,0.0,0.0,5,4431,2.082,41.1083,-81.4801,1
5,0.0,0.0,5,4432,1.504,41.1083,-81.4801,1
5,0.0,0.0,5,4451,1.504,41.0052,-80.6598,1
5,0.0,0.0,5,4466,1.4509999999999998,40.4851,-81.4316,1
5,0.0,0.0,5,4471,1.5030000000000001,40.768,-81.4428,1
5,0.0,0.0,5,4487,1.4509999999999998,41.3102,-82.6064,1
5,0.0,0.0,5,4501,1.4509999999999998,39.3769,-84.5559,1
5,0.0,0.0,5,4511,1.9240000000000002,39.271,-84.4333,1
5,0.0,0.0,5,4512,5.398,39.271,-84.4333,1
5,0.0,0.0,5,4517,3.135,39.3616,-83.8668,1
5,0.0,0.0,5,4521,1.767,39.1208,-84.5373,1
5,0.0,0.0,5,4526,1.714,39.1208,-84.5373,1
5,0.0,0.0,5,4532,2.608,39.6733,-84.2404,1
5,0.0,0.0,5,4535,1.5030000000000001,40.1608,-84.2322,1
5,0.0,0.0,5,4541,4.082,39.7948,-84.1535,1
5,0.0,0.0,5,4566,1.4509999999999998,38.8034,-82.9856,1
5,0.0,0.0,5,4575,1.4509999999999998,39.4129,-81.4518,1
5,0.0,0.0,5,4584,1.714,41.0618,-83.6751,1
5,0.0,0.0,5,4612,1.4509999999999998,39.7884,-86.1731,1
5,0.0,0.0,5,4616,6.4510000000000005,23.94006,-51.752759999999995,1
5,0.0,0.0,5,4621,1.608,39.7884,-86.1731,1
5,0.0,0.0,5,4622,5.4510000000000005,39.9001,-86.2546,1
5,0.0,0.0,5,4623,1.714,39.9001,-86.2546,1
5,0.0,0.0,5,4624,1.504,39.9125,-86.0391,1
5,0.0,0.0,5,4625,2.24,39.7884,-86.1731,1
5,0.0,0.0,5,4636,1.556,41.5421,-86.9089,1
5,0.0,0.0,5,4651,1.767,41.6597,-85.9934,1
5,0.0,0.0,5,4675,1.4509999999999998,41.435,-85.0493,1
5,0.0,0.0,5,4681,1.819,41.1096,-85.1766,1
5,0.0,0.0,5,4695,1.4509999999999998,40.5394,-85.6478,1
5,0.0,0.0,5,4715,3.662,38.332,-85.7564,1
5,0.0,0.0,5,4805,1.608,42.6606,-83.3218,1
5,0.0,0.0,5,4806,1.5030000000000001,42.9502,-82.4414,1
5,0.0,0.0,5,4807,1.4509999999999998,30.49322857,-59.56377857,1
5,0.0,0.0,5,4813,1.4509999999999998,42.2115,-83.2886,1
5,0.0,0.0,5,4821,2.24,42.383,-83.3383,1
5,0.0,0.0,5,4822,1.662,42.4427,-83.0049,1
5,0.0,0.0,5,4823,1.5030000000000001,42.383,-83.3383,1
5,0.0,0.0,5,4833,2.819,42.5253,-83.0891,1
5,0.0,0.0,5,4834,1.661,42.5253,-83.0891,1
5,0.0,0.0,5,4835,1.714,42.5138,-83.5374,1
5,0.0,0.0,5,4836,1.556,42.4427,-83.0049,1
5,0.0,0.0,5,4866,1.4509999999999998,44.2652,-84.2277,1
5,0.0,0.0,5,4881,1.556,42.9751,-83.7554,1
5,0.0,0.0,5,4884,2.135,0.0,0.0,1
5,0.0,0.0,5,4885,1.504,43.6124,-84.7678,1
5,0.0,0.0,5,4893,1.5030000000000001,42.6732,-84.5277,1
5,0.0,0.0,5,4901,1.4509999999999998,42.3187,-85.1908,1
5,0.0,0.0,5,4902,1.662,42.0561,-86.4621,1
5,0.0,0.0,5,4922,1.4509999999999998,41.8906,-84.0209,1
5,0.0,0.0,5,4942,1.714,42.8552,-85.6836,1
5,0.0,0.0,5,4952,1.4509999999999998,42.8552,-85.6836,1
5,0.0,0.0,5,4955,1.5030000000000001,42.8552,-85.6836,1
5,0.0,0.0,5,4961,1.504,44.7153,-85.5992,1
5,0.0,0.0,5,4971,1.5030000000000001,46.2325,-84.6003,1
5,0.0,0.0,5,4972,1.4509999999999998,45.0151,-84.6871,1
5,0.0,0.0,5,4977,1.504,45.3685,-84.9594,1
5,0.0,0.0,5,4992,1.5030000000000001,47.108000000000004,-88.5483,1
5,0.0,0.0,5,5011,1.4509999999999998,41.6823,-94.5057,1
5,0.0,0.0,5,5021,1.5030000000000001,41.6189,-93.5893,1
5,0.0,0.0,5,5255,1.4509999999999998,41.3121,-92.6458,1
5,0.0,0.0,5,5301,1.609,43.174,-88.7141,1
5,0.0,0.0,5,5321,2.556,43.0361,-88.1072,1
5,0.0,0.0,5,5354,1.714,42.6793,-89.0317,1
5,0.0,0.0,5,5371,2.187,43.1028,-89.5151,1
5,0.0,0.0,5,5414,1.4509999999999998,45.0788,-87.6431,1
5,0.0,0.0,5,5431,1.5030000000000001,44.4782,-87.9237,1
5,0.0,0.0,5,5441,1.556,44.498999999999995,-89.5591,1
5,0.0,0.0,5,5471,1.5030000000000001,44.9743,-92.3736,1
5,0.0,0.0,5,5486,1.4509999999999998,45.4882,-91.7369,1
5,0.0,0.0,5,5501,1.5030000000000001,44.5583,-92.5675,1
5,0.0,0.0,5,5502,1.5030000000000001,44.2967,-93.2955,1
5,0.0,0.0,5,5504,1.609,44.0912,-93.2685,1
5,0.0,0.0,5,5511,1.9240000000000002,44.8279,-93.1095,1
5,0.0,0.0,5,5521,1.661,45.111000000000004,-93.4158,1
5,0.0,0.0,5,5534,1.714,45.4904,-93.2528,1
5,0.0,0.0,5,5541,1.9769999999999999,44.9996,-93.2156,1
5,0.0,0.0,5,5591,1.4509999999999998,43.6282,-93.3571,1
5,0.0,0.0,5,5594,2.398,45.111000000000004,-93.4158,1
5,0.0,0.0,5,5595,2.345,45.111000000000004,-93.4158,1
5,0.0,0.0,5,5652,1.4509999999999998,46.2981,-96.0877,1
5,0.0,0.0,5,5661,1.4509999999999998,48.5692,-93.3964,1
5,0.0,0.0,5,5733,1.4509999999999998,44.3691,-97.9339,1
5,0.0,0.0,5,5931,1.4509999999999998,47.1021,-104.7655,1
5,0.0,0.0,5,5942,1.5030000000000001,48.6394,-112.3405,1
5,0.0,0.0,5,5971,1.9769999999999999,45.7072,-111.0634,1
5,0.0,0.0,5,5991,1.4509999999999998,48.3853,-115.54700000000001,1
5,0.0,0.0,5,6001,2.503,42.1069,-87.8294,1
5,0.0,0.0,5,6002,2.082,42.1069,-87.8294,1
5,0.0,0.0,5,6004,1.871,42.1388,-88.0339,1
5,0.0,0.0,5,6006,1.556,42.1069,-87.8294,1
5,0.0,0.0,5,6011,1.4509999999999998,41.8985,-88.7691,1
5,0.0,0.0,5,6013,1.9769999999999999,42.1388,-88.0339,1
5,0.0,0.0,5,6014,1.925,41.9249,-88.0237,1
5,0.0,0.0,5,6016,1.556,41.9249,-88.0237,1
5,0.0,0.0,5,6017,1.609,41.9249,-88.0237,1
5,0.0,0.0,5,6024,2.082,42.1388,-88.0339,1
5,0.0,0.0,5,6031,2.24,41.9408,-87.8932,1
5,0.0,0.0,5,6041,1.609,41.5864,-87.6461,1
5,0.0,0.0,5,6042,3.451,41.9408,-87.8932,1
5,0.0,0.0,5,6043,1.556,41.5048,-88.1246,1
5,0.0,0.0,5,6045,2.662,41.7595,-87.7865,1
5,0.0,0.0,5,6051,1.714,41.7736,-87.9809,1
5,0.0,0.0,5,6062,1.8719999999999999,41.8631,-87.64200000000001,1
5,0.0,0.0,5,6063,2.082,41.8631,-87.64200000000001,1
5,0.0,0.0,5,6066,1.9240000000000002,41.7595,-87.7865,1
